ID	damagedvsundamaged_logFC	damagedvsundamaged_padjFilter
CCNJL	0.00143801882576491	0.9905682090729
C3orf22	0.151189419320333	NA
EFR3A	-0.719956947392301	0.0266136724645153
RBM8A	-0.0662669614026223	0.541700834739481
RABL2A	-0.206079373282871	0.0560329666794175
SDCCAG8	0.105843176867128	0.594032539079515
CTRC	0.185146463819213	NA
CYP2C8	-0.0358252847172422	NA
TNFAIP3	-0.0524652016349188	0.681433434139529
CCL1	0.0211282659108122	NA
GOLT1A	0.00133394355156905	NA
CLIC6	0.447235699054182	0.0709777938630834
LPIN2	-0.161019647114958	0.153293492544747
KRT35	-0.00211779754893033	NA
MTHFD2	0.363498393690618	0.045958704976492
ADAT1	-0.061471642768714	0.739076497565254
NPFF	-0.0771352279034422	0.806919847368608
PDCD7	-0.0326059141029535	0.872514364091193
DUSP2	0.00249384640664751	NA
PI4K2B	-0.179142578571525	0.233758793727263
LMNA	-0.119756109516225	0.475089480441988
OR4D5	0.00327955598352045	NA
PTPRH	-0.180963473037488	NA
PCM1	-0.167135400543689	0.17391177115515
MARC2	-0.00104800592226618	0.990553324141312
PPP1R12B	-0.174055377725028	0.51576244893785
POLH	0.0997224074459497	0.170594438477514
ST6GALNAC1	-0.0549333405792971	NA
APBB1IP	-0.412251611424838	0.169381485370754
MCTS1	0.0505811073580449	0.526305855321594
TCL1A	-0.114466735658306	0.738737323839771
PENK	-0.709380092334618	0.241398876356892
HLA-A	-0.26543148206968	0.266759690689784
USP48	-0.00457689448712011	0.97048329359772
HSD17B8	-0.0786931661588031	0.469130618342222
RGL2	-0.374746884807301	0.062132613105986
ZEB2	-0.909339437946605	0.0311390890047215
PSEN1	-0.0920197584371921	0.550374725051789
DIO2	-0.0906192268925148	0.772297206840128
RRH	0.128404675140353	NA
G0S2	-0.101191808419142	0.679659787959811
DNMT3B	-0.110562389378008	0.360371287438377
PABPC5	-0.013088729565243	NA
AKIRIN1	-0.00874243790014318	0.940443753476388
RASA1	-0.0884872127195025	0.636387010888884
ISM1	-0.10674014934655	0.60945797527862
ARIH1	0.168934116393774	0.135379053377396
MRPL47	0.0204620983353077	0.88826856186513
ALDH3B1	-0.126942750064449	0.12813812055419
GRP	-0.149726204605928	NA
ATP1B3	0.297710804755559	0.0571856292482765
TRIAP1	0.103956365816254	0.195306750354359
SIAH1	-0.199762253599187	0.175935950224811
KCNK18	-0.0224586161250558	NA
PADI4	-0.0735673676265584	NA
EIF1AX	-0.054633641971838	0.758992161046917
DDX42	-0.220886939435116	0.184145086797535
KRT37	-0.0769333088130707	NA
ZNF395	0.161134679088462	0.445318523858578
NR4A3	-0.00177621147009432	0.989281991502468
PODNL1	0.450747325059933	0.15381016422602
FGGY	0.195758346659214	0.0563449403646257
UTRN	-0.199570427701347	0.318285821227687
ZNF318	0.0479053382051157	0.475483531810512
USP53	-0.0690938984239738	0.851357738600965
ACTB	-0.427925423068134	0.062132613105986
HOOK2	0.288190264098764	0.403075296067832
LINC00626	0.408261032857613	0.0643359564769258
BAZ2A	-0.207005555854385	0.111834361834274
CEP295NL	0.0509373607293774	NA
IRF1	-0.388111871138612	0.0652259612292469
KLK7	-0.0276653823444006	NA
DAD1	-0.0749784971656848	0.799012235701997
RAB40AL	-0.00484123705240175	0.957830414802524
NTSR1	-0.0274328136586607	NA
EIF2A	0.0409444189207709	0.684798129451068
ZNF252P	0.00715191246536227	NA
ATRAID	-0.238081089327075	0.42566332188229
PEX11B	0.0943991970979966	0.546167747416294
TFEC	-0.137110235861989	NA
MRPS21	-0.0110067943490586	0.942258832366807
CD69	-0.148172103394178	NA
SLC9A8	-0.0328788070541097	0.754916271605223
TADA2B	-0.00531519148225882	0.960189598444469
ADAM10	0.45939534466379	0.0487983478659991
EIF5B	0.0667199150979673	0.261447319216756
ANGPTL7	0.0281409435255712	0.966415499040636
BTNL3	-0.0200680774421378	NA
ZNF595	-0.1212829777169	0.230540739574157
GGA3	-0.0532584888121671	0.438354338685678
PPM1B	-0.0714479438304239	0.665936060254414
RPL38	-0.224907264074859	0.630271012370599
TPM1	-0.636281400423543	0.0535833455279875
SMARCC2	0.135099788115032	0.0957119567449108
GAS6	-0.482921318317284	0.240915682434108
CPSF3	0.149610445865506	0.195352213647856
SNX21	-0.0812125769359653	0.57783459246101
DNAJB2	-0.0925366597164689	0.642338327585871
ITGB3BP	-0.0844789514198176	0.66082834912938
IL1A	0.0047239300860414	NA
TFB1M	-0.00771285740928153	0.938378647656779
SUSD1	-0.0487296630073045	0.758845327723225
SEC62	-0.0900836110557769	0.325971026535779
ANXA1	-0.122815694910663	0.847702323426052
ATP5MC1	-0.254752318226109	0.131491416837764
EVPL	0.50911031257484	0.284012468886325
ABCB11	-0.0261566249867605	NA
CCDC73	-0.0487518832601147	NA
PHPT1	0.099644449460589	0.578632464672255
DEPTOR	-0.239648486605141	0.235484998296344
TAPBP	0.0641780163645563	0.841682874249731
BCL2L13	-0.0967845470945623	0.141308439319989
PDILT	-0.0849033393652089	NA
FUT8-AS1	-0.00244239895240423	NA
STAU2	-0.0618065932351863	0.620753381622697
KERA	0.0209355444627659	NA
TMEM263	0.0737827319085973	0.782249519880779
ZNF230	-0.160879264626871	0.251847678445611
STARD13	0.0627342417910308	0.65214004223084
CCT5	-0.0731634882588995	NA
CYB5R2	0.174312488837811	0.571181786106941
LRRC31	-0.0122252683028775	NA
SCYL1	0.126745169883384	0.628282689943734
TTC17	0.0112826958859726	0.890609555113703
CLEC4A	-0.523498125906528	0.196937010073986
MMGT1	0.156463942177691	0.252330243238268
OR4K17	-0.0901066746411148	NA
LINC01547	0.0050692528461106	0.942333225648689
AMELX	0.0825924280289261	NA
DOK2	-0.342382779789509	NA
CRAMP1	-0.0975979078613591	NA
ZNF414	0.0558163313034421	0.606842585439658
MT4	0.0421371561554134	NA
SLF1	-0.0260167564732196	0.751408419004228
VPS4A	0.120033634921119	0.504765222725507
PLD5	-0.0261647735829862	NA
CTTNBP2	-0.307313860976376	0.0902364709110175
SFXN1	-0.065686264273276	NA
PCDHB4	-0.227958422669792	0.114663969087135
ELK3	0.030271339843067	0.863455116665285
CORO2A	0.0729389126340951	NA
RASL12	0.140327524284309	0.654944105409135
PEAR1	-0.119901738636928	NA
ZNF638	0.0387177588719323	0.788056162319872
TSN	-0.0350957155444552	0.725391069119684
DCT	-0.0249847202252903	NA
PIKFYVE	-0.128720912235862	0.306555198722714
BAP1	-0.527623261618093	0.0271666351298022
PCNT	-0.00131473961939486	0.990477111356062
ANKRD30A	-0.0196540830219934	NA
FH	-0.171929622115461	0.301575302056343
DCAF5	0.210634707538112	0.119729287978988
KCNQ3	0.0500144164743416	NA
RASGRP4	0.0591876792567966	NA
RPL23AP7	0.137909732016169	0.440479202827123
CTNNB1	0.0313206118177603	0.904990145893257
MMP1	-1.62339778033864	0.0855946175950884
H4C8	-0.0398032746184739	0.580365901187964
UBE2L6	-0.546136610171157	0.0576869852658804
SKA2	-0.119503554628601	0.18591895544026
DNAJC18	0.103880223187524	0.165191950796458
CEP170B	-0.0766598494603408	0.695603991136325
RELA	-0.0124662104542296	0.962319790767289
FSIP1	0.0392714970391072	NA
TP53	-0.104120053480478	NA
RPS6KC1	0.0609174929089679	0.44805447489932
METTL8	0.114678704797215	0.163520566860266
RPL36AL	0.222388097153322	0.547330115873423
GDF5	0.72032889429276	0.104195800645026
TNK2	0.0449023657088629	0.769131948249404
STPG2	-0.0661619545768907	NA
ABCC8	0.661223300732498	0.0510238813263735
NTSR2	0.00265967419892242	NA
LANCL1	-0.215635138377944	0.4567359083428
ANXA2	0.0663301620901072	0.761553084536978
RNF6	-0.148185069165085	0.291216314562778
GPR21	-0.112341301147185	NA
VPS35	-0.181098649893797	0.258474802493273
GUSB	0.220390991208703	0.163384384291516
ZBTB26	-0.0576316467945442	NA
SIDT1	-0.0665277834093068	NA
TRIM46	-0.0241715623954261	NA
SPECC1	0.472875479674456	0.0253089906939051
GRAP	0.00552818688557218	NA
PTPRK	0.0304141735967939	0.943554556688581
BNC2	-0.359635422124481	0.102256790416509
PLAT	0.350836704586304	0.338591597529516
RPL10A	0.109412963708848	0.783758594146616
PCDHGC4	-0.0141745534319597	NA
PIGV	0.147956935880715	0.230977286403178
ZNF549	-0.110550425778763	0.163384384291516
LINC00205	-0.0947991345502099	0.314063650008602
OR2H1	-0.0866251596288234	0.909424914559748
RP9	0.114680582498642	0.320583605529178
L3HYPDH	-0.119255364287822	0.228397388952175
FOXA1	-0.00865428154998504	NA
CNOT4	0.00905242175076535	0.892893871464384
TSPAN14	-0.145360185065041	0.243072930440434
ABHD11	0.0127362537267745	0.903319825847089
RBM14	0.0765305486526637	0.304734527134948
DLGAP2	-0.0294212164253977	NA
PDIA2	-0.023529557497822	NA
DENND5A	0.113662546075976	0.41251314285899
ALG5	-0.0367457130309302	0.883730549959028
PPP1R7	-0.0823588248614189	0.643789893614472
UBE2O	0.475072040809755	0.0570018313435712
RREB1	-0.0497064134786794	NA
GALR2	0.0822112359449962	NA
MAN1A2	0.239322692155965	0.260491858212275
KMT2A	-0.0743791923298279	NA
AMOT	0.0613105157718173	0.618230670375968
ATAD5	-0.0548385155365789	NA
CARD16	-0.349911622673075	NA
GPR63	-0.0274798547478335	NA
MBNL2	0.230877247274971	0.256951751749346
PADI3	-0.0482574272133087	NA
MAN2B1	-0.00675242317441043	0.967884730765795
EFCAB7	-0.180781181652518	0.385201883494429
C15orf62	0.0799859136508144	NA
SLC22A2	-0.0483926069168797	NA
TSKS	-0.0790114799949244	NA
CLRN1	0.036774147730407	NA
DEFB125	-0.0407478617123232	NA
CST7	-0.0715925735281135	NA
PANK3	-0.104841252835431	0.185743593693472
SMAD1	-0.305731054303407	0.145698908716563
ZDHHC16	0.185070332741786	0.0935374720891635
RTEL1	0.0649864771923939	0.728597678997777
FPR1	-0.648807179632936	0.0919305213882579
NECAB1	-0.0681783282193826	NA
MRPL58	0.249460612138412	0.0266136724645153
BZW1	-0.00347383334214556	0.99286491755735
SEPTIN7P2	-0.02152500012253	NA
GABRA3	0.0563539358879488	NA
AGT	0.562458257837369	0.064603690231066
SNHG11	0.0999753006817156	0.370228593763183
CD163L1	-0.0925711106553138	NA
PTH2	0.0221261711294096	0.966385685741481
WDR7	0.102920308401767	0.532596974217481
GGNBP2	-0.10938740036487	0.612217090075706
RBP2	-0.0252184705511172	NA
SELENOO	0.138854074616902	0.320669454137248
ANP32A-IT1	0.0423511789043262	0.942051060500378
RRP15	-0.021915853900302	0.774348177873378
ANGPTL3	0.00461747052212106	NA
DNHD1	0.0921416200106671	0.153437599861612
DIRAS1	0.274325736895027	0.398268500453541
MGMT	0.159586419952198	0.264443370296362
CLDN1	-0.138892830340921	NA
GLYAT	0.0108360921395074	NA
ETFB	0.298650582759406	0.218506951344557
ADGRL2	-0.176291148311314	0.262404752977515
LHB	0.151632192565267	0.407886806393533
BIN3-IT1	-0.0403266121589479	NA
IL1B	-0.10095752458674	NA
CT55	0.0636129410784162	NA
RAD50	0.100553297929634	0.584555961510166
NMNAT1	0.0969291622451715	0.487239266384369
LEMD2	0.155450198326918	0.377959400589122
SRSF12	-0.130790276492808	0.190286740271294
SYNJ1	-0.00828295078026073	NA
RTCB	0.00579151700456665	0.978919602181246
PER3	-0.104235195937577	0.376197865620698
EPHB1	-0.00168132699389333	NA
FASTKD1	0.0206709973640066	0.829298397396598
AGTR2	-0.235193802185354	NA
SOS2	-0.0328687297683141	0.758655078644992
NPPC	-0.0851988940103763	NA
BBOX1	-0.0433262108821901	NA
REV1	0.0316142934608627	0.784856137130121
SLC7A13	-0.0705141790353429	NA
VDAC2	0.200181471468712	0.275225703025324
BAX	-0.204186457042907	0.391052307988491
FOXJ1	-0.0136486433797215	NA
MFSD14B	-0.048828179831582	0.781035130617832
CFHR1	-0.0884677491465602	NA
DOP1B	-0.0883274437977575	NA
ARMC10	-0.172544974221904	0.272676720307165
CCR2	-0.270197818864452	NA
BARX2	0.0494753833534738	NA
SAFB2	-0.0590310176366855	0.791262042159254
CFAP43	0.0468563368396183	NA
ANKRD26	0.00524941198936627	0.950923547544591
MAPK14	-0.0720248586290626	0.435141749815056
MAN1B1-DT	0.1250314519661	0.175027414373827
APOM	0.068671297035629	0.638680532552531
PDIK1L	-0.121339744447738	0.289540381506062
CCDC34	0.017211810296657	NA
ELAVL1	-0.0196734842663773	0.863195521329534
SPRY3	-0.0549875662669295	NA
ABCA2	-0.0596245668650183	0.483357859113808
SCARNA17	-0.0227677987284384	0.96643859068347
NYX	0.0611108419623878	0.935684149002411
PLPP4	-0.151568756198414	NA
EGR1	-0.390827113148242	0.489898577388247
CXCL9	-0.0869170680573084	NA
ORMDL1	0.0247626232083606	0.915158024257369
ANXA11	-0.0397680111270445	0.714721327021447
MKNK2	-0.106562351673665	0.396372155133496
TRMT10C	-0.0109408256201523	0.951622747802331
EGF	0.0344828387419641	NA
TUT4	-0.0367700152127416	0.69986346535663
PARVB	-0.0755386049354271	0.496918563280429
WDR20	-0.0137348657106325	0.88834260656227
SFMBT2	-0.0285410810987871	NA
DIDO1	-0.0357409766802046	0.535610687603472
CARD9	0.343000761320728	0.0699582614493065
AAMDC	0.119547751670239	0.434795352169329
TERT	0.0206023877245067	0.87331907314665
COL5A3	0.0063366281571169	NA
ASPM	0.0116326869732828	0.968416542215025
IFI44	-1.20046569755353	0.0596366565643455
CNTN4	-0.067465731419231	NA
PLAGL1	-0.131647088210422	0.273788553764918
ARHGAP19	-0.0622736824938234	0.506571201826419
YTHDC1	-0.10652399945583	0.200608449041606
IGFALS	-0.0304950896685435	0.730440613499344
TCAF2	0.202285847381737	0.239742230633734
RASGRP1	0.0353652545823292	NA
PCDHGC5	0.0307503178193944	NA
GOLGA2	-0.133471313365196	0.461328990340189
TUG1	-0.0888391819908792	0.623768749770632
SCGB1A1	0.0267416353406958	0.924465340651257
USP6	0.0391817903845936	0.598689766323335
GPR89B	-0.181646683400644	0.210716318781667
FXYD6	-0.115432133467634	0.690080438220629
WBP11	0.123200728940022	0.326071296706506
SLC25A24	-0.012364719438984	0.931853727174919
POLQ	0.0460895644334969	NA
FAM234B	-0.026778551780121	0.7419946427646
NOL6	-0.0459666436805506	0.51576244893785
ZNF35	-0.0259888440916345	0.727322299251185
ZNF584	0.02837113107258	0.656937633113932
DRAIC	-0.0871713427566253	NA
RHD	0.0160121047561149	NA
RPL30	0.102998511612452	0.785046265436307
NEUROD4	-0.0288475156840311	NA
PUS10	-0.0462304572630623	0.605243358115461
XRN1	-0.165277743857839	0.310489489216548
DPY19L2P2	-0.0385904688924712	NA
SLIT3	-0.391141156783346	0.314063650008602
DPAGT1	-0.0274884612649927	0.833595250561535
MCM9	-0.0775524645670753	NA
CFLAR	0.0507205015760026	0.821190738412656
DNAJC14	0.00547153317440103	0.948042772950787
CELF3	-0.151242372362676	0.567695897440161
CGB2	0.0392305793578925	NA
PWP1	-0.00229671663402147	0.989772872870445
DSC3	0.475363902004045	NA
DAO	0.00296138913691523	NA
SAMM50	-0.245054991560806	0.106957339426519
PODXL	-1.0192782863557	0.147448783932847
FAM3A	0.0729493139257436	0.533892131278278
CDS2	-0.00265679350032623	0.974626273464428
LINC00301	0.0119435577341178	NA
CUL3	-0.0581735399250978	NA
NDUFA4	-0.49963957212947	0.128529149568049
KRTAP4-12	0.133859663064296	NA
CACNA1F	0.00486202192503847	NA
NOXRED1	-0.0155936933541938	NA
UFC1	-0.134620641693422	0.499864204377342
LRRC8A	0.0907896802991804	0.577165875429023
PSTPIP2	-0.0202085696639014	NA
PTTG1IP	0.304196620069608	0.152117599226064
ETNK1	0.0211667576441124	0.87439687177952
ESR1	-0.319213888443349	0.111834361834274
WFDC11	0.060581520446112	NA
RNF139	0.234890318528807	0.0542425516439609
NELFE	-0.228879856483174	0.575760472142345
JKAMP	-0.0690384031092866	0.789336570264297
ZNF28	-0.0362095941207248	NA
ERBB2	-0.00547070980406446	0.987208436300907
TBCD	-0.00746577378123276	0.962518449956924
MAEL	-0.00412658587793104	NA
OAZ1	0.10270601240947	0.78810407360736
PLEKHA1	0.518495284389621	0.0378929735385817
TMEM14EP	-0.0392477991756451	NA
KRBA1	0.188896174540306	0.58060595491531
SEC31B	-0.176147405556984	0.39254975064542
FYTTD1	-0.374851655828287	0.0618345611667854
LCMT2	0.129400754639963	0.184145086797535
TANC1	0.0821563781590228	0.524416088002364
ULBP2	0.305117907488377	0.177903073972847
ANKS4B	-0.0379101399959487	NA
CSF2RB	-0.0323541873901856	NA
TPSG1	-0.410228431128965	0.810036838563272
AUP1	-0.266231880246143	0.188520572413539
LINC00305	-0.0103380357184692	NA
HNRNPA1L2	-0.0940539117028447	0.671436125470368
RAB9B	-0.0463664924497096	NA
HPGD	-0.0554217338211096	NA
WDR41	0.179548373005622	0.111352167387658
CSF1R	-1.84152908754729	0.062557872604381
ZNF76	-0.129186576706822	0.290358021886563
HNF1B	0.00189455708488475	NA
CCHCR1	0.24154816260755	0.348864454797731
CEACAM6	-0.0544740837957463	NA
C5orf38	-0.0297536041242845	NA
FBXO38	-0.0693011454268565	0.545077286980908
TJAP1	0.0163406531595597	0.87998316119437
MAPKAPK2	-0.264276832788299	0.455712613911936
DOCK11	-0.247514754132602	0.318206222418339
EPCAM	-0.233093697038199	NA
EEF1AKMT3	0.0107802198772396	0.952507155873671
ASB7	-0.0150712730408453	0.815033622195953
PRDM1	-0.0253663207332481	NA
SLC9A1	0.037723219596523	0.680462123125844
PSMC3	-0.25522945797489	0.141812783257394
ATXN7L3B	-0.113832074309264	0.209706770260573
GHRL	0.0393652457969541	0.711155224949534
CASP3	-0.163957977021156	0.217419616810249
HAUS5	0.00955269224861193	NA
PSMD1	0.198003422418949	0.100468726049814
TMEM132A	-0.162525406226215	0.548236776686096
MIP	-0.0409177449408406	NA
ST3GAL3	-0.119589525738209	0.272001740965082
PRPF38B	-0.170102672364914	0.163559044030993
CUTA	0.231047431716337	0.188176885089226
SIRPA	-0.0271858392801775	0.868931211932166
VMO1	-0.110187048712595	0.747834496049041
HTR3B	-0.00984688212561809	NA
WDR81	-0.229246338703498	0.311971810129578
BATF2	0.0163387721403827	0.930897217163305
CT47A11	-0.195410001888664	0.788094141701806
TUBB4B	0.360421044152415	0.166904206909726
KCNA1	0.0521463167262548	0.526753623522493
EIF4G3	0.0161308026586758	0.843557586264845
SLC11A2	-0.0288590241563881	0.772190919780406
HIPK4	-0.0249107078455112	NA
TP53AIP1	0.0174909545598973	NA
MKRN2	0.0235574316535357	0.914789128075581
PABPC1	-0.152713530767183	0.352198595175881
STRN	-0.0602343249720549	NA
DYNC1LI2	-0.283385227774842	0.105068571685425
THAP7-AS1	0.126484254102546	0.0726005814843141
KRTAP6-3	0.239846449167079	NA
AK3	-0.0411649956291604	0.814875154116932
PEX11A	-0.0882335011145204	0.178792571816886
KCNAB2	0.0190409102711304	NA
COL1A2	-0.986295626580969	0.0395185506796905
GMEB2	-0.0528484005256945	0.598291265645214
EPHA7	0.00779135953796695	NA
RPL23AP32	-0.139549617642042	0.407115491496919
GMDS	-0.208950584509617	0.190716281821449
FAM20A	-0.980320477178173	0.0491437379252568
ALLC	-0.048801362488189	NA
TAGLN3	0.0409365225801371	NA
D2HGDH	0.0647585890826228	0.890967449751693
COMP	1.75621425923708	0.0394853969632681
MIGA2	-0.120336873143402	0.270877234918425
LINC00926	-0.272366577108234	0.138862556390135
HMOX1	-0.786953446639621	0.0940696407557367
RPS10P7	0.0171747864643309	0.961272219092486
TNFRSF10B	0.0787976246697585	0.610764120847503
APOF	0.0752972966137428	NA
CD247	-0.0664267083784541	NA
HNRNPA3	-0.109299619199166	0.283808152027354
GNAS	-0.188234341212974	0.194238149327204
CLDN19	0.0995044338591387	NA
SYNE4	0.797403514392544	0.0254141610482558
LOC100270746	0.0618724739425622	0.489085260082738
C4orf3	-0.0913565142708572	0.725133890368981
MAPKBP1	-0.0265484677688106	0.873135670598931
TNNI3K	-0.0105975891292789	NA
WDFY4	-0.317606878234674	NA
PHACTR1	-0.0620197560561314	NA
ANO2	0.144782579061473	NA
TCAIM	0.204031684904873	0.062132613105986
ABHD12	-0.0300643798434729	0.88826856186513
FYB2	-0.0336466908245825	NA
HPD	0.0246069595203045	NA
SLCO4A1	-0.038319246902929	NA
GNG13	0.191517499751197	0.693674587961212
NEXN	-0.248605851224926	0.422638775323925
SPINT1	0.211920310719702	0.234386034463307
MGC12916	-0.0448238278974042	NA
LRTOMT	0.0714326391949938	0.491246076127735
DOK6	0.0753434120881804	NA
PTTG2	0.1680826037522	0.311293104572504
CCDC7	0.0895829784598542	0.244452514038892
FIBP	0.0514897509391031	0.767894450931206
TMCC3	-0.0941596315486467	NA
TBC1D26	-0.0220363431193282	NA
RAB11FIP1	0.103952848064852	0.405725623436561
DUSP14	0.483950604727503	0.0449252213930278
HCN1	-0.0919562538757286	NA
LSM3	-0.0645149435823301	0.470177892922423
FGA	0.00477709889655826	NA
CDK12	0.0861020771514746	0.472422336161245
TRPM6	-0.00644354181482664	NA
ZNF7	-0.247449308389319	0.0351701461746042
PTPRN2	-0.0509434777324935	NA
SINHCAF	0.262239204106668	0.0880300885376392
TBCB	0.166725701541557	0.325627621828672
ZFYVE28	-0.193555129041358	0.0421685083182475
GPR50	0.0838151006668044	NA
CHMP4A	0.124218316427128	0.270945437755234
HSD17B11	-0.652870552521337	0.102256790416509
POMGNT2	0.121949211228682	0.315150542691917
RASL10B	-0.248395801439676	0.209706770260573
GCNT2	-0.00324522491900024	NA
UMODL1-AS1	0.145265367841168	NA
PIWIL1	-0.0255073319863179	NA
GPC5	-0.477482348439798	0.134174394777563
ERGIC2	-0.291419886477904	0.245624018505879
PPP1R21	-0.0363067061677873	0.656920311946119
CEP89	0.0642751074961322	0.476698844540915
DSCR8	0.0667129982677808	NA
GALM	0.352974495329369	0.045958704976492
NDUFC1	0.139802115938984	0.644310349354746
WDR3	-0.0613384383715312	0.487042940599674
C11orf24	0.342179271579287	0.103077575842593
AMPD3	0.266139829506302	0.0663336515475245
UQCC2	0.267187514228715	0.135368545325003
CLCN7	-0.159506564025688	0.128667070520059
CWC15	0.0140530302401672	0.920325178812596
ADARB1	0.0470382016693614	0.886304766640588
ULK4P1	-0.108732179919356	0.321416348144833
PARD6A	-0.0973544258182757	NA
TAL1	-0.0479828009983475	NA
TMTC1	-0.0495944045004788	0.671436125470368
COL13A1	0.658018984373473	0.124635812078792
ITGAL	-0.0487286096891179	NA
KRT10	0.231501579339719	0.332190808975727
ADAMTS18	-0.0767465269558777	NA
NOSIP	0.0700183218994751	0.477830070075147
SPATA3	-0.0273631378631704	NA
MPG	0.21135614903582	0.360737853007455
SNX3	-0.288137257665913	0.41673455055486
FOXRED2	0.0502592182437776	0.71052411505289
FBXO40	-0.00333110393650707	NA
CFH	-0.50817836858189	0.402137954813723
LINC00938	-0.0817953084839319	0.485582482131547
AGTRAP	-0.0997774033360953	0.313472804567874
RNF114	-0.301543826389459	0.0724827662611035
PNOC	-0.145371260111211	NA
CDHR4	0.0409064253796919	NA
SCNN1B	-0.108445373836873	NA
FLJ12825	0.0377437177356675	NA
ARL4A	-0.109697053595207	NA
GPR142	0.00376810173115756	NA
SERF1A	0.235519736423676	0.128667070520059
RNASE1	-1.77560853433132	0.126582972985359
ACIN1	0.166940420868899	0.61183575798448
ILDR1	-0.128195199210231	0.855879396865099
UTS2B	0.0696040167594055	NA
C21orf91	0.104644991104657	0.307737226116785
GOLGA6L9	-0.0957933435335946	0.710616904827854
GMPR	-0.17345236832159	0.0947018435369538
TLR2	-0.0560479559849674	0.725391069119684
DDX11	-0.0568847978204372	0.444505005526922
TMEM44	0.0255734426479875	0.826253955725619
ZMYM6	-0.0423695990523619	0.605243358115461
H2BC10	0.035998270748223	0.864647780603855
DST	0.115998828130738	0.377780248440992
BMP7	-0.106283251481655	NA
BLCAP	-0.185072590223305	0.342498347335622
GRPEL2	-0.137023016861095	0.276759424586479
OGFOD1	0.0752626836108195	0.614278000270935
VPS52	-0.184247982640168	0.117563225502623
BET1L	0.0471143440536048	0.853482035144315
C17orf75	0.0604268085295744	0.587006425489109
DGCR2	0.16372433055723	0.338860803068634
MYL10	0.358102463629481	0.0570018313435712
ADAMTS13	-0.447228643128403	0.228054246013469
TINAG	-0.0123872103308996	NA
HPRT1	0.254343020801188	0.064603690231066
PDK3	0.264493709240012	0.102256790416509
PAIP1	0.0530041679541167	0.745758749849521
FKBP3	-0.136018106535147	0.37927335875884
CD59	0.0917805335027951	0.559453088782996
NYAP2	-0.128007539693886	NA
MRTFB	-0.162271455933168	0.363707276890589
TWSG1	0.135894029682416	0.324314420927014
SEC22B	0.106987217581714	0.335131664773589
MAT1A	-0.0362425058781717	NA
HCG4	0.0266592541925602	0.908205395982049
MED6	0.072413130078016	0.599584182586944
CANT1	-0.0494935446435556	0.537573506942155
VDR	-0.267208711273988	0.160157975102028
MAPK1	-0.193464604591604	0.0759483320729332
CBR3	-0.0364342697887639	0.826264929617456
ZNF224	-0.0718771268707366	0.638680532552531
PAXIP1	-0.296624399231724	0.0201230705810044
SRRM3	-0.0579323478475123	0.677587809495949
CXCL13	0.106050593724308	NA
SYTL2	-0.09148638539106	0.712873900746004
MTERF4	-0.10765604191461	0.122379968835352
CDRT15	-0.0933888461234696	NA
FTH1	-0.0462094037673334	0.90043400689223
FAM133B	-0.214955711504109	0.0717956327597895
JOSD1	-0.208043604134711	0.117587830218044
ZBTB20	-0.098667032293732	0.570298616810677
IQCK	-0.0661512706832798	0.662402589286504
C12orf75	-0.064310638476546	0.718118666151966
PAQR4	-0.176947752245746	0.217133867617628
NMRK2	-0.0388859087050142	NA
ATP8B4	-0.559824701098965	0.045958704976492
TRMT61B	-0.0373984373719926	0.772096839815462
CARD10	-0.212311889556354	0.452404959226012
MMD	-0.329128398775438	0.111851458940665
CMKLR1	-0.158423346113106	0.595333987815099
STK24	-0.000403844866185192	0.997632821996157
KCNIP2	-0.0378178063559032	NA
CPQ	-0.280378797309805	0.311971810129578
WDR36	-0.171830638305411	0.367698871096691
NUP62	0.147579764006547	0.215574075017484
SETD7	-0.215444007986716	0.26035417209711
ZDHHC19	-0.0365859786750311	NA
CTPS1	-0.0752174444875529	0.697975506728098
TMEM198B	-0.0387486812769438	0.689842595080112
POLR2F	0.0290229981440567	0.74732570281599
ODC1	-0.164982093342498	0.279352694761765
ADRM1	-0.0409192463148885	0.817739348758843
S100G	-0.0440908125642767	NA
NT5DC2	-0.363754614920767	0.140890355878898
TCEA3	-0.0697061223061042	0.708563909065778
MCM7	-0.160115694231693	0.215881638907233
OR1E1	0.0335216134726268	NA
SLIRP	0.22888485698172	0.0955291798618327
DCP1A	-0.0340851558417551	0.768975384059691
PRDM8	-0.00484214367089542	NA
FANCC	-0.0429590688064942	0.681476711644053
ZNF45	-0.117735148240379	0.105068571685425
ZNF610	-0.137870415592575	0.165832486005424
PLAA	-0.0445717142164711	0.529002800305916
IRF2BP2	-0.137755033971748	0.536483631786341
ZNF791	-0.0190364648579655	0.892163805466202
NREP	-0.733043445517567	0.0385149194074633
UBE2U	-0.116157950967612	NA
KAZALD1	0.426413430502039	0.033802681832877
PRR21	0.0833448447759673	NA
INHBA	1.42999756367826	0.0280847969020633
PGK2	-0.0671805905831914	NA
THPO	0.00663457452174529	NA
AP5B1	-0.0228750400655708	NA
LOC100240734	0.043866520657344	NA
GID8	0.122049127599966	0.333000402937088
ASIC2	0.112839926605767	NA
LIF	0.316716564184466	0.114575224063499
GRB14	-0.105952719832222	NA
C10orf25	0.0105628531304815	0.920637410258688
CFTR	-0.0183082598011265	NA
SLC30A1	0.108266090529818	0.315141808623869
CRPPA	0.0244791265283117	NA
TRIM16L	0.116314970668604	0.321858307113079
OR8B8	0.191196043127495	NA
