gene_name	InjuryRepair.Day28vsInjury.Day28_log2FoldChange	InjuryRepair.Day28vsInjury.Day28_padj
	0.154847061353942	1
	-0.236670222686325	1
	0.207778917098577	1
	-0.0384520440520442	1
FCAR	-0.0057036256161204	1
	0	1
HSPBP1	-0.336632391624068	1
ISOC2	-0.499354331942069	1
PPP6R1	0.218985755451511	1
TMEM86B	-0.129629773550834	1
	-0.0906115454855272	1
HELZ2	0.0368439891876761	1
NLRP9	NA	NA
	NA	NA
NLRP11	NA	NA
NLRP8	NA	NA
ZNF787	-0.133553126894762	1
GALP	0.256995217474493	1
ZNF582	0.226632197856287	1
ZNF471	-0.408758377427298	1
	-0.124150350246459	1
	0.186803981968695	1
ACAP3	0.0483013950333057	1
TNFRSF4	-0.00893093941826369	1
SDF4	-0.307343074571549	1
C1QTNF12	-0.455429226613348	1
UBE2J2	-0.0551982206086638	1
TTLL10	NA	NA
PUSL1	-0.845338814945087	0.71465864476937
INTS11	-0.164473842533822	1
TAS1R3	-0.397251812855345	1
DVL1	-0.0637078034349873	1
ATAD3A	-0.340667375266323	1
VWA1	-0.44125415428038	1
ANKRD65	0	1
	-0.309238477962466	1
MIB2	-0.310140795854795	1
MMP23B	-0.90137864090419	0.781432008814667
	-0.113253643833107	1
	0.283225091542147	1
CCNL2	-0.148227629852475	1
MMEL1	0	1
ACTRT2	NA	NA
TPRG1L	-0.30919622297451	1
WRAP73	-0.207513309486281	1
CEP104	0.304878329910809	1
CHD5	0.606079842892145	1
	NA	NA
RNF207	-0.169663099198711	1
ICMT	0.253898048479848	0.927695106980563
HES3	-0.119087704439811	1
GPR153	-0.111626794072766	1
ESPN	-0.620066015004384	1
PLEKHG5	0.0385113256945276	1
ACOT7	0.336695531868028	1
KLHL21	0.627648072294897	0.71185322995209
TAS1R1	0.0646702395993314	1
ZBTB48	-0.31613873873148	1
DNAJC11	-0.180369679443303	1
PARK7	-0.220624869972931	1
TNFRSF9	0.324171040828808	1
SLC45A1	0.209322704209358	1
SLC2A7	0.250133057166701	1
CA6	0.118485332595545	1
TMEM201	0.124052170340875	1
PIK3CD	0.588720842229633	1
CLSTN1	-0.106331569928515	1
UBE4B	0.133234914416896	1
RBP7	-0.187697551254337	1
NMNAT1	-0.250032597444851	1
KIF1B	0.102306997448312	1
PGD	0.0555239359690082	1
	-0.0102526535902748	1
DFFA	-0.17312112071222	1
PEX14	0.0197029992206316	1
CASZ1	-0.102778973206173	1
MASP2	0.274455208420803	1
EXOSC10	-0.270334318658479	1
MTOR	0.353120668782552	0.951711805684101
ANGPTL7	-0.083077695449567	1
DISP3	-0.00704138608070883	1
MAD2L2	-0.0522363804056317	1
FBXO6	0.00594610312721763	1
	-0.404385267714621	1
DRAXIN	-0.388289233233345	1
MTHFR	-0.183144595365518	1
CLCN6	0.335449180587375	1
NPPA	NA	NA
NPPB	0	1
KIAA2013	0.00887733272598175	1
PLOD1	-0.00263705942145611	1
MFN2	0.00817207881456019	1
MIIP	-0.265540100075189	1
TNFRSF8	0.136362415266846	1
VPS13D	0.184142732803418	1
DHRS3	-0.107250774638102	1
	0.10692191088741	1
AADACL3	0.00829014871207463	1
C1orf158	-0.00879614651936273	1
	NA	NA
	0	1
LRRC38	0.0671445109754794	1
	0.257564587800123	1
	-0.6738620782269	0.951711805684101
FHAD1	-0.316725019909801	1
EFHD2	0.87641078521397	0.352232217032795
CELA2A	0.258402493788556	1
CASP9	0.11793181477712	1
RSC1A1	0.0499705804996767	1
AGMAT	-0.138863954658082	1
DNAJC16	0.0688243710174423	1
FBLIM1	-0.0942534050178532	1
TMEM82	-0.593263446643669	1
PLEKHM2	0.05245799722794	1
FAM131C	0.0289520068207813	1
EPHA2	0.558057251446845	1
ARHGEF19	0.165538309995308	1
CPLANE2	-0.256468473942607	1
	-0.0712864239193296	1
NECAP2	-0.194575751142648	1
	-0.00969246783642569	1
MFAP2	-0.187393264128265	1
PADI1	-0.00771962770789798	1
PADI3	NA	NA
	0.194952474078103	1
PADI6	-0.0139939604600962	1
RCC2	0.186828902434397	1
ARHGEF10L	0.196375251271289	1
UBR4	0.176107871002752	1
EMC1	0.305766920885733	0.951711805684101
AKR7A2	-0.631776308235518	0.802282195560786
PQLC2	-0.320212562274346	1
CAPZB	-0.175170708436549	1
PLA2G2A	0.00861654032671214	1
	0	1
UBXN10	-0.17779465257248	1
PLA2G2C	-0.0224374267486202	1
VWA5B1	NA	NA
DDOST	-0.0745488255995512	1
PINK1	-0.355286941406783	1
KIF17	0.248747790313409	1
SH2D5	-0.0947830221702515	1
HP1BP3	-0.065400390843417	1
EIF4G3	0.117861743466256	1
ECE1	0.554651026013852	1
HSPG2	0.29408608697253	1
	0.0433254833058167	1
	-0.100838820364647	1
EPHA8	NA	NA
C1QA	-0.373613135570614	1
EPHB2	-0.380454481227438	1
LACTBL1	0	1
TEX46	-0.00809299223493626	1
KDM1A	-0.0688729689169414	1
LUZP1	0.164182040522741	1
GRHL3	0.130756765974096	1
STPG1	-0.0104897550845646	1
NIPAL3	0.0944736534374843	1
	0	1
NCMAP	0.297394904690193	1
LDLRAP1	0.238437328845504	1
PAQR7	-0.121187154491325	1
AUNIP	0.0357183190962102	1
MTFR1L	-0.0225679214189076	1
	0.270097455803813	1
HMGN2	-0.0599728292959783	1
LIN28A	NA	NA
RPS6KA1	0.398541739034124	0.857541746889252
ARID1A	0.192213158551717	1
ZDHHC18	0.780876839145167	0.773964430190411
GPATCH3	-0.152223249958884	1
NR0B2	0.147345621043213	1
NUDC	-0.206160228864763	1
KDF1	-0.0607436947421256	1
SLC9A1	0.0265308467657377	1
WDTC1	0.176617688127981	1
SYTL1	0.0752971418899243	1
MAP3K6	-0.120646196673618	1
CD164L2	0.086123059949126	1
GPR3	-0.302003133972702	1
WASF2	0.224502311956958	1
FGR	-0.316032497943084	1
AHDC1	-0.252064807990284	1
EYA3	0.178084625198741	1
SMPDL3B	0.269852238482984	1
RPA2	0.0601234818602701	1
THEMIS2	0.14098299080767	1
GJB5	0.0223120383023589	1
EPB41	-0.0881927663206498	1
SRSF4	0.179032059952474	1
PTPRU	0.151346443542498	1
PUM1	0.158401765092947	1
SDC3	-0.0760740604034055	1
SNRNP40	0.0317995396591306	1
	0	1
TINAGL1	-0.115793201519917	1
HCRTR1	-0.677625766042381	1
COL16A1	-0.520957650270461	1
ADGRB2	0.383446129928363	1
SPOCD1	0	1
LCK	-0.748402339518745	0.992267329788745
IQCC	-0.533879046066044	0.802282195560786
EIF3I	-0.218970849859852	1
HDAC1	-0.0548464006069715	1
FAM167B	-0.289316901190661	1
TXLNA	0.0193948964976063	1
AZIN2	-0.568288420738601	1
TRIM62	0.492581010067898	1
ZSCAN20	-0.233381039128348	1
CSMD2	0.224808570145886	1
	NA	NA
ZMYM4	-0.101351940311472	1
CLSPN	0.53536407238288	0.951711805684101
AGO3	0.165342307286206	1
	-0.155724749843047	1
TEKT2	-0.938912246507466	0.749546771572591
ADPRHL2	-0.0915986926783683	1
MAP7D1	0.209850890360943	1
	0.255686878110085	1
GRIK3	-0.00739635155983535	1
INPP5B	0.147522500643121	1
SF3A3	-0.0203619176890134	1
FHL3	0.171553341306155	1
UTP11	0.186667464651903	1
POU3F1	NA	NA
RRAGC	-0.00127361654020394	1
GJA9	-0.0216163457212139	1
RHBDL2	-0.170846025508291	1
AKIRIN1	0.192352031977901	1
NDUFS5	-0.351580162180654	1
MACF1	0.326649630006113	1
	0.0248635730412707	1
	-0.323311187664878	1
	0.0748627340639473	1
NT5C1A	0	1
HPCAL1	0.294051182419006	1
PPIE	-0.1586501151827	1
	0.412074914974933	1
	-0.125291667672996	1
MFSD2A	0.113396383615925	1
RLF	0.223694336531489	1
CAP1	0.194736344286667	1
CEP192	0.174881793759471	1
	0.243131618999535	1
RALBP1	0.0742569474092898	1
ANKRD12	0.370186541685537	1
MTCL1	0.131885477171976	1
EPB41L3	0.227552742349263	1
DLGAP1	0.513007283436172	1
MYL12A	0.0395797995463918	1
MYOM1	-0.11435550231944	1
EMILIN2	-0.0715939407938895	1
NDC80	0.22089682311198	1
GREB1L	0.336601766397135	1
ESCO1	-0.0353376104974471	1
SNRPD1	-0.0671309308320227	1
GATA6	0.370554224624495	1
	NA	NA
	-0.00883459935872954	1
CABLES1	0.00970513243521843	1
NPC1	0.467550055046697	0.951711805684101
ANKRD29	-0.0710144338440016	1
LAMA3	0.250923488210796	1
TTC39C	0.0657014527999725	1
CABYR	0.161345030331816	1
OSBPL1A	0.11363217937762	1
IMPACT	-0.0937403267339253	1
HRH4	-0.00999753402168304	1
ZNF521	-0.0424969066783177	1
SS18	0.0694296955151275	1
PSMA8	NA	NA
TAF4B	0.226851642426937	1
	-0.0841905429216162	1
CHST9	0.0201016515230625	1
CDH2	0.208744348534823	1
	0	1
DSC1	0.000392664076913889	1
TRAPPC8	0.149045952879677	1
RNF125	0.590860179856543	1
RNF138	-0.05145911099773	1
GAREM1	0.0237028092827667	1
MEP1B	0.233223041288542	1
KLHL14	-0.409499774286968	1
ASXL3	0.381011296050069	1
NOL4	-0.161434571674449	1
MAPRE2	0.0572006526972639	1
ZSCAN30	-0.111726933947705	1
	0.0285841835473671	1
GALNT1	-0.0891875750851992	1
MOCOS	-0.198577210033908	1
	-0.316482747381509	1
KIAA1328	-0.191109980107691	1
CELF4	-0.335340308814676	1
PIK3C3	0.159103707689237	1
	-0.212695016999835	1
	NA	NA
MCOLN2	0.0251660962078418	1
LPAR3	0.307754716174213	1
SSX2IP	0.164117379221128	1
CTBS	0.579714911674106	1
TTLL7	-0.153692974818305	1
ADGRL2	0.375941197077376	1
ADGRL4	0.129687988114648	1
IFI44	-0.0696515018442889	1
DNAJB4	0.141862694566698	1
NEXN	0.159260872202437	1
MIGA1	-0.071070606928874	1
	-0.032363897147421	1
	-0.0312674980184501	1
AK5	0.262896840937316	1
	-0.0196221229218014	1
RABGGTB	0.110096657775314	1
ACADM	0.11700331203964	1
SLC44A5	0.184077958151651	1
LHX8	NA	NA
TYW3	0.0962161241444031	1
CRYZ	-0.148653661053975	1
	0.0363975797686594	1
FPGT	-0.184864519204554	1
LRRIQ3	0.0711042306084439	1
ZRANB2	0.00142407596141443	1
PTGER3	1.00566259173653	0.847045112319655
CTH	0.00519819225584489	1
ANKRD13C	-0.041398432619515	1
SRSF11	0.354610256910765	1
	0.0719071930394363	1
	-0.166236951201379	1
RPE65	-0.429900387589545	1
WLS	0.0817426717447055	1
DIRAS3	0.35070767479633	1
SERBP1	-0.157995775236712	1
IL12RB2	0.109687414529236	1
IL23R	-0.0864378753377448	1
C1orf141	0.0688677325299782	1
PDE4B	0.917151374891485	0.189911042197374
LEPROT	0.0267684761405135	1
DNAJC6	-0.0213921019035939	1
JAK1	0.114140450054871	1
UBE2U	0.0352426121018042	1
ROR1	0.222464031111298	1
PGM1	-0.0346342064157338	1
EFCAB7	-0.0120215899423756	1
ALG6	0.24255707644871	1
ATG4C	-0.0584135414567377	1
DOCK7	0.300977316972529	1
ANGPTL3	0.0333971146773296	1
USP1	0.160477458714935	1
KANK4	0.731982933721739	1
C1orf87	0	1
CYP2J34	0.646220551543035	1
HOOK1	0.22505795410203	1
FGGY	-0.103191314196419	1
MYSM1	0.226292445363876	1
OMA1	-0.0390520629787019	1
TACSTD2	0	1
DAB1	-0.267035174450088	1
C8B	-0.363241835295698	1
C8A	0.0172341271358194	1
	-0.167617732006296	1
	-0.917369969218148	0.503928787512407
PARS2	-0.0289494364040171	1
TTC4	0.0239340946198603	1
	0.0383885623070123	1
GLIS1	0.210190181260938	1
DMRTB1	0.102189518333994	1
LRP8	0.906222017382806	0.730951476397671
MAGOH	-0.251442548785112	1
C1orf123	-0.267990973666664	1
CPT2	0.120659597638194	1
SLC1A7	0.143958447360543	1
ECHDC2	-0.15377309561173	1
ZYG11B	-0.20055534513159	1
TUT4	0.196184495882767	1
ORC1	0.481330484102718	1
CC2D1B	-0.112209707836772	1
ZFYVE9	0.118384278217072	1
TXNDC12	0.00185934494830272	1
	-0.26772082821423	1
NRDC	-0.0394205225973456	1
	-0.639915060946164	1
EPS15	0.0310490144155411	1
TTC39A	0.239766468557823	1
CDKN2C	0.0995614599238683	1
FAF1	0.362048178000368	0.193809760456688
SPATA6	-0.179399816759147	1
SLC5A9	0.147745024193757	1
FOXE3	0	1
	0.140471797184371	1
STIL	0.084987579900698	1
	NA	NA
CYP4A24	0.0488938547460775	1
	NA	NA
	NA	NA
CYP4B1	0.191400768955152	1
EFCAB14	0.0766003554135327	1
MOB3C	-0.216328582796217	1
MKNK1	-0.256791180352003	1
DMBX1	NA	NA
FAAH	-0.19731258907507	1
	-0.234945378438747	1
LRRC41	0.058670074112783	1
RAD54L	-0.139096565904108	1
TSPAN1	-0.0103810495947258	1
	-0.253838808402648	1
MAST2	0.16034097910619	1
	0.0455440446399811	1
TESK2	0.167107478476622	1
TOE1	-0.00319551249407052	1
MUTYH	0.0327907685954742	1
HPDL	0	1
ZSWIM5	0.204793573049248	1
UROD	-0.308892523369711	1
HECTD3	0.0269555465145711	1
BTBD19	-0.537881736888972	0.856059245340342
PLK3	0.442875539769593	1
BEST4	0.370565764823626	1
RPS8	-0.386812623844902	1
KIF2C	0.282138994865096	1
	-0.134256278765977	1
HYI	-0.489063621799702	1
SZT2	-0.0609584392076047	1
MED8	-0.27964126564446	1
CDC20	0.00559095178166724	1
TIE1	0.156269338098185	1
C1orf210	0	1
FAM183A	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.219976321573298	1
PPIH	-0.156173012812894	1
	-0.919167731176773	0.94763334232497
PPCS	0.0300493970313711	1
ZMYND12	-0.0157862367240888	1
RIMKLA	0.0340420515491567	1
GUCA2A	NA	NA
GUCA2B	0	1
SCMH1	0.0222134286111149	1
SLFNL1	-0.199748879907853	1
CTPS1	0.373005174250952	1
KCNQ4	-0.0844963252179175	1
NFYC	-0.150019080948469	1
ZNF684	-0.108988674351086	1
EXO5	-0.386394500526873	0.841539616821685
ZFP69B	-0.327991211552927	0.984347947381311
SMAP2	0.328371520717285	1
	-0.0428617789637271	1
	-0.221203357803646	1
	-0.26144302094404	1
	-0.534872050883139	1
	-0.447944714323396	1
ZNF671	-0.380642172062758	1
	NA	NA
ZNF606	-0.0777503750320048	1
ZNF274	-0.39149980155798	1
A1BG	0.260987686354313	1
RPS5	-0.687765508343461	0.789986547363249
ZNF584	0.215094653234351	1
	-0.350781517507728	1
TCTE3	0.408207005313464	1
ERMARD	-0.273207739947648	1
THBS2	-0.540634276958161	1
SMOC2	-0.337281809642111	1
KIF25	-0.806007849309492	1
FRMD1	-0.358446059574298	1
AFDN	0.734916514065423	0.951711805684101
SFT2D1	0.0996615826626276	1
PRR18	NA	NA
RPS6KA2	0.285325392696795	1
FGFR1OP	-0.0215120869913569	1
	-0.153140338931911	1
PDE10A	0.0845219334769701	1
C6orf118	-0.1395688290448	1
QKI	0.249356455308243	1
PRKN	0.186695461070718	1
AGPAT4	-0.148025380150716	1
MAP3K4	0.288812254402926	1
PLG	NA	NA
SLC22A3	-0.175333461895941	1
SLC22A2	-0.0116114293535105	1
SLC22A1	0.0162621982772214	1
IGF2R	0.210018624321611	1
MAS1	-0.00847820686808341	1
PNLDC1	-0.0309250297006357	1
MRPL18	-0.306475915737856	1
TCP1	0.0238788116918251	1
ACAT2	0.583559994833773	1
WTAP	0.334833913919032	0.872955912818353
FNDC1	-0.420213266311048	1
TAGAP	0.173174040920337	1
	-0.164769987049574	1
RSPH3	-0.480156533876932	1
SYTL3	-0.13091060965054	1
EZR	0.0501105661902833	1
TMEM242	-0.196913825503478	1
ARID1B	0.303475923032041	1
TIAM2	0.438237576413326	1
CLDN20	0.661651572357376	1
NOX3	0	1
	NA	NA
SCAF8	-0.011294269305152	1
CNKSR3	0.474051642430085	1
IPCEF1	0.325774040772994	1
OPRM1	NA	NA
RGS17	0.345455936877862	1
MTRF1L	-0.201303926369408	1
FBXO5	0.20011081275094	1
VIP	0	1
	-0.635075408122729	1
	0.0691549780006257	1
CCDC170	-0.635548458265129	0.841539616821685
ARMT1	-0.0320313259975494	1
RMND1	-0.0678519081989408	1
ZBTB2	-0.0697565498689965	1
MTHFD1L	-0.0725716745280408	1
IYD	0.582018446804655	1
PPP1R14C	0.287395941721083	1
	0.666929561001217	1
	-0.0669722249941315	1
LRP11	0.174676930980854	1
PCMT1	-0.018366467156335	1
KATNA1	-0.189390705710979	1
NUP43	0.318573809301774	1
LATS1	0.252831151901484	1
ZC3H12D	0.182442923954261	1
TAB2	0.239521452698118	1
SAMD5	-0.031475955760507	1
STXBP5	0.123160089407154	1
RAB32	-0.149828076704459	1
GRM1	0.0270513730917093	1
SHPRH	0.247060032701808	1
FBXO30	-0.0108870471536337	1
UTRN	0.216224364226777	1
STX11	0.396105369857537	1
PLAGL1	0.439464474770304	1
ZC2HC1B	0.165586676997789	1
	-0.081246604926367	1
PHACTR2	-0.179110318602701	1
FUCA2	-0.193900818797863	1
PEX3	0.0535032101333189	1
AIG1	-0.448444495664521	1
HIVEP2	-0.295994675780779	1
ADGRG6	-0.265946210578049	1
VTA1	-0.0232904136660805	1
CITED2	0.144946403829089	1
TXLNB	0.264082014856504	1
HECA	0.237266362582412	1
	0.293848061242382	1
REPS1	-0.0250285341384043	1
ECT2L	0.143172304776278	1
CCDC28A	-0.35752893353201	0.979584008125546
NHSL1	0.471383298066374	1
	-0.0211418396755808	1
	-0.427852509345421	1
TNFAIP3	0.566168429273223	1
OLIG3	NA	NA
IFNGR1	-0.109905134737813	1
IL20RA	0.388212986191152	1
IL22RA2	0	1
SLC35D3	0.0661421293835611	1
PEX7	-0.27289808531959	1
BCLAF1	0.0017124959238141	1
MTFR2	0.362546106390158	1
PDE7B	-0.235219313550739	1
AHI1	-0.229682168737673	1
MYB	-0.150478942204716	1
HBS1L	0.018416689589366	1
	0.0410529160636083	1
SLC2A12	-0.386315591377648	1
	-0.00845528109829673	1
RPS12	-0.367620796775274	1
SLC18B1	0.181574393127256	1
VNN2	0.917600767904342	1
	0.0853134465892839	1
VNN1	-0.253250106013375	1
TAAR2	NA	NA
	NA	NA
TAAR5	0	1
	NA	NA
	NA	NA
TAAR9	NA	NA
STX7	0.17508860364686	1
MOXD1	0.123903908573216	1
CTGF	-0.144373105470378	1
ENPP1	-0.347574427993544	1
ARG1	1.15364858191567	0.622116513039312
MED23	0.219309783891183	1
	NA	NA
EPB41L2	0.00330468867875637	1
TMEM200A	-0.391373649984541	1
SAMD3	-0.315410306372424	1
L3MBTL3	-0.0747892837383085	1
TMEM244	-0.197781365071245	1
ARHGAP18	0.39483989489632	1
	-0.624137217369372	1
PTPRK	-0.461751330753789	1
C6orf58	0	1
	-0.0654036928607259	1
KIAA0408	0.066343726711018	1
ECHDC1	-0.163306854384693	1
RNF146	0.000564996724649505	1
RSPO3	-0.190940287773943	1
TRMT11	0.000154342403338933	1
HINT3	0.0683921312003737	1
NCOA7	0.162734589622689	1
HEY2	0.0764971448312483	1
HDDC2	-0.309176202756483	1
TPD52L1	0.327550985011914	1
CLVS2	-0.00863227488452542	1
SMPDL3A	0.566694016031835	1
FABP7	-0.256591916746709	1
	NA	NA
PKIB	0.438312701361466	1
SERINC1	-0.167263930816914	1
HSF2	-0.154088233461749	1
GJA1	0.209374530278379	1
TBC1D32	-0.136292163110923	1
	NA	NA
MAN1A1	-0.12428703955726	1
FAM184A	-0.0935280906095505	1
	0.331273569646381	1
ASF1A	-0.114384362501849	1
CEP85L	0.197823694432806	1
SLC35F1	0.354799685026618	1
	0.0473864530372531	1
	0.0474515883346612	1
DCBLD1	0.416155265519011	0.830544296239714
VGLL2	NA	NA
	-0.0805253115672594	1
KPNA5	-0.0729136605452392	1
ZUP1	-0.0551656580995748	1
	NA	NA
ADGRB3	-0.0151904711527119	1
LMBRD1	-0.152342884716496	1
	-0.0389353391397079	1
FAM135A	0.269934630070731	1
SMAP1	0.0906787061783542	1
	0	1
OGFRL1	-0.072839614544835	1
RIMS1	-0.315774389834919	1
KCNQ5	0.314673530692454	1
DPPA5	0.369593956781235	1
	0	1
OOEP	NA	NA
	NA	NA
CEP162	-0.098985257945692	1
TBX18	-0.0595778650434328	1
NT5E	-0.795142779365937	0.445247389112552
SNX14	0.0317804336680569	1
	0.1664921315274	1
SMIM8	-0.42477002990411	0.992267329788745
C6orf163	-0.0634595612359399	1
	-0.0756518432206225	1
RARS2	-0.0798083987135432	1
SLC35A1	-0.186502180712918	1
ORC3	0.0257818037963349	1
	0.0959535444734828	1
SPACA1	0.355242930321312	1
CNR1	-0.65995325777802	1
RNGTT	0.165602649637349	1
PM20D2	0.199176696281884	1
UBE2J1	0.121463028170283	1
RRAGD	-0.109938955468263	1
ANKRD6	-0.00396485311374515	1
LYRM2	-0.366768753710417	1
MDN1	0.250613488654132	1
GJA10	-0.301518059981044	1
CASP8AP2	0.0343720602796844	1
BACH2	-0.214269416599274	1
MAP3K7	-0.0407099956124888	1
EPHA7	-0.250287036823354	1
FUT9	0	1
UFL1	0.0584463440267358	1
FHL5	0.00237481755522094	1
NDUFAF4	0.137151752045784	1
MMS22L	0.252080557639439	1
POU3F2	NA	NA
FBXL4	0.178822586403614	1
	-0.268706417083468	1
USP45	0.127325128223363	1
CCNC	0.0425502333088725	1
PRDM13	NA	NA
	0.879531582688866	1
MCHR2	NA	NA
SIM1	0.0113725477875037	1
ASCC3	0.420022043298443	1
GRIK2	-0.224469986660164	1
HACE1	0.0845613451236651	1
BVES	0.699646776329307	1
POPDC3	0.00508748422277621	1
PREP	0.24716587815714	0.951711805684101
PRDM1	0.848488589144803	0.984562819405149
ATG5	0.220274300515831	1
CRYBG1	1.11620869590843	0.445247389112552
RTN4IP1	-0.120850072344015	1
QRSL1	-0.157560824071731	1
SOBP	0.304175626750683	1
SEC63	0.0908677058600477	1
OSTM1	0.483675524457323	1
NR2E1	-0.215116236429001	1
SNX3	0.0412752402106045	1
FOXO3	0.10955759067649	1
ARMC2	-0.412454889575338	1
	0	1
SESN1	-0.140861818541806	1
CEP57L1	-0.293279758619857	1
	0.269710470832205	1
GTF3C6	-0.0833021341441939	1
RPF2	-0.280586430343601	1
	0	1
SLC22A16	-0.035192331692888	1
DDO	-0.765471046557249	0.830544296239714
METTL24	0.0997917374828534	1
CDC40	-0.000277294913456934	1
	0.10565747839286	1
FIG4	-0.162209533497532	1
	NA	NA
SMPD2	-0.243423802746536	1
	-0.509193107704711	1
ZBTB24	0.0982746799539675	1
MICAL1	0.17631133700558	1
PPIL6	-0.204352029909666	1
	0.0430838619952423	1
	-0.348984713695781	1
MFSD4B	-0.135244412596385	1
TRAF3IP2	0.247490268717529	1
FYN	0.219934905434873	1
WISP3	-0.105684068914125	1
TUBE1	0.176502138484918	1
LAMA4	0.00335316279781214	1
	0.0219784832773091	1
HDAC2	-0.180161775700591	1
HS3ST5	-0.419544560642877	1
FRK	-0.0897681103479274	1
NT5DC1	0.36619049802096	1
COL10A1	0.404134967850641	1
TSPYL1	-0.157458686675561	1
TSPYL4	-0.152870161684584	1
DSE	0.355274764600682	1
	-0.300292020793127	1
	-0.192236209961084	1
LGSN	NA	NA
RIPPLY2	0.0951873528414716	1
PRSS35	0.501528562849786	1
SNAP91	0.0536282822647248	1
ME1	0.308291071028885	1
PGM3	0.326125702982212	1
DOP1A	0.292962344684722	1
TPBG	-0.145294542554908	1
IBTK	0.0588188254674773	1
	-0.0132524296750418	1
TENT5A	0.0474396205556297	1
BCKDHB	-0.0504715022617596	1
TTK	0.245764640228239	1
LCA5	0.277402218210223	1
HMGN3	-0.114258834665525	1
IRAK1BP1	-0.196833971783144	1
PHIP	0.103540054122357	1
	0.16319631890589	1
IMPG1	0	1
MYO6	-0.136203658182181	1
FILIP1	0.109989591975388	1
COX7A2	-0.184691573755664	1
COL12A1	0.249411673770558	1
CD109	0.159697397842916	1
SLC17A5	0.0658035680171652	1
MTO1	-0.0471800580140043	1
EEF1A1	-0.365152975363374	0.951711805684101
SETBP1	-0.246247007770805	1
SLC14A2	0.160200259655146	1
SLC14A1	0.0532772128962266	1
SIGLEC15	0.609027778526505	1
PSTPIP2	0.139619767599533	1
HAUS1	-0.20362410503642	1
ATP5F1A	0.00301048082969722	1
C18orf25	0.349998184605828	0.802282195560786
RNF165	0.0362899574636729	1
LOXHD1	0	1
SMAD2	-0.147923247032492	1
CTIF	0.238284423234965	1
SMAD7	0.824351239257402	0.297552621866997
DYM	-0.054811979036963	1
LIPG	-0.175638329979131	1
ACAA2	-0.233810298213765	1
	-0.92900820065754	0.913074022233565
MBD1	0.17763456816184	0.983168404498284
CXXC1	-0.258388667474001	1
	0.228443333311089	1
MAPK4	-0.202294258759507	1
MRO	-0.00989770458186142	1
ME2	0.192358156496735	1
SMAD4	0.0647938517046014	1
MBD2	0.13646915530927	1
POLI	-0.12292738386947	1
STARD6	-0.083347334448792	1
C18orf54	0.0662776879082287	1
CCDC68	0.157892203315839	1
TCF4	-0.0510346291636541	1
TXNL1	0.0798462502683543	1
WDR7	0.294486734160132	1
ONECUT2	-0.0081104270546854	1
FECH	-0.000205257450147844	1
NARS	0.0985587242459971	1
MTFMT	0.0500329714498406	1
SPG21	-0.182887987590541	1
ANKDD1A	-0.582003506488454	1
PLEKHO2	0.144386086058401	1
PIF1	0.0104837574149618	1
RBPMS2	-0.24500949914046	1
OAZ2	-0.189620995697133	1
ZNF609	0.341557305108829	1
TRIP4	-0.232935400640179	1
PCLAF	0.504682215130941	1
SNX1	0.0371811443245265	1
CSNK1G1	0.211586566995777	1
HERC1	0.0369890293483422	1
CA12	0.46515596524788	1
LACTB	0.107770691379684	1
TPM1	0.199588785410424	1
	-0.472962387965355	1
	-0.376143202261578	1
	-0.330916325070569	1
RORA	-0.0350990401084497	1
ICE2	-0.184709316051842	1
ANXA2	0.0399148175113813	1
BNIP2	0.008225376149345	1
	-0.116996449528243	1
GCNT3	-0.54046716271595	1
FAM81A	0.243609649817952	1
MYO1E	0.566679825719166	0.58724649398471
CCNB2	0.260966962111649	1
RNF111	0.176878363230591	1
SLTM	0.161747781430539	1
	0.0361121611893934	1
ADAM10	0.389032676873109	1
LIPC	-0.0580548443517813	1
AQP9	0.531823564826909	1
	-0.103365815495628	1
TCF12	-0.040044614890943	1
MNS1	-0.277119043760372	1
TEX9	-0.309311797326633	1
RFX7	-0.015842947200508	1
PYGO1	0.0686117459833419	1
DNAAF4	0.182390803815592	1
CCPG1	-0.183097329148832	1
RAB27A	-0.0529115071717394	1
UNC13C	0.0598188482723124	1
WDR72	NA	NA
ONECUT1	-0.442060315203579	1
FAM214A	-0.159224420034045	1
MYO5A	0.0810404197114796	1
MYO5C	0	1
GNB5	0.123669192896615	1
	NA	NA
	0.319417369371213	1
LEO1	-0.0721969755854593	1
TMOD3	0.146288218228305	1
TMOD2	-0.189233847346174	1
LYSMD2	-0.0525596169822832	1
SCG3	0.193021129556479	1
GLDN	0.459164559653742	1
AP4E1	0.261775813877176	1
SPPL2A	0.202869768453525	1
TRPM7	0.0803657343925532	1
USP50	0	1
USP8	0.0286170928937283	1
SLC27A2	NA	NA
HDC	-0.0733895213162802	1
GABPB1	0.0177051872635281	1
ATP8B4	0.305408223497425	1
DTWD1	-0.0456344648632237	1
FAM227B	-0.237769575737791	1
GALK2	0.310274552592437	1
COPS2	-0.0316891809012803	1
SECISBP2L	0.0802121279606337	1
EID1	-0.0574893254353176	1
CEP152	0.487125682011194	1
FBN1	-0.0698187329769104	1
SLC12A1	0.24172979943792	1
MYEF2	0.045179177391084	1
SLC24A5	0.547992629722493	1
SEMA6D	0.475289933347239	1
	-0.0848640729137687	1
SLC30A4	0.0109732223394277	1
C15orf48	2.17485071968401	0.00217471266603721
SPATA5L1	0.185312480812148	1
