gene_name	InjuryReconstruct.Day7vsControl.Day0_log2FoldChange	InjuryReconstruct.Day7vsControl.Day0_padj
	-0.707876356081948	0.151800127862529
FCAR	-0.109707153347458	NA
	0.0105888626101885	NA
HSPBP1	0.138330392130499	0.730549061226708
ISOC2	-0.546952288797412	0.142626029480481
PPP6R1	0.413780599066584	0.0434210812997693
TMEM86B	-0.789358167682289	0.329534842819478
	-2.08198192552517	0.000966165576310319
HELZ2	0	NA
NLRP9	NA	NA
	NA	NA
NLRP11	NA	NA
NLRP8	NA	NA
ZNF787	-0.454724373599574	0.256863223860607
GALP	-0.952329938360434	0.129554094076089
ZNF582	0.0608705331072101	0.868264341765274
ZNF471	-0.237325294644269	0.496220804089577
	-0.061110012512285	NA
	-0.243995176400505	0.719053168071718
ACAP3	0.146674276408126	0.75618767931517
TNFRSF4	0.0102768651903802	NA
SDF4	-0.169430426090399	0.56882164294566
C1QTNF12	-0.0641553747735566	0.948052901959454
UBE2J2	0.0756577632424043	0.796478382251532
TTLL10	NA	NA
PUSL1	0.366445719948805	0.435236096986289
INTS11	-0.0724991111250158	0.779013780969122
TAS1R3	-0.596849125671676	0.158905421624506
DVL1	-0.797049126976175	0.000293759463232822
ATAD3A	-0.0519032111019584	0.879273907778298
VWA1	0.216743785856719	0.609624805052522
ANKRD65	0.0107001499089381	NA
	-0.269540367813401	0.452454013336635
MIB2	-0.337960593754615	0.302064024369123
MMP23B	-0.762418971564104	0.137439519815022
	-0.0179963665659646	0.952796059736279
	-0.178186490510512	0.480046285525959
CCNL2	-0.694243465788635	0.00184084652286086
MMEL1	-0.102132116377034	NA
ACTRT2	NA	NA
TPRG1L	-0.625895029447904	0.00979517926066504
WRAP73	-0.339841853050472	0.238450445212443
CEP104	0.0831928060557037	0.769018726396285
CHD5	0.655971041580332	0.474801566431758
	NA	NA
RNF207	-0.155231045473501	0.874615942750607
ICMT	0.14313231880257	0.406484174657689
HES3	0.0385953336933755	NA
GPR153	-0.530152574939208	0.133046122196227
ESPN	0.287964210246385	0.786249910126604
PLEKHG5	0.664250482237002	0.0480641076052077
ACOT7	0.91838267112436	0.0514539904614766
KLHL21	0.809792801373228	0.00465343957382815
TAS1R1	-0.564587887341811	0.246507294294175
ZBTB48	-0.185754613922495	0.634952612294739
DNAJC11	0.0764812631626431	0.756768388450806
PARK7	-0.0890087658379924	0.819163559488366
TNFRSF9	0.0763136944899775	0.850077151265898
SLC45A1	0.199631521324826	NA
SLC2A7	-0.53077970190912	0.32840260936753
CA6	-0.683116336647996	NA
TMEM201	-0.146227884814431	0.742447435071848
PIK3CD	-0.736523070722922	0.148619961917029
CLSTN1	-0.276745827073208	0.32182025264652
UBE4B	-0.0516717413272931	0.815594981947003
RBP7	-0.334561480749893	NA
NMNAT1	0.0534148508117735	0.909762399493515
KIF1B	0.985476213012493	0.000486246283700663
PGD	0.382765865053307	0.0380084193237909
	-0.0268599415622739	0.968612940841473
DFFA	0.0782148135987849	0.789185417539917
PEX14	-0.0783353432409126	0.696489212391025
CASZ1	0.98592001205078	0.115139648918792
MASP2	-0.484616125084778	0.185071783044749
EXOSC10	0.0964208598932346	0.678386329217879
MTOR	0.318415476534992	0.167949352824941
ANGPTL7	-0.250096300705994	0.707293663146453
DISP3	-0.00369457733955184	NA
MAD2L2	0.0748201297754394	0.844582615267117
FBXO6	0.201615650154002	0.427575213778154
	-0.461089095764286	0.257615171733505
DRAXIN	-0.354988153217479	0.619178976978116
MTHFR	-0.121463134771625	0.745403109206111
CLCN6	-0.362103215315475	0.230363111818618
NPPA	NA	NA
NPPB	-0.0180502778760687	NA
KIAA2013	0.202164367505882	0.354007961011693
PLOD1	0.963782176970932	8.41306129746548e-05
MFN2	-0.0694616395358069	0.772561902433122
MIIP	-0.585265578723197	0.0626630013604953
TNFRSF8	0.663976200550947	0.589524625012183
VPS13D	-0.0415942271449522	0.954804095062367
DHRS3	-0.251909544654175	0.572286453036803
	-0.589738494948273	0.406484174657689
AADACL3	0.0271248057964406	NA
C1orf158	0	NA
	NA	NA
	-0.0180141117144516	NA
LRRC38	0.243419692936563	0.714157810542191
	0.37588639962906	0.31794567530711
	-0.0257627839192295	0.967066640565342
FHAD1	-0.228315945576803	0.524426667054175
EFHD2	1.66523378264387	4.03843571871774e-08
CELA2A	-0.332284118008247	0.432858240523634
CASP9	0.0104900820551197	0.977159323153395
RSC1A1	0.130730026614063	0.695917278305916
AGMAT	0.248651051263483	0.768862600040673
DNAJC16	0.0914673009005653	0.670096968227057
FBLIM1	1.1459985427915	0.0325270042279865
TMEM82	-1.13452492793473	0.0787567463627309
PLEKHM2	0.158626845306609	0.493433696711792
FAM131C	-0.495097567634943	0.43967905817731
EPHA2	1.41278548036452	0.000121465869031335
ARHGEF19	-0.25091085867175	0.470482827591043
CPLANE2	-0.687637281829209	0.10687834039449
	-0.060223750004387	NA
NECAP2	-0.0227466577197821	0.92963670611069
	-0.797652442694572	0.0012618546471111
MFAP2	0.32103950613882	0.246113996939726
PADI1	0	NA
PADI3	NA	NA
	-1.26235131259872	0.061183659164127
PADI6	-0.0379824047164232	NA
RCC2	0.504545835054614	0.00072383890883553
ARHGEF10L	0.0764469072178482	0.786802144243461
UBR4	0.274821523012852	0.378783875965046
EMC1	0.321343270293769	0.0963279627173965
AKR7A2	0.712182328308381	0.0350068627820222
PQLC2	0.651068793034447	0.0602522423173783
CAPZB	1.17740905220898	2.30497171746675e-15
PLA2G2A	0	NA
	0.0108713212418776	NA
UBXN10	0.344891643452626	NA
PLA2G2C	0	NA
VWA5B1	NA	NA
DDOST	0.169070310180886	0.391996666160186
PINK1	-0.191123702238348	0.535709771332598
KIF17	1.70914140086168	0.000100978676178783
SH2D5	-0.00584636089240485	0.988639236087231
HP1BP3	0.116110847902624	0.517887248379877
EIF4G3	0.186854273728527	0.538767557802889
ECE1	1.78012088796888	0.000538855827663801
HSPG2	1.38741717792656	0.000797020156597672
	0.352142248682664	0.0629958009525118
	0.613274372309185	0.428315340057787
EPHA8	NA	NA
C1QA	1.47227487857225	0.0221063421177706
EPHB2	1.59263723222489	0.0046990966626002
LACTBL1	0	NA
TEX46	0.0253855300163778	NA
KDM1A	0.227889272904554	0.0929320360510834
LUZP1	0.91430926515902	0.0102870670150889
GRHL3	-0.472381686228391	0.473144394383092
STPG1	-0.340317341811874	NA
NIPAL3	0.373806503195588	0.224234052158427
	0.0106904872889751	NA
NCMAP	0.612586626376571	0.23726057273464
LDLRAP1	0.251635721955801	0.323221797109045
PAQR7	0.406264370797652	0.184960036626852
AUNIP	-0.0629856735490325	0.934313610515417
MTFR1L	-0.0720226241472611	0.675167604566681
	1.12749898357211	2.82576263978057e-05
HMGN2	-0.115120072266876	0.657083990781119
LIN28A	NA	NA
RPS6KA1	0.289422631296062	0.252787659739323
ARID1A	0.326775351458626	0.421146707598937
ZDHHC18	1.33034138919389	0.000461066530533877
GPATCH3	0.0556786264036556	0.848047259410057
NR0B2	-0.512933920538216	0.496538243807799
NUDC	0.22185166713542	0.460358938992304
KDF1	0.212873053264809	0.789737374816314
SLC9A1	0.363675210500858	0.171105160193362
WDTC1	0.15824796310827	0.410255532683605
SYTL1	-1.27679012531401	0.0277025790353748
MAP3K6	-0.0285685996068682	0.955922978561242
CD164L2	-0.894260761681281	0.10432186583109
GPR3	0.149341447983023	0.815098284354093
WASF2	0.244671573954283	0.23612305861927
FGR	0.367528930312936	0.461201160320975
AHDC1	-0.583344926468768	0.0241331342649132
EYA3	0.303935839451632	0.157081936253211
SMPDL3B	3.15079266115622	1.72007023281575e-09
RPA2	-0.370719829251829	0.0695882214786117
THEMIS2	-0.694167689741005	0.111417782511517
GJB5	0	NA
EPB41	0.191477852523336	0.459591198420394
SRSF4	-0.16852401780743	0.247470244544655
PTPRU	-0.0601461583145552	0.875685247938495
PUM1	0.385022680161675	0.513538271466279
SDC3	-0.189668205014951	0.620911996851691
SNRNP40	0.180391862092441	0.312644007501415
	0.0105825146332297	NA
TINAGL1	1.29792375719986	0.0288228608297533
HCRTR1	0.689299617767352	0.271638006114758
COL16A1	0.12542215834028	0.763068844655266
ADGRB2	0.544577507741105	0.209415809231897
SPOCD1	-0.0470226534673263	NA
LCK	-0.464610458094886	0.403678217100994
IQCC	-0.326346508394639	0.310664990621522
EIF3I	0.455771681838799	0.0551643844840168
HDAC1	0.0198156518965531	0.918331814124676
FAM167B	1.35517134841866	0.0291069547101291
TXLNA	0.114125284387932	0.582970865016461
AZIN2	-1.17703741287576	0.00724882144034522
TRIM62	0.0857106521283752	0.905913717847246
ZSCAN20	-0.288724318174558	0.627160786605177
CSMD2	1.6636025438884	0.0291689084698898
	NA	NA
ZMYM4	-0.181110812292585	0.543272309832273
CLSPN	-0.0671148628321755	0.880065868916027
AGO3	-0.176951997588676	0.562248628243844
	0.00333462514430489	NA
TEKT2	-0.523975943545444	0.349321052968903
ADPRHL2	0.0869595539612546	0.78839574212445
MAP7D1	0.697661446224821	0.000665728465835218
	-0.0100041128317558	NA
GRIK3	0.0106890860560088	NA
INPP5B	-0.0288930478248959	0.918372974660075
SF3A3	0.0369962092530169	0.888338169334837
FHL3	0.737383956081253	0.0239676854935296
UTP11	0.151408345786099	0.590023903987455
POU3F1	NA	NA
RRAGC	0.206775799261103	0.322181003925638
GJA9	0.551908457221644	0.410020784556784
RHBDL2	0.767070777068613	0.0346212205870618
AKIRIN1	0.12914628181195	0.798407708116055
NDUFS5	-0.148544726344153	0.715602547550915
MACF1	0.43619686202083	0.411267322995845
	0.353348331375678	0.620911996851691
	-0.925339392168847	0.159158875823945
	0.0580632893496168	0.755828823918994
NT5C1A	-0.0180452580552127	NA
HPCAL1	1.02305504520628	0.00908577038135903
PPIE	-0.266292322105176	0.12719768170428
	-0.558016949803319	0.436221005149402
	-0.497090142264401	0.0103932476847914
MFSD2A	0.00679673386078912	0.964030178370382
RLF	0.0534261715715945	0.876373282125183
CAP1	0.694051140842932	0.00037960040473397
CEP192	0.0891339907873985	0.738292595115285
	0.971801600825707	4.01681655638446e-09
RALBP1	0.50787017020674	0.0083018497729502
ANKRD12	0.431604533069241	0.206367064365894
MTCL1	0.471922719560137	0.125567681668925
EPB41L3	0.155453675835539	0.631723401184682
DLGAP1	0.450627359918633	0.445034920820419
MYL12A	0.335143987074977	0.122679776732307
MYOM1	1.12018098957899	0.134369292293905
EMILIN2	1.12535454389128	0.0186980173950384
NDC80	1.22783954890562	0.000689813784204014
GREB1L	0.319544184220984	0.673633252096102
ESCO1	-0.0655557610891755	0.829152896696047
SNRPD1	-0.00543537965361095	0.990255427892773
GATA6	1.01208215886817	0.139059430225569
	NA	NA
	0	NA
CABLES1	0.353040052803837	0.292017932724237
NPC1	0.847011209897775	0.00259067176454269
ANKRD29	0.266755869806083	0.535709771332598
LAMA3	1.81434009907469	0.00327186433663042
TTC39C	1.15248346352358	0.00535668192057802
CABYR	0.0655726011463321	0.994170661391457
OSBPL1A	-0.240609107214021	0.34139610574156
IMPACT	-0.253926706908489	0.538393482388922
HRH4	-0.102685050774495	0.93588605486046
ZNF521	0.271001752597822	0.611093668071264
SS18	0.299346465596107	0.16264405087922
PSMA8	NA	NA
TAF4B	0.483559869051629	0.233583898850878
	-0.0387281223752459	0.924263666898882
CHST9	0	NA
CDH2	-0.469474125377234	0.536939285937413
	0	NA
DSC1	-0.440399907307097	0.605219228457191
TRAPPC8	0.217882328157413	0.560372038758623
RNF125	-0.0108755378036584	0.907397367701009
RNF138	0.215769557087758	0.471206830620472
GAREM1	-0.0353704927235581	0.969593661104563
MEP1B	-0.0639562020600402	NA
KLHL14	0.190386375413764	0.869390162374475
ASXL3	0.557318224377471	0.408645239896627
NOL4	0.027672691678523	NA
MAPRE2	-0.378764240433691	0.105206340752287
ZSCAN30	0.152985261227774	0.834766522385158
	0.139326236889706	0.704336709135809
GALNT1	0.366742473647393	0.181538668311954
MOCOS	0.542201064657385	0.529746034757999
	-0.279806346841259	0.617077640208751
KIAA1328	-0.328995172749356	0.197949856443123
CELF4	-0.561296072444205	NA
PIK3C3	0.117492344209392	0.704532196156839
	0.675053798440998	0.38530819742525
	NA	NA
MCOLN2	-0.636682105922957	0.0082821018957238
LPAR3	-0.61370759035219	0.422595869793788
SSX2IP	0.164486938277813	0.49456883511898
CTBS	-0.24087868036365	NA
TTLL7	0.650302731645201	0.2831883372386
ADGRL2	0.723098179711925	0.0239894870855942
ADGRL4	1.22302077038416	0.0792710606639103
IFI44	1.46225471465468	0.0368219214100227
DNAJB4	-0.187420683708777	0.568958037953488
NEXN	0.923302168462522	0.0180378640628617
MIGA1	-0.0311259864936776	0.9515461823584
	-0.00660795562935858	0.984022940650775
	0.160619344319381	0.639895821102074
AK5	-0.245735887016081	0.683457468214208
	0.0126404224498385	NA
RABGGTB	-0.115096373680867	0.665760667102848
ACADM	0.425016945946865	0.0996787872766556
SLC44A5	-0.187761905166767	0.752445752542568
LHX8	NA	NA
TYW3	-0.275527269289458	0.542369903066031
CRYZ	-0.371402232700747	0.127564473707463
	0	NA
FPGT	-0.646304139086764	0.0374754174928072
LRRIQ3	-0.645456711635922	0.332228072927156
ZRANB2	-0.221865013701591	0.473923230692829
PTGER3	0.332875022472573	0.958683758132549
CTH	-0.336396929900445	0.263011744418547
ANKRD13C	0.278927827661351	0.383124231623202
SRSF11	0.134786862476502	0.787610838620721
	0.0685692423162986	0.861769695522427
	1.0382356701706	0.146964454818357
RPE65	1.26759372464916	0.0166643157852366
WLS	0.485858867984123	0.0722291705173606
DIRAS3	0.635391592804146	0.309877450538866
SERBP1	0.0285852853537145	0.898435667634071
IL12RB2	-0.682848635372011	0.195131718509183
IL23R	-0.941772797539405	0.10107600138022
C1orf141	-0.645876633259793	0.261956063503924
PDE4B	1.22807643289667	4.21307656940933e-05
LEPROT	0.310799206984434	0.204045581028165
DNAJC6	-0.216176943321956	0.663438055621675
JAK1	0.451842159857404	0.0300934069639891
UBE2U	0	NA
ROR1	0.797033915802886	0.200048445301086
PGM1	0.20220182724474	0.382630824120926
EFCAB7	-0.395015278781135	0.146374979867334
ALG6	-0.266690557798759	0.295214946156287
ATG4C	-0.341991715253667	0.166397108619141
DOCK7	0.715322729672546	0.0590494889726852
ANGPTL3	-0.278549085342738	NA
USP1	0.393422160894851	0.129554094076089
KANK4	0.161315369347152	0.954505137036663
C1orf87	0.0395513004435536	NA
CYP2J34	-0.155367682803182	0.672537542951948
HOOK1	-0.394595466304408	0.553558440974078
FGGY	0.0566175680243604	0.85921183775545
MYSM1	-0.153230776922026	0.636220946115121
OMA1	-0.0417175826914199	0.919732914693206
TACSTD2	0	NA
DAB1	0.529586381523469	0.111416612900212
C8B	-0.108928295942346	0.899392314367697
C8A	0.0217197035240792	NA
	-0.0878110470311596	NA
	0.347894336152234	0.482095015483474
PARS2	-0.127128706718767	0.576525986498621
TTC4	0.0887568211886262	0.650053845090381
	-0.0234259335200901	NA
GLIS1	0.022343142733466	0.984970873896419
DMRTB1	-0.200400555397154	NA
LRP8	1.1353546359615	0.00763875721246178
MAGOH	-0.0695683625793884	0.815871993429467
C1orf123	-0.231180704005462	0.544765682883273
CPT2	0.515276216311753	0.12897440516438
SLC1A7	0.440509608698069	NA
ECHDC2	-0.472841839842662	0.0698896314264492
ZYG11B	0.185859189876973	0.539430325193033
TUT4	0.0856015549095407	0.855206852284588
ORC1	1.2401736128242	0.000354875801802291
CC2D1B	-0.35453548130636	0.109713325464719
ZFYVE9	0.0497547983285813	0.834739506371505
TXNDC12	-0.176954904233047	0.515533298146868
	-0.171640997223265	NA
NRDC	0.422345860305142	0.0282319014595949
	-0.431388382246458	0.581224564219642
EPS15	0.764316738335324	0.015087461742261
TTC39A	-0.0541915762113091	0.90295158070226
CDKN2C	0.570713055754371	0.0400031900574884
FAF1	-0.00899164586377874	0.963099058799178
SPATA6	0.624577680392051	0.0483765480445008
SLC5A9	-1.71570676302874	0.000653038349924525
FOXE3	0	NA
	-0.295318612759325	0.159419895231962
STIL	0.550446466640669	0.149583391334125
	NA	NA
CYP4A24	-0.357809111625446	NA
	NA	NA
	NA	NA
CYP4B1	0.259673979196107	NA
EFCAB14	0.248798496486458	0.21424748693118
MOB3C	0.657182589973498	0.0415389318736106
MKNK1	-0.186832022609884	0.477822005325192
DMBX1	NA	NA
FAAH	-0.628940639640805	0.112571130355316
	-0.32396870870055	0.360507843485795
LRRC41	0.148147922000091	0.48144393615004
RAD54L	-0.283604528939993	0.463960212743549
TSPAN1	0.212031877711459	NA
	1.67844127238348	7.23776731672372e-06
MAST2	0.109653129375906	0.708143570465238
	0.478374225576092	0.0377737445057324
TESK2	-0.516957531949741	0.0241331342649132
TOE1	0.661062223222945	0.018253294613691
MUTYH	-0.441991553655597	0.208802281808564
HPDL	0	NA
ZSWIM5	-1.02729184932022	0.115021220291171
UROD	0.0342094267356503	0.934796343002996
HECTD3	-0.0980985464179243	0.685510855048667
BTBD19	-0.208818857306731	0.57940102451904
PLK3	0.962448918385467	0.0258890412038009
BEST4	-0.877996786649643	0.20717938999166
RPS8	-0.484342746443982	0.144089709867775
KIF2C	0.443159097968171	0.123643254680309
	-0.2794301928554	NA
HYI	-0.756762646499043	0.0454742419359763
SZT2	-0.5875814006488	0.0477639111289308
MED8	-0.349450384976254	0.360019889071246
CDC20	1.74418384811601	1.69967726939719e-06
TIE1	0.334992432476478	0.612834487309957
C1orf210	0.0230204454979144	NA
FAM183A	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.0397234342318128	NA
PPIH	0.0553190124915226	0.850077151265898
	-1.10195756261645	0.0574421262724858
PPCS	-0.0196957233694739	0.950837823249686
ZMYND12	-0.311795361296759	NA
RIMKLA	0.845211778131485	0.211647531378853
GUCA2A	NA	NA
GUCA2B	0.0252528361513582	NA
SCMH1	0.0319337329530975	0.889852195931142
SLFNL1	-1.56330524180995	0.0152948363750352
CTPS1	0.951587762771205	0.000823072795562808
KCNQ4	-0.578546730630434	0.397260313418359
NFYC	-0.27350892390461	0.281325266798279
ZNF684	-0.625448338555892	0.0177078061188001
EXO5	-0.5090376375189	0.0162344772648204
ZFP69B	-0.140539211114857	0.572796209439089
SMAP2	0.567575410658535	0.093399074391883
	-0.324504220338296	0.219663549075268
	-0.475740787732546	0.0448746556748455
	-0.66531485365421	0.107878734839992
	-0.044375416540079	0.934313610515417
	-0.464857333324702	0.305830976333307
ZNF671	-0.351662211874819	0.236039388065828
	NA	NA
ZNF606	-0.794820614552919	0.000451963271180084
ZNF274	-0.678971093129213	0.0343614270419626
A1BG	-0.0320372160988547	NA
RPS5	-0.69583935048462	0.0618638221640981
ZNF584	-0.0144028286747113	0.976994938788394
	-0.99823181659265	0.0506476276031899
TCTE3	-0.00969047575929844	NA
ERMARD	-0.762630493860621	0.00109157243088923
THBS2	1.97800047945734	1.67927226016362e-06
SMOC2	0.0865637913414595	0.880776302012638
KIF25	-1.49514910859144	0.0147846959263472
FRMD1	-2.29633449297695	1.06556543127394e-06
AFDN	0.542700917912118	0.289585699465891
SFT2D1	0.120569044755362	0.649180087427018
PRR18	NA	NA
RPS6KA2	0.318276439349565	0.456836660886223
FGFR1OP	-0.313597122855751	0.264573855987755
	-0.0613559639619154	0.849404175747572
PDE10A	0.379713298792597	0.481314748743215
C6orf118	0.0274105208883711	0.979284097027105
QKI	0.29834896979425	0.371875125643827
PRKN	-0.0506976510186478	0.929736990825417
AGPAT4	0.832779913709198	0.00721761350105477
MAP3K4	0.0135608195816623	0.968973826341017
PLG	NA	NA
SLC22A3	-0.281930373909892	0.565684941423433
SLC22A2	-0.0489943810790616	NA
SLC22A1	-0.063450312266458	NA
IGF2R	0.291755894393953	0.478127732452507
MAS1	0.0106672981533792	NA
PNLDC1	-0.0878844002790274	NA
MRPL18	-0.249288217953615	0.349842408682497
TCP1	0.439397853498295	0.00829130397627085
ACAT2	0.921370685880337	0.0139638328713851
WTAP	0.26994915770249	0.188253653472523
FNDC1	2.67854568559433	2.02919168023549e-08
TAGAP	0.176017177277046	0.843539111999478
	-0.440438800123795	0.623733999597247
RSPH3	-0.465651311417657	0.254898505761943
SYTL3	-0.370786381272084	0.536374460463905
EZR	1.32678838774653	1.68087106132918e-05
TMEM242	-0.358245039344209	0.15825037729606
ARID1B	0.303611428338716	0.260947336058427
TIAM2	0.357532813913023	0.340872361756877
CLDN20	-0.286328098465828	NA
NOX3	0	NA
	NA	NA
SCAF8	-0.0541278558549424	0.8536268056857
CNKSR3	0.684451322238568	0.0804170753713082
IPCEF1	-0.468021620069633	0.395962196490142
OPRM1	NA	NA
RGS17	0.560873744529262	0.436989217248593
MTRF1L	-0.438783130122003	0.0653558308623462
FBXO5	0.271627234756926	0.565996473634337
VIP	0	NA
	0.957072598959561	0.217837776232716
	0.161509979488602	0.6065110998765
CCDC170	-1.33558903283124	2.76838633644864e-05
ARMT1	-0.101858417241391	0.710922931065993
RMND1	-0.126420222957542	0.666622167566515
ZBTB2	0.240824193371175	0.414394751146007
MTHFD1L	-0.139380831724893	0.635426665490283
IYD	-0.992465595421341	0.138122247480866
PPP1R14C	1.4849209392207	0.000756834372032047
	2.08232859141207	0.00104656930449393
	0.255279991401331	NA
LRP11	0.511986360046224	0.386183107322012
PCMT1	-0.0149186084420136	0.95156299782469
KATNA1	-0.218353327557213	0.447739915615082
NUP43	0.0690182302774241	0.874130985388076
LATS1	-0.215897022608661	0.485889946645448
ZC3H12D	0.0493702196096583	1
TAB2	0.147437869390285	0.624751107650228
SAMD5	0.015824858586563	NA
STXBP5	0.20828077239647	0.674815504339232
RAB32	0.0172056585138856	0.978387183974952
GRM1	2.09294320345177	0.000652407337652111
SHPRH	0.092025026372087	0.874294464715435
FBXO30	0.0829851875747661	0.831297455140497
UTRN	0.381314876256114	0.297787685987285
STX11	2.19866528260493	2.59017632222253e-05
PLAGL1	0.011293580691786	0.971193841337061
ZC2HC1B	-0.333778565550155	NA
	0.620076576496482	0.0262819355484515
PHACTR2	-0.36646595674094	0.341090893052777
FUCA2	0.264792926884244	0.322264702911193
PEX3	-0.274824481634487	0.227618772610804
AIG1	-0.380210294462173	0.412943425409328
HIVEP2	0.35193417426414	0.397715352708365
ADGRG6	-0.00576749556474053	0.996530360350692
VTA1	-0.0353016807409612	0.892324246377797
CITED2	1.15836606691517	9.41079629600079e-05
TXLNB	0.00417568721904911	0.877575526817589
HECA	0.596902084501226	0.351754784936586
	0.513322093357347	0.531709282866065
REPS1	-0.332567821129583	0.056241088334578
ECT2L	-0.276666369705315	NA
CCDC28A	-0.345696499571187	0.151126598264782
NHSL1	0.255054360368955	0.605233570370177
	-0.308275369567241	0.432404928887734
	0.500928404641388	0.494299391283164
TNFAIP3	0.434757726282225	0.31256829281549
OLIG3	NA	NA
IFNGR1	0.991892084111852	0.000431065587700249
IL20RA	-1.29890980770269	0.0432018066400039
IL22RA2	0	NA
SLC35D3	-0.191798800772752	NA
PEX7	-0.133197270942022	0.75618767931517
BCLAF1	0.0554909260809817	0.904201572982793
MTFR2	0.750718070195806	0.061244944258877
PDE7B	-0.399934324891523	0.380333435141664
AHI1	-0.329482925106332	0.222837710314086
MYB	0.113181733359177	0.954733696386605
HBS1L	0.0261235682742269	0.936613036210991
	0.0596971197925663	0.950925010085274
SLC2A12	-0.727395418824313	0.0552740466773324
	-0.0180534075092912	NA
RPS12	-0.471701660705109	0.162589161462913
SLC18B1	-0.417504039639252	0.0837381222706969
VNN2	0.598775840771979	0.516700513991456
	-0.115381539558373	NA
VNN1	-0.316018161732485	0.543354291926413
TAAR2	NA	NA
	NA	NA
TAAR5	0	NA
	NA	NA
	NA	NA
TAAR9	NA	NA
STX7	-0.10399924618188	0.787610838620721
MOXD1	0.916316047874097	0.126669175271942
CTGF	-0.779038599757487	0.102132474625009
ENPP1	0.465506324316462	0.0805503838025478
ARG1	2.10524934691687	2.55065534382814e-05
MED23	0.110546735105325	0.787610838620721
	NA	NA
EPB41L2	-0.144107270944802	0.593775339730536
TMEM200A	1.22093646902017	0.0892781885892308
SAMD3	-0.336093611449296	0.590065095788511
L3MBTL3	-0.683045800207854	0.0097681993930007
TMEM244	-2.28146088033103	0.000845239549680279
ARHGAP18	-0.99956847090713	0.00355751382760456
	0.829476151661719	0.696542180177747
PTPRK	-0.954632779631735	0.00715229229255805
C6orf58	-0.0181072933837046	NA
	-0.141700979621784	0.874853171226838
KIAA0408	-0.134839248324901	0.808284826926248
ECHDC1	-0.500732112237309	0.477822005325192
RNF146	0.0555247478484022	0.83665614973447
RSPO3	-0.340360974695532	0.4926254582381
TRMT11	-0.0359309842915331	0.923900844110144
HINT3	0.0514072665976213	0.856441877807372
NCOA7	0.154932461825991	0.653272458660507
HEY2	0.448727681087384	0.262270788962481
HDDC2	-0.556037077404017	0.0532660984000431
TPD52L1	0.449791303051993	0.408643489254252
CLVS2	-0.314511354933523	NA
SMPDL3A	0.699954682827115	0.17824379497605
FABP7	-0.0823663537950323	NA
	NA	NA
PKIB	-0.741389867247594	0.287528370167513
SERINC1	-0.140379838756131	0.567206626120886
HSF2	-0.329752368149988	0.09061774458086
GJA1	0.645346456122502	0.0471763453714476
TBC1D32	-0.177563010788265	0.71127357353334
	NA	NA
MAN1A1	0.66781937759295	0.0654863127632752
FAM184A	0.254015684068267	0.638292627686295
	0.499484825915048	0.406484174657689
ASF1A	-0.057231402039015	0.842844054991789
CEP85L	0.515567321317758	0.469389282704708
SLC35F1	0.463581677252072	0.629773499603718
	-0.0110664453250734	NA
	0.171294519236828	0.704336709135809
DCBLD1	0.168345705087248	0.549676418881473
VGLL2	NA	NA
	-0.288323262235311	NA
KPNA5	-0.527499479666643	0.158763715802674
ZUP1	0.217792040056463	0.573392818013169
	NA	NA
ADGRB3	0.136668530684366	NA
LMBRD1	-0.3704179606222	0.138763131582844
	0.253550456456009	0.58837907833177
FAM135A	0.0504776295431535	0.920261192994137
SMAP1	-0.0898562425756767	0.545871761559164
	-0.0180293696277239	NA
OGFRL1	-0.301924634820925	0.258666603308594
RIMS1	-0.0842198305756108	0.924317207680579
KCNQ5	-0.7482536932477	0.0288177052702587
DPPA5	-0.082205646987885	NA
	-0.00368630053720053	NA
OOEP	NA	NA
	NA	NA
CEP162	-0.792557384377526	0.000395210561991847
TBX18	-0.624404185923558	0.0536237840462108
NT5E	-0.415427206034967	0.254214707729786
SNX14	-0.151107186350684	0.535709771332598
	0.674264273503317	0.00636868736844747
SMIM8	-0.553614557645213	0.0521906609561389
C6orf163	-0.00681678387549405	NA
	0.150585824903782	0.779611741317749
RARS2	-0.468015141515924	0.0109859322616987
SLC35A1	-0.264797432753946	0.203526246688692
ORC3	-0.214902801185643	0.529125364442387
	0.350959462743794	0.104603760229276
SPACA1	-0.128085279014814	NA
CNR1	-0.081402512377257	0.971121835562825
RNGTT	-0.176455352947411	0.366888926184503
PM20D2	-0.00151521608431656	0.994926596811809
UBE2J1	0.214598346403589	0.14832533184848
RRAGD	-0.715971123761324	0.114165548363274
ANKRD6	-0.821922875699262	0.0313035600853428
LYRM2	-0.610459554942696	0.0211570895990497
MDN1	-0.30933914942585	0.565967987807631
GJA10	0.0162025998551817	NA
CASP8AP2	0.128287594509991	0.841127949221729
BACH2	0.401374518485839	0.522506741451025
MAP3K7	0.298611933027677	0.278514410711769
EPHA7	0.10694578858576	0.976356425453874
FUT9	0.0107001499089381	NA
UFL1	-0.104882926946596	0.817186508539617
FHL5	1.49402930463081	0.0186339275880737
NDUFAF4	0.236984149501505	0.619794553717048
MMS22L	0.467094657013919	0.328089511923097
POU3F2	NA	NA
FBXL4	-0.357425789274743	0.158208313695098
	-0.185406331616448	0.427248922856626
USP45	-0.281118312520169	0.601080579306836
CCNC	-0.00960256048780737	0.975354869770059
PRDM13	NA	NA
