gene_name	Injury.Day7vsControl.Day0_log2FoldChange	Injury.Day7vsControl.Day0_padj
EFCAB14	0.117785951339666	0.663500256438393
MOB3C	0.743644060362236	0.0249663909256605
MKNK1	0.204300918037788	0.510008839165051
DMBX1	NA	NA
FAAH	-0.271758551699132	0.619153803886575
	-0.179128188980391	0.697564310684454
LRRC41	0.162538760254911	0.49752485179394
RAD54L	-0.0367505254631899	0.961992010255219
TSPAN1	0.294860877398546	NA
	1.80578026569491	2.55665011512798e-06
MAST2	0.257497653511454	0.379770046882584
	0.662575570604777	0.00363120881314943
TESK2	-0.390180363210248	0.13419120252715
TOE1	0.566502476081823	0.0636841480731446
MUTYH	-0.3499210996132	0.401565810105055
HPDL	0	NA
ZSWIM5	-0.827647367050265	0.230990066450542
UROD	0.523033767857513	0.124163206088934
HECTD3	0.147566223123619	0.587026761622512
BTBD19	-0.18039621046076	0.699184116300762
PLK3	0.356949143434157	0.555699965954884
BEST4	-0.264190995459879	0.83416575473212
RPS8	-0.290010273982269	0.49067491280105
KIF2C	0.22089434902379	0.556150387710833
	-0.441118436858568	NA
HYI	-0.372726286839784	0.44508753308792
SZT2	-0.144900480169925	0.743077736109684
MED8	0.0908104668171972	0.870890544864107
CDC20	1.66588369062235	1.03966390792425e-05
TIE1	1.22474122225855	0.0118011801559831
C1orf210	0.0248819221574109	NA
FAM183A	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.314541030551179	NA
PPIH	0.314617509627225	0.21651403198853
	-0.632388692437254	0.355633806244608
PPCS	-0.0290950837465709	0.944056462572923
ZMYND12	-0.570507155432935	NA
RIMKLA	0.420479668018471	0.539417109949722
GUCA2A	NA	NA
GUCA2B	0	NA
SCMH1	-0.13259903246373	0.610743339979515
SLFNL1	-1.56538133931831	0.0259501377351654
CTPS1	0.996611743948107	0.000621946309316376
KCNQ4	-0.336751803123217	0.648321353488016
NFYC	-0.237605929672699	0.424402222545584
ZNF684	-0.423210363709102	0.16326881792245
EXO5	-0.261332131029455	0.316681218555758
ZFP69B	-0.43970693156115	0.0506274999218548
SMAP2	0.705834322173827	0.0408704742401525
	-0.0676097041007123	0.868952774236227
	-0.358636988146974	0.182802638104948
	-0.764113494803484	0.0788178490003559
	-0.64083490341415	0.406670797843035
	-0.295395906294548	0.604007193246442
ZNF671	-0.32561907042315	0.333912210710804
	NA	NA
ZNF606	-0.903010843113242	0.000103940974162312
ZNF274	-0.795083348457733	0.0165946911899225
A1BG	-0.125395618068455	NA
RPS5	-0.370541789909651	0.438228738865127
ZNF584	-0.284440372977412	0.48641508450138
	-0.64985793740248	0.281186457660541
TCTE3	-0.0853110358019779	NA
ERMARD	-0.568394625402874	0.0266691279909609
THBS2	2.24131236953733	1.52170133123205e-07
SMOC2	-0.796506734330863	0.110862022087942
KIF25	-0.186122368284295	0.899116640504248
FRMD1	-1.23130343418184	0.0143696664132246
AFDN	0.809545055126643	0.121669005474161
SFT2D1	0.0388992350122641	0.921920706152743
PRR18	NA	NA
RPS6KA2	0.682767092213324	0.0851797481180478
FGFR1OP	-0.358090810012495	0.24137661141125
	0.167031109088082	0.627158422541383
PDE10A	0.49917343560428	0.397043313989662
C6orf118	0.2326159067936	0.833939240889014
QKI	0.0817175983789304	0.874763018033399
PRKN	-0.0800857116074682	0.917446546894017
AGPAT4	0.246784179103037	0.54623380387765
MAP3K4	-0.08153153120843	0.834364414907006
PLG	NA	NA
SLC22A3	0.558408437904767	0.553249378967978
SLC22A2	-0.00924204694214431	NA
SLC22A1	-0.00397241213522753	NA
IGF2R	-0.0692596375702693	0.925435840120138
MAS1	0	NA
PNLDC1	-0.0734103537137603	NA
MRPL18	-0.222047636269926	0.475631386447904
TCP1	0.300200515207386	0.115638158247648
ACAT2	0.255131793002289	0.611146373259501
WTAP	-0.0558250090946478	0.859655314167755
FNDC1	2.98766825932832	1.35393352204401e-09
TAGAP	0.563480382549816	0.370969752160922
	-0.426733968573188	0.704724594938642
RSPH3	-0.300551959600431	0.559175903322712
SYTL3	0.808492678891526	0.490381049662964
EZR	0.692591300953104	0.0532533310868076
TMEM242	-0.508034101181201	0.0482931900002848
ARID1B	0.197762649808509	0.55749667042681
TIAM2	-0.492598052384001	0.251160109294314
CLDN20	0.302200805563602	NA
NOX3	0	NA
	NA	NA
SCAF8	-0.173275185599067	0.561261012258344
CNKSR3	0.388871259939911	0.431768636823141
IPCEF1	-0.251069715001145	0.597397152745673
OPRM1	NA	NA
RGS17	-0.118448020266875	0.858305869100352
MTRF1L	-0.715559042422891	0.0023651355617933
FBXO5	-0.104650761410016	0.864791956913143
VIP	0.0117856581839421	NA
	1.0179347968919	0.206239698546343
	-0.25068776447824	0.474509055696774
CCDC170	-1.4188453943638	1.39346285209467e-05
ARMT1	-0.135310377384338	0.670187355050311
RMND1	-0.242733657330821	0.429358698238766
ZBTB2	-0.141052319466695	0.714378402475172
MTHFD1L	-0.532147215972082	0.0361959009582968
IYD	-0.69939313370594	0.418157997070697
PPP1R14C	0.872226227258594	0.069714981035698
	0.329076252749545	0.587026761622512
	0.325401632321689	NA
LRP11	0.562531268389958	0.399493390136428
PCMT1	-0.0827763241412769	0.757470120506513
KATNA1	-0.26651032830854	0.395939836811687
NUP43	-0.0675133234994727	0.896196970879015
LATS1	-0.383484061117468	0.221461694701535
ZC3H12D	0.0961280535610532	0.966182331026627
TAB2	-0.127873199902467	0.724341530040713
SAMD5	0.080271572914951	NA
STXBP5	0.182771052256861	0.770188937517636
RAB32	0.0898012297661215	0.857094715569962
GRM1	1.71778312893109	0.00450747838930889
SHPRH	-0.0358105731615479	0.953278110830208
FBXO30	-0.308267692492118	0.408479342528011
UTRN	0.308175223513439	0.482660412640965
STX11	1.8955666057525	0.000598951766595528
PLAGL1	-0.275516146970354	0.628378204857304
ZC2HC1B	0.00119695031029542	NA
	0.505251928880968	0.105123739113913
PHACTR2	-0.50953446431929	0.204662307345
FUCA2	0.282679489788076	0.344383486268388
PEX3	-0.198279356327171	0.464668976280528
AIG1	-0.318898576124657	0.535080218302167
HIVEP2	0.251401567731617	0.624582810249301
ADGRG6	-0.523937382163156	0.201960145921542
VTA1	0.0217352673905611	0.956546910150782
CITED2	0.737334856555218	0.0283909590691328
TXLNB	0.548714096197093	0.809783316309319
HECA	0.629424201125938	0.380130101288501
	0.853846626120227	0.403705057456852
REPS1	-0.423523723131583	0.0164106558166893
ECT2L	-0.34636068837436	NA
CCDC28A	-0.270649633498463	0.33374266429259
NHSL1	0.457953660385489	0.36640244414253
	0.0977469465095742	0.859820036280259
	0.154583103531473	0.858068889024588
TNFAIP3	-0.0235796261177842	0.98253434735258
OLIG3	NA	NA
IFNGR1	0.998213393928973	0.000635503946614632
IL20RA	-0.00445629627744649	0.971388909483284
IL22RA2	0.0259282697928004	NA
SLC35D3	-0.516790364818411	NA
PEX7	-0.211264463042165	0.66581074709573
BCLAF1	-0.239103878906252	0.562334178408206
MTFR2	0.586357873729101	0.194205272363355
PDE7B	-0.386341772632506	0.45941813160847
AHI1	-0.528209318251193	0.049815086550008
MYB	-0.0483973549824856	0.852352903673706
HBS1L	-0.126612574293727	0.695311202534856
	-0.428699621905542	0.511071884885857
SLC2A12	-0.896783178053389	0.0207152811378152
	-0.0170692686321046	NA
RPS12	-0.333104325532119	0.417671398335438
SLC18B1	-0.0424914172469151	0.915123560028588
VNN2	0.833801472167851	0.307629798222041
	-0.109025350561565	NA
VNN1	-0.364134368691067	0.58842396985756
TAAR2	NA	NA
	NA	NA
TAAR5	0	NA
	NA	NA
	NA	NA
TAAR9	NA	NA
STX7	-0.0985428125021267	0.824347417372809
MOXD1	1.14522703001964	0.0694991298001962
CTGF	-0.958093253667793	0.0556487444089953
ENPP1	-0.203195222000903	0.582894331975847
ARG1	0.0307712910261775	0.991409811909586
MED23	-0.129916092772721	0.785497950244385
	NA	NA
EPB41L2	-0.0958445496597515	0.772533010941867
TMEM200A	1.6375961964402	0.022138988112163
SAMD3	-0.00155420047939957	0.976732880121373
L3MBTL3	-1.03206222022978	6.69209459160066e-05
TMEM244	-1.5038564628279	0.0523732238517765
ARHGAP18	-0.53533641390533	0.178094295408856
	1.4862450626188	0.148282806728231
PTPRK	-0.942311723328674	0.010574530610663
C6orf58	-0.00278633822178507	NA
	-0.405043042213311	0.652482860245901
KIAA0408	-0.0437399166665455	0.907346429695337
ECHDC1	0.0519319551188813	0.948776790385116
RNF146	-0.246834023749941	0.305900537094754
RSPO3	-0.583678710819175	0.249876748553623
TRMT11	-0.413847312648278	0.197022449331642
HINT3	-0.00271230314445448	0.993496738378765
NCOA7	0.310040031547375	0.371812852278856
HEY2	0.335860576501399	0.494844087407019
HDDC2	-0.571694449880867	0.0631526300860987
TPD52L1	0.344367821846225	0.570921415234122
CLVS2	-0.604066778676948	NA
SMPDL3A	0.0854980918841229	0.895644788015092
FABP7	-0.414778317921644	NA
	NA	NA
PKIB	-0.173260174896677	0.74249293350019
SERINC1	-0.403282647000884	0.0725230216225658
HSF2	-0.472236435026021	0.0156867278185299
GJA1	0.500693596912926	0.191558860839491
TBC1D32	-0.397679959893966	0.432467312274997
	NA	NA
MAN1A1	0.300565088260548	0.539064951177465
FAM184A	-0.448474897045511	0.466332997366483
	-0.0651230118893806	0.936130434848935
ASF1A	-0.280004972921937	0.300743158061095
CEP85L	0.626345784551485	0.423075274852159
SLC35F1	0.749436203660836	0.418627302280859
	-0.200425523337266	NA
	-0.0384642683725929	0.948776790385116
DCBLD1	0.166673734264101	0.619456935064741
VGLL2	NA	NA
	-0.13479915666139	NA
KPNA5	-0.608726549090589	0.130276264168338
ZUP1	0.0423241218627224	0.944275410883694
	NA	NA
ADGRB3	0.566073714263575	NA
LMBRD1	-0.521330001390819	0.0388199761761813
	0.297202259283465	0.569347605118574
FAM135A	-0.142093467600707	0.81455798295326
SMAP1	-0.175077473122812	0.241397749615892
	-0.0170633783768116	NA
OGFRL1	-0.113107378966963	0.75228652445762
RIMS1	-0.0918803760036094	0.945189765039914
KCNQ5	-1.2803753429447	0.000105105245629363
DPPA5	0.133046878586005	NA
	-0.0311422892601706	NA
OOEP	NA	NA
	NA	NA
CEP162	-0.87579130096995	0.000133447639383317
TBX18	-1.19107715306743	0.000112171610986591
NT5E	-0.603160899978516	0.106301962774683
SNX14	-0.191379458916729	0.479419224508239
	0.333592024353735	0.279020727577704
SMIM8	-0.250381586921319	0.497466440722804
C6orf163	-0.239125311871128	NA
	-0.273699350750263	0.883905030034066
RARS2	-0.404026786108343	0.0410123992016751
SLC35A1	-0.492498094839441	0.0136880592675224
ORC3	-0.295087597025445	0.424693376121392
	-0.0317406331864771	0.933450371583589
SPACA1	-0.213372028884455	NA
CNR1	-0.578696348024183	0.481679278592747
RNGTT	-0.219959618070795	0.299065147481287
PM20D2	-0.110383579187634	0.813293754535471
UBE2J1	0.101377338740307	0.609232965995024
RRAGD	-0.474951809050529	0.355938267990909
ANKRD6	-0.970476022206097	0.0154572871453623
LYRM2	-0.398004646041542	0.190899646628525
MDN1	-0.290912771372368	0.655936386250726
GJA10	0.222991830026026	NA
CASP8AP2	0.108462060606136	0.902234319878212
BACH2	0.184622475235063	0.812662266012021
MAP3K7	0.154558418458688	0.672865052223698
EPHA7	1.19662438642554	0.224164556032107
FUT9	0	NA
UFL1	-0.195278004397664	0.698715414808575
FHL5	2.03786691578487	0.00104763615990092
NDUFAF4	-0.0978392981758863	0.873214994158588
MMS22L	0.294451597878353	0.632581316856247
POU3F2	NA	NA
FBXL4	-0.639799820909329	0.00924982987404455
	-0.0611251783857478	0.858498862204646
USP45	-0.480521777871961	0.395193292003115
CCNC	-0.02388963537615	0.950005697831099
PRDM13	NA	NA
	0.284184266968553	0.740963652036203
MCHR2	NA	NA
SIM1	0.0165989947585036	NA
ASCC3	0.150426584225807	0.720495361752435
GRIK2	-0.497409926119134	0.495645575364739
HACE1	-0.141308218168504	0.719861360976562
BVES	0.739930442043164	0.291327081988024
POPDC3	-0.00508831014466867	0.967069475650464
PREP	0.302747112410923	0.0798159434885754
PRDM1	0.737645802887745	0.412521501435277
ATG5	0.0996326231076901	0.809477056458728
CRYBG1	0.711947498939177	0.194261018017719
RTN4IP1	0.375567861773348	0.403545919069885
QRSL1	0.315737347704073	0.197663303490085
SOBP	-0.135247662755408	0.824075502616732
SEC63	-0.30372525979978	0.241479178189601
OSTM1	0.638988240192585	0.211995591367679
NR2E1	0.145962511011576	NA
SNX3	0.098641819913083	0.730633799147979
FOXO3	-0.223658942071594	0.500135681089991
ARMC2	-0.193466746857307	0.784434292740414
	0.0109725179404012	NA
SESN1	-0.15738748304981	0.669098587409657
CEP57L1	-0.336240756624237	0.459343447277866
	0.139256190016195	0.779534446074761
GTF3C6	-0.00976150422578477	0.975381611322633
RPF2	0.506454600534099	0.175308457487999
	-0.017113696673235	NA
SLC22A16	-0.546295964179284	0.521533103806853
DDO	-0.476424023286775	0.313976382315501
METTL24	-0.185802858859206	0.821256021316731
CDC40	-0.202598952511073	0.58321810408882
	1.23212528370499	0.0697871417253887
FIG4	0.180688930639095	0.470023393480406
	NA	NA
SMPD2	0.373894605300046	0.432150296282516
	0.554483588330332	0.682940931152732
ZBTB24	0.246846135053858	0.448257811850666
MICAL1	0.983022137022979	0.00239763967158054
PPIL6	-0.580166623619216	NA
	-0.357236768133983	0.0481791298021826
	-0.618178793802777	0.197757670700354
MFSD4B	-0.435432685347301	0.366143602460078
TRAF3IP2	0.106328327461039	0.791352161628623
FYN	0.783772703958236	0.00710820500747477
WISP3	-1.85958186342155	2.69523601232146e-12
TUBE1	-1.48979971222872	2.35652398826478e-05
LAMA4	0.860970866563105	0.00169183951229566
	-0.0459238875164864	NA
HDAC2	0.1133024698103	0.739312146915224
HS3ST5	-0.755313667381795	0.327563519596299
FRK	-0.168742290773506	0.719864161724653
NT5DC1	-0.164321830217946	0.708547831467786
COL10A1	1.10474327092836	0.196330804452274
TSPYL1	-0.264444150507948	0.65626071709655
TSPYL4	-0.424893777165329	0.523298053782791
DSE	-0.0860251409767623	0.818892471496965
	-0.794962474240138	0.281186457660541
	0.0555309078613174	0.923711236728476
LGSN	NA	NA
RIPPLY2	-2.31516973697745	0.00149778801273234
PRSS35	1.8179674929073	5.75395207948201e-05
SNAP91	-2.07489965635592	9.46152517772841e-05
ME1	0.300648197627631	0.424773342453245
PGM3	0.0559284006833274	0.902059698954187
DOP1A	-0.418305251171425	0.119590775717638
TPBG	0.401675052819197	0.342040909946268
IBTK	-0.298421868236029	0.199474240374362
	-0.0334385277480205	NA
TENT5A	-0.259696799690612	0.595025199711119
BCKDHB	-0.438685058253618	0.158968158079264
TTK	1.39281931422679	0.00243500533682441
LCA5	-0.54076578769436	0.258953820535812
HMGN3	-0.338646530492305	0.314458835512961
IRAK1BP1	-0.411954544832588	0.0987565517889224
PHIP	-0.330366534981674	0.678663220807644
	1.38481133829338	0.0478018096470209
IMPG1	0	NA
MYO6	0.442736394931761	0.50939738912765
FILIP1	1.00474112967036	0.0811380233077625
COX7A2	0.535549777003236	0.139390233418453
COL12A1	0.276251769852632	0.768513778081752
CD109	-0.206083161441692	0.71466290474473
SLC17A5	0.0632110064273183	0.923711236728476
MTO1	-0.289483523920333	0.235148475443875
EEF1A1	-0.393005111055789	0.120917336723652
SETBP1	0.0107008756148613	0.975259700723324
SLC14A2	0.186160493128458	NA
SLC14A1	-1.21827095149278	0.0388676862057673
SIGLEC15	0.110681453990318	0.946376970976245
PSTPIP2	-0.271031910351241	0.649352785656295
HAUS1	0.0895711428466027	0.867212400855037
ATP5F1A	0.275845546519617	0.171796031203172
C18orf25	-0.0971311273572271	0.738916800174201
RNF165	0.0116092324318669	NA
LOXHD1	0.0114142245331806	NA
SMAD2	0.497848558403864	0.120111833870917
CTIF	0.293487869012536	0.242661461231869
SMAD7	0.167747724734418	0.704978294098724
DYM	-0.0237435426782592	0.921944060126165
LIPG	-1.37845123546816	0.00265289430813982
ACAA2	-0.0353682745423794	0.923315411680852
	0.306419247453572	0.728037804553908
MBD1	-0.132040673747037	0.363154114932467
CXXC1	-0.164012609237733	0.67736272168316
	1.15265390053814	0.0249116971994759
MAPK4	-0.295564433863379	0.675938956400598
MRO	-0.132527813171667	NA
ME2	0.456046767755126	0.19335309085816
SMAD4	0.314120398586787	0.365366422028521
MBD2	0.159065624042097	0.641906626062932
POLI	-0.550187890616347	0.0623642857901224
STARD6	-0.0700207318331652	0.9107766540267
C18orf54	-0.0385721423476696	0.945777481303771
CCDC68	-0.456908511895359	0.425957009510128
TCF4	0.30356721073821	0.582176878264637
TXNL1	0.0818389821224372	0.701009089072504
WDR7	0.248425960068637	0.535294847468439
ONECUT2	0	NA
FECH	-0.193391372750366	0.408988320712988
NARS	-0.0591929438353756	0.850458219461154
MTFMT	-0.553748386149674	0.0153957270189667
SPG21	-0.112420688977714	0.698715414808575
ANKDD1A	0.282008427841225	0.721953801615638
PLEKHO2	0.611339475264272	0.0150128084360916
PIF1	0.425801828939338	0.528760908959548
RBPMS2	1.1451941684678	0.0488098621465635
OAZ2	0.255858024496424	0.165706458630937
ZNF609	0.0601833840222024	0.923703008538096
TRIP4	0.0692886610361168	0.867388053698131
PCLAF	1.84232812680198	2.56941352463376e-06
SNX1	0.145709005830362	0.366595308257685
CSNK1G1	0.312775313794992	0.404235480886371
HERC1	-0.109932496511522	0.875313673202267
CA12	2.21888528161649	1.42263590107244e-06
LACTB	0.40078575955809	0.11804568475068
TPM1	-0.201934189730669	0.668480416770523
	0.389615683197904	0.600317848175362
	-1.16889810918762	0.043812196452132
	-0.907678536418035	0.279255239446496
RORA	-0.228441305514781	0.74249293350019
ICE2	-0.688664447234386	0.0050372192119187
ANXA2	0.948704983964199	0.000156156814734111
BNIP2	-0.142250741348942	0.645029609890986
	-0.0152673996083965	0.975381611322633
GCNT3	0.82240471752477	0.238034549363838
FAM81A	0.744021595710797	0.0551968071107654
MYO1E	0.585926340592944	0.0302285768081506
CCNB2	1.29665001835305	0.00126778360167951
RNF111	0.0266860013341974	0.959501519235513
SLTM	-0.267886000912342	0.413150999808617
	-0.0317011689283723	NA
ADAM10	0.672160925146485	0.0836439990886334
LIPC	0.547927738781715	0.699369130668267
AQP9	1.23284635589446	0.132817878690271
	0.710523328642618	0.26203260660903
TCF12	0.375338400166777	0.391972830776523
MNS1	-0.310517741301039	0.575666764518625
TEX9	-0.124068742389375	0.82036518337529
RFX7	-0.219590665905724	0.68702241946268
PYGO1	-0.107857431723356	0.922662192665159
DNAAF4	0.189028794818155	0.854572727980273
CCPG1	-0.458250186362831	0.158907759704308
RAB27A	-0.160120935175146	0.639771303075151
UNC13C	0.146497817566582	0.828986025088793
WDR72	NA	NA
ONECUT1	-1.48074574586951	0.0735855203469462
FAM214A	-0.544683056639572	0.0410125109405439
MYO5A	0.264828521262727	0.0811868277357182
MYO5C	0.010567412928568	NA
GNB5	-0.411240569105995	0.0677514020282865
	NA	NA
	0.405370751473484	0.317649038234968
LEO1	-0.014653338280357	0.96855805540996
TMOD3	0.659691411648409	0.189369317872286
TMOD2	0.519694621010346	0.376473501075818
LYSMD2	-0.028287968645944	0.953278110830208
SCG3	-0.207605160409754	0.762549085238286
GLDN	0.037990601882314	0.990527085001591
AP4E1	0.0822137773517044	0.926661271966366
SPPL2A	-0.0256144088726252	0.964339427855565
TRPM7	-0.117897270397205	0.779534446074761
USP50	0	NA
USP8	-0.172018850233198	0.639575517590017
SLC27A2	NA	NA
HDC	-0.138287590643604	0.919295728094038
GABPB1	-0.265969796701829	0.347232250427286
ATP8B4	1.23915416886177	0.116182671950916
DTWD1	-0.0937832264111067	0.798039472126019
FAM227B	-0.176174732290336	0.774839838061028
GALK2	1.04062552098298	0.0346633875764568
COPS2	-0.0910748925574093	0.771269573767129
SECISBP2L	-0.210024918218804	0.648763627536015
EID1	-0.282979811667947	0.426614498977884
CEP152	0.27276417475854	0.640900844416806
FBN1	0.583738048458779	0.347434748276042
SLC12A1	-0.42761553801785	0.552444612997633
MYEF2	0.893497589122253	0.176754396892844
SLC24A5	0.35457142665173	0.753078041782421
SEMA6D	0.155185247616424	0.941536756220616
	2.09725458381672	0.000124877863067466
SLC30A4	-0.100052875728506	0.848452851286039
C15orf48	0.860971994412643	0.204499391412565
SPATA5L1	0.39651415533932	0.437862586523426
GATM	0.324420062222812	0.751338676575469
SLC28A2	-1.27611849066543	0.081423048115254
	0.359614914224159	0.422660675823315
DUOX1	-0.550726806631061	0.180464738566153
DUOXA2	NA	NA
DUOXA1	-0.191786826755015	NA
DUOX2	-1.02509418948074	0.0993622325102544
SORD	0.617620102449217	0.173681894210575
TERB2	1.07414933655839	0.106451733925852
TRIM69	0.0203276506263544	NA
SPG11	0.0258378963149923	0.875660025600871
B2M	1.34114114568957	0.0141219046873542
EIF3J	0.255928540535733	0.504451779603542
FRMD5	0.0413279412622309	0.941819000211132
WDR76	-0.55475908245378	0.100419269937927
SERINC4	0.0117101136135263	NA
ELL3	-0.665091190797912	0.219036677903028
PDIA3	0.379226658308403	0.0906576605182287
CATSPER2	-0.50478866381082	0.110881423683583
STRC	-0.1820571447276	0.888442199108556
	-0.577716427865651	0.674882870106357
PPIP5K1	-1.01289805943125	0.000249854949925029
MAP1A	1.31482561349655	0.0115252909042882
TUBGCP4	-0.50559839456041	0.00870090733866643
	0.348148706589927	0.580518151095652
ADAL	-0.376827719141292	0.0890296660100219
LCMT2	-0.0462568987205925	0.935722309208965
TGM7	NA	NA
TGM5	0.130674228824446	NA
EPB42	-0.305045115913641	0.443707769751634
TMEM62	-0.341166616850176	0.374500576304699
UBR1	0.12271034255554	0.829201960358577
TTBK2	-0.163293510924342	0.878928547197199
CDAN1	-0.517127401776071	0.0732801392186364
ZNF106	-0.0835715420724855	0.881543284573375
LRRC57	-0.219354787534993	0.287343542049165
CAPN3	1.61306403151117	0.0199954013263204
	-0.837672071108947	0.00388705679890505
TMEM87A	-0.356717463666528	0.0513582050167587
VPS39	-0.2450949430533	0.131773665641477
PLA2G4F	NA	NA
PLA2G4D	0.0113900244843869	NA
SPTBN5	0.22734222196792	0.992483980503899
PLA2G4B	-0.944557181201137	0.00549096017098761
MAPKBP1	0.366245725588257	0.181261098284977
MGA	-0.0799444359959	0.934067852457525
TYRO3	0.822003107255955	0.0528154158871461
RPAP1	0.066752833429058	0.832426936682349
ITPKA	0.223055020151429	NA
RTF1	-0.141128511648397	0.636458943565598
NDUFAF1	-0.112044117032618	0.767218610470089
OIP5	0.0832668817585394	0.878928547197199
CHP1	0.112871400413741	0.68586022762476
EXD1	-1.29964267160277	0.000349356760295143
INO80	-0.116961028840163	0.636905946562773
DLL4	2.70147963160333	3.45262338103286e-08
VPS18	0.311774984416737	0.117031103648569
RHOV	-0.280476264456103	0.770529644015336
SPINT1	-1.37038389452841	0.0195923869614881
	-0.0315245093264151	NA
ZFYVE19	-0.0234309290314983	0.966182331026627
DNAJC17	0.411793062723119	0.241397749615892
RMDN3	-0.512172737532759	0.0364031640151455
RAD51	0.175193910391315	0.754277066529711
	NA	NA
CHST14	-0.349716932186427	0.267952449357345
BAHD1	0.062454535085447	0.824347417372809
IVD	-0.322170692319201	0.18273909916253
KNSTRN	0.0703407731432439	0.859594224862571
DISP2	-0.593878444347672	0.4316776194827
PLCB2	1.32198224106877	0.0576984701308411
	0.661117801908002	0.19335309085816
BUB1B	0.805436720493748	0.0941357903808272
SRP14	0.166941663495993	0.567648034248799
	-0.0170359970380252	NA
GPR176	-0.630850460643879	0.21391832853436
THBS1	-0.912381000589188	0.0726566099266138
RASGRP1	-0.22422151622516	0.594453701164047
FAM98B	0.340020535409398	0.362640742728779
TMCO5A	NA	NA
MEIS2	-0.739415816375205	0.0360349961774107
ZNF770	-0.573897014379412	0.0360349961774107
AQR	-0.154394163949077	0.65626071709655
ACTC1	-1.00848106751662	0.152365039312576
	0.854223423257124	0.0399506538876505
SCG5	-0.777627406754974	0.199157144298298
PGPEP1L	NA	NA
TTC23	0.261924310324065	0.498617916414043
LRRC28	0.293399740061486	0.059513801982655
CERS3	-0.017113696673235	NA
LINS1	-0.0491470236330788	0.883261019272579
ASB7	-0.0395517024199367	0.919445362398973
ALDH1A3	2.20793337341779	0.000190985631127775
LRRK1	-0.346621668357526	0.102763089668895
CHSY1	0.0964747676951918	0.790363956468811
SELENOS	0.173667751456662	0.594735652081802
GABRA5	-0.624929092835872	0.472012357876551
CACHD1	0.42646612382089	0.551963951040348
ATP10A	0.415042395974209	0.405569970465218
	-0.324045061400535	0.753755040390747
UBE3A	0.199504317202102	0.408219649369008
NDN	-0.385622459993882	0.100184472164697
MAGEL2	0.25189729367619	0.593630317437194
MKRN3	-0.0172415544480256	NA
	-0.906828214808988	0.168874649624665
OTUD7A	-0.742763228467716	0.150447010293362
TRPM1	-1.07409923262645	NA
MTMR10	-0.158185536913645	0.695961385954852
FAN1	-0.420119395548552	0.00544078690688789
MPHOSPH10	0.158995457171393	0.682579109513039
APBA2	0.633659208687611	0.583392898691463
	NA	NA
	0.400435680732459	0.261045510286239
NFATC1	0.389932620653756	0.360120421315165
ATP9B	-0.384699432751515	0.0702946988845556
SALL3	0	NA
ZNF516	-0.0414750459019628	0.92083636257854
TSHZ1	0.00270869430614767	0.997548718667942
CNDP1	0.0349923381879003	NA
CNDP2	0.255100780170024	0.274334292600661
FBXO15	-0.142994735984435	0.886251594133397
C18orf63	0	NA
CYB5A	0.0144073524219041	0.98253434735258
TMX3	0.213919425011011	0.611190342893665
CDH19	0.397569816005911	NA
CDH7	NA	NA
SERPINB8	1.09573355026497	0.0020479688540128
SERPINB10	0.0433782950476631	0.982896195147696
SERPINB2	0.493918938757324	0.385616628449248
SERPINB7	1.17172587114049	0.104356034849155
VPS4B	0.252792960658178	0.452407146642972
SERPINB5	0.276808346069975	NA
PHLPP1	-0.1203321818715	0.78993433399995
ZCCHC2	-0.0646967209987338	0.913527259465264
TNFRSF11A	-0.337448089607589	0.403965433471204
RELCH	-0.102806329076591	0.741518450288082
PIGN	-0.0239927444449078	0.958297238556736
RNF152	-0.561411377072363	0.375246560854775
CDH20	-0.0603459308288938	NA
MC4R	0.726936439793967	0.321871742856986
CCBE1	1.3622403662049	0.0333353500940236
LMAN1	0.254701316247106	0.457306657376825
CPLX4	-0.00284755313538689	NA
RAX	NA	NA
	-0.627652889176795	0.478853535336662
SEC11C	-0.144644674085749	0.672278590549442
MALT1	-0.30456628319832	0.437862586523426
ALPK2	-0.168442742932827	NA
NEDD4L	0.544958689585457	0.178784200448711
	-0.298765290618808	0.589138965807906
SLC51B	-0.443444656443474	0.447033758304044
PDCD7	0.0838901445548404	0.893841035136636
CLPX	-0.31354335562604	0.158907759704308
CILP	-1.90067692869335	0.00402279050144946
PARP16	-0.342631329442599	0.0946730079075303
IGDCC4	-0.0786471798772864	0.875313673202267
IGDCC3	0.0314054712815302	NA
DPP8	-0.0494018769750484	0.908884129791099
HACD3	0.380087661382645	0.547531684963572
INTS14	0.00471643860243769	0.989550267486215
SLC24A1	-0.167048931454405	0.888442199108556
DENND4A	0.260084791666648	0.595651846559493
MEGF11	0.848910557504193	0.15960664339239
DIS3L	-0.0940218466526004	0.841044807692926
TIPIN	-0.0835947019723364	0.754301637378602
MAP2K1	0.260308674876542	0.42370323495605
	-0.301828330766994	0.4399924183694
ZWILCH	0.3900327498526	0.0858212608265162
LCTL	0.0861651493528165	0.963243098792143
SMAD6	-0.382298696785267	0.312527414470964
	0	NA
AAGAB	0.158986692604765	0.500209204348299
SMAD3	-0.240187136298274	0.559215198460623
C15orf61	-0.0371666058269818	0.967458203051962
MAP2K5	0.0470007066106993	0.905710701485314
SKOR1	-0.123076659129746	NA
CLN6	0.420957896614342	0.293978994025631
PIAS1	-0.233543262704928	0.599840660557807
