ID	osteophytic.cartilagevsarticular.cartilage_logFC	osteophytic.cartilagevsarticular.cartilage_padjFilter
CYP4F11	-0.11576663287445	NA
CYP4F12	-0.067929261979975	NA
CYP4F2	-0.58464083494971	NA
CYP4F22	-0.317388489746536	NA
CYP4F3	0.316350742007397	NA
CYP4F30P	-0.314954903722608	NA
CYP4F35P	0.0157314234615646	0.964045653482029
CYP4F8	0.0559386289216988	NA
CYP4V2	-0.246863425019972	0.505277079280473
CYP4X1	0.400395102744425	0.396224676669808
CYP4Z1	-0.0741378257651983	NA
CYP4Z2P	0.0756862885131429	NA
CYP51A1-AS1	-0.298711965628043	NA
CYP7A1	0.0406234651026347	NA
CYP7B1	0.0144548334145607	NA
CYP8B1	-0.218325612267225	NA
CYREN	-0.174251063944447	0.525647644593713
CYS1	-0.279789919964446	0.577787169125578
CYSLTR1	-0.266804403655083	0.599890533791782
CYSLTR2	-0.32165554072909	NA
CYSRT1	0.00764489231088916	0.980095509442406
CYSTM1	0.201881330425493	0.567429140610017
CYTH1	0.251195948874477	0.344965113403749
CYTH2	-0.242434239054468	0.617015311191502
CYTH3	-0.116475717834678	0.749704548367233
CYTH4	-0.0744234648760043	0.833070412521549
CYTIP	1.57201521716738	0.0365508793748096
CYTL1	-1.32888603502065	0.0423801411983572
CYTOR	0.0606919863482513	NA
CYYR1	3.01819475016405	0.0155034823565477
CZIB	0.0404484371069245	0.893727418152045
D21S2088E	-0.231380305389671	NA
D2HGDH	0.0935217228000553	0.786324617932722
DAAM1	0.834071205333498	0.0654856842101356
DAAM2	0.591669669183934	0.182291551632957
DAAM2-AS1	0.119170910178241	NA
DAB1	-0.266013146133097	NA
DAB1-AS1	-0.0727381256063395	NA
DAB2	-0.247411523037483	0.548079574474968
DAB2IP	0.146877596166257	0.615457576689622
DACH1	0.534235727935843	NA
DACH2	-0.0925530112413653	NA
DACT1	-0.359906287093263	0.404171266274812
DACT2	0.144750957056363	NA
DACT3	-0.465679843347217	0.159119966143831
DACT3-AS1	-0.318794841642376	NA
DAD1	-0.110031618580543	0.745213269157939
DAG1	-0.171933943560645	0.611052321684347
DAGLA	-0.103805640623768	0.700090219104494
DAGLB	0.407242514373558	0.218691908885201
DALRD3	-0.132272499837306	0.608575418650204
DANCR	-0.485235132001494	0.200939072759353
DAND5	-0.720772318928742	NA
DANT2	-0.143023897919271	NA
DAO	-0.381962445709612	NA
DAOA	0.0423204613943844	NA
DAOA-AS1	0.0121463021192667	NA
DAP	-0.323782994558725	0.323889533369237
DAP3	-0.388511130760045	0.196326810237756
DAPK1	0.907632581564726	0.0690314252720785
DAPK1-IT1	0.199435779761126	NA
DAPK2	0.821497878030726	0.145395044332902
DAPK3	-0.0156749037128889	NA
DAPL1	0.348852563322507	0.331475684826471
DAPP1	0.201975131349792	0.585623868603812
DARS-AS1	0.108681673591828	NA
DARS1	-0.0179648548674383	0.9616096012095
DARS2	0.23118770543162	0.518820747226116
DAW1	0.773202952778069	NA
DAXX	0.399224228436077	0.265876488216732
DAZAP1	0.385428183711338	0.206509861430839
DAZAP2	0.040988212978851	0.90459780011483
DAZL	-0.048499531255018	NA
DBF4	0.560784326403552	0.219011602035375
DBF4B	0.086829328251175	NA
DBH	-0.0107647649988762	NA
DBH-AS1	-0.24548248505492	0.41039040702889
DBI	0.415261872483736	0.160506399743302
DBIL5P	-0.511773645672329	0.116956979265161
DBIL5P2	-0.0594643430068311	NA
DBN1	0.735413607429093	0.0657032176999322
DBNDD1	-0.187171918765906	NA
DBP	-0.960434737803689	0.0494698350983621
DBR1	0.407968374447185	0.205877630955608
DBT	0.188550955002156	0.587506727339089
DCAF1	0.03441454138264	0.947274121843321
DCAF10	0.252345942469045	0.547358742793134
DCAF11	-0.178696938500687	0.522969027873344
DCAF12	0.385747519515845	0.203277581819741
DCAF12L1	-0.298456428106741	NA
DCAF12L2	-0.353519640744466	NA
DCAF13	0.356446390888861	0.458363353311455
DCAF15	-0.330044924658031	NA
DCAF16	0.495111118914867	0.138288607727965
DCAF17	0.10811269324997	NA
DCAF4	-0.264968737048576	0.424487107830055
DCAF4L1	-0.0980674012365987	NA
DCAF4L2	-0.0330213233082521	NA
DCAF5	0.0374726867007009	0.953304864052488
DCAF6	-0.0227782652405359	0.939749284803294
DCAF7	-0.00393041930298565	0.995051654614677
DCAF8	-0.0685077010698447	NA
DCAKD	-0.0825630985451706	NA
DCBLD1	0.661194936569939	0.0712395718267707
DCBLD2	-0.46318181574517	0.141961168664994
DCC	-0.083947586349665	NA
DCD	-0.292633456914365	NA
DCDC2	-0.0856988446667137	NA
DCDC2B	-0.131781618259645	0.615048569778663
DCHS1	-0.267098343415319	0.649614244132254
DCHS2	-0.0346298522964741	NA
DCK	1.54576150470308	0.0270064441296966
DCLK1	1.19190780082706	0.03776755144797
DCLK2	-0.329615894800856	NA
DCLK3	-0.493558193647333	NA
DCLRE1A	-0.473117347837817	0.178506896547188
DCLRE1B	0.212404430166763	0.49000328573862
DCLRE1C	0.534545264252446	0.0967204010896453
DCN	-0.655491322612376	0.0939412807822866
DCP1A	0.115905175840529	0.743214896465318
DCP1B	0.0393698907014954	0.916806073532513
DCP2	0.386711885124884	0.28666546125553
DCPS	0.292658680139445	0.490985991681222
DCST1	-0.0709245680988655	NA
DCST1-AS1	-0.451749110490676	NA
DCST2	-0.166938899191034	NA
DCSTAMP	0.974810322955095	0.391400049114421
DCT	-0.376478226931547	NA
DCTD	-0.0747572610404914	0.835745388178384
DCTN1	0.0126405834898602	0.971684122247322
DCTN1-AS1	-0.44895243490917	NA
DCTN2	-0.559141107173486	NA
DCTN3	0.199603431086427	0.539741751785965
DCTN4	-0.0160746002137726	0.979345888981705
DCTN5	0.359915959532634	0.250045954115097
DCTN6	-0.0686203505742569	0.817269782937103
DCTPP1	0.313765603837561	0.332456365746579
DCUN1D1	0.238129218283284	0.428146207846728
DCUN1D2	0.0462865323638129	0.8957265715388
DCUN1D3	0.380553167177494	0.23327315689948
DCUN1D4	-0.0482779996086551	0.91830923795772
DCUN1D5	-0.292289654933369	0.349377790424548
DCX	-0.258074170751277	NA
DCXR	-0.506332384969915	0.19597279086383
DDA1	-0.212132925836387	0.63335309897356
DDAH1	-0.109728185989512	0.697967481622952
DDAH2	0.36132616692757	0.215186329455372
DDB1	-0.0103308553880863	0.973217706985872
DDB2	0.756041088592947	0.0878080337555714
DDC	0.137314088150221	NA
DDC-AS1	0.0159466403618902	NA
DDHD1	0.488403921438636	0.210512356807129
DDHD2	0.143459385242432	0.604139610505133
DDI1	-0.042927445111804	NA
DDIAS	0.142134308838461	0.624456395983828
DDIT3	-0.0785144887059293	0.901051203659046
DDIT4	0.568708341239207	0.386315891491768
DDIT4L	-0.51187829499124	0.528609913226859
DDN	-0.146387250000197	NA
DDO	0.246953965513625	0.543017634584528
DDOST	-0.247092927021164	0.365594721760522
DDR1-DT	-0.661702485841784	NA
DDR2	-0.613891524405162	0.183581530229243
DDRGK1	-0.193958605162147	0.536518253600113
DDX1	-0.0192090541439907	0.956548579722937
DDX10	0.508573825549958	0.107568520731727
DDX11	-0.0141878185359556	0.972840867088614
DDX11-AS1	0.0134552704179061	NA
DDX11L2	-0.204035429944366	NA
DDX17	-0.136469587207594	0.842934154932958
DDX18	0.213588918219256	0.433271226860797
DDX19A	0.144142627086634	0.599890533791782
DDX19B	0.280762801345634	0.413030559993245
DDX20	0.106351974477839	0.728696257060459
DDX21	0.513335047640122	0.168896700880342
DDX23	0.282725921344578	0.373837996701496
DDX24	-0.223218130478392	0.449827937164981
DDX25	-0.198094852919201	NA
DDX27	0.0998301718277572	0.704405113087093
DDX28	-0.0894048209102434	0.787835021860779
DDX31	-0.000625801877952803	0.998270854379902
DDX39A	0.565194215607969	0.0951190865431743
DDX3X	-0.257557564694046	0.483210803242101
DDX3Y	1.43244432403019	NA
DDX4	-0.0452231358908364	NA
DDX41	0.277244095797562	0.454230414979997
DDX42	-0.366155064076732	NA
DDX43	0.351210605389053	0.26934553476614
DDX46	0.209852237804919	0.436931692554391
DDX49	0.123660853593297	0.698026857159063
DDX5	-0.0328815996836571	0.91830923795772
DDX50	0.372313996891378	0.633768425583158
DDX51	-0.18008645050065	NA
DDX52	0.4106738979255	0.182555507727506
DDX53	-0.00781473508319341	NA
DDX54	-0.209798039105403	0.710052194598415
DDX55	0.379798909984085	0.337854031023172
DDX56	-0.0229918104847622	0.948564602977954
DDX58	0.969937148144726	0.354590464731238
DDX59	0.00919262608524818	0.976069824487907
DDX59-AS1	-0.429996054597893	NA
DDX6	-0.396188280728063	0.697530020120769
DDX60	1.42549622482362	0.160138886542064
DDX60L	0.666773542593719	0.125804791611763
DEAF1	-0.303428378845021	0.355995681849567
DEC1	-0.300534398595466	NA
DECR1	0.510149738116359	0.195581209592753
DECR2	-0.197100095481161	0.54442325213744
DEDD	-0.0361696844580921	0.929644314421021
DEDD2	-0.294942015584164	0.589464107144592
DEF6	-0.450226569459455	0.228507700451607
DEF8	0.216565742405232	0.4748748940658
DEFA4	2.89195770176496	0.0272431489914359
DEFA5	-0.254327030742083	NA
DEFA6	-0.538177177754569	0.263491163006704
DEFB1	0.596287103716144	0.561854398676314
DEFB108B	-0.119806161377123	NA
DEFB114	-0.340040648607161	NA
DEFB118	-0.22920940447811	0.40998500383314
DEFB119	-0.344501528895688	NA
DEFB121	0.0349862088040553	NA
DEFB122	-0.159791847751362	NA
DEFB123	0.0123482981252492	NA
DEFB124	-0.252891020487982	0.361906743469402
DEFB125	0.126102256024746	NA
DEFB126	-0.0654026586106757	NA
DEFB127	-0.428048100518016	NA
DEFB129	0.0521616667584099	NA
DEFB132	-0.387758843977569	NA
DEGS1	0.133516460694779	0.73804355581406
DEGS2	-0.2140994652771	0.59164559514048
DEK	0.320000633196006	0.25517741666078
DELE1	-0.244417161693526	0.414316469709041
DENND10	-0.248062748372437	NA
DENND11	0.274618913342369	0.55216518896197
DENND1A	0.297103586969508	0.395611005809113
DENND1B	-0.144249097582266	0.677279808565327
DENND1C	-0.205899701744043	0.551880519428948
DENND2A	0.615261929947629	NA
DENND2B	0.333673224622457	0.418579173651204
DENND2C	0.0373675913513418	0.905427745589382
DENND2D	-0.586871822575522	0.131164821410775
DENND3	-0.0383932544908503	0.916363871122961
DENND4A	0.176761710061546	0.532179289697262
DENND4B	0.603648746409495	0.11184271369321
DENND4C	0.55810218538369	0.11958012360408
DENND5A	0.322242528880675	0.348970751863583
DENND5B	0.29333142113254	0.510761097565915
DENND6A	0.962708075912545	0.0951918176166928
DENND6B	-0.0968100041630438	0.755264370384726
DENR	0.501623753437975	0.182012384301868
DEPDC1	0.215636156510081	NA
DEPDC1-AS1	-0.0536155537666017	NA
DEPDC1B	-0.221849372538178	NA
DEPDC4	-0.315548383235843	NA
DEPDC5	0.0593436676549373	0.860065158132942
DEPDC7	1.09938728980734	NA
DEPP1	-0.179632223315421	0.625850111181099
DEPTOR	0.601818079862372	NA
DERA	0.354122461856201	0.283514796166172
DERL1	-0.279109468119989	0.371344132898204
DERL2	-0.447504282177604	0.188378130807383
DERL3	-0.374414265492159	0.228497031460179
DES	-0.319326138506307	NA
DESI1	-0.103388654819518	0.775476163760633
DESI2	0.0860067496855419	NA
DET1	-0.0785044854842107	0.778376422663735
DEUP1	-0.00374128746480284	NA
DEXI	-0.707447879463248	0.115191735449759
DFFA	0.225274113892206	0.512105335646913
DFFB	0.104110212641134	0.763850417114463
DGAT1	0.39440472768652	0.17451413325777
DGAT2	0.781224104709265	0.283116770795046
DGCR10	-0.0792774606347091	NA
DGCR11	-0.0146772969831996	0.962754912079301
DGCR12	-0.0610799372172983	NA
DGCR2	-0.201105818029919	0.606316652703486
DGCR5	-0.317957336084171	NA
DGCR6L	-0.0216134324869071	0.951556491816263
DGCR9	-0.365672224969565	NA
DGKA	0.349115058326305	0.300311481024248
DGKB	-0.115842853190411	NA
DGKD	0.509231752257858	0.189549496051239
DGKE	-0.0198785179356251	NA
DGKG	-0.172650208444487	NA
DGKH	0.459289374274298	NA
DGKI	-0.278794130603547	NA
DGKK	-0.242458437445068	0.476630766913222
DGKQ	0.169613515299859	0.58638699673373
DGKZ	0.353150192452381	0.223223002200005
DGLUCY	0.29210898822629	0.349416480281491
DGUOK	-0.773933455759717	0.124912950774152
DHCR24	0.637399731725309	0.110878184597551
DHCR7	-0.795100604440186	0.125350924771265
DHDDS	0.05710325568029	0.881230651920806
DHDDS-AS1	-0.107077700756836	NA
DHDH	-0.393953281458915	0.219293362867102
DHFR	0.527850574326682	0.108529438323685
DHFR2	-0.651708881821258	0.0961801372036634
DHFRP3	-0.0301248852592575	NA
DHH	0.0919701320805655	NA
DHODH	-0.132380258103392	NA
DHPS	-0.0333406355287398	0.912986334686295
DHRS1	0.205900867257989	0.615486856563993
DHRS11	0.0840807538605164	0.802743756767981
DHRS12	0.126357925480681	0.625887731712454
DHRS13	-0.620752439876533	0.122607313625736
DHRS2	-0.256424961299699	NA
DHRS3	-1.27923769195184	0.0164732209587577
DHRS4-AS1	-0.0661682193730799	0.828380765885558
DHRS7	0.0218118436183099	NA
DHRS7B	0.400488276806177	0.207099907629302
DHRS7C	-0.0448446526550184	NA
DHRS9	0.476358793927133	0.489766005556619
DHRSX	-0.190239150312403	0.540729116892668
DHTKD1	0.856364500142292	0.0563212310820954
DHX15	0.0115924081063588	0.969747557641047
DHX16	-0.0123394067503435	0.975840389754612
DHX29	-0.00243140573369072	0.994697649472082
DHX30	-0.230594616719851	0.402431659546843
DHX32	0.269477321710639	0.359124837079568
DHX33	0.0405322806267101	0.93528643159193
DHX34	-0.0844938822582675	NA
DHX35	-0.0413515293745155	NA
DHX36	0.163720399928247	0.602032165137286
DHX37	0.0159438183110701	0.96134833835337
DHX38	0.0704054297136922	0.840157430782392
DHX40	0.0646207215919965	0.826953108938688
DHX57	0.166042373741167	NA
DHX58	0.301727841831404	0.350164891981327
DHX8	0.333679020989648	0.552436627295163
DHX9	0.34737589287381	0.410324455774577
DIABLO	0.140974275711615	0.643946624305218
DIAPH1	-0.0177277781433549	0.976574994169641
DIAPH1-AS1	-0.599995016876856	NA
DIAPH2	0.786608770356281	0.11466229515688
DIAPH2-AS1	-0.219812536980562	NA
DIAPH3	0.0937680023195213	NA
DIAPH3-AS1	-0.286067888936687	NA
DICER1	0.524653133324088	0.144146930513458
DICER1-AS1	-0.691547244156137	NA
DIDO1	-0.0510235514515918	0.881305616189517
DIMT1	0.224076491324775	0.469501788401498
DIO1	-0.376358067310885	NA
DIO2	-0.211129374658162	0.500976141667078
DIO2-AS1	-0.316265453619538	NA
DIO3	-1.12837816451399	0.0226899068357211
DIO3OS	-0.0760366576597082	0.785508715522802
DIP2A	0.192696730502246	NA
DIP2B	-0.0471288640035259	NA
DIP2C	0.533515526329464	0.145624962587635
DIPK1A	0.0445057127077666	0.885864130607059
DIPK1B	-0.18806641283836	NA
DIPK1C	1.97968122096566	0.0242129746216071
DIPK2A	0.134348419235812	NA
DIPK2B	-0.138589347762585	NA
DIRAS1	0.258509304447267	NA
DIRAS2	0.705603885451718	NA
DIRAS3	-0.131411404800831	0.779399806440351
DIRC1	-0.194501459595392	NA
DIRC3	-0.0164285364780272	NA
DIS3	-0.0597843597928547	0.840990259024542
DIS3L	0.0429652674637744	0.881523828560484
DIS3L2	0.135814420733874	0.640662229443228
DISC1	-0.363848446168352	NA
DISP1	0.249391165780257	0.445548603695411
DISP2	0.288035216847617	NA
DISP3	-0.132898201785397	NA
DIXDC1	-0.0434173968527167	0.96416272083826
DKFZP434A062	-0.288816358506359	0.286502466546276
DKFZP434H168	-0.176476319808995	NA
DKFZp434L192	-0.0878861955830008	NA
DKFZp451B082	-0.170135607923455	NA
DKFZP586I1420	0.542936777195195	0.208895128657164
DKK1	-0.662836768878306	0.335128042500717
DKK2	-0.113418121883827	NA
DKK3	0.232627046948241	0.63830449249294
DKK4	-0.219919867557996	NA
DKKL1	-0.380513964941657	0.190277392664127
DLAT	-0.0372851760810544	0.89909406442736
DLC1	1.37630037823919	0.212485146559511
DLD	0.729863123243993	0.0983417574437448
DLEC1	-0.356650648818356	NA
DLEU1	-0.61874511259917	0.142540740721542
DLEU2	0.024566804211011	NA
DLEU7	-0.0721012458454955	NA
DLEU7-AS1	-0.034254698783946	NA
DLG1	-0.175465219406513	0.756440393478424
DLG1-AS1	-0.0813324455924056	NA
DLG2	0.815929869296936	NA
DLG3	-0.0831468435539042	0.757842958328382
DLG3-AS1	-0.345983248630943	0.212485146559511
DLG4	-0.00254502554800862	0.9949347991053
DLG5	0.338487232758732	0.242403827455744
DLG5-AS1	0.175021810343494	NA
DLGAP1	-0.183390720971082	NA
DLGAP1-AS1	-0.231487187341988	0.643605305611558
DLGAP1-AS2	-0.0959239791665896	NA
DLGAP1-AS3	-0.109877067658466	NA
DLGAP2	-0.201178424113274	NA
DLGAP2-AS1	-0.115352434260728	NA
DLGAP3	-0.669180727730649	0.138168006201372
DLGAP4	0.237927696872823	0.587571390780308
DLGAP4-AS1	-0.385604992042544	NA
DLGAP5	1.10861027367005	NA
DLK1	-0.133498753605188	NA
DLK2	-0.0688634390251339	0.808789529540162
DLL1	0.231456414029671	0.394698790357307
DLL3	-0.202997674709173	0.471411223849205
DLL4	-0.174365850014433	0.552725532266618
DLX1	0.0708380715535548	NA
DLX2	0.00179613828372593	NA
DLX3	1.31459404414315	0.0145259625525081
DLX4	0.658778079159402	0.164942490835167
DLX5	-0.0205481165694108	0.975445734049507
DLX6	-0.225117416965545	0.615457576689622
DLX6-AS1	-0.700331712877925	0.110878184597551
DMAC1	-0.217846534379105	0.48435731515353
DMAC2	0.267197211451921	0.442152221258444
DMAC2L	-0.135039362766992	0.62303663125171
DMAP1	0.0485131454686583	0.882683117795201
DMBT1	-0.899982383272395	0.0301259334028373
DMBX1	-0.0830868170837828	NA
DMC1	-0.331544721451376	NA
DMD	0.27991069541119	NA
DMGDH	-0.168380150287834	NA
DMKN	-1.0386908191901	0.0319813097244201
DMP1	3.40921246758336	0.0358160541140875
DMPK	-0.0550542662408082	0.881523828560484
DMRT1	0.106701720827804	NA
DMRT2	-0.319224518850685	NA
DMRT3	-0.103672902674755	NA
DMRTA1	-0.457169200155173	NA
DMRTA2	-0.528055891267091	NA
DMRTB1	-0.408811864219037	NA
DMRTC2	-0.242464713511596	NA
DMTF1	0.117898246123903	0.802591099403801
DMTN	0.124406141411688	0.698912958114349
DMWD	0.240558471111341	0.585573258243406
DMXL1	0.639194836953838	0.117800276172545
DMXL2	0.302966283315776	0.343276222993883
DNA2	0.0418790106680498	0.924104962223236
DNAAF1	-0.471120099251351	0.164781302990454
DNAAF2	0.382416999310168	0.438502235148744
DNAAF3	-0.166656864261367	0.553923716352265
DNAAF4	0.302935717696583	0.518820747226116
DNAAF5	-0.0774236363255207	0.799449179552724
DNAH1	-0.136493399292839	NA
DNAH10	-0.0316205144792205	NA
DNAH11	-0.698363512834509	NA
DNAH12	0.065576079887488	NA
DNAH14	-0.0558686667875468	NA
DNAH17	-0.324895596574289	NA
DNAH17-AS1	0.135003893471706	NA
DNAH2	-0.212658028205317	NA
DNAH3	0.0837092764177818	NA
DNAH5	-0.145507741859296	NA
DNAH6	-0.34585693587685	NA
DNAH7	-0.220968480593815	NA
DNAH8	-0.355510630353844	NA
DNAH9	-0.128050186928089	NA
DNAI1	-0.270993287733765	NA
DNAI2	0.00292713098296771	NA
DNAJA1	0.243601474929191	0.379285360120469
DNAJA2	0.313099563846241	0.338906776152305
DNAJA3	0.0794591658156554	0.775911221312751
DNAJA4	0.655345948956632	0.117781879251286
DNAJB1	0.144941727821857	0.738953563908697
DNAJB11	0.051104620794173	0.911733937113379
DNAJB12	0.0337402754218852	0.93528643159193
DNAJB13	0.070371488113715	NA
DNAJB14	0.3368109826638	0.408466655383497
DNAJB2	-0.344602997904085	0.287958041017581
DNAJB4	-0.034081696751926	0.918286355796511
DNAJB5	0.0299167685438371	NA
DNAJB6	0.323655100693744	0.273234885915976
DNAJB7	-0.151851124899449	NA
DNAJB8	-0.410927111190683	NA
DNAJB8-AS1	0.0474277698694601	NA
DNAJB9	-0.51724947932283	0.228051980860738
DNAJC1	-0.34177581750521	0.233992912419673
DNAJC10	-0.328698724702095	0.253614751200573
DNAJC11	-0.0863972233815957	0.768468961916912
DNAJC12	0.73717583166641	NA
DNAJC13	0.299122063560684	NA
DNAJC14	0.275090851963554	NA
DNAJC15	0.520933461466281	0.142019546188999
DNAJC16	-0.0865622299252395	0.924104962223236
DNAJC17	0.0984760491089078	0.820959250699238
DNAJC18	0.231677468321516	0.564444145403618
DNAJC19	-0.321765774528404	0.471710534379798
DNAJC2	0.134527869910951	0.612058116081292
DNAJC21	-0.012476765483493	NA
DNAJC22	-0.202542029529844	0.628723089637452
DNAJC24	-0.0962356793844013	0.739374016316015
DNAJC27	-0.180635761307538	NA
DNAJC27-AS1	-0.44322630290588	NA
DNAJC28	-0.0753163181206706	NA
DNAJC3	-0.57419341336883	0.213692920096616
DNAJC3-DT	-0.182733989469233	NA
DNAJC30	-0.0916151839023716	0.825199769565128
DNAJC4	0.141388925541206	0.65336611185724
DNAJC5	-0.264610860111205	0.432594553895116
DNAJC5B	-0.0246557175970032	NA
DNAJC5G	0.282744364878356	NA
DNAJC6	-0.52631427720193	NA
DNAJC7	0.34645445163619	0.367034899329954
DNAJC8	-0.0998714018133935	0.725260975444605
DNAJC9	0.101615227376421	0.775109543628042
DNAJC9-AS1	-0.0794016120749026	NA
DNAL1	-0.0791383885091821	NA
DNAL4	0.0606831959533336	0.901051203659046
DNALI1	-0.616338212849909	0.179510635648637
DNASE1	-0.0941373853353404	NA
DNASE1L1	0.137758181473314	0.710839416954863
DNASE1L2	-0.698213910514839	0.0820866816998426
DNASE1L3	1.68823252547156	0.0155034823565477
DNASE2	-0.297477976214473	0.326279129336857
DNASE2B	0.634785030539104	NA
DND1	-0.477676178253545	0.134259407488897
DNER	-3.54130666647608	0.0566742398637044
DNHD1	-0.141804941673802	NA
DNLZ	-0.257976310520317	0.361890872549758
DNM1	0.145975213960368	0.732588304188308
DNM1L	0.33769012432146	0.435399819854449
DNM1P35	-0.253826446041811	NA
DNM1P41	0.0829219043164979	NA
DNM1P46	-0.677863821802691	0.0802308359848777
DNM2	0.127912775501874	NA
DNM3	1.38779033409734	NA
DNM3OS	0.279743264518647	0.483746284688623
DNMBP	0.0839731082825477	0.802965566869751
DNMT1	0.622357799192572	0.138168006201372
DNMT3A	0.254424852043972	0.361492998961283
DNMT3B	0.339810061929956	NA
DNMT3L	-0.0948644865164585	NA
DNPEP	0.355543760867038	0.326335412487629
DNPH1	-0.137869679046634	0.690625327618379
DNTT	-0.0581421138284806	NA
DNTTIP1	-0.128258257528385	0.646349890502297
DNTTIP2	0.205327751996258	0.460278201251783
DOC2A	-0.450180999718536	NA
DOC2B	-0.364302895882739	0.276218429501164
DOCK1	0.0769781600300461	NA
DOCK10	1.15427850675615	NA
DOCK11	0.348744006730825	0.265876488216732
DOCK2	0.851985206997131	NA
DOCK3	-0.530687530604501	NA
DOCK4	0.308481931758577	NA
DOCK4-AS1	0.0114027885838841	NA
DOCK5	0.0179796865146025	NA
DOCK6	-0.254047206920982	NA
DOCK7	-0.310107978563119	0.279909915759597
DOCK8	0.576049226504981	0.0967145857968217
DOCK8-AS1	-0.374806839277264	NA
DOCK9	0.221290685443919	NA
DOCK9-DT	-0.667531093881287	NA
DOHH	-0.718467752067446	0.0597843092884274
DOK1	-0.818609971278119	0.116914778540276
DOK2	0.438388674629325	0.392220164054759
DOK3	0.601531087238522	0.141823436994883
DOK4	-0.365691601227625	0.263168859199381
DOK5	1.02320877455658	0.0781468544677837
DOK6	0.38416442295672	NA
DOK7	-0.344848575496863	NA
DOLK	-0.186053081821753	0.497852983879059
DOLPP1	-0.151429017493787	0.619813453204777
DONSON	-0.187688802286066	0.641581249567645
DOP1A	0.270197517957041	NA
DOP1B	0.701234722507806	NA
DOT1L	-0.0198658123862367	0.954101934805559
DPAGT1	-0.031125991243572	0.928056749240041
DPCD	-0.544493780320916	0.129208638270866
DPEP1	-0.374937786138482	0.328498396501381
DPEP2	0.655771459328977	NA
DPEP2NB	-0.110534657668032	NA
DPEP3	-0.0131654676135544	NA
DPF1	-0.0924043982050908	NA
DPF2	0.184698500851754	0.511771377493871
DPF3	-0.189818874104448	NA
DPH2	-0.385942656849306	0.218198968172239
DPH3	0.0922099541375037	0.752015798265352
DPH3P1	-0.122908249300411	NA
DPH5	0.193826176174503	0.594682429879902
DPH6	0.112808586542558	NA
DPH6-DT	-0.0413966104869088	NA
DPH7	-0.130601854360319	0.672934318493633
DPM1	-0.0416104185577346	0.908499940311341
DPM2	-0.00541281327830756	0.986786946706621
DPM3	-0.342968050616433	0.398862450160818
DPP10	-0.0148836372006116	NA
DPP10-AS1	-0.293576622049898	NA
DPP10-AS3	-0.245348578703463	NA
DPP3	0.664459345724215	0.0909711436056174
DPP4	0.824539432045841	0.359374211791831
DPP6	-0.408745527066784	NA
DPP7	-0.776063262826415	0.0510227284866451
DPP8	0.432437888125425	0.156140239388278
DPP9	-0.447796354967378	0.252553098142149
DPPA2	-0.0890465415076342	NA
DPPA4	-0.061854873029042	NA
DPPA5	-0.332373330614554	NA
DPT	1.28873260960694	0.0188322233644612
DPY19L1	0.00370620474927463	NA
DPY19L1P1	0.213177849772708	NA
DPY19L2	-1.02232372033356	NA
DPY19L2P2	-0.665872748030173	0.221513721826299
DPY19L2P3	-0.124840784874358	NA
DPY19L3	0.149300214418031	0.70156230072741
DPY19L4	0.699619028795818	0.124912950774152
DPY30	-0.293294212303163	0.289450829155548
DPYD	-0.217752609757461	NA
DPYS	0.134784827122632	NA
DPYSL2	0.532217800097206	0.183581530229243
DPYSL3	0.223977977941114	0.515631677106439
DPYSL4	-0.506075898061844	NA
DPYSL5	-0.30283799556029	NA
DQX1	-0.345132359676821	NA
DR1	0.344873850146759	0.334617028897102
DRAIC	-0.0954319783342483	NA
DRAM1	0.804537154686779	0.050692281277077
DRAM2	0.6212303969997	0.0765348539753022
DRAP1	0.219605595936594	0.543667508906699
DRAXIN	0.082926756768529	NA
DRC1	0.0544335809262511	0.883976422337915
DRC3	-0.107203788222635	NA
DRC7	0.0519791055369652	NA
DRD1	-0.0133775629088748	NA
DRD2	-0.325471042866078	0.295109994226549
DRD3	0.0658812971092058	NA
DRD4	-0.328718338259152	NA
DRD5	-0.283032847814893	NA
DRG1	-0.0533199817321561	0.90072125003773
DRG2	-0.257521018005286	0.395564846828027
DRICH1	0.0209748050905585	0.948564602977954
DROSHA	-0.0607184731510362	0.827283128616621
DRP2	-0.15569627875632	NA
DSC1	-0.469123325471422	NA
DSC2	-0.383315168482884	NA
DSC3	-0.844567966455651	NA
DSCAM	-0.248880769789393	NA
DSCAM-AS1	-0.288723446346753	NA
DSCAML1	-0.146930407477416	NA
DSCC1	0.171653549349686	0.587152804492826
DSCR10	-0.210777922434575	0.477187295615297
DSCR4	-0.497361464207432	NA
DSCR8	0.0583509076765929	NA
DSCR9	-0.62262702792976	0.0909031614204441
DSE	-0.0771578487877291	NA
DSEL	0.635536111517065	0.15921738197299
DSG1	-0.106863375543833	NA
DSG2	-0.999849553116178	0.333998668232823
DSG2-AS1	-0.353093145746686	NA
DSG3	0.333921964352655	NA
DSG4	-0.118330306558904	NA
DSN1	0.264979786802789	0.618575515111518
DSP	-2.55917850081891	0.0319813097244201
DSPP	-0.34808758234837	NA
DST	-0.317596378057402	NA
DSTN	0.317056383202738	0.462713529488528
DSTNP2	0.250992345412477	0.364127068122685
DSTYK	-0.0137829343825375	0.967493135814581
DTD1	0.107171578667772	0.69698955298468
DTD1-AS1	-0.0594116590483393	NA
DTD2	0.00700432022544728	0.982551349437033
