ID	surgery..OA.time.after.surgery..8.weeksvssurgery..OA.time.after.surgery..2.weeks_logFC	surgery..OA.time.after.surgery..8.weeksvssurgery..OA.time.after.surgery..2.weeks_padjFilter
Cdc34	-0.157212046181368	0.647008181532423
Cdc37	0.00199086130989912	0.990649653028963
Cdc37l1	0.0838490285736926	NA
Cdc40	0.11281739210909	0.690055696572561
Cdc42	0.24218496174184	0.161093663225977
Cdc42bpa	-0.0607291044955609	0.822018004368999
Cdc42bpb	-0.0745092879626208	0.708628413834037
Cdc42ep1	-0.0975286700958939	0.709120555804318
Cdc42ep2	-0.149167230296358	0.540084524257191
Cdc42ep3	0.052833988575852	0.744555467935321
Cdc42ep4	-0.0138172692502891	0.96994396822073
Cdc42ep5	-0.432486676641082	0.0741613490174061
Cdc42se1	0.0163174432412436	0.936644781715502
Cdc45	-0.281809546641538	0.133142738110986
Cdc5l	-0.118995054366966	0.60636138079297
Cdc73	0.0713202210962667	0.692097728533685
Cdca2	-0.0744963798439011	NA
Cdca3	-0.0884948274573851	0.761553099429825
Cdca4	-0.0698970128622722	0.630642982172667
Cdca5	0.104222999899073	NA
Cdca7	-0.604194818006427	0.146959867007024
Cdca7l	-0.182602277316996	NA
Cdca8	-0.421835490914237	0.0443080713495758
Cdcp1	-0.20909790772503	0.237983102895957
Cdh1	-0.100854938573949	NA
Cdh10	0.00182918139188715	NA
Cdh11	-0.144673579562006	0.378335037281644
Cdh12	-0.0165980586162302	NA
Cdh13	1.27121956381863	0.00426322562624939
Cdh15	-0.266867688943428	0.276128215953034
Cdh16	-0.0658580578089349	NA
Cdh17	-0.501105728453533	0.263810673087177
Cdh2	-0.765178167264955	NA
Cdh20	-0.0563561735347085	NA
Cdh22	-0.140624860122264	0.359912414897342
Cdh23	-0.214005091239979	0.18796381719975
Cdh3	-0.142401161029043	0.373954896247669
Cdh6	-0.145444592682692	NA
Cdh7	0.00661843266501982	NA
Cdh8	0.035390308312973	NA
Cdhr1	0.124480687079457	NA
Cdhr2	-0.167378569582084	0.539929386411051
Cdhr4	0.110929059527595	NA
Cdhr5	0.145116213703097	NA
Cdip1	-0.0660127375119277	0.797122167727468
Cdipt	0.152199563925425	0.394439108566902
Cdk1	-0.368765634387714	0.258784791946354
Cdk10	-0.104608290138387	0.643231795953786
Cdk11b	0.250011996594371	NA
Cdk12	0.00794889168463797	0.974891540062799
Cdk13	0.0997126120831737	0.609210871625127
Cdk14	-0.0765978109383214	NA
Cdk16	0.00410658377864692	0.988326476326026
Cdk17	0.008320367864739	0.985037347588654
Cdk18	0.0395864754428459	0.822440443454155
Cdk19	0.0530100811935839	0.864457945151202
Cdk2	-0.0547031049347657	0.748125434159414
Cdk20	-0.138930514817403	0.44283068323156
Cdk2ap1	-0.0205568501787834	0.936366190196216
Cdk2ap2	0.305007113294304	0.368470976379773
Cdk4	-0.0904574035297205	0.624064078722189
Cdk5	0.00967981318636113	0.968660013739132
Cdk5r1	-0.312986446720974	NA
Cdk5r2	-0.359937555817798	0.298317671732074
Cdk5rap1	0.217933711235222	0.427430044836366
Cdk5rap2	0.14964534239094	0.385466020475693
Cdk5rap3	0.124866190518894	0.620286723052199
Cdk6	0.0830733620231836	NA
Cdk7	0.149930321759864	0.693797675117482
Cdk8	0.00451853815174807	0.986494883272558
Cdk9	0.157367791029948	0.35077896159801
Cdkal1	-0.013006595562846	0.967855329549509
Cdkl2	0.369215628283264	0.373954896247669
Cdkl3	-0.380840877313243	NA
Cdkl4	0.166840997244116	NA
Cdkl5	-0.0698271999710123	0.780231560093522
Cdkn1a	0.10735301730241	0.657963045348473
Cdkn1b	-0.00284562961503632	0.990805282121975
Cdkn1c	-0.897775276364291	0.0304175476161792
Cdkn2a	-0.0815704975782792	NA
Cdkn2aip	0.231059521179979	0.476137730362321
Cdkn2aipnl	-0.0498276647997038	0.870851901170548
Cdkn2b	-0.324959361356838	0.223689913128843
Cdkn2c	-0.0165387923361475	0.956274972312888
Cdkn2d	0.0800285934905052	0.6861610513551
Cdkn3	-0.267062390869958	0.646475646163151
Cdo1	1.18581626832512	0.0467591147925136
Cdon	0.126257699298661	0.553441622425133
Cdpf1	-0.333859964135449	0.191412834693625
Cdr2	0.107235400904596	0.594389547041764
Cdrt4	0.0333334811609092	NA
Cds1	-0.146263720360571	NA
Cds2	-0.0382010962005488	0.850541405860861
Cdsn	-0.137699698473947	NA
Cdt1	-0.436058218683385	0.126101861448017
Cdv3	-0.165751623633032	0.277953348959979
Cdx1	-0.188572221518187	0.572088439059955
Cdx2	-0.131570621869113	0.685814975140855
Cdyl	0.00519319738522839	NA
Cdyl2	0.0152721915928744	0.943340695846101
Ceacam1	-0.0950930265858858	NA
Ceacam11	-0.0381368349224713	NA
Ceacam3	-0.0968733354154043	NA
Ceacam9	-0.085084157755082	NA
Cebpa	-0.0528543812778883	NA
Cebpb	0.214407770349212	NA
Cebpd	0.00996165051253417	NA
Cebpe	-0.349229071523916	0.10499412253477
Cebpg	0.0850120793512321	0.627755220396002
Cebpz	0.111457014763072	0.598539725351581
Cel	0.0985675335139309	NA
Cela1	-0.117772314154028	0.449779566775585
Cela2a	-0.062013422370776	NA
Cela3b	-0.0270924212328794	NA
Celf1	0.0136186406536805	0.942433180011689
Celf2	-0.0720631256455695	NA
Celf3	-0.0153428040122821	NA
Celf4	0.00856015890467887	NA
Celf5	0.0686730888956619	NA
Celsr2	0.0814678880789685	0.697833596523802
Celsr3	0.11401799663019	0.511192049970713
Cemip	0.292472316083158	0.117766391055361
Cemip2	0.0907063156970667	0.899598806706475
Cenpa	-0.0118770699509447	NA
Cenpe	-0.062850123317677	0.748622024430574
Cenpf	-0.0253533796583358	0.962140722920484
Cenpi	-0.11515900801133	0.768617035694353
Cenpj	0.0204869082142531	0.941154046550188
Cenpk	-0.172051499409019	0.288679685418667
Cenpl	-0.0137459957795709	0.968676623904937
Cenpm	-0.503829558296294	0.0234961209113437
Cenpn	-0.224799857951346	0.548718607473067
Cenpq	-0.0241618769942704	0.933603391064859
Cenpt	0.00444480796514046	NA
Cenpu	-0.159664580197156	NA
Cenpv	-0.214760009188587	NA
Cenpw	-0.0934044771945182	NA
Cenpx	-0.000684455398438644	0.997509770731511
Cep104	0.411678445187572	0.174494832884458
Cep120	0.161707031646673	0.28196455958347
Cep126	0.112423616146859	NA
Cep128	-0.0254521575581705	0.936900718512712
Cep135	0.0740669604331678	0.709511841060181
Cep152	0.119316798630015	0.587885223058772
Cep162	0.485243451668785	0.0407236252073801
Cep164	0.0587054532069136	0.717253131860747
Cep170	0.134615729280323	0.396067103126171
Cep170b	0.185787277520484	0.20482700191016
Cep19	-0.0845669985633357	0.815998271101662
Cep250	0.00817490476248484	0.973071317823878
Cep290	0.344229081510654	0.301312011276354
Cep295	0.0130002171670434	NA
Cep295nl	-0.0420116094825076	NA
Cep350	0.12017781262851	0.387394019468442
Cep41	-0.104919877409053	0.634824095588706
Cep44	0.269537775608006	0.39549677128173
Cep57	0.189576838338098	0.404970470439021
Cep57l1	-0.0363707389704393	0.836270431055462
Cep63	0.250494388031484	0.129192292020746
Cep68	0.234037093636944	0.329628726566633
Cep70	-0.105705283164617	0.733085171577396
Cep72	-0.222386962152797	NA
Cep76	-0.129939913113213	NA
Cep78	-0.138227324172667	0.387051408270417
Cep83	0.0256296109272558	0.903071922386208
Cep85	0.167926201709372	0.363845699836756
Cep95	0.0762404836780135	0.665693058065638
Cep97	-0.0162746817805752	0.944593506673598
Cept1	0.00287773820072168	0.990649653028963
Cercam	-0.142627464035533	0.473602464870121
Cerk	0.0528586593175433	0.866929202248012
Cerkl	-0.149474539163366	NA
Cers2	0.269786709906949	0.270422341166684
Cers4	-0.0548415298025917	0.877143471905794
Cers5	-0.325235532032393	0.0733444398692547
Cers6	-0.0738197479658407	0.812508767330591
Cert1	0.0997900709709274	0.682684943183866
Ces1c	-0.0333443953786654	NA
Ces1d	-0.142868100285662	NA
Ces1e	-0.177958009923421	NA
Ces5a	0.174679251208516	NA
Cetn1	-0.19128918802941	0.329628726566633
Cetn2	0.0947954223006526	0.634881292940146
Cetn4	-0.0463023746091054	0.863592206398645
Cfap100	0.051822330854761	NA
Cfap126	0.0348026145414817	0.839518415900641
Cfap161	0.0399630220558658	NA
Cfap20	-0.0711345578452871	0.69322043611483
Cfap298	0.040762320058338	0.902256749771245
Cfap299	-0.144362614376089	NA
Cfap300	-0.162827621709445	0.473718618577784
Cfap36	-0.0966468079132525	0.681844106812662
Cfap410	0.105341820528177	NA
Cfap45	-0.0443403190313933	NA
Cfap69	0.100030495642216	0.634514828775578
Cfap77	-0.0848144982585595	0.641381307004881
Cfap97	-0.106276922326009	0.582900753451599
Cfc1	-0.0420377831717325	NA
Cfd	-1.53678555991702	0.0377311433601732
Cfdp1	0.271236275051301	0.300013119964249
Cfh	0.269829313895743	0.187520128729455
Cfhr1	0.0443079435061584	NA
Cfi	0.0711954493840459	NA
Cfl1	0.079905731793966	0.76314672161588
Cfl2	0.162310063127466	0.390644312818285
Cflar	-0.058669653122351	0.761685256839027
Cfp	0.0549174674981376	0.727265654247243
Cftr	-0.0433019458931803	NA
Cga	0.0193546722168678	NA
Cggbp1	-0.0693067137673697	0.685719369145875
Cgm4	0.0550072950977016	0.701397469261722
Cgn	0.144822579355181	NA
Cgnl1	-0.356815484094096	0.0954071485097571
Cgref1	-0.357347456068867	0.135277336244004
Cgrrf1	-0.0100849820888875	0.972330855485724
Ch25h	0.162192286381557	NA
Chac1	0.277530235143914	0.487337350180383
Chac2	0.0744138081736114	NA
Chad	0.0675110475525802	0.73034632461914
Chadl	-0.544536632501124	0.0944138175878881
Chaf1a	-0.106681550572266	0.591848965183593
Chaf1b	-0.0394507386536951	0.857558044663399
Champ1	0.171055283241934	0.433532418221302
Chat	-0.138241352029915	NA
Chchd1	0.0907595398430932	0.588365424229231
Chchd10	-0.489189779399897	0.243775088326508
Chchd2	-0.0435822860298902	0.856433592628823
Chchd3	-0.188469083453425	0.47618398170963
Chchd5	-0.074322716780113	0.638690687310268
Chchd6	-0.350169562144872	0.186959279167785
Chchd7	0.126855282237296	0.612571559066101
Chd1	0.0473853795128036	0.826449143219433
Chd1l	-0.00702666537606866	0.984136800337774
Chd2	0.0318545756224946	0.851490823052912
Chd3	-0.126428640987127	0.560070056390503
Chd4	-0.0956164432703197	0.811150124991821
Chd6	0.221994885937063	0.317630081709309
Chd7	-0.195692362758559	NA
Chd8	0.0177580513529101	0.924973867365778
Chd9	-0.0614134128862958	0.777155876992696
Chdh	0.321485555280997	0.236687209904644
Chek1	0.327804912658113	0.10296057609792
Chek2	-0.172431265139191	NA
Cherp	-0.129086737431948	0.395179909788193
Chfr	0.0113455170514349	0.958990554366561
Chga	0.0617575819123015	NA
Chgb	-0.134543921012444	NA
Chi3l1	1.83441148097578	0.0877461584476951
Chia	-0.0479999677976881	NA
Chic1	0.786986500051625	NA
Chic2	0.0357107770371758	0.858804489891428
Chit1	-0.0879559913796042	0.765565619836412
Chka	0.0315675663930008	0.926682043101958
Chkb	0.102209021362361	0.587273116746873
Chl1	-0.271328823464489	NA
Chm	0.19470969897413	0.192985132092458
Chmp1a	-0.0344028798510934	0.857558044663399
Chmp1b	-0.0193881325308443	0.968436175550875
Chmp2a	0.220363533015062	0.298597109606666
Chmp2b	-0.038323680394841	0.819499692511668
Chmp3	0.119256466181216	0.523921764181198
Chmp4b	0.00361200138311357	0.988423323253181
Chmp4c	0.00362612066563095	0.988326476326026
Chmp5	0.166424718218886	0.375678052411769
Chmp6	-0.000106657341104821	0.999546781669991
Chmp7	-0.0241417154083479	0.92606585274261
Chn1	0.084842065786721	0.577294123207278
Chn2	-0.0508163899215797	0.863592206398645
Chodl	0.166179803830532	NA
Chordc1	0.0410925302043115	0.933603391064859
Chpf	-0.142472175141412	0.595004630551686
Chpf2	0.0132292268290293	0.965424009240046
Chpt1	0.78865734623024	0.0367930048164649
Chrac1	-0.097452215784406	0.744099910348099
Chrd	0.0918978766810836	0.730938891351834
Chrdl1	0.26539620972985	NA
Chrdl2	0.290029324234846	0.484872544980333
Chrm1	-0.177268586717003	NA
Chrm2	-0.0599628272563315	0.751016828368448
Chrm3	0.0126616092612375	NA
Chrm4	0.101430144682175	NA
Chrm5	-0.0312424265827769	0.923327510659449
Chrna1	0.299209473077094	NA
Chrna10	-0.0825731906944833	NA
Chrna2	-0.0375532435512183	NA
Chrna3	0.0344608041001138	NA
Chrna4	0.0276917330152635	0.912266100698222
Chrna5	-0.00435558911626455	NA
Chrna6	-0.0217261627511132	NA
Chrna7	0.0391080335625045	0.88555640206565
Chrna9	0.042498866698141	NA
Chrnb1	-0.0587657452523604	NA
Chrnb2	-0.190773612876678	0.235828052223366
Chrnb3	-0.0546331959188704	NA
Chrnb4	-0.0554588212801033	0.851160237831731
Chrnd	-0.0836055486570633	NA
Chrne	0.033513053672741	NA
Chrng	-0.272711373313113	0.134356954193767
Chst1	0.457736486137792	0.209760463283415
Chst10	0.277784458501397	0.191484844932959
Chst11	-0.09023279597724	0.595004630551686
Chst12	-0.0949447033091841	0.706691048828655
Chst14	-0.193629492038351	0.238197145318157
Chst2	-0.200016127109412	NA
Chst3	-0.176156586136965	NA
Chst4	-0.077493996593696	NA
Chst5	0.400404512366771	0.351588359137657
Chst8	-0.152453650865509	0.346057781095978
Chsy1	0.568694901824957	0.00681851892748586
Chtf18	-0.0146707060724163	NA
Chtf8	-0.117510945431954	0.63512585380249
Chuk	0.140106491702888	0.513558649472158
Churc1	0.12561646239144	0.665693058065638
Ciao1	-0.0355894985308947	0.919177398769751
Ciao2a	0.00976690469853914	0.971360626113096
Ciao2b	0.0393752500549791	0.864457945151202
Ciao3	-0.0115459273297098	0.968676623904937
Ciapin1	-0.205688773560158	0.224144869229885
Cib1	0.0971177603116136	0.648668615428666
Cib2	-0.0974830115127965	0.700016658865421
Cic	0.483462318119852	0.0303018430690763
Cidea	-0.400417785181448	0.278145537803538
Cideb	-0.210564509026868	0.179758083524816
Cidec	0.247759182479026	0.144731572989551
Ciita	-0.0667402454539827	NA
Cilp2	-0.142374932035064	0.702535126721546
Cinp	-0.0265642442121479	0.91200962073704
Cipc	0.483311156815383	0.117766391055361
Cir1	0.00814603536058556	0.96942733353385
Cirbp	0.0269188919837164	0.942408158574931
Cisd1	-0.122855692396101	0.534598887112208
Cisd2	-0.0555711237572769	0.824829713616329
Cisd3	0.152572294038849	0.346057781095978
Cish	0.0245280383488691	0.917932145184044
Cit	0.0481529885080203	0.830112689897204
Cited1	-0.012917575701759	0.962918732387947
Cited2	-0.0592693012793717	0.874100274720812
Cited4	-0.108544079879652	NA
Ciz1	0.319998374771497	0.126314550175699
Ckap2	-0.462890300280309	0.300365844823545
Ckap4	-0.364184548535297	0.19500534872273
Ckap5	0.269977318150701	0.11468388834877
Ckb	-0.564516461549918	0.0814916658676658
Cklf	-0.226541123653486	NA
Ckm	0.764826670897444	0.532236186142399
Ckmt1	-0.0959442588285269	NA
Ckmt2	-0.10531121221938	0.855268055772738
Cks1b	-0.251829282039418	0.133859915898951
Cks2	-0.479778623698811	0.171997753480283
Clasp1	-0.0153634430691802	0.949732973819617
Clasp2	0.15308777651261	0.28174544818682
Clasrp	-0.0285702103280485	0.952284585977502
Clba1	0.162773917388893	0.450321912579108
Clca1	-0.0704638594935254	NA
Clca4	-0.0862915716536179	NA
Clca4l	-0.150226097312278	NA
Clca5	-0.117436676631795	0.651238089739333
Clcc1	0.119097862748582	0.63512585380249
Clcf1	0.213630100807547	NA
Clcn1	-0.0851807610131248	NA
Clcn3	-0.012165376039885	0.965928987595922
Clcn4	0.292243143250007	0.144476001737315
Clcn5	0.0455537749771713	NA
Clcn6	0.355059274363127	0.0820229500009779
Clcn7	-0.00312441144848563	NA
Clcnka	0.0170079462573156	0.94237287009172
Clcnkb	0.142626963788767	NA
Cldn1	-0.25516117494644	NA
Cldn10	-0.127144763566954	NA
Cldn11	-0.578250546476312	0.317538568208063
Cldn12	-0.115107709737469	0.765565619836412
Cldn14	0.0335912675244687	0.872110774832499
Cldn16	-0.0205065352025695	NA
Cldn18	0.08390752241319	NA
Cldn19	-0.281810056945668	0.148643589497307
Cldn2	-0.0136386046450019	NA
Cldn22	0.223005554428632	0.216792143765187
Cldn3	-0.28880339576844	0.154496773459747
Cldn4	0.0498582615272465	NA
Cldn5	-0.438849137869706	NA
Cldn6	-0.00233902678102549	NA
Cldn7	-0.111217317100903	NA
Cldn8	-0.0581958616799927	NA
Cldnd1	-0.00812522272342342	0.972276366610223
Clec10a	0.0507088457175122	0.903734643595331
Clec11a	-0.896829087895977	0.0114376726877879
Clec12a	-0.702334058513242	0.0933970659014266
Clec14a	-0.190031175605803	NA
Clec16a	0.092163784990392	0.659282540107488
Clec1a	-0.0246824760700743	NA
Clec1b	-0.0792121088317597	NA
Clec2d	-0.038021082544355	0.902912702536652
Clec2l	-0.14152662196398	NA
Clec3a	0.0566608588385797	0.718581527373984
Clec3b	-0.0164061472346066	0.958990554366561
Clec4a	-1.24176657072664	0.00883772358865668
Clec4a1	0.00129655192411171	0.995360918855102
Clec4a3	-0.436857457868477	0.343764501348897
Clec4f	-0.161418978321978	0.492482682109511
Clec4m	-0.0605039358953592	0.751058126354388
Clec7a	-0.856577532140818	0.237672240744025
Clec9a	-0.0235545674033908	NA
Clic1	0.15893051519924	0.339603205098178
Clic2	1.25048413722182	0.00981424686030862
Clic3	-0.0861603429190323	NA
Clic4	0.0331414067633578	0.925169162388498
Clic5	-0.035034872371094	0.939832005014893
Clint1	-0.340078157488255	0.165455704655176
Clip1	-0.0102404367953994	0.969661786878832
Clip2	-0.0476917306994995	0.889689236282694
Clk1	0.209866808376194	0.605699504045447
Clk2	0.0384675325049884	0.882274166673102
Clk3	0.14358157554514	0.541631888091227
Clk4	0.0939483915586159	0.811150124991821
Clmp	-0.0175740648054266	0.952284585977502
Cln3	-0.0461922314330128	0.854308777425263
Cln5	0.296117303290295	0.257561479504725
Cln6	-0.0346104061000005	0.907048579081
Cln8	-0.0705989866481627	0.780441545866392
Clns1a	0.0314486822927158	0.909734933698874
Clock	-0.0507120175953624	0.819061446111337
Clp1	0.148792181636612	0.309895841472308
Clpb	0.286982974348112	0.141980475770713
Clpp	-0.35688547414267	0.0777511833939693
Clps	-0.123142800725188	NA
Clptm1	-0.269508709985367	0.161093663225977
Clptm1l	0.0651130357632184	0.676733310152418
Clpx	0.250497345992914	0.147297247186913
Clrn3	0.0551455481708452	0.799308293582988
Clstn1	0.282803982820392	0.158682626756323
Clstn2	-0.0397317578603005	0.872204061400112
Clstn3	-0.109561168568447	0.480132263610165
Clta	-0.127694876545641	0.473718618577784
Cltb	0.0513393857753872	0.825364216894012
Cltc	0.103728643698648	0.492482682109511
Cltrn	0.0166652252547914	NA
Clu	0.2555615169076	0.271611729752415
Cluap1	0.127042079216688	0.64596158472584
Cluh	-0.112566294575151	0.623390281418203
Clybl	-0.131305480562041	0.631743143652796
Cma1	-0.291275882710996	NA
Cmahp	-0.227142116176047	0.157716849547846
Cmas	-0.0639379531880291	0.744099910348099
Cmbl	-0.157859034793124	0.52576113489344
Cmc1	0.181805019384088	0.840631624297925
Cmc2	-0.0660701730346105	0.745568230600536
Cmip	0.116803642858409	0.798198010993693
Cmklr1	0.336628508077856	0.231984064848691
Cmpk1	0.0669131123037801	0.655521588672064
Cmpk2	-0.380981249424937	0.18716166125804
Cmss1	0.0954961939554018	0.697777549164435
Cmtm2a	-0.122828990284708	NA
Cmtm3	-0.356843264004356	0.0939140435272871
Cmtm4	-0.0960530485293472	0.532493064674735
Cmtm5	-0.190640698993107	0.442009036973979
Cmtm6	0.129406472000303	0.619046003944574
Cmtm7	-0.209539620636482	0.524890682077025
Cmtm8	-0.257291767041322	NA
Cmtr1	0.0843519661096259	0.700031078369586
Cmya5	-0.430473920521766	0.269619598078261
Cnbd2	-0.0756796296754407	0.632930583607841
Cnbp	0.146142258118431	0.454750260509486
Cndp1	-0.523152723029878	0.394187898888739
Cndp2	-0.125435444972362	0.613539625138643
Cnfn	-0.109116156178068	0.462762184926566
Cnga1	-0.0921578349530545	NA
Cnga2	0.0678659403289341	0.711119153244936
Cnga3	-0.0724654941528566	0.819061446111337
Cnga4	0.0409766695547331	NA
Cngb1	-0.0681947449130957	0.689384182182144
Cnih1	0.134264871140758	0.435776303613265
Cnih2	-0.172101166060804	NA
Cnih4	0.334113702504146	0.110219702773882
Cnksr1	-0.085634585029748	0.73837553626818
Cnksr2	-0.0779488768330463	NA
Cnksr3	-0.349892457831949	0.161093663225977
Cnmd	-1.57110731901879	0.041203641000836
Cnn1	-0.0304350089948215	NA
Cnn2	-0.0271186895080522	0.917151277772467
Cnn3	0.123506578122679	0.469235224937509
Cnnm1	-0.156219043681112	0.263456644811748
Cnnm2	0.0669277760568887	0.788709639880976
Cnnm3	-0.146117525946034	0.426830387537288
Cnnm4	0.130072328154393	0.499940255222399
Cnot1	-0.0866782551586809	0.603364372213531
Cnot10	-0.0080361142203067	0.971249425273668
Cnot11	-0.0592354512708066	0.766209374808635
Cnot2	0.150057061359414	0.484132382517988
Cnot4	0.293966968032526	0.377228127897585
Cnot6	-0.106747387438277	0.685736903513027
Cnot6l	-0.303589520188559	0.145322205909402
Cnot7	0.272033826675623	0.212873928671357
Cnot8	0.0268176580748687	0.909734933698874
Cnot9	-0.0283793940398294	0.877143471905794
Cnp	-0.0597844443752766	0.800854583533248
Cnppd1	0.195497694189699	0.36319442192458
Cnpy1	-0.0684003056137099	NA
Cnpy2	-0.212354538739012	0.207582140105826
Cnpy3	-0.00622446561443901	0.985392357913965
Cnpy4	-0.035273837900057	0.909006210220696
Cnr1	0.13649173782378	0.503647379167408
Cnr2	-0.170382606536248	NA
Cnrip1	0.142716266893514	0.360970980106354
Cnst	-0.0877545493970082	0.770552512674373
Cntf	0.270400409138738	NA
Cntfr	-0.00344051252867494	0.989764738231234
Cntln	-0.0762084588387388	0.749610861839796
Cntn1	-0.0679978335479499	NA
Cntn2	-0.100200149519377	NA
Cntn3	0.109287730054254	0.538952387087166
Cntn4	-0.091412829229732	NA
Cntn5	-0.154425273344207	0.455056074253774
Cntn6	-0.0409796100253201	NA
Cntnap1	0.108586125517486	NA
Cntnap2	0.0336499967556882	NA
Cntrl	-0.112209476539807	0.722253285706977
Cntrob	0.164450449459013	0.355126127553828
Coa4	0.0398428992737117	0.887163713022871
Coa5	0.0462343167989197	0.881750678631661
Coa7	-0.126140910589086	0.414477918389341
Coa8	0.155668856491916	0.603814552505482
Coasy	-0.243077593725962	0.339432431659391
Cobl	0.125995435868822	0.440693736805372
Cobll1	0.158374938213317	0.613019486280772
Coch	-0.0822736893442029	NA
Cog1	-0.120766808063053	0.54340571025217
Cog2	0.0645394746022081	0.731748792697507
Cog3	0.0112328304751035	0.974195048672167
Cog4	-0.149611165668167	0.606097637138319
Cog5	0.0837304916754587	0.754847955615155
Cog6	0.0482996004171614	0.813725822911025
Cog7	0.108164920875353	0.624565487719645
Cog8	-0.336497347777094	0.10499412253477
Coil	-0.281269379118061	0.532359390559987
Col10a1	-0.0762488602049132	0.63158499614004
Col11a1	0.160230844192101	0.482581709658338
Col11a2	-0.208054532330259	0.18796381719975
Col12a1	-0.185381300230198	0.648915244970241
Col13a1	-0.445435822671572	0.409596349439639
Col14a1	0.414406658386595	0.326839290401559
Col16a1	-0.475034035139617	0.073586721630492
Col17a1	0.109425442822829	NA
Col18a1	0.0740565833113109	0.738752091472278
Col19a1	0.0599438859949721	NA
Col1a1	0.0164683749814696	0.969827093202539
Col1a2	0.212061439446563	0.306793531961309
Col20a1	-0.102217229795572	NA
Col22a1	-0.0674576361363188	0.867097103038679
Col24a1	-1.10516553033661	0.0498491715904352
Col25a1	0.940860245171944	0.144731572989551
Col26a1	-0.301292716558091	0.160353262615416
Col27a1	0.129632311586905	0.793065782490972
Col2a1	0.0584763877365067	0.690405361633647
Col3a1	0.255508265380811	0.1651131483534
Col4a1	0.00829081814923249	0.990456584740027
Col4a2	0.295351860653877	0.32996894127182
Col4a4	-0.153244268349705	NA
Col4a5	0.541066931536511	NA
Col4a6	-0.0113900141954169	NA
Col5a1	0.309044477764063	0.110170434963992
Col5a2	0.190513079242633	0.222976003811297
Col5a3	0.302488580352332	0.455340184987972
Col6a1	0.0748769228849397	0.625186348218296
Col6a2	0.366768086959565	0.15625247509265
Col6a3	0.0716914233303267	0.747502415810439
Col6a5	0.0733654494707068	0.667484787868786
Col6a6	-0.0324750038761739	NA
Col7a1	0.033205808590008	NA
Col8a1	0.356445506110918	0.18525617081263
Col8a2	0.154896819293183	0.804967330363442
Col9a1	-0.311532849787955	0.0557579366063193
Col9a2	-0.754956539943308	0.00704832025393192
Col9a3	-0.39247104762031	0.0640421976800436
Colca2	-0.0257674906024903	NA
Colec11	0.0750870989594468	0.667484787868786
Colec12	-0.0328705916224266	0.871490079681803
Colgalt1	0.0243160034788144	0.968660013739132
Colgalt2	0.14236172184834	0.650685266483952
Colq	0.0862946480147837	0.688683412474416
Commd1	0.231346187659002	0.223029592391818
Commd10	-0.0554593559008367	0.777683210701442
Commd2	-0.157822762290298	0.326839290401559
Commd3	0.0822912257247204	0.6282541359197
Commd4	-0.0499277030539425	0.799129343866897
Commd6	0.154361401199605	0.560667048296647
Commd7	-0.0169551770169338	0.935420707600852
Commd8	0.0560882375148761	0.754609801633766
Commd9	-0.0849769637342774	0.609516699348396
Comp	0.244726555892552	0.140884615161666
Comt	0.0972641733453727	0.964314021978342
Comtd1	-0.122861869168599	0.643442559542449
Cop1	-0.314836658314032	NA
Copa	0.038051579944705	0.855634110571816
Copb1	0.0671723777246296	0.752268117612966
Copb2	0.140761962554906	0.390644312818285
Cope	0.0919363242833651	0.750127789600961
Copg1	0.0730775492165847	0.678633761095668
Copg2	0.100425104767321	0.53016678221625
Coprs	0.175780849088479	0.266496209200834
Cops2	0.397061047658594	0.0986651638028257
Cops3	-0.0623901100658735	0.748125434159414
Cops4	-0.219471830416159	0.322904900266967
Cops5	0.0271377684457601	0.933603391064859
Cops6	-0.0370132145471036	0.864775708594547
Cops7a	0.065132828254475	0.758552060032026
Cops7b	0.067151569408658	0.68632494252819
Cops8	0.0413854120198422	0.799863041482149
Cops9	0.0605015955836734	0.906523175317151
Copz1	0.172072226596253	0.241309071214185
Copz2	-0.0949586684050558	0.583015155731419
Coq10a	0.0640489748005386	0.762633407103915
Coq10b	0.450924986107962	0.15633698357108
Coq2	0.135285015084936	0.636142040361155
Coq3	0.186792045260644	0.631743143652796
Coq4	-0.0471190463172659	0.811150124991821
Coq5	0.0592715442730718	0.761943275828275
Coq6	-0.188057801561621	0.31385424190524
Coq7	-0.0764646402197524	0.756970592255955
Coq8a	-0.17332896206956	0.661704490585101
Coq8b	0.0611513867298079	0.698530046988404
Coq9	-0.0513009791161743	0.788759198858956
Coro1a	-1.61869973347812	0.0484315551213984
Coro1b	-0.0684519608097087	0.756945129003551
Coro1c	0.160458951812592	0.361720158191232
Coro2a	-0.0937757120749421	NA
Coro2b	0.160837746642972	0.68886641906097
Coro6	0.00517870314825331	NA
Coro7	-0.161992822367331	0.470283841473125
Cotl1	-0.466505567010031	0.205612513957143
COX1	0.0360086653104172	0.85789748133544
Cox10	-0.00599900782621177	0.986156789900763
Cox11	-0.053995617170628	NA
Cox14	-0.0450018267134951	0.827097720533854
Cox15	0.215543766823924	0.333745812785349
Cox16	0.0922295494229264	0.608551203960149
Cox17	0.300278255276114	0.0741526159867943
Cox18	0.166151627575543	0.513712623981527
Cox19	-0.126985179476584	0.487322851184257
COX2	-0.024152152654322	0.90756312018374
Cox20	0.244031351931568	0.20082410891284
Cox4i1	-0.0852106556475221	0.881750678631661
Cox4i2	0.277677202064222	0.356140711778627
