gene_name	log2FoldChange	padj	ID
MRGPRX3	-0.00613513956746685	NA	ENSG00000179826
MROH1	0.0878158131043664	0.672103135968984	ENSG00000179832
SERTAD2	0.14169472007411	0.379685843021812	ENSG00000179833
PIK3CD-AS1	0.00171895515193817	NA	ENSG00000179840
AKAP5	-0.0342308932887064	0.930177636042405	ENSG00000179841
NKPD1	-0.00319832699818617	NA	ENSG00000179846
GIPC3	-0.173262257495685	0.628364084159225	ENSG00000179855
AC025335.1	-0.254580857203037	0.140827472966849	ENSG00000179859
CITED4	0.94075430529865	3.55015503060365e-05	ENSG00000179862
ABCA13	0.730687217974145	0.0470474626046133	ENSG00000179869
NLRP11	-0.00417158929103095	NA	ENSG00000179873
TIGD5	-0.289293944562603	0.166300834166638	ENSG00000179886
PDXDC1	0.0671865192784615	0.547572788149649	ENSG00000179889
PHC1P1	-0.179364123917015	0.5083292299297	ENSG00000179899
C1orf194	0.000272850363396519	NA	ENSG00000179902
ZNF154	-0.0392679968003683	0.943935678883988	ENSG00000179909
R3HDM2	0.0171221871438095	0.901903411976664	ENSG00000179912
B3GNT3	-0.0159223468389209	NA	ENSG00000179913
ITLN1	-0.0495358988773764	NA	ENSG00000179914
NRXN1	-0.191421167590725	0.532687958776151	ENSG00000179915
SEPHS2	-0.099238189400588	0.600762554833688	ENSG00000179918
OR10A7	NA	NA	ENSG00000179919
GPBAR1	-0.140989671234469	0.768602216122761	ENSG00000179921
ZNF784	-0.258388314169967	0.288477487658034	ENSG00000179922
ZNF648	-0.682422182566258	0.00182147754693172	ENSG00000179930
C14orf119	0.0875249850405569	0.666428946126039	ENSG00000179933
CCR8	-0.000189261257675516	NA	ENSG00000179934
LINC00652	0.040674737328258	0.978462357954471	ENSG00000179935
GOLGA8J	-0.0402603210222963	NA	ENSG00000179938
BBS10	0.0650651080669128	0.834182596400421	ENSG00000179941
FIZ1	-0.168914741471616	0.401588260620864	ENSG00000179943
PUF60	-0.0149555936371965	0.936712782197476	ENSG00000179950
SSC5D	0.0946153126465804	0.764971970669462	ENSG00000179954
DCTPP1	-0.0698527408947597	0.732792322121606	ENSG00000179958
ZNF771	-0.112521935806675	0.607602742911182	ENSG00000179965
PPP1R14BP3	0.266339297775864	0.248556712352541	ENSG00000179967
RP11-1319K7.1	0.0114406604221452	0.964872714352369	ENSG00000179978
CRIPAK	0.105351278209886	0.560352617121572	ENSG00000179979
TSHZ1	-0.536623407615972	4.72078328558236e-06	ENSG00000179981
PSTK	-0.0311431748052712	0.907869196154959	ENSG00000179988
SPDYE7P	-0.00422687039787049	NA	ENSG00000179994
AC010894.4	-0.00974821965162548	NA	ENSG00000179997
SOCS4	0.218755257298168	0.236385720387618	ENSG00000180008
ZADH2	-0.23296825128677	0.0263720199539861	ENSG00000180011
RP11-756P10.3	0.0638730605483515	0.89376980531214	ENSG00000180015
OR1E1	-0.00226337591080243	NA	ENSG00000180016
AC079741.2	-0.00323980478774326	NA	ENSG00000180019
ZNF48	0.101313789601897	0.699866078615444	ENSG00000180035
OR1R1P	-0.00815391737700197	NA	ENSG00000180042
FAM71E2	0.0290724895385338	NA	ENSG00000180043
C3orf80	0.0357788948616042	0.952075924013382	ENSG00000180044
NKX2-6	-0.00207116511938128	NA	ENSG00000180053
TMEM150B	-0.200127223698742	NA	ENSG00000180061
C10orf91	-0.000324454386136283	NA	ENSG00000180066
OR3A4P	NA	NA	ENSG00000180068
ANKRD18A	0.0141048976270377	NA	ENSG00000180071
WFDC11	-0.00422687039787049	NA	ENSG00000180083
TMEM86B	-0.202781509272395	0.474573808869546	ENSG00000180089
OR3A1	-0.00821202677899807	NA	ENSG00000180090
SEPT1	-0.188657311023485	0.534851166608558	ENSG00000180096
TRNAU1AP	0.174137706416784	0.23414065143129	ENSG00000180098
EXOC3	-0.110919958961178	0.257385433407758	ENSG00000180104
AC017081.2	-0.0103106326631202	NA	ENSG00000180105
TDRD6	-0.294939713426371	0.23414065143129	ENSG00000180113
C12orf40	0.0230387347570984	NA	ENSG00000180116
CSNK1A1L	-0.00986004607139431	NA	ENSG00000180138
ACTA2-AS1	0.053365610247445	0.940830282806847	ENSG00000180139
HMGN2P9	NA	NA	ENSG00000180150
XIAPP3	0.0036824318805118	NA	ENSG00000180152
LYNX1	0.101513780555671	0.516672572343374	ENSG00000180155
RPS12P23	0.00378860577383901	NA	ENSG00000180172
TH	-0.0141325375014197	NA	ENSG00000180176
FAR2P1	-0.00216790845640217	NA	ENSG00000180178
MED14	0.184541452455411	0.182127707828192	ENSG00000180182
FAHD1	-0.030556881390596	0.855993982240989	ENSG00000180185
HMGB1P14	-0.0117401959207777	NA	ENSG00000180189
TDRP	-0.0678092633486134	0.689799343736017	ENSG00000180190
RCC1	0.20096511216797	0.0873376100591474	ENSG00000180198
WFDC9	NA	NA	ENSG00000180205
MYLPF	0.308648492866445	0.532598243589026	ENSG00000180209
F2	0.445412930609041	0.0799483821874547	ENSG00000180210
RP1-278E11.3	0.263241159135737	0.217343244537601	ENSG00000180211
FAM71C	-0.00417158929103095	NA	ENSG00000180219
TPT1P10	0.0312849724311969	NA	ENSG00000180221
PRKRA	0.166709771309739	0.0444123152020812	ENSG00000180228
HERC2P3	0.0235268713029162	0.987869689583698	ENSG00000180229
NACAP2	-0.0129959010121988	NA	ENSG00000180230
ZNRF2	-0.185500772658049	0.292697104881954	ENSG00000180233
RRH	-0.0646512939572765	NA	ENSG00000180245
SLC9A4	-0.0181310911885487	NA	ENSG00000180251
ZNF816	-0.0933342442521641	0.673425207624226	ENSG00000180257
PRNT	-0.00815391737700195	NA	ENSG00000180259
FGD6	-0.657103759987845	0.000439616544221566	ENSG00000180263
ADGRD2	-0.0101727132134157	NA	ENSG00000180264
GPR139	NA	NA	ENSG00000180269
MGC45922	-0.135716312817905	NA	ENSG00000180279
RP5-1055C14.6	-0.024470150967256	NA	ENSG00000180284
PLD5	0.00539995706722491	NA	ENSG00000180287
OAZ2	0.019048463389948	0.85517534944555	ENSG00000180304
WFDC10A	-0.00417158929103096	NA	ENSG00000180305
PNPLA1	0.0178021829020327	NA	ENSG00000180316
ALX1	-0.00619038405919392	NA	ENSG00000180318
CCDC43	0.0939225415454334	0.58126232222154	ENSG00000180329
KCTD4	-0.154560577556725	0.529310884474363	ENSG00000180332
MEIOC	-0.132765793352527	0.657441837546343	ENSG00000180336
FZD2	-0.406025754364672	0.0614139552183695	ENSG00000180340
TIGD2	-0.0505550972342043	0.850188500521146	ENSG00000180346
CCDC129	0.398439002928949	0.0774260991685368	ENSG00000180347
HCLS1	-0.0364335807545106	0.977115311203887	ENSG00000180353
MTURN	-0.40470425264484	0.000157506141925504	ENSG00000180354
ZNF609	-0.0942578679288486	0.574004760842046	ENSG00000180357
PAK2	-0.00407132511864872	0.981614847537707	ENSG00000180370
CCDC66	0.0329711534819803	0.887783691899049	ENSG00000180376
DEFB124	-0.521422730347707	0.0807744799086474	ENSG00000180383
EMC3-AS1	-0.325487662835095	0.182460495721117	ENSG00000180385
KRTAP9-7	NA	NA	ENSG00000180386
ATP5EP2	0.375363153604278	0.104864979044625	ENSG00000180389
MCFD2	-0.0291267620482312	0.898263492485161	ENSG00000180398
OR10AA1P	NA	NA	ENSG00000180409
LINC00304	-0.201269213592315	NA	ENSG00000180422
HARBI1	-0.0632840902407145	0.835913387938921	ENSG00000180423
DEFB123	-0.00417158929103095	NA	ENSG00000180424
C11orf71	-0.440804727492477	0.0288727047571741	ENSG00000180425
CYP8B1	0.658199536860982	0.0283554017628814	ENSG00000180432
OR6K6	NA	NA	ENSG00000180433
OR6K4P	-0.00613513956746685	NA	ENSG00000180437
TPRXL	-0.00259122373938296	NA	ENSG00000180438
SERTM1	-0.0116128870206431	NA	ENSG00000180440
GAS1	0.432487094170455	0.00313336695303766	ENSG00000180447
ARHGAP45	-0.209081379626643	0.424913228728355	ENSG00000180448
CTD-3064H18.4	-0.0994118695107263	NA	ENSG00000180458
OR10Q1	-0.00220805495623641	NA	ENSG00000180475
ZNF571	-0.188945093468873	0.424974454898923	ENSG00000180479
GLIPR1L2	-0.356537549417512	0.0900698202567366	ENSG00000180481
DEFB119	NA	NA	ENSG00000180483
MIGA1	0.130328648705419	0.482228149870618	ENSG00000180488
KCNE1	0.284003710558403	0.352721034883041	ENSG00000180509
PRR26	0.125850524319374	NA	ENSG00000180525
NRIP1	0.131659199177844	0.614516750639039	ENSG00000180530
ZSCAN4	-0.00826200659181008	NA	ENSG00000180532
BHLHA15	-0.00428746174547407	NA	ENSG00000180535
RNF182	0.101319533562242	NA	ENSG00000180537
C9orf139	-0.125563675140194	0.816927375641696	ENSG00000180539
TSPYL5	-0.322041537660831	9.15833727633263e-05	ENSG00000180543
FUT7	0.0329410061374722	NA	ENSG00000180549
HIST1H2AC	0.160636214863133	0.263956721645116	ENSG00000180573
EIF2S3L	0.111248501416222	0.75810423610525	ENSG00000180574
SRP9P1	-0.0508055766743607	0.898263492485161	ENSG00000180581
SKIDA1	-0.463687623285195	0.0522742901292394	ENSG00000180592
HIST1H2BC	0.157972511904241	0.631343135909119	ENSG00000180596
ZBTB12BP	0.00469664873244823	NA	ENSG00000180610
MB21D2	-0.149090246730276	0.414600074828158	ENSG00000180611
GSX2	-0.0142657747537408	NA	ENSG00000180613
SSTR2	-0.820057619940069	1.26963263179836e-06	ENSG00000180616
ZNF594	-0.325643787392311	0.0410699791464405	ENSG00000180626
PCGF5	0.0536838054729217	0.841733162809882	ENSG00000180628
SLC47A2	0.159923675855593	0.651830728948559	ENSG00000180638
PRF1	0.531176177312975	0.0726921098373318	ENSG00000180644
OR2A4	NA	NA	ENSG00000180658
MAB21L1	-0.0162876742963817	0.976714145087867	ENSG00000180660
RPL21P8	-0.000299900126079791	NA	ENSG00000180662
VN1R3	-0.00619038405919393	NA	ENSG00000180663
YOD1	0.229652114074326	0.330438801035877	ENSG00000180667
EXOC5P1	0.234089082120931	0.566525636715914	ENSG00000180673
TMEM64	-0.0193904953655894	0.928110143247526	ENSG00000180694
C3orf22	0.159863999936846	NA	ENSG00000180697
OR10K2	NA	NA	ENSG00000180708
RP11-290F5.2	0.0179394550599761	NA	ENSG00000180712
OR5AZ1P	NA	NA	ENSG00000180714
CHRM4	-0.249546196516955	NA	ENSG00000180720
OR51A9P	0.00173178173990048	NA	ENSG00000180723
SHISA2	-0.086444768460637	0.824364989689234	ENSG00000180730
S1PR5	0.111676877234156	NA	ENSG00000180739
CLRN3	0.00207771730521582	NA	ENSG00000180745
SMG1P3	0.373715089613718	0.0768575431229803	ENSG00000180747
GPR157	-0.110738336261586	0.606183201538906	ENSG00000180758
PIPSL	0.0743452569175423	0.663924205808716	ENSG00000180764
CHST13	1.27613067600428	4.33163480683621e-08	ENSG00000180767
WDFY3-AS2	-0.108274821560488	0.616839074237265	ENSG00000180769
OR7E129P	NA	NA	ENSG00000180770
AGTR2	-0.0533297262617893	NA	ENSG00000180772
SLC36A4	0.153245912254702	0.42461446609136	ENSG00000180773
ZDHHC20	0.103224733318881	0.452249412667647	ENSG00000180776
ANKRD30B	-0.00221889625539482	NA	ENSG00000180777
OR51E1	-0.00671425069444517	NA	ENSG00000180785
ZFP3	-0.0333824355747584	0.911753957709843	ENSG00000180787
ARSJ	0.0214228334595016	0.944492990362764	ENSG00000180801
RP11-467D10.2	NA	NA	ENSG00000180803
HOXC9	0.130836864523246	0.507371184744297	ENSG00000180806
MAP3K15	-0.0544761157068129	0.82368080056774	ENSG00000180815
PPA1	0.311587026075005	0.0625032005270341	ENSG00000180817
HOXC10	-0.380313905959257	0.000194746814831432	ENSG00000180818
PSMG4	0.0171885678249362	0.921387012858113	ENSG00000180822
BHLHE22	-0.554886552297917	0.0222627978593823	ENSG00000180828
MAP6D1	-0.264478459142374	0.278048683719568	ENSG00000180834
CSNK1G2-AS1	0.00200622232396394	NA	ENSG00000180846
ZNF443	-0.0797423218123071	0.804588839144054	ENSG00000180855
LINC01559	0.00564438014694722	NA	ENSG00000180861
PDIA3P1	0.0517753462514864	0.769337951879179	ENSG00000180867
LINC01555	0.00766768771908647	NA	ENSG00000180869
CXCR2	0.312396705491969	0.718002899073598	ENSG00000180871
DEFB112	NA	NA	ENSG00000180872
GREM2	-0.23475906835584	0.526274910087537	ENSG00000180875
C11orf42	-0.00916809080493591	NA	ENSG00000180878
SSR4	0.113125857696214	0.565338391471602	ENSG00000180879
CAPS2	-0.135730371571337	0.550676861817897	ENSG00000180881
ZNF792	-0.0872222357890734	0.657192478371639	ENSG00000180884
CUEDC1	0.115258275763788	0.625201834888516	ENSG00000180891
SCRIB	-0.0475304442375544	0.876473079700891	ENSG00000180900
KCTD2	-0.121026040219652	0.217351118254774	ENSG00000180901
D2HGDH	-0.168133740321432	0.409880012535219	ENSG00000180902
OR52B1P	NA	NA	ENSG00000180909
TTTY11	NA	NA	ENSG00000180910
OR56B3P	NA	NA	ENSG00000180913
OXTR	-0.131682898052973	0.772327535937113	ENSG00000180914
CMTR2	0.152550026620533	0.414507440209183	ENSG00000180917
OR56B4	-0.0042268703978705	NA	ENSG00000180919
FAM83H	-0.0924151466333371	0.916919824947845	ENSG00000180921
OR7E18P	NA	NA	ENSG00000180926
GPR62	-0.0774250521351319	NA	ENSG00000180929
OR56A1	NA	NA	ENSG00000180934
ZNF572	-0.123097844277541	0.636939095082755	ENSG00000180938
ST20	-0.0206829154514285	0.964454601613495	ENSG00000180953
PITPNB	0.0521056840414779	0.779228864475502	ENSG00000180957
TCEAL8	-0.0564070012838377	0.844626095244064	ENSG00000180964
OR52E4	NA	NA	ENSG00000180974
LRRC57	-0.158949658003466	0.530061638296258	ENSG00000180979
OR52N2	-0.00815391737700196	NA	ENSG00000180988
MRPL14	0.294047552346224	0.147803762974457	ENSG00000180992
GPR137C	0.102513928354153	0.783185278788043	ENSG00000180998
C1orf105	-0.00584549772892856	NA	ENSG00000180999
OR52N1	-0.00215281366589708	NA	ENSG00000181001
BBS12	0.441773509878409	0.00967473190166816	ENSG00000181004
ZFP82	-0.0116657964909126	0.964113620242355	ENSG00000181007
OR52N5	NA	NA	ENSG00000181009
C17orf47	-0.127587987125596	NA	ENSG00000181013
LSMEM1	-0.404747693922288	0.0956534910450065	ENSG00000181016
OR56B2P	NA	NA	ENSG00000181017
NQO1	-0.105920653146434	0.597715968257349	ENSG00000181019
OR56B1	NA	NA	ENSG00000181023
AEN	0.341801972134803	0.00116011874631334	ENSG00000181026
FKRP	0.0496936772089309	0.80420721944281	ENSG00000181027
TRAPPC5	-0.203351039452775	0.491939995928269	ENSG00000181029
RPH3AL	0.41195417811451	0.00138482059736226	ENSG00000181031
SLC25A42	-0.168667284087866	0.139161508034073	ENSG00000181035
FCRL6	0.0946700621782503	NA	ENSG00000181036
METTL23	0.0300752735874014	0.908163809309784	ENSG00000181038
SLC26A11	-0.214139661238868	0.168030969385875	ENSG00000181045
HIGD1A	0.323482546097925	0.0919100224242865	ENSG00000181061
CHRM2	0.00520967662135763	NA	ENSG00000181072
OR52N4	-0.00833755925789308	NA	ENSG00000181074
MAPK15	0.168209979236129	0.730201158434396	ENSG00000181085
EHMT1	-0.1036665289816	0.474275092762766	ENSG00000181090
ADIPOQ	-0.0264742911929905	0.834098668709681	ENSG00000181092
RP11-429J17.2	-0.197172102561005	0.558135266417423	ENSG00000181097
SDCCAG3P2	-0.162049396138774	0.686413338603506	ENSG00000181101
F2R	-0.283170969588097	0.278718638347989	ENSG00000181104
OR52P1P	NA	NA	ENSG00000181109
RP4-539M6.14	0.0800412089864436	NA	ENSG00000181123
HLA-V	0.0496591588596481	0.816642652151936	ENSG00000181126
ZNF707	-0.191927922050112	0.373103927933476	ENSG00000181135
MUC16	-0.0155140633340266	NA	ENSG00000181143
NPM1	0.155254819569402	0.475939653294762	ENSG00000181163
FER1L6-AS1	NA	NA	ENSG00000181171
PJA1	-0.222257696303608	0.0131740126555826	ENSG00000181191
DHTKD1	0.0777397489408024	0.663387644580493	ENSG00000181192
PENK	0.47319983489876	0.0771228973441771	ENSG00000181195
HIST3H2BA	-0.00220805495623639	NA	ENSG00000181201
HECW1-IT1	-0.00422687039787049	NA	ENSG00000181211
OR8G2P	-0.00613513956746685	NA	ENSG00000181214
C4orf50	0.00766768771908647	NA	ENSG00000181215
HIST3H2A	0.0625503999234774	0.834319263689606	ENSG00000181218
ZNF746	-0.0549466178480461	0.74905744579353	ENSG00000181220
POLR2A	-0.163357916194181	0.306976559109958	ENSG00000181222
DLSTP1	-0.0229171277589129	0.937297278030197	ENSG00000181227
TMEM132C	0.0396758109910346	NA	ENSG00000181234
SLC25A41	-0.179658580966709	NA	ENSG00000181240
MTHFD2P7	0.141559059248585	NA	ENSG00000181260
TMEM136	-0.0339768235326267	0.887624065840426	ENSG00000181264
OR5AK2	NA	NA	ENSG00000181273
FRAT2	0.143895090471852	0.358988027189332	ENSG00000181274
OR5AK3P	NA	NA	ENSG00000181282
TMEM102	0.192042858572882	0.383062873676237	ENSG00000181284
TMEM132E	-0.272436032974033	0.689799343736017	ENSG00000181291
OR5G1P	NA	NA	ENSG00000181296
ZNF322	-0.00226565478971985	0.975830530145229	ENSG00000181315
NME9	-0.0554923167102794	0.923000611397063	ENSG00000181322
SPEM1	-0.00613513956746685	NA	ENSG00000181323
OR9G3P	-0.00613513956746685	NA	ENSG00000181325
HEPHL1	-0.0203732637503383	NA	ENSG00000181333
LRRC75A	-0.0565422976773889	0.856680797796268	ENSG00000181350
OFCC1	-0.0101727132134157	NA	ENSG00000181355
CTAGE10P	0.0287152071017694	NA	ENSG00000181358
HSP90AA6P	-0.020930025211107	NA	ENSG00000181359
OR5M8	NA	NA	ENSG00000181371
CCL13	-0.165338488641174	0.894404488237252	ENSG00000181374
CFAP65	-0.0171509101429407	NA	ENSG00000181378
DDX60L	-0.00595050246295695	0.98762293235867	ENSG00000181381
SYNE4	-0.274031667132176	0.352620892746759	ENSG00000181392
OR5AL1	NA	NA	ENSG00000181395
OGFOD3	-0.117395490238705	0.556338094448046	ENSG00000181396
WASH1	-0.0645430166683033	0.828950871770776	ENSG00000181404
UTS2R	-0.00417158929103095	NA	ENSG00000181408
AATK	0.0809849520513261	0.844753325566005	ENSG00000181409
DDN	0.592611041938801	NA	ENSG00000181418
SAGE1	-0.000244540302833372	NA	ENSG00000181433
ZNF467	0.0818287854016845	0.926107953754031	ENSG00000181444
SOX2	-0.00817534836717933	NA	ENSG00000181449
ZNF678	0.104726323303828	0.768143910138883	ENSG00000181450
TMEM45A	0.352047039797324	0.0458721124451222	ENSG00000181458
RAP2B	0.135070730167486	0.4845022826082	ENSG00000181467
ZBTB2	-0.0647245608969163	0.658446614328488	ENSG00000181472
RNF135	-0.0570528548847471	0.708640557921197	ENSG00000181481
OR6T1	-0.00613513956746685	NA	ENSG00000181499
RP4-655L22.4	0.00565106270106469	NA	ENSG00000181511
ACBD4	-0.410485242617423	0.00682635983614139	ENSG00000181513
RP3-474G15.1	-0.00417158929103096	NA	ENSG00000181514
OR8D4	NA	NA	ENSG00000181518
SGSH	-0.418242220109741	0.0103432950450401	ENSG00000181523
RPL24P4	0.170017914900391	0.42074278765496	ENSG00000181524
MAB21L2	-0.805768086550536	0.000199841884369905	ENSG00000181541
FANCB	-0.00253156585842275	0.962100036781675	ENSG00000181544
EDDM3B	NA	NA	ENSG00000181552
SETD2	0.0806023451495755	0.648870119993429	ENSG00000181555
EDDM3A	-0.00215281366589708	NA	ENSG00000181562
C6orf223	0.0909704266505295	0.828595137797581	ENSG00000181577
TMIE	0.251789083656697	0.317771160097138	ENSG00000181585
MEX3D	0.324426221363894	0.167900748888449	ENSG00000181588
OR52D1	-0.0022080549562364	NA	ENSG00000181609
MRPS23	0.0238987324119581	0.893732941374888	ENSG00000181610
OR52H1	-0.0209782494089896	NA	ENSG00000181616
FDCSP	0.0876312311080841	NA	ENSG00000181617
GPR135	-0.357192786180993	0.0466322961648611	ENSG00000181619
SLX1B	-0.00229365908844582	NA	ENSG00000181625
ANKRD62	-0.00228169430126507	NA	ENSG00000181626
P2RY13	0.185848480879857	0.849356919884596	ENSG00000181631
TNFSF15	-0.0132624050045822	0.990805197428176	ENSG00000181634
ZFP41	-0.189658268386482	0.268285258415342	ENSG00000181638
PHLDA2	0.781676212601133	6.29002484923504e-05	ENSG00000181649
ATG9B	0.133695669755954	0.763295224733379	ENSG00000181652
GPR88	-0.809677636687726	3.95382341953258e-07	ENSG00000181656
HKR1	-0.100213991015153	0.230658653669155	ENSG00000181666
PLAG1	0.192471388011654	0.497192846751088	ENSG00000181690
OR8H1	NA	NA	ENSG00000181693
OR5T1	NA	NA	ENSG00000181698
YIPF6	0.160515908472637	0.404276063570521	ENSG00000181704
RP11-11L12.2	NA	NA	ENSG00000181705
OR5T2	-0.00613513956746685	NA	ENSG00000181718
ZBTB20	0.255762923941167	0.187708443019794	ENSG00000181722
OR2Z1	NA	NA	ENSG00000181733
FDX1P1	-0.00384423041766093	NA	ENSG00000181741
C3orf58	0.0184193005679455	0.912102907674936	ENSG00000181744
C5orf30	0.144786679211151	0.616753316706769	ENSG00000181751
OR8K5	NA	NA	ENSG00000181752
AMIGO1	-0.326822701421199	0.0162334277977109	ENSG00000181754
OR8H3	NA	NA	ENSG00000181761
OR8H2	NA	NA	ENSG00000181767
GPR3	0.262700170311639	0.507452848469172	ENSG00000181773
TMEM252	-0.000812444685365922	NA	ENSG00000181778
OR5J1P	NA	NA	ENSG00000181780
ODF3L2	-0.0564352982135972	NA	ENSG00000181781
OR5AS1	NA	NA	ENSG00000181785
ACTL9	NA	NA	ENSG00000181786
SIAH2	0.075731467026364	0.36749381379161	ENSG00000181788
COPG1	0.0349055968640227	0.705728374206587	ENSG00000181789
ADGRB1	-0.0660972822128383	0.835913387938921	ENSG00000181790
LINC00471	-0.225300629599552	0.459493958152456	ENSG00000181798
CELF2-AS1	0.00698342660962094	NA	ENSG00000181800
OR6S1	-0.00815391737700196	NA	ENSG00000181803
SLC9A9	-0.170135834037398	0.308771340177155	ENSG00000181804
LSM10	0.0619005455458567	0.763094097271101	ENSG00000181817
KCTD9P2	0.286230116960367	0.534197482518691	ENSG00000181819
RELL1	0.471603889475649	0.00659366692578281	ENSG00000181826
RFX7	0.0691581180189588	0.790449271310324	ENSG00000181827
SLC35C1	0.0626223348294617	0.758742790047499	ENSG00000181830
OR5D17P	NA	NA	ENSG00000181837
TIGIT	0.00923312605648367	NA	ENSG00000181847
RNF41	0.0607979314952638	0.664695274902804	ENSG00000181852
SLC2A4	-0.278654352060974	0.323060219478097	ENSG00000181856
FTMT	-0.00619038405919392	NA	ENSG00000181867
IBA57	-0.23102343417316	0.200199751030519	ENSG00000181873
CLDN7	0.371325937676611	0.204863150712872	ENSG00000181885
ZNF329	-0.183763135920605	0.194464365357717	ENSG00000181894
ZNF101	-0.138696946511484	0.603271744786772	ENSG00000181896
OR4C6	NA	NA	ENSG00000181903
C5orf24	0.123983730605599	0.498831014183122	ENSG00000181904
AP003774.4	-0.000696622225911645	NA	ENSG00000181908
ADO	0.146839796210188	0.136771097889573	ENSG00000181915
COA4	-0.007725506630017	0.974252568500047	ENSG00000181924
OR4P4	NA	NA	ENSG00000181927
PRKAG1	0.102174065785948	0.458720172841592	ENSG00000181929
GINS3	0.447331777190452	0.000258167375181665	ENSG00000181938
OR4C15	NA	NA	ENSG00000181939
OR4A21P	NA	NA	ENSG00000181943
OR4A13P	NA	NA	ENSG00000181950
OR4A15	NA	NA	ENSG00000181958
OR4A16	-0.00609731281321842	NA	ENSG00000181961
OR52K2	-0.00624018764454069	NA	ENSG00000181963
NEUROG1	NA	NA	ENSG00000181965
PYY3	NA	NA	ENSG00000181977
CCDC149	-0.000435785245738397	0.99574856501001	ENSG00000181982
GOLGA8CP	-0.00421861854966076	NA	ENSG00000181984
MRPS11	0.0847831117451868	0.613804502442692	ENSG00000181991
LINC00301	-0.00215281366589707	NA	ENSG00000181995
AQP7P2	-0.721139882919407	0.0192887911912458	ENSG00000181997
RP11-651P23.2	0.00383165525022387	NA	ENSG00000182000
SNRPE	0.139864848296647	0.603168354813033	ENSG00000182004
RTKN2	0.423159733490745	NA	ENSG00000182010
PNMAL1	0.132494910821385	0.411692647387313	ENSG00000182013
RP11-381O7.3	NA	NA	ENSG00000182021
CHST15	0.218836857011411	0.136237513114783	ENSG00000182022
ADIG	-0.221494435423061	NA	ENSG00000182035
USH1G	0.00166739220556805	NA	ENSG00000182040
TRPC2	-0.0459115337367143	NA	ENSG00000182048
MGAT4C	-0.0286596955152678	NA	ENSG00000182050
TRIM49B	-0.00422687039787049	NA	ENSG00000182053
IDH2	0.208020422230189	0.12044907288026	ENSG00000182054
OGFRP1	-0.0909919184013348	NA	ENSG00000182057
OR52A1	-0.00815391737700196	NA	ENSG00000182070
PTCHD3	-0.00422687039787049	NA	ENSG00000182077
OR6B2	-0.00613513956746685	NA	ENSG00000182083
TMEM259	-0.0221017394350262	0.921710732906794	ENSG00000182087
WRB	-0.110899428990537	0.549706942393621	ENSG00000182093
TNRC18	-0.251368109443195	0.32796401953545	ENSG00000182095
FAM181B	-0.00567420146621373	NA	ENSG00000182103
TMEM30B	-0.300083467713989	0.0111095647894831	ENSG00000182107
DEXI	-0.187809010615987	0.233464516388178	ENSG00000182108
RP11-69E11.4	0.192206875668819	0.325605229019545	ENSG00000182109
ZNF716	-0.0101727132134157	NA	ENSG00000182111
NOP10	0.300161468907814	0.0697879660905463	ENSG00000182117
FAM89A	-0.14642141234816	0.412670437244129	ENSG00000182118
KCNIP1	-0.00204565380967676	NA	ENSG00000182132
TDRKH	-0.0876968809862032	0.801579225436643	ENSG00000182134
ZNF708	-0.15874550903702	0.499587307931793	ENSG00000182141
IST1	-0.1007128301921	0.118044485592655	ENSG00000182149
ERCC6L2	0.0490147900118256	0.852244926586703	ENSG00000182150
MRPL41	0.169333334641097	0.535222466470494	ENSG00000182154
ENPP7	-0.00619038405919391	NA	ENSG00000182156
CREB3L2	0.0179945352127304	0.92626987016216	ENSG00000182158
P2RY8	0.201905799660726	0.701416849752322	ENSG00000182162
TP53TG1	0.200080885837864	0.315231757023187	ENSG00000182165
UNC5C	-0.690915122959945	2.7244495291433e-06	ENSG00000182168
MRGPRG	NA	NA	ENSG00000182170
TSEN54	0.0132750607059593	0.965908587552104	ENSG00000182173
RGMA	-0.604539637026267	7.11501100233506e-05	ENSG00000182175
ASB18	NA	NA	ENSG00000182177
UBA7	-0.182242737305822	0.23082098107535	ENSG00000182179
MRPS16	-0.0533031040797236	0.75062891858848	ENSG00000182180
FAM159A	-0.0745921519514821	NA	ENSG00000182183
RAD51B	-0.208186183745029	0.220538024511344	ENSG00000182185
CRYGB	NA	NA	ENSG00000182187
LDOC1	-0.35201979752382	0.00393800043358632	ENSG00000182195
ARL6IP4	-0.0753044693580641	NA	ENSG00000182196
EXT1	0.0792782047562431	0.666428946126039	ENSG00000182197
SHMT2	0.0372876985268158	0.770626086216309	ENSG00000182199
MOB2	0.132428028315789	0.493577489514111	ENSG00000182208
HHIPL1	0.610524710293226	9.5272119774787e-05	ENSG00000182218
ATP6AP2	0.407720041100161	0.00612504434235626	ENSG00000182220
ZAR1	-0.000299900126079791	NA	ENSG00000182223
CYB5D1	-0.0969899039528316	0.747119763749451	ENSG00000182224
FAM153B	0.105652100212714	NA	ENSG00000182230
BACE2	-0.0306832094379408	0.859561204350847	ENSG00000182240
UBE2E2	0.229839154197645	0.0738980912383261	ENSG00000182247
SYNM	0.0749636637426066	0.651830728948559	ENSG00000182253
KCNA4	-0.00356104074762502	NA	ENSG00000182255
GABRG3	0.00243634655622329	NA	ENSG00000182256
PRR34	0.204128867650062	0.552538615537513	ENSG00000182257
NLRP10	0.00733506336077468	NA	ENSG00000182261
