gene_name	synovitisvsControl_log2FoldChange	synovitisvsControl_padj
SLC25A31	0.111500232693435	NA
INTU	0.604291033472361	0.130695122351455
SPRY1	-0.781396470523154	0.0231035197648333
SPATA5	0.143341796360453	0.567232510389291
NUDT6	-0.403830731131493	0.159739460023127
IL21	NA	NA
ADAD1	0.146991178352774	NA
KIAA1109	-0.791712664406972	0.0242616777867958
TRPC3	-0.184357008961969	0.817448917506526
BBS7	-0.179269710926773	0.659541084617309
EXOSC9	-0.231546557377184	0.530378385751411
ANXA5	0.0557100994138313	0.854619201975412
QRFPR	-2.04339619752048	0.00187694020378877
TNIP3	1.25580118358183	0.0357459773969529
PRDM5	-0.253678684297352	0.51900734261423
	-0.0916860455294468	NA
	-0.0526639371324174	NA
	-0.0852403591645852	NA
PDE5A	-0.344908744458074	0.489268347567517
SYNPO2	-0.342657476315973	0.51154862414494
SEC24D	0.607811824680127	0.002950142975479
METTL14	-0.456351076849898	0.0513057925445121
PRSS12	-0.263690034746629	0.370989849873562
NDST3	-0.654296859547582	0.186739965687105
	NA	NA
	NA	NA
LARP7	-0.0298967927751372	0.960478247211394
ZGRF1	0.642614824708366	0.0243615871901005
ARSJ	0.608054951564158	0.0461961119636514
CAMK2D	-0.189497895061748	0.683537790243245
ANK2	1.15712208292337	9.01668414731785e-05
	-0.085526885983041	0.925858256225105
	-0.6532960450299	0.029379042735366
TIFA	-0.0886153595430015	0.836389998277732
ENPEP	0.377572552844819	0.435323333588128
	-0.742648120324324	0.0349879999177363
EGF	-0.809241299179478	0.0183384291754725
LRIT3	-0.5306720057457	0.409521845690435
RRH	-0.576318192888339	0.363291064147165
GAR1	0.53998761789791	0.0147470667149692
	-0.473186162258204	0.502646606943882
PLA2G12A	-0.398929972846694	0.424269868038499
CASP6	0.0622009709357573	0.787925361585938
MCUB	0.376442547898876	0.0770567265176694
SEC24B	-0.186927820022121	0.510911185008132
ETNPPL	-0.256612345521146	NA
	0.47686939138775	0.0349455803275542
RPL34	-0.432838868110666	0.0499486186396524
LEF1	0.717131966433677	0.0792900788033082
HADH	-0.203171491835414	0.351133271200108
CYP2U1	-0.490479857327399	0.110386375116284
SGMS2	0.606679129038558	0.0459835030927317
TET2	-0.0558966855707748	0.999796623762517
TACR3	-0.891156015868845	0.251923557900376
	0.598616672249456	0.197941260265243
CISD2	0.0969454458065004	0.726169287133951
MANBA	-0.0151660803827532	0.980024804656381
SLC39A8	-0.534592503959784	0.217115476839532
PPP3CA	0.499177452925018	0.0811191332477126
LAMTOR3	-0.116974157088214	0.788171814120008
DNAJB14	-0.112285442083855	0.805600732200392
H2AFZ	0.381087917625946	0.223913449673808
MTTP	-0.175806108397645	0.813749750992627
TRMT10A	-0.380707176652173	0.122011974236043
C4orf17	-0.92994698546552	0.134986968935337
	-0.925966946898644	0.02841473387671
ADH4	0.679136310098056	NA
ADH5	-0.165192630147759	0.313259518249576
METAP1	0.28185921697629	0.268650402063278
STPG2	0.050044520197585	0.878172690312712
PDLIM5	0.267586682347122	0.450865871044107
SMARCAD1	-0.192819390241555	0.619968089177572
HPGDS	0.14187557555547	0.70031997368936
ATOH1	NA	NA
GRID2	-0.561314491538404	0.563909506241177
	NA	NA
	NA	NA
MMRN1	-0.335931959057876	0.614596778854125
SNCA	-1.27432712630639	0.0644160734543927
	0.0568461032474502	0.75995966856704
NAP1L5	0.301979748835997	0.666139147275972
PIGY	0.00833334097463584	0.969109176031601
	-0.220174767906868	0.985021449321129
ABCG2	-0.650036270508316	0.00232107375811649
SPP1	-0.215692515488623	0.73426857866188
PKD2	-0.20841888867356	0.576812497866875
IBSP	2.32651772816685	0.00285277840353109
DMP1	-0.252534895792011	0.261912646883636
	0.00171204189586334	0.973178310839024
SPARCL1	-1.18322171159152	0.00115395095448001
NUDT9	-0.255275331536875	0.208130985686112
HSD17B13	-0.503997733301394	0.08696348062805
KLHL8	-0.466354889939094	0.14326613998472
MAPK10	-1.58540608437261	8.62182828768185e-05
ARHGAP24	0.0219457857253693	0.935205876883341
WDFY3	0.41856883097201	0.020886713892044
CDS1	-0.6024791910842	0.111295761053752
NKX6-1	-0.535687556517292	0.484201883749456
GPAT3	-0.157010925236546	0.438139507109151
ABRAXAS1	-0.522755787710232	0.051331329457543
HELQ	-0.233729915432809	0.380192089933969
HPSE	1.64423403190365	0.000161968287140677
COQ2	0.0261457986421574	0.92219814556717
	-0.299463561008487	0.51136227134125
PLAC8	-0.453664213511734	0.629284021836503
	-0.125272727958126	0.544912921526962
LIN54	-0.138666880263066	0.653362656465025
THAP9	0.457762884761506	0.0458563009319505
SEC31A	0.233237197738538	0.0962056065646262
SCD5	-1.03021843848941	0.0127790603016369
	0.31736358567756	0.100652484977345
HNRNPD	-0.119279790312464	0.632752224289753
PRKG2	0.81674194583593	NA
ANTXR2	-0.733189584917446	0.000322127311668354
GK2	-0.0460958227979796	NA
NAA11	-0.0126017309207485	NA
PAQR3	-0.0870087451220727	0.772210632805813
CSN2	NA	NA
CSN1S1	0	NA
	NA	NA
ODAM	NA	NA
CSN3	NA	NA
CRYL1	0.0158178494046082	0.992185621942845
IFT88	0.0496250530439443	0.760503939158647
XPO4	0.100361412498181	0.801059940034519
FGF9	-0.813069663261352	0.146608296504482
SGCG	-0.304319930462859	0.258083184515047
TNFRSF19	0.87722379569527	0.0462736668425369
	-0.118095672904945	0.733602660100571
MIPEP	0.321605572920693	0.469795125784609
	0.27023449430734	0.482203735841778
CDK8	0.166057280840765	0.47837750361037
WASF3	0.986832633446569	0.0061383274332715
GPR12	NA	NA
USP12	0.206039777945612	0.143676953754145
RPL21	-0.303100963801486	0.193937353675356
GTF3A	0.0482638095661174	0.859822319911904
LNX2	1.02491438684466	0.0049444201988343
	-0.141074152686588	0.708612909537879
POLR1D	-0.414349629815212	0.0533045189236443
GSX1	NA	NA
FLT3	1.19364311404553	0.0629719878169905
	0	NA
CDX2	NA	NA
PAN3	-0.153072315775214	0.60209110873617
FLT1	-0.163375086486344	0.695721782588215
SLC46A3	-0.0911119568982089	0.879335530290795
KATNAL1	-0.347394249804316	0.258501932508624
	0.0143887793904624	0.946875676360086
ALOX5AP	-0.20998760454601	0.577245854212856
MEDAG	0.827932972746633	0.000225750668577398
TEX26	0.53678993582593	0.16922902457145
	-0.66866912284822	0.389005736004992
HSPH1	0.500083000873351	0.0594061853973899
B3GLCT	-0.0194804417511176	0.958830601212939
RXFP2	0.0258224270141483	NA
FRY	0.1065755746564	0.726496668684446
	-0.292380977101472	0.314467818415242
PDS5B	-0.562338631521742	0.0725094071316141
	-1.04872310991468	0.0329779842463627
STARD13	0.385593576698451	0.389039075745471
RFC3	0.0775218077824615	0.804647653662655
MAB21L1	-0.450879025090507	0.309750895340459
CCNA1	0.205719657059446	0.978827955702706
RFXAP	-0.642362397710178	0.0167376706425062
SMAD9	0.0805447177914437	0.7394712329624
EXOSC8	-0.220128334536868	0.342406142020666
SUPT20H	-0.227956559921991	0.190310900449037
ALG5	0.166278276877375	0.498251275676322
POSTN	-0.183227486809829	0.86410208424369
TRPC4	-0.870320365046108	0.153484830194264
FREM2	2.01067433323014	0.000196990709020767
STOML3	0.22534764013125	0.452638844032204
COG6	-0.0442915633161175	0.901141530157094
FOXO1	0.0631907177614562	0.854435059547339
MRPS31	-0.140230032289168	0.484535948066763
SLC25A15	0.996957939243525	4.64441535277404e-08
	0.540389007371615	0.386590894666874
THSD1	-0.0942001489479304	0.808231702447806
CKAP2	1.30778609181592	0.00103296172208525
NEK3	-0.0295625757020329	0.962837546288324
NEK5	-0.106958742904948	0.947575230829891
ALG11	-0.207838429670156	0.469172375286181
CCDC70	0.272092614569548	NA
INTS6	-0.0605006647791945	0.911088770649667
SERPINE3	-0.357672614214066	0.759347750327286
DLEU7	NA	NA
KCNRG	0.0937066725562922	0.88005670187598
TRIM13	-0.460140903710178	0.0886502123529927
SPRYD7	-0.622786377357039	0.0216980483646031
EBPL	0.0883489025425158	0.869609964561554
SETDB2	-0.42598663234535	0.16294005579853
PHF11	-0.103620455415011	0.824308690515809
CAB39L	-0.468734250249262	0.0508048066361747
CYSLTR2	-0.261200279494111	0.522164683084494
RCBTB2	-0.571672394552667	0.00260960792625832
RB1	-0.534896777176919	0.104124061528738
ITM2B	-0.471404950783886	0.177824145104905
SUCLA2	-0.133700488035622	0.676799092166957
ESD	-0.31211653868795	0.41696200044936
LRCH1	0.00523503566515108	0.984872457993398
RUBCNL	-0.198582050248616	0.585132636972476
	NA	NA
LCP1	0.587113706740068	0.140021630284738
CPB2	-0.471409959639504	0.539374580934158
ZC3H13	-0.0742315123023549	0.789723751454151
SPERT	-0.183682658433133	0.862350679924543
	-0.331880369260234	0.221873222048274
NUFIP1	-0.0816146307949788	0.757064149483679
TSC22D1	-0.876635718159545	0.000220966007673345
	-0.14562275005354	0.670753256705008
CCDC122	-0.254521745062848	0.235097072509605
FAM216B	-0.025612913015485	0.950523146091453
TNFSF11	-0.283093413091571	0.635025456140622
	-0.24783612444676	0.320001944588578
DGKH	-0.0470011847090083	0.968727598299674
DGKD	0.643309790027976	0.118366490700983
RGCC	-0.201642070181884	0.687321195538047
NAA16	-0.268581708257464	0.351794680744458
MTRF1	0.0285486488056508	0.900010633133446
ELF1	-0.154572622614655	0.647314854172788
CNMD	-0.393732683136766	0.514338849657483
OLFM4	-0.875341230490093	0.241604314507811
PCDH8	-0.142496960723671	NA
PCDH17	-0.341304472325826	0.453337556860482
	0.0483218689384148	NA
DIAPH3	1.40737777175238	0.000299656191695886
TDRD3	-0.480589650901348	0.0830419317446301
KLHL1	-1.7828377930618	0.0226387563504717
DACH1	-0.550745731668961	0.329442721316699
	-0.799499287067667	0.343227647276924
DIS3	-0.084870577742738	0.83750320502122
COMMD6	-0.124299096687006	0.687977424229673
UCHL3	0.231839349656187	0.347781202319938
KCTD12	0.74011120450722	0.517256089427386
ACOD1	0.157418451365709	0.91314116486274
FBXL3	-0.454850201010449	0.13925180619952
MYCBP2	0.0289725649942537	0.932112499224749
SCEL	0.0613941546331699	NA
SLAIN1	-0.258928036283642	0.75295349878907
EDNRB	1.52902654524118	0.000340443301639092
RBM26	-0.203921377003736	0.528640088072648
NDFIP2	-0.266677731028491	0.428572467416525
SPRY2	-0.129696939343525	0.813749750992627
SLITRK1	0.0601786290688722	NA
SLITRK6	-2.66386001871789	1.34757207259438e-05
SLITRK5	-0.732524104663783	0.328161229351009
	-0.150216659940645	0.781115498377626
DCT	0.19671766119229	0.767373761791882
TGDS	0.116347825913006	0.625036081178718
GPR180	-0.527389203828724	0.178033845303743
SOX21	NA	NA
	0.24418801755056	NA
	-0.0852403591645852	NA
	0.140495917959275	NA
	-0.199374186458472	0.840107300297661
	-0.102159454614638	NA
	-0.434945024814729	0.475530267619157
DZIP1	0.420853741703928	0.0902813998227688
UGGT2	0.115806584539868	0.771876056829884
	0.0598240024973853	NA
HS6ST3	NA	NA
MBNL2	-0.802117058756423	0.0127432072604183
	0.09644692751776	NA
IPO5	0.113959846394029	0.59931066867505
STK24	0.408624012784672	0.000712620220735186
SLC15A1	-0.105246847115407	0.826680972943634
UBAC2	-0.358166951613114	0.00259245045369933
GPR183	0.121699160154404	0.788760242714224
CLYBL	-0.545671095575968	0.063852728086551
ZIC2	-0.624368270847443	0.494115352415363
ZIC5	0.0552414021487608	NA
PCCA	-0.320005849862418	0.139183505468498
GGACT	0.750824360827758	0.0396237481673394
TMTC4	0.800022364187655	0.000136536653993383
ITGBL1	-0.614746507397994	0.0453439028346877
FGF14	-1.1658552716671	0.0863284571794728
TPP2	0.173150893908294	0.439857326833206
	-0.233263091799172	0.692340874165245
TEX30	0.00316309417613475	0.964306775401623
KDELC1	0.0262851055216064	0.908585080439733
	-0.1601574373067	0.615879131048106
EFNB2	-0.695922018462515	0.107768022145428
ARGLU1	-0.315067879472629	0.314467818415242
	NA	NA
LIG4	-0.0408521519613301	0.929765873210815
ABHD13	0.324925845220192	0.306652189148256
TNFSF13B	0.602219761129345	0.15504070716753
MYO16	0.617177163037118	NA
COL4A2	0.917003764403339	0.0390043625149067
ARHGEF7	0.357578139367569	0.174839872673312
TUBGCP3	0.172461465574424	0.350116936190926
GRTP1	0.0818375626740469	0.884236177684091
LAMP1	0.252546761162516	0.376034385877151
CUL4A	0.30548792534352	0.223118802116941
PCID2	0.372317372432009	0.348783670094568
F10	0.318653127263485	0.318776958280837
TFDP1	0.449816118343955	0.0161003411377793
ATP4B	0	NA
GRK1	0.133059990832697	NA
TMCO3	0.157466325474526	0.695696647512381
TMEM255B	NA	NA
GAS6	0.86100361212616	0.0804117948965937
	0.0186695601976624	NA
RASA3	0.554813799777813	0.0404711837784334
	-0.0782268556514422	0.833222670858475
PSPC1	0.223834842597709	0.338216230982818
MPHOSPH8	0.168035452656264	0.132921821342251
RNF17	0.469072483953376	0.560748393931178
	-0.113291399283038	0.747707961961922
S1PR3	0.166296354417732	0.807254965916382
SEMA4D	-0.615253780793368	0.126633982899315
SYK	-0.0218423586747036	0.960345778965775
AUH	-1.09761919442719	2.13544923414021e-05
NFIL3	1.29323299202404	4.55781275407479e-07
ROR2	0.791900088895227	0.188024302798668
SPTLC1	-0.180182166486991	0.534477014365041
	-0.482128331428162	0.355101143132483
	0.0294532399416047	NA
SLC18A1	0.227323095115748	0.655915998246927
GFRA2	-0.841452447303763	0.115633381652472
FGF17	NA	NA
NPM2	0.514049983797392	NA
XPO7	-0.120744448838345	0.641696519290581
DOK2	1.20388620791736	0.0685455631099354
DMTN	-1.1043696088494	0.0461064220640207
FAM160B2	0.484835281104398	0.365603423140432
NUDT18	-0.0954514221312123	0.793200092780978
HR	0.419554413021555	0.62695579570372
REEP4	0.467626118200735	0.170344298431389
SFTPC	0.145602769969762	0.893352991741798
BMP1	1.39039068643164	0.00128342083272735
PHYHIP	0.217749938612292	0.64005024077341
POLR3D	1.04653259069866	8.96067566853527e-10
	1.06080855502397	0.0484145304469101
SORBS3	0.417036252011474	0.479116927729402
	0.578983843422886	0.128913797433477
CCAR2	0.534236190015582	0.243442401376517
BIN3	0.529460442848794	0.185874012350107
EGR3	0.206126703807737	0.941603094772209
PEBP4	-1.6372701597465	0.0047383210428892
	0.0128791567642374	0.968727598299674
RHOBTB2	0.641985515705075	0.197681882381371
STC1	-0.649068966921876	0.239176851306766
ADAM28	1.2670874180422	0.0310132004503363
ADAMDEC1	0.852667733813696	0.0807064041782425
ADAM7	0.491076824617019	0.260705779757179
	-0.146856319038072	0.788830812765501
NEFL	-0.916459149797883	0.123882066408825
DOCK5	-0.203896687676541	0.542396059503993
GNRH1	0.135339363864685	0.871426251775386
KCTD9	-0.465491446863251	0.0983341527725537
CDCA2	0.825906136313883	0.0442590168938592
EBF2	-0.667182535859903	0.0899349286105981
PPP2R2A	-0.218950765474076	0.43904678704323
BNIP3L	-0.506846945187507	0.0478507390431652
PNMA2	-0.161765850594472	0.668971171861363
ADRA1A	-0.829691310202606	0.0529921339362244
STMN4	-0.503056783971309	0.618307568541418
PTK2B	0.466911505308213	0.29424126740523
CHRNA2	0.344508672276081	NA
EPHX2	-0.977984008949408	0.0184657104139864
	0.783782140556141	0.172448295225938
CLU	0.113974718854013	0.882554702629072
ESCO2	1.06239254888329	0.00319962834829592
PBK	0.905195742005688	0.00200760912424815
SCARA5	0.825125773642629	0.232224367413416
	-0.300078092436462	0.22509740183631
ELP3	-0.176019724382261	0.471423389136476
ZNF395	-0.674253878494063	0.00339386983179565
	-0.55971314884676	0.346486715033035
FBXO16	0.566821473856123	0.187554725580558
FZD3	-0.865506912345709	0.0860672584832933
EXTL3	0.294776405397727	0.42126675495042
INTS9	0.0102652583782935	0.96481949996876
HMBOX1	-0.0208018115776565	0.993537098621827
KIF13B	-0.468056770188813	0.0152577902803478
MSRA	0.130363975099355	0.689918226130218
	-0.243047782103908	NA
PRSS55	-0.144445147011633	0.690504223302533
C8orf74	-0.0499241487203353	NA
	0.417843818759045	0.121995807285759
XKR6	-0.237595257988574	0.726645218642103
	0.173744737946631	NA
ADAM29	NA	NA
GLRA3	0.0611669410475407	NA
HPGD	-2.28266558330469	9.83363016231609e-06
FBXO8	-0.0934968366961475	0.674437516801961
HMGB2	0.199202730496986	0.509298279088078
GALNT7	-0.0823652698984999	0.888343788358381
AADAT	-0.365835759335235	0.498797625132384
MFAP3L	0.247817610079414	0.729938138177651
	NA	NA
HPF1	-0.0283108180682073	0.912436038988401
CLCN3	-0.391930035008351	0.0988939388693523
NEK1	-0.0689189176123273	0.804121898718687
SH3RF1	-0.704626747879777	0.0570598464705195
CBR4	-0.789658143407918	0.0022116453919392
DDX60	-0.980468937333035	0.118474392672601
SPOCK3	-1.62008509581057	0.0218621247992061
ZNF84	-0.579731838772218	0.0826266583712716
ZNF26	-0.37410269217207	0.202170554757023
CHFR	0.289046549596311	0.0177972013624267
GOLGA3	0.503712777354504	8.00275406047316e-05
P2RX2	0.14304640209775	0.920649332567047
GALNT9	0	1
NOC4L	0.728626334694043	0.0979204563510033
PUS1	0.840497371494251	0.0479351438875266
ULK1	0.665748160876345	0.0567216258091979
SFSWAP	0.112438745117897	0.502979024803147
ADGRD1	-0.663632006303256	0.224884389358367
RAN	0.182607157035596	0.420033441448012
STX2	-0.0727773662764829	0.85483753709094
RIMBP2	-1.06943119928453	0.0643735353793117
PIWIL1	0.228529727706478	NA
FZD10	-0.996946958883669	0.145323437025752
TMEM132C	-0.283448934800404	0.378258679211189
TMEM132B	-0.18293217194332	NA
AACS	-0.566271290376543	0.17569935561004
DHX37	-0.0143600175622784	0.952600026771853
SCARB1	-0.104446096851268	0.832715268358562
NCOR2	1.00149479373059	0.0241638486644489
CCDC92	-0.467100316497039	0.187172122050469
DNAH10	-0.67962159165835	0.0966099875049588
ATP6V0A2	0.262611271630935	0.323570582310182
SUMO4	-0.358005657719501	NA
TCTN2	-0.650356164433546	0.00090863907521223
GTF2H3	0.00601782470060287	0.975348296164567
	-0.112470786374164	0.506519383268414
DDX55	0.213770675348576	0.232306075323305
	0.0624832192969915	0.831958113617847
RILPL1	-0.133598035457001	0.656855077789192
C12orf65	0.176213533716493	0.599127864145461
	0.466593335339274	0.0292521212520985
SBNO1	0.0527878898589476	0.865701201508735
KMT5A	0.346546813285319	0.180519018491402
RILPL2	0.296681070392461	0.291562552337237
MPHOSPH9	0.0915008581263903	0.76416837798251
PITPNM2	-0.190548159425981	0.642152306034916
	0.423873190389591	0.471995272250844
OGFOD2	0.393238742768568	0.486596200307844
ABCB9	0.18308445024845	0.811855749441385
HIP1R	-0.214006794947258	0.804320285830883
CCDC62	-0.103026825250176	0.74979212498667
	-0.206287561520916	0.441951683418935
HCAR1	-1.95621096897455	0.00381134962185853
RSRC2	-0.23901190022773	0.391483046713149
ZCCHC8	-0.179860790476595	0.39727687600068
CLIP1	-0.168157053223509	0.681912956579903
MLXIP	0.180654167396052	0.658024306609685
	-0.362834967447649	0.691379329524736
LRRC43	-0.102874851248966	0.750221849863671
B3GNT4	-0.446291321005964	0.693396083565244
DIABLO	0.195333117292087	0.156854965064241
BCL7A	-0.691254501805081	0.0179782293855582
WDR66	-0.41832904572538	0.624084030951764
HPD	-0.438928132291751	0.467658749959304
SETD1B	0.798377502043046	0.114390322524379
RHOF	0.0113765927260002	0.980469840760258
TMEM120B	0.0726334456076183	0.894220023798468
MORN3	-0.722447847135551	0.307737105164262
ANAPC5	-0.183993006293839	0.39541507083568
CAMKK2	-1.07115145415901	0.0147831719401922
P2RX7	-0.102645264934422	0.797511085261862
IFT81	-0.42122767359584	0.210473360669501
GPN3	-0.477433462254879	0.109651265226857
ARPC3	0.125114890544793	0.671689917351544
FAM216A	-0.244504361768866	0.420546806986153
VPS29	-0.184924462542473	0.582853566067727
RAD9B	-0.862547782895886	0.0110913071400827
PPTC7	-0.253594584267933	0.509868928530867
TCTN1	-0.215955403327793	0.331215737874815
HVCN1	-0.870604638803615	0.00059290747992124
PPP1CC	-0.136465898765003	0.757435319769412
CCDC63	0.115830606687014	0.828569419499198
CUX2	0.245198764803748	0.72249076878477
PHETA1	0.0962276278529413	0.831958113617847
SH2B3	0.189388528911951	0.516912885693209
ATXN2	-0.0370436162612939	0.818137414665365
	-0.391354206801594	0.0675163152028411
	0.138091799182015	NA
	1.81929280818507	2.31254527725679e-06
PRKAB1	0.0181855137418306	0.936544897704731
CCDC60	-0.245337948677861	0.621466384916349
HSPB8	-0.0960801295770027	0.893352991741798
SRRM4	0.228507355033785	0.840912140138707
	-0.32023665364944	0.894196787667604
SUDS3	-0.00212913965955167	0.995228029186995
TAOK3	0.106393256809433	0.74234205981049
	-0.170364441501415	0.390126438371769
VSIG10	-0.569477083218848	0.0116816829561817
WSB2	0.390116633441816	0.0897572799503085
RFC5	-0.0661292688135035	0.7843782977749
KSR2	0.0598240024973853	NA
NOS1	0.272671829433269	0.736424984123509
FBXO21	-0.186541520457765	0.671624081593763
TESC	-0.00579253416462281	0.931865729494701
FBXW8	-0.00439565632345929	0.984529692947269
RNFT2	0.240941927950265	0.460913878345753
MED13L	-0.316400693722203	0.337394768441852
TBX3	-0.765031629496021	0.108071804500824
	-0.616269680804661	0.160517794923221
TBX5	-0.593180478322714	0.0787655107699676
RBM19	0.756683885990272	0.0589032136003812
LHX5	-0.0138753816009767	0.975463892764516
SDSL	2.1678452885515	0.000282151407557058
PLBD2	-0.0166916411328252	0.922464666600673
DTX1	0.154918261787497	0.876774243406501
RASAL1	-0.1060565834597	0.919980029341316
CFAP73	0.351263902847789	NA
DDX54	0.661343000747698	0.0763175649881312
IQCD	-1.40025729583853	0.000509143283411209
TPCN1	0.0533899249140997	0.893873889116263
SLC8B1	1.26642804205323	0.0043247536601768
OAS2	-0.736362626812841	0.246772009662329
RPH3A	-0.672797264891914	0.214117960455194
HECTD4	0.303372364716174	0.198542772925691
TRAFD1	0.042643259099501	0.878958137233037
NAA25	-0.214182327601725	0.529912467458774
ERP29	-0.0221022721989925	0.941603094772209
ALDH2	2.0577926913368	1.74958957685747e-11
MAPKAPK5	-0.296372080391649	0.214254451064526
	0.0462914951683834	NA
TMEM116	-0.447509620555882	0.82038047852293
	0	NA
BICDL1	-0.397035098780894	0.532978878790059
GCN1	0.618668972502091	0.11476221168854
SIRT4	-0.0832808418100297	0.786185046106336
COQ5	-0.133933691624099	0.590954462272715
DYNLL1	-0.177069324452287	0.569849895253255
SRSF9	-0.104627156733958	0.452050652260714
RNF10	-0.0841190609094528	0.558812435529552
	-0.12879882443316	0.834882718340859
POP5	0.245638261708598	0.226711693172001
CABP1	0.0537301662380793	0.954083588745795
MLEC	0.613585186320085	0.00642151897405327
ACADS	0.115905100919932	0.799197191752355
SPPL3	-0.12797973862607	0.298294567487422
HNF1A	-0.610029736069964	0.135749230732472
OASL	-0.641758836375471	0.281880628807308
ANKRD13A	-0.216735946356406	0.366332539830318
GIT2	0.280584478375601	0.0860788848257572
	-0.536838190743281	0.00249918039182588
FAM222A	0.481195388480239	0.497834760493679
TRPV4	1.03677428218475	0.0637338971024015
MVK	0.39255530395881	0.609932399312797
MMAB	0.207491857283624	0.397610278657873
UBE3B	0.0518887367496696	0.80656079939927
	0.420407524977602	0.0151041655702214
MYO1H	0.141063986585709	NA
	NA	NA
ACACB	0.434032950354749	0.395765744289803
UNG	-0.235987193277539	0.203268373411891
ALKBH2	-0.405653709689533	0.0226004749180159
SVOP	NA	NA
DAO	-0.303586235782867	NA
SSH1	0.169781665772303	0.33179568830021
CORO1C	0.0703587301451455	0.841966892634924
FICD	0.360620003880785	0.105888154637513
SART3	0.00775657206973547	0.977840015122234
	NA	NA
SGSM1	-2.33890799730457	1.51598889961057e-13
	0.221213212734499	0.757328986368241
	0.58297686782921	0.257781726274509
CRYBB3	0.206096351779047	NA
CRYBB2	0.0357448034867981	NA
GRK3	0.130025980728888	0.780262941125754
MYO18B	0.624855448977064	0.410304529057363
SEZ6L	0.723677027891138	0.385718271750821
ASPHD2	0.0807465630805364	0.870358531716027
HPS4	-0.0259329023439176	0.898283628173283
TFIP11	0.222275231208365	0.394831080171383
TPST2	0.0433595143936327	0.88667386561175
CRYBB1	0.0396614089795942	NA
	NA	NA
MN1	1.24140601917605	0.0517180180870113
	0.385938652624208	0.127319341819344
TTC28	0.0183025055745873	0.986470224780231
	NA	NA
ZNRF3	-0.503424878502475	0.0927886324381951
KREMEN1	-0.170762691171712	0.634418579005226
RHBDD3	0.219369143055243	0.573824865179352
EWSR1	0.187697110070324	0.40037194743537
EMID1	0.969630182807313	0.130160436265073
RASL10A	-1.74224366978671	0.0155528960085224
AP1B1	0.529174104017511	0.138945653593704
NEFH	0.123158820011433	0.780262941125754
THOC5	0.129023097734251	0.501182164503908
MTMR3	-0.487155614239898	1.82975535355728e-07
HORMAD2	0.0963130784020937	NA
OSM	0.338218526008285	0.641611994110531
CASTOR1	0.26491572369122	0.704450047010228
	0.759442911715074	0.219827837377617
SF3A1	-0.0209789701790903	0.918727230463421
CCDC157	1.15864183121033	0.109022092909684
RNF215	0.700489133659457	0.18441188368415
	1.49365671862713	1.1603618848122e-06
MTFP1	0.904427008187969	0.193522575677384
SEC14L3	NA	NA
GAL3ST1	1.11762315828456	0.071890380909302
PES1	0.57873365667415	0.228092617084297
TCN2	0.260745795947196	0.626152176899315
SLC35E4	1.35607959470357	0.00468486813771362
C5orf52	-0.0889958590158817	NA
OSBP2	0.428846111548007	NA
MORC2	0.102546666672409	0.520495779137286
SMTN	0.853698252650406	0.15504070716753
PLA2G3	0.0672224798180002	NA
RNF185	-0.28026688229466	0.0358820753369535
LIMK2	0.220459843759274	0.69696609147156
PIK3IP1	-0.972300681339438	0.00217537872499147
PATZ1	-0.0317600616607921	0.918841613949669
DRG1	0.0147187559373958	0.952420326232705
EIF4ENIF1	0.0405702230071549	0.805212976368556
	-0.0883635646473646	0.853541564530554
PISD	0.673538307193153	0.0601956543537304
PRR14L	0.295285077107669	0.0943425973137492
	0.122398942007175	0.658621076090895
YWHAH	0.174604161564872	0.507560601228978
SLC5A1	0.300045312484739	0.471741516658207
SLC5A4	-0.251727237888241	0.520398040531311
	0.523964741816825	0.690166034826236
GNAZ	-0.240570364347292	0.610924822829586
RSPH14	0.288663508829551	NA
RAB36	-0.0879601103552206	0.836433361498379
BCR	-0.19504205925031	0.555345447080879
	-0.430752719098853	0.0957244304168889
ADORA2A	0.311714801548454	0.615208424272544
GGT5	0.41154787021813	0.424583662446944
	0.814428008470881	0.230197928230844
LRRC75B	0.278110264497336	NA
SNRPD3	0.266315470763934	0.439687336819646
GUCD1	0.430510406187789	0.265127214066737
UPB1	0.240220871928662	0.780277203850163
CABIN1	0.71102560069825	0.203318558729999
	0.595847668005957	0.465275446455946
GSTT4	0	NA
MIF	1.39279423980809	0.0209404157541461
	0.353700670139493	0.313205998262468
SMARCB1	0.251538916051233	0.39634543156744
MMP11	0.381811677654523	0.579756331041615
CHCHD10	-0.73392982206517	0.368644553170737
	0.022714109258117	NA
ZNF70	-0.110359948955629	0.803858616223439
	0.649364941673522	NA
TOP3B	0.765793132331361	0.206115011003396
PPM1F	0.218025546052343	0.511161117271461
MAPK1	0.166570811304171	0.251670295974822
PPIL2	0.249842674363363	0.483842639177713
	0.65357658236369	0.262275071269459
SDF2L1	2.03846262894866	6.7203447235125e-05
	0.85808069383679	0.501200725865542
YDJC	0.953275603903881	0.185291794150325
	-0.165326366808503	NA
PI4KA	0.594755958684162	0.138965556716054
SERPIND1	0.607798258558936	0.120375051441364
SNAP29	0.0770500593732681	0.68697167261076
CRKL	0.214545801278181	0.131360428761471
AIFM3	-1.24802278745781	0.188836281773815
LZTR1	0.810284585443562	0.119275211450469
	0.699026528048787	0.183530844977731
LRRC74B	-0.114419410458259	0.877424576842814
P2RX6	0.18237310497599	0.783581324907145
SLC7A4	-0.0877758233955702	NA
