gene_name	synovitis_with_corticosteroidvssynovitis_log2FoldChange	synovitis_with_corticosteroidvssynovitis_padj
CRAMP1	0.324825007338135	0.294845986820429
BAIAP3	0.35641632811089	0.768083641234993
TSR3	0.537166597240098	0.594300693864057
GNPTG	0.141959372844235	0.739427179574352
	NA	NA
NOXO1	0.334094202347253	NA
	0.19023190326321	0.822916586482107
SYNGR3	0.0969527511766136	0.920574123399326
SLC9A3R2	0.0766880956081585	0.92672687575556
NTHL1	0.431412930512485	0.722841121437747
TSC2	0.124889186305199	0.897199366720633
PKD1	0.398171912988188	0.721437738330016
TRAF7	0.532599535394662	0.598972552836143
MLST8	0.55965096262186	0.500661211155136
BRICD5	NA	NA
E4F1	0.407799056047834	0.781814925531576
RNPS1	0.157683831481654	0.575978299563128
ABCA3	0.22144128586304	0.811967500427193
	0.0277818177697106	NA
NTN3	-0.0173251697637826	0.944330184448044
TEDC2	0.558418799374818	0.579224769190048
ATP6V0C	0.387049017455032	0.613420004159829
	0.703330401535745	0.499967289210003
KCTD5	0.0385322867256515	0.954770212673228
	0.463089983820567	0.710544044862027
PRSS27	0.786930417863983	NA
	NA	NA
ZNF484	-0.0766604358419683	0.89956846282584
IARS	-0.0716376956978108	0.853674918230363
NOL8	-0.081598435707459	0.878577672763979
	-0.811096673487062	0.0853991345665859
ASPN	-0.285594006676209	0.704797133821411
OMD	1.34403083230557	0.0138494792590794
CARD19	0.172435237820232	0.88335334446054
	-0.112440790517522	0.770248891761989
PHF2	-0.125864819166039	0.686496218241914
BARX1	0.362373177337271	0.805654937712821
IL1B2	NA	NA
	NA	NA
CKAP2L	-0.747766424385939	0.0660504464568092
IL1A	-0.716160636589273	0.446198113424537
NT5DC4	0.0288492620293151	NA
CHCHD5	0.466925400216152	0.663984575867164
ZC3H6	-0.0125603979036368	0.982481661961882
TTL	-0.269623658432661	0.197436546388212
POLR1B	-0.156595090682639	0.490417440132962
ZC3H8	-0.418101824987865	0.350015246693536
FBLN7	-0.504785050148441	0.546171766217725
MERTK	-0.345885509204988	0.526610671063335
ANAPC1	-0.240862763579415	0.338473348214177
	0.100516146793447	0.907529896774056
NPHP1	0.0970126469661491	0.886646444650945
MRPS5	-0.0379884787445057	0.9219928159852
	0.459389084956234	0.674637530475731
ZNF2	-0.159306311456691	0.720109031448842
PROM2	-0.288803542343666	0.810569132928008
KCNIP3	-0.487644580206713	0.338132223670642
	-0.377995449542633	0.710013366233558
GPAT2	-0.137186072380189	NA
ADRA2B	0.212805507251909	0.826882760275761
ARID5A	0.304247254431282	0.730614845961616
NEURL3	0.154149007331034	0.892024683627929
NCAPH	-0.471812497044553	0.181310686790039
ASTL	NA	NA
SNRNP200	0.121454440579353	0.824287354399792
CIAO1	-0.107213632855063	0.670316968007249
STARD7	-0.433301821595687	0.382325189306597
EDAR	-0.18477508461831	0.835168628778171
CCDC138	-0.190639135626795	0.775768734545323
RANBP2	-0.217817999630974	0.615711829838768
	-0.375225891100793	0.296788005864479
GCC2	-0.061363107126027	0.912631658400583
SLC5A7	NA	NA
ST6GAL2	0.592914864550314	NA
UXS1	0.0346604302522182	0.910949547188794
NCK2	-0.398188899959638	0.102339803565119
FHL2	-0.385717987778925	0.795018759922721
TMEM182	0.202397631038156	0.850262320997066
SLC9A2	-0.288328945101328	0.707227470033243
SLC9A4	NA	NA
IL18RAP	1.17425545512684	0.163506202442105
IL1RL1	-0.538515657040311	0.428940632494082
IL1R1	-0.570112443549317	0.00954160730896851
MAP4K4	-0.121982780722074	0.776067599124016
RFX8	-0.0136790784954531	NA
CREG2	-0.0502905259491046	NA
CNOT11	-0.0108396912155515	0.980276856141564
RNF149	0.175555386567938	0.686016070355628
TBC1D8	0.351278022888965	0.316047760021114
	0.395766608618764	0.522374198600288
NPAS2	0.100414628622524	0.88335334446054
CHST10	0.224372419315547	0.664005667975853
LONRF2	-0.250599094978434	0.66529357228515
REV1	-0.241871528377371	0.433916492070004
EIF5B	-0.150648760354533	0.729546177409023
TXNDC9	-0.150794850548731	0.781011125910377
	0.299834739053763	0.141112620217071
MITD1	-0.24126112512212	0.535294398645664
TSGA10	-0.255692426028604	0.597153338758913
KIAA1211L	2.33577536994299	0.00529594726554056
MGAT4A	-0.202603296811556	0.663524328264764
INPP4A	-0.13309081787445	0.847352573506826
TMEM131	-0.243047744392185	0.42298040268342
ZAP70	-0.0713499655378768	0.981983091209115
ACTR1B	0.358993216923894	0.687618958764623
COX5B	0.393496583225896	0.581575645650945
FAM178B	0.132011498314079	0.873563759194372
SEMA4C	0.0896352483340973	0.916101848933341
ANKRD23	-0.013793948516228	NA
CNNM3	0.0213348936731662	0.951390258396681
CNNM4	-0.0424607636871612	0.951215120659061
	NA	NA
	-0.0502292168950406	NA
RPIA	0.255467167666922	0.550045762177923
EIF2AK3	-0.220705351931055	0.51449474605646
TEX37	NA	NA
	1.08567792977397	0.124855997397721
CD8B	0.0962819744441486	0.872220305765024
FABP1	0.0967148381633707	0.912631658400583
SMYD1	0.77798453067511	NA
CD8A	-0.642112982561584	0.434433851862336
RNF103	-0.0361415516671746	0.950533361178905
KDM3A	0.0948799341367937	0.825515934295765
	0.126454920363216	0.636187513415132
PTCD3	0.0319094835924874	0.910844162952797
POLR1A	0.135266055894036	0.821250270503253
ST3GAL5	-0.404088940815332	0.209325530913351
GNLY	-0.842646979111744	0.413999840774902
SFTPB	NA	NA
ATOH8	0.454402191842114	0.633894462246199
RNF181	0.491483120606582	0.637148946093248
TMEM150A	0.255865830779924	0.702893042063163
	-0.0881055257375746	0.872571058572475
RETSAT	0.149509339362308	0.863234094857921
ELMOD3	0.156825657444907	0.798845763202439
CAPG	0.437186635619251	0.732186184187801
SH2D6	0.575524494719858	0.508164116485192
TCF7L1	-0.278797637047415	0.776707583313675
KCMF1	-0.037856708485118	0.929884995207767
TMSB10	0.268477434572908	0.412486985610955
SUCLG1	0.185549435386871	0.196372590689824
CTNNA2	0.4895371220203	0.604815961662707
	0.133284335196575	NA
LRRTM4	-1.69620219068857	0.00343116983245696
HK2	-0.229671305556014	0.774610740452769
SEMA4F	-0.454618887759152	0.281107487973156
M1AP	0.306830132576921	0.790806899482692
DOK1	0.420694434147966	0.689328034682425
LOXL3	0.675143983788214	0.198719204425272
AUP1	0.432088030607166	0.613442439562362
CCDC142	0.014285551160853	0.98228743591672
	0.228025493395695	0.772476852308058
TTC31	0.0615676022838609	0.890805909542147
LBX2	0	NA
RTKN	-0.0177360569724371	0.996791781414625
WDR54	0.456670322448413	0.656468386373172
	0.664831146277038	0.0844106804577062
	0.12116464583571	0.872571058572475
MTHFD2	0.0444576513928848	0.936708171721059
TET3	-0.147564486122689	0.912631658400583
DGUOK	0.159802333521103	0.702777909634145
ACTG2	0.393383816705356	0.657199387819438
TPRKB	0.0390753224360783	0.950209905370613
DUSP11	-0.0650532258727004	0.874782778561894
C2orf78	-0.0502292168950406	NA
STAMBP	0.0709587693692439	0.869369437399603
FBXO41	0.0381027789909411	NA
CCT7	0.160321069799855	0.620838149901979
PRADC1	0.546766827957512	0.430248634728278
SMYD5	0.339345352975052	0.662887153312175
NOTO	NA	NA
SFXN5	0.512023964600589	0.389973043757373
EMX1	0.00174747041020599	NA
	0.0223789552393066	0.974764981966972
EXOC6B	-0.562233831605506	0.197797134293739
CYP26B1	0.0920353169273016	0.882451658848396
DYSF	-0.521979114849434	0.571241856348968
ATP6V1B1	0.165706566814028	NA
NAGK	0.293034134494438	0.723932407823229
	0.25092334372884	0.59509956666203
VAX2	0.776829704570843	0.526813937725128
CD207	-0.562530624023344	0.601348096746735
FIGLA	NA	NA
TGFA	-0.481788334094927	0.416452118268819
C2orf42	-0.138045712009417	0.599563962356534
MXD1	0.0465934713919135	0.939941518677355
	-0.230683677866445	0.644315715166512
ANXA4	0.0604139942887715	0.909618400660702
AAK1	0.630288904047963	0.112128806163132
GFPT1	-0.218645808747123	0.624038096474805
ANTXR1	-0.449697814107752	0.164630936726352
ARHGAP25	-0.0718111657112241	0.87498983310608
APLF	-0.129979550367516	0.804663683467838
FBXO48	0.146017100521068	0.835230661993691
PLEK	0.0126123631042129	0.986941840190679
CNRIP1	0.211523886376455	0.618821587758128
	0.273551463289445	0.405173110651296
WDR92	-0.0446222490920275	0.877289334134457
SPRED2	-0.31461618883437	0.10224970019714
ACTR2	-0.358656292708419	0.506952416387428
RAB1A	-0.0838113309339181	0.866506276873185
CEP68	-0.119505817483921	0.834931456208823
AFTPH	-0.419622179221794	0.279712484157116
UGP2	0.906663694456393	0.0461344513644476
EHBP1	-0.528931591035694	0.0848409133465599
B3GNT2	-0.180511665658902	0.716186110830808
	-0.117083672207994	NA
COMMD1	-0.0760351285408116	0.849823641273637
CCT4	-0.00400217392495939	0.995258329528597
FAM161A	-0.144581805633426	0.798923365738754
USP34	-0.412694840314351	0.44840118332216
	-0.297711985878736	0.446242875954126
C2orf74	0.0963008798032239	NA
PUS10	0.0144265067900883	0.983608650218095
KIAA1841	-1.34823794179318	0.000184333430172212
PEX13	-0.199162789350589	0.598447842541482
REL	-0.326597605911451	0.58761178058203
PAPOLG	-0.26118090799069	0.598565890724932
BCL11A	-0.413484545152487	0.702506540873009
FANCL	-0.584705086386331	0.224831541560915
VRK2	-0.380632015441162	0.369802480788799
CCDC85A	-0.380655750489235	0.636948575156035
EFEMP1	-0.211301798993869	0.75866183474262
PPP4R3B	-0.0286965899307403	0.966430627242683
CFAP36	-0.265550010498906	0.585927980397385
CLHC1	0.0765626459928773	0.929883651762442
MTIF2	-0.133968901742077	0.751330628226825
CCDC88A	-0.359305062452487	0.580090762685648
C2orf73	0.848643220803481	0.405821180024349
PSME4	-0.0195831791158076	0.977467346850037
GPR75	0.515613235773396	0.405821180024349
ERLEC1	-0.140966524148325	0.8076860177141
	-0.286911290340813	0.592455209594861
	-0.416378841233239	NA
	0.972861785342141	0.374432536593166
	-0.567007061343677	0.241037106880403
PPP1R21	0.0268498775126466	0.955176194010522
	0.168868825190478	0.90616570872038
KCNK12	-0.242298285442328	0.985786123804338
MSH2	-0.547470250458072	0.32725128882764
EPCAM	0.528300786255172	0.442510846438358
STPG4	-0.496931783805129	NA
CALM2	0.0814568635570288	0.891782709572195
TTC7A	0.324812707463107	0.680950971760164
SOCS5	-0.272252716717605	0.645969649431943
	0.066683134827039	0.880966853393461
ATP6V1E2	8.67856880693976e-05	0.998959184901358
TMEM247	0.0245266402928987	0.981048878163019
EPAS1	-0.521594625598009	0.380760543455856
PRKCE	-0.184604858124927	0.537672133445639
SRBD1	-0.0422258138379842	0.940170858269582
SIX2	0.184314997260568	0.950533361178905
CAMKMT	-0.23405227380549	0.538969534179622
PREPL	-0.133549023134107	0.807666213618717
SLC3A1	-0.390808395176474	0.611695687678695
	-0.251989678387396	0.649663428335288
LRPPRC	-0.0170902711533146	0.978624250169144
ABCG8	0.294525489513324	0.400649748109147
PLEKHH2	-0.202538320876355	0.777606660934185
THADA	-0.22214140739501	0.461878962167017
MTA3	-0.261179020374181	0.443192589876102
KCNG3	NA	NA
COX7A2L	0.134449391265411	0.679639112469538
EML4	-0.412301078104423	0.502094714632297
PKDCC	0.0698241036089561	0.922760932051791
THUMPD2	-0.0415967881417647	0.898885114502605
	-0.0136412477008592	NA
	-0.298444777754697	0.835746562756678
MAP4K3	-0.37969108393044	0.443731097735111
SOS1	-0.332145092605198	0.454755213558033
DHX57	-0.144556094763619	0.70659568968992
MORN2	0.301981635021634	0.412486985610955
GEMIN6	0.0493885201083138	0.932466656370585
	-0.0501517702887564	NA
SRSF7	0.00168682297177383	0.996724452431601
	-0.533657422517119	NA
GALM	-0.162885536569889	0.571873450549212
ATL2	0.19464573312036	0.737265542652036
	0.0820195831535106	0.890567554122966
QPCT	0.0835779989280638	0.905034294681713
CEBPZ	-0.0202789571489133	0.974771025608269
NDUFAF7	0.159807976888778	0.721978494593979
PRKD3	-0.0787986576789577	0.909080832608611
	0.0616591260624004	0.940830040479084
GPATCH11	-0.0647186233754839	0.889493492187237
HEATR5B	-0.38964960405646	0.444215540758185
STRN	-0.326739655596336	0.613420004159829
VIT	1.37671658447543	0.0822492070885461
FEZ2	-0.0296242449000932	0.956716250793238
CRIM1	-0.00535311896561453	0.995971025308474
	0.184035393367295	NA
FAM98A	-0.0896869841599404	0.792259583636413
RASGRP3	-0.36169802289683	0.455282026164363
LTBP1	0.0261554573014086	0.961473426408032
	0.0597449985163301	NA
TTC27	-0.0282125545350712	0.951826975155747
BIRC6	-0.152054368847641	0.777735284645651
	-0.000783602371910664	NA
MEMO1	-0.188713834670549	0.680073197506403
DPY30	0.00406899153271798	0.993749112313769
SPAST	-0.387736293077059	0.452822551225428
SLC30A6	-0.00469659456884266	0.993749112313769
SRD5A2	-0.059597605661677	0.961067030597872
XDH	0.0290954055129847	0.976095770055134
GALNT14	0.537802119229735	0.678555404313975
YPEL5	0.0981239106824295	0.859273855495206
	-0.195092684800243	NA
ALK	0.46047057252576	0.723932407823229
TOGARAM2	0.632388744423585	0.638886410254444
CLIP4	0.566580300536034	0.367181640692541
WDR43	0.0429009337512578	0.94457615635945
SPDYA	0.100268981409861	0.866503994763665
PPP1CB	-0.235575220877376	0.621676319179141
C2orf16	NA	NA
ZNF512	0.0381457411061108	0.928562631062847
GPN1	-0.0493699211762825	0.893294252877735
SUPT7L	-0.13372487920271	0.745203943517444
SLC4A1AP	-0.235747218413738	0.548426185901224
SLC5A6	1.32115531967748	0.0117331236094675
PRR30	-0.0114601324223572	NA
PREB	0.539502096467512	0.499967289210003
ABHD1	0.387118699205774	0.667710880326957
CGREF1	0.992604128206921	0.227385122992876
KHK	0.448866041596103	0.652934623839514
EMILIN1	-0.298008904950809	0.824209025275331
AGBL5	0.167465222319418	0.73285870527895
TMEM214	0.226993757212429	0.736356198443107
DPYSL5	0.169988795669958	NA
SLC35F6	0.2315792291601	0.785912724964362
KCNK3	0.29402205713762	NA
CIB4	0.585017834660125	0.592223066503895
C2orf70	0.0596685124827011	NA
DRC1	-0.260207615733359	0.774968502944342
HADHB	0.000437220716683297	0.999509701076361
ADGRF3	0.79069656166114	0.45739610144431
HADHA	0.085347100284504	0.741289447890076
GAREM2	-0.147950839316589	0.89956846282584
RAB10	-0.107981724871794	0.865577901446087
KIF3C	0.00421266722426142	0.999626330347552
ASXL2	-0.113565997497591	0.848393372488207
	-0.35814414766083	0.386187395870086
DNAJC27	-0.107279791654784	0.790974005695805
ADCY3	0.124500187755241	0.872708927309688
CENPO	-0.368297235046919	0.453780321726934
NCOA1	-0.498312377383565	0.0606335917885972
	0.259872461836206	0.668863938673833
ITSN2	-0.273426630664624	0.660612493718207
FAM228B	0.0718907804477335	0.930259580264411
PFN4	0.0592241994341083	NA
TP53I3	-0.178766169446037	0.842755060668525
SF3B6	-0.0637817245561165	0.872613760810999
WDCP	-0.0510489215478705	0.915180727468636
MFSD2B	0.0409532988787987	0.95488909718601
ATAD2B	-0.148484524567508	0.802380650685287
KLHL29	0.285279985902254	0.751955173332567
APOB	0.188527232968702	0.790806899482692
	0.659385547549721	0.134983850395565
PUM2	-0.204780466531786	0.705976566219494
SDC1	-0.469695957599027	0.473520648828327
LAPTM4A	0.0498986910816094	0.93092486020109
MATN3	0.18317871943783	0.958754521294899
WDR35	0.0169720367594671	0.983608650218095
OSR1	0.367577191672913	0.702002663207266
	-0.0755482355055265	NA
RDH14	0.0370373239867788	0.941643526317334
GEN1	-0.508182161340348	0.485520611306717
SMC6	-0.390708370468663	0.462326410834135
VSNL1	-0.312854973884454	NA
FAM49A	-0.190337297935751	0.799723890584813
MYCN	-0.504977393468249	0.516543356784285
DDX1	-0.191176899738032	0.590769878256202
NBAS	-0.183164585738482	0.554170837698957
LPIN1	0.509339839464673	0.557134615040573
NTSR2	NA	NA
ROCK2	0.0307404928045578	0.98228743591672
PQLC3	-0.233685510533024	0.545164500115742
PDIA6	0.0748360338839917	0.858181656006205
ATP6V1C2	-0.0136402980559388	NA
NOL10	-0.101232110720555	0.799121784087234
TAF1B	-0.0455225947333935	0.926407964025737
YWHAQ	-0.148166395555814	0.660612493718207
IAH1	0.288912399296286	0.443192589876102
ADAM17	-0.192675865853986	0.501194314729857
ASAP2	-0.693608308755837	0.00434702517195151
KIDINS220	-0.158230578831121	0.514173732475197
ID2	-0.198549894685607	0.696677895873913
RNF144A	-0.334527953958602	0.442510846438358
CMPK2	0.273129847186224	0.787836741792338
RSAD2	0.708958464103571	0.474047250211738
SOX11	-0.276661280588455	NA
ALLC	NA	NA
	NA	NA
ACP1	0.0314376327822245	0.917933011806063
	-0.153867762397746	NA
FAM84A	0.647070153810413	0.679575498677544
	0.059633498874267	NA
RBAK	-0.00292238048480108	0.996948860051597
	NA	NA
LETM1	0.153012165043376	0.846376940819067
SLBP	-0.121304047721787	0.596915320199257
	0.0816231054242183	0.935947928286713
TMEM129	0.312867998718019	0.795770385560956
NELFA	0.267668289746725	0.817237305379432
NSD2	-0.261337480269032	0.681080604481186
POLN	0.56257307696515	0.337743004111342
C4orf48	0.0596471898528562	NA
MXD4	0.252774045173746	0.826480676175266
ZFYVE28	0.251923763412185	0.858097635310098
RNF4	0.0532776419788476	0.91859939385898
TNIP2	0.367727689663458	0.686020412687426
ADD1	0.157142826500179	0.786607555893344
NOP14	0.371637136371182	0.448027542903427
GRK4	0.729690975134896	0.0310830993006413
MFSD10	0.236736887676474	0.620838149901979
HTT	0.336922328100126	0.629479954086446
RGS12	0.109660164187635	0.878493960639747
HGFAC	0.620374934027589	0.371847424461928
LRPAP1	0.457602840243038	0.531815645881266
DOK7	0.0963725210969838	NA
ADRA2C	-0.232145061604291	0.893514880746121
	NA	NA
JAKMIP1	-0.727397034871195	0.563239543860644
	-0.216638961052887	0.838569261224998
KIAA0232	-0.35154972341607	0.412486985610955
PSAPL1	NA	NA
HMX1	NA	NA
ABLIM2	-0.290209699536344	0.784138096929219
	0.0755210700039989	0.946589274488724
HTRA3	1.28108518311106	0.0274871348912738
ACOX3	0.101050884732209	0.890979210296849
CYTL1	-0.19474354623117	NA
MSX1	0.130636991703024	0.826297648699141
ZBTB49	0.104643108577166	0.881429915827641
LYAR	-0.170107245049746	0.644754143363962
DRD5	NA	NA
OTOP1	0.0492319028971971	NA
BOD1L1	-0.148781596383501	0.56795319593823
C1QTNF7	0.0939415487928641	0.897339388057856
CC2D2A	0.0152379145343966	0.970807098431645
FBXL5	-0.144953359528483	0.750460165082987
FGFBP1	NA	NA
CD38	-1.0008332094484	0.119094241680237
PROM1	-0.376932407850804	0.681436963217472
NCAPG	-0.701060774404692	0.137798061167565
LCORL	-0.367499768831845	0.539036670449186
SLIT2	-0.186800129806657	0.86723934572801
PACRGL	-0.043200646992705	0.944330184448044
ADGRA3	-0.327124364616035	0.259208809442858
GBA3	0.133620423311868	0.883929384537918
DHX15	-0.256251530593058	0.551373599691133
SLC34A2	0.371040556414334	0.553605322370579
TBC1D19	-0.215815465656055	0.571873450549212
STIM2	-0.650386684977825	0.0844106804577062
	0.0321486562537532	NA
	-0.47460698831	0.354944502116261
	0.248134894055016	0.839145210151705
ARAP2	-0.981088492299246	0.148733597864621
	-0.554863213368258	0.461906697874753
NWD2	-0.369116189785597	0.679639112469538
C4orf19	0.492151932048406	0.376488166404831
RELL1	-0.168643354154448	0.741028608365057
PGM2	-0.0159730321965938	0.970723083093176
FAM114A1	-0.062920855560606	0.89744723780146
KLHL5	-0.440352647106258	0.263675267546105
RFC1	-0.161132166736821	0.75866183474262
WDR19	-0.119527531501335	0.753145531242713
N4BP2	0.0137422787064153	0.993111002679122
RHOH	-0.33682104092153	0.550567487760621
RBM47	0.211920775575951	0.730709701951273
LIMCH1	0.00884085186584702	0.993749112313769
SLC30A9	-0.0752314376035767	0.882141791241541
BEND4	-0.0857177891589617	0.974764981966972
ATP8A1	0.00355187577037673	0.997178327330536
GRXCR1	0.88320525542656	NA
YIPF7	-0.0501682395028712	NA
GUF1	0.00269732360115812	0.996724452431601
GNPDA2	-0.10605774897743	0.868110084884435
GABRG1	0.290379764697441	0.686496218241914
ATP10D	-0.13818980470596	0.800984012350817
CORIN	-0.0557291377866039	0.944196439956863
NFXL1	-0.287857851524529	0.561669033212319
TXK	-0.107996183673114	0.907012618328083
TEC	-0.643872704451735	0.057535140124963
SLAIN2	-0.346464202286515	0.253069728616569
SLC10A4	-0.0503195692508288	0.961067030597872
ZAR1	NA	NA
FRYL	-0.372487948591427	0.454157707807269
OCIAD1	-0.115696812368527	0.82667174128753
OCIAD2	-0.170312852511143	0.766926932451079
CWH43	-0.018535877590208	NA
DCUN1D4	-0.587208224649537	0.0414849993164091
LRRC66	0.095283222113128	0.856254127014907
SGCB	0.319976094457611	0.611695687678695
SPATA18	0.0609701195392512	0.944196439956863
RASL11B	1.5407416352132	0.000794764575341714
SCFD2	0.0877259493969967	0.891108083391701
LNX1	-0.147803557078773	0.835535397233909
GSX2	NA	NA
PDGFRA	0.0588341948278654	0.937049310375494
KIT	-0.0700534994329287	0.938559913183269
KDR	-0.733198671884854	0.102632083131415
	0.21689722959789	0.702002663207266
	NA	NA
	NA	NA
	-1.02172549333592	0.250584447565873
	0.0597459980396196	NA
	-0.322946896933834	0.777127405561626
TLL1	-1.18877722842818	0.0686958724868165
CPE	0.698038483233046	0.263675267546105
	0.0596589680954076	NA
MSMO1	-0.184023222940486	0.679639112469538
KLHL2	0.0241008765151634	0.954455878623038
	-0.134299125275383	NA
GUCY1A1	-0.772919551742585	0.189968973420318
CTSO	-0.538988406300164	0.105900815023892
TDO2	0.0229955773021031	NA
ASIC5	NA	NA
GUCY1B1	-0.937880829085779	0.0585355883028907
FAM198B	-0.423644524155191	0.433903662385847
TMEM144	0.037267889825368	0.963040630473223
RXFP1	-1.12235318923892	0.159206790733544
ETFDH	-0.0847519458014988	0.839612926212001
PPID	0.0203771491023325	0.969480794161328
RAPGEF2	-0.25286819223499	0.274177688180533
	-0.0166254680503184	0.987767367458809
	NA	NA
NAF1	-0.280956052138733	0.452822551225428
NPY1R	-1.36019995282034	0.00441427238672481
NPY5R	-1.01029795562981	0.0987037112645532
TMA16	-0.0210793264666739	0.961643801766712
	-0.100790596370218	0.857527573940534
	0.595221323687215	0.287789375863564
ARL9	0.59960994941168	0.26209891572565
SRP72	-0.204659679877661	0.549215171995983
PAICS	-0.0403127814969416	0.950533361178905
PPAT	0.308124287247359	0.571873450549212
KIAA1211	-0.47024660072585	0.455190389255989
PDCL2	NA	NA
CLOCK	0.0962206247644556	0.878680463945536
IGFBP7	-0.176972102588803	0.82354576915413
EPHA5	-1.02555882099986	0.189968973420318
CENPC	-0.37112532661425	0.430248634728278
STAP1	-0.110998946650424	0.898329765617859
UBA6	-0.258448318757532	0.617492235780034
TMPRSS11D	NA	NA
TMPRSS11A	0.169079806496876	NA
	0.0596685124827011	NA
	0.352979633786367	NA
TMPRSS11F	0.879921008869901	0.149808023129748
TMPRSS11B	NA	NA
	-0.0243694685422607	NA
AMTN	NA	NA
AMBN	-0.628866153184334	0.446242875954126
ENAM	0	NA
GRSF1	-0.0630855574461144	0.89956846282584
DCK	-0.379342194496239	0.372090109451696
SLC4A4	-0.620014759207619	0.33120989930918
NPFFR2	-0.100787008964353	NA
COX18	-0.112116547269287	0.812878579088104
ALB	0.0827374214065881	0.903819458289061
AFP	NA	NA
AFM	NA	NA
RASSF6	0.471056241010694	0.629238127108332
CXCL8	0.588955553563714	0.536663157484482
	0.31859942704244	0.737331418992412
AMCF-II	2.19203105458837	0.00161578572583176
CXCL2	0.628021226139978	0.498869505143748
MTHFD2L	-0.44385253773437	0.575978299563128
AREG	-0.0250134215995634	0.970550773320855
	0.393921000319062	0.633556617362697
PARM1	-0.612605843101534	0.630715478377923
	0.543447699496343	NA
RCHY1	-0.162528962953536	0.710152474931964
CDKL2	-0.0951957588297684	0.914118441400443
USO1	-0.170155540789887	0.700348742931182
PPEF2	-0.680460464577017	0.562432179323692
NAAA	-0.474809190549107	0.566077603928835
	-0.000260090851264253	0.999626330347552
ART3	1.84935138065339	0.0186588093290626
CXCL11	0.649823695882801	0.554768030610741
NUP54	-0.284601083630436	0.611347892988358
SCARB2	0.0223897719946022	0.966528098500662
	-0.0514151693770768	0.900880304343998
CCDC158	-0.0112487862379302	0.989576281789401
SHROOM3	0.933571478090816	0.32725128882764
SOWAHB	-0.0500768707290216	NA
SEPT11	0.21100199499343	0.667232677005292
	-0.022671438991522	0.969663090633471
CCNG2	0.0670410708888107	0.915180727468636
CNOT6L	-0.313971811256322	0.559641324115554
	0.150847657444779	0.785497735244939
FRAS1	-1.62401208538773	0.000360916969716317
NPY2R	-0.0118497725874573	0.993111002679122
RBM46	-0.243166658017844	0.766926932451079
LRAT	-0.792191257982956	0.501965565746469
PLRG1	-0.220796050541115	0.508508515974178
FGB	0.035613828814247	0.976205421712481
	NA	NA
	-0.850496666031288	0.467607373552361
	0.148771048106132	NA
TLR2	-0.206340130392096	0.735865534278745
SFRP2	-1.14665542724259	0.154459847256403
TMEM131L	-0.355036894157329	0.0835134798586278
MND1	-0.828208677271412	0.0862558399469012
ARFIP1	-0.110853201256346	0.829692933130005
FHDC1	-0.147580923938114	0.739313412805521
TMEM154	0.0315717899796044	0.972200495069379
GATB	-0.0194945398618191	0.970723083093176
PRSS48	0.568581611196345	NA
SH3D19	-0.108394728425623	0.856721098974005
RPS3A	0.0570004278330328	0.919927725940849
LRBA	-0.676998330383483	0.0629056829627226
MAB21L2	-0.224604091011801	0.934961625613119
DCLK2	-0.545413111511593	0.218821899692283
ARHGAP10	-0.410273275875977	0.0945600785712561
PRMT9	-0.262684289651275	0.543460755495124
EDNRA	-0.621517172630944	0.0759676816329841
SLC10A7	-0.246626815186136	0.551373599691133
ZNF827	0.0786017739870147	0.874782778561894
MMAA	0.177446033043764	0.687357121460979
SMAD1	-0.910036954611215	0.00175605949715819
OTUD4	-0.22966534103112	0.623357383460071
ABCE1	-0.0570719645727126	0.922022037707319
HHIP	0.280981280220287	0.811967500427193
	0.498994248238383	NA
SMARCA5	-0.252791386507149	0.620838149901979
GAB1	-0.187653623071972	0.673412039355637
USP38	0.0454882218316042	0.937049310375494
INPP4B	-0.385029224738511	0.580372344802206
IL15	-0.729489009866961	0.0593135778073739
	0.143833750334826	0.679969887831528
RNF150	-0.671899125824885	0.317228456006193
ELMOD2	-0.0215747478554255	0.97769677252273
MAML3	-0.0125894000306105	0.991955977812063
NAA15	-0.148308905266395	0.77328290678157
MGARP	0.120181859540568	0.895503552537266
PABPC4L	0.29857876692503	0.814010676562589
C4orf33	0.0474622008852319	0.953910749709253
JADE1	0.0995860130329334	0.825515934295765
PGRMC2	0.399468569895372	0.45739610144431
ABHD18	-0.204804437805971	0.75121413610388
MFSD8	-0.312868417938116	0.569877046658716
HSPA4L	-0.440929249237281	0.358221302544231
SLC25A31	-0.011828604447185	NA
INTU	-0.333124770328476	0.661511060410177
SPRY1	-0.194382775662119	0.776555352155456
SPATA5	0.0420744226695254	0.931211433372305
NUDT6	-0.0216062056218551	0.970723083093176
IL21	NA	NA
ADAD1	-0.286567442733368	NA
KIAA1109	-0.260480036096614	0.680690992310466
TRPC3	-0.970242200887465	0.232631650011729
BBS7	-0.291383096908352	0.586731481557877
EXOSC9	0.0130653560543386	0.983791657262147
ANXA5	0.13895589075373	0.760013723055834
QRFPR	1.82534384837827	0.0147033431001843
TNIP3	-1.00772219124743	0.225853991450144
PRDM5	-0.323470855948975	0.557744243603093
	0.142118286921264	NA
	0.0635298177643968	NA
	0	NA
PDE5A	-0.51111964769453	0.423018149651023
SYNPO2	-0.0383870840177425	0.969663090633471
SEC24D	-0.169931684944999	0.667483659349793
METTL14	-0.106466484164479	0.812878579088104
PRSS12	0.306570355448234	0.481883388826768
NDST3	0.0872388863834578	0.935947928286713
	NA	NA
