gene_name	synovitis_with_corticosteroidvsControl_log2FoldChange	synovitis_with_corticosteroidvsControl_padj
	1.09400933563019	0.0765795051276305
	0.554313080256271	0.342288080000219
CLDN23	NA	NA
LONRF1	-0.644954606805485	0.0197537097096865
TRMT9B	-1.43436641125493	1.57666406946591e-05
DLC1	-0.589165819039513	0.00389965764808201
C8orf48	-0.0423683358512729	0.920604817085661
	-0.0630089297716854	NA
	1.32118575080513	2.50406269181716e-07
MSR1	0.962132658788929	0.0114646190519394
FGF20	NA	NA
MICU3	-1.72083440286323	2.65850474989091e-05
ZDHHC2	-1.9339982541956	7.5810844046071e-09
CNOT7	-0.515521536144506	0.0551504749731675
	-0.329342148184801	0.201512963023406
	0.119840497978937	0.825400532695079
SLC7A2	1.18799757545971	0.0098130531369445
PDGFRL	-0.448712885908696	0.225163269492589
PCM1	-0.576487469149358	0.0462894380420532
ASAH1	-0.0702123787169545	0.890693042371898
	-0.295496870890619	0.286127859392376
TRIML2	0.381586403942002	0.614952214039675
FAT1	0.529321777056277	0.00498926282072142
	0.662517085143007	0.179096894474002
MTNR1A	-0.0625100679233742	NA
	0.135052310893689	0.681740623476093
INTS10	-0.197162556802843	0.210988732881474
	0.10998306154803	0.859860028479184
IDO1	-0.963227368715285	0.145919823812785
ADAM18	-0.0624373741232139	NA
ADAM3A	-0.063219739059741	NA
ZMAT4	NA	NA
GPAT4	0.752881022722684	0.0384140513039374
ANK1	-0.638106453926267	0.17755309231946
KAT6A	-0.269621130388127	0.13403721219023
VDAC3	-0.369298192607322	0.043706006068148
SLC20A2	1.01417008356949	0.00790353211275204
DKK4	0.214959622882421	0.78647829295496
IKBKB	0.916881366987856	0.000324481542441917
	-0.113256408266669	0.635203821707456
PLAT	0.598666336773481	0.218827759331374
AP3M2	-0.77751729511354	0.00256708399920351
PSD3	0.106025372234668	0.752887318034144
PRNP	-1.10753056322982	1.66042556546937e-07
GPCPD1	0.314321612079593	0.341531079722695
TRMT6	0.00763504261685766	0.961439429620559
MCM8	-0.371683697683676	0.107859050188692
LRRN4	0.122903491334626	0.902769651943233
FERMT1	0.21687874832645	0.602720465380882
	-0.191411952607361	0.750019263381967
PLCB1	-1.32880921658646	0.000339529807776916
PLCB4	-1.4997341853877	0.000149407788409714
PAK5	-0.521998429190068	0.552074347130936
LAMP5	0	1
ANKEF1	-1.21795255629721	0.0719521512346324
MKKS	0.176476658729256	0.252642457833754
	-0.0370128561172625	NA
SLX4IP	-0.0413924467788233	0.903536579959119
JAG1	-0.488980668749188	0.147127571284144
SPTLC3	-0.739800440824712	0.0982097244861869
ISM1	0.24998726629109	0.628500766284824
TASP1	-0.16117877776473	0.596420779189834
NDUFAF5	0.0355826755853262	0.889138033238005
ESF1	-0.119358363453382	0.660752050715089
SEL1L2	0.161844077764801	0.705358224691388
FLRT3	-0.0500747145725596	0.930506816362583
	-0.0930806913237151	0.551118970429053
	-1.96869369315368	0.00386811341440272
PCSK2	-0.138389637251098	NA
BFSP1	1.79965062846794	0.00192325945521904
	-0.480391794482773	0.138185946236021
BANF2	NA	NA
	0.158843301082125	0.572236615794628
	-0.433645765457133	0.022901827923107
KAT14	0.0475421983183953	0.717554286184318
ZNF133	0.210124742600125	0.580436718846682
DZANK1	-0.714028550977554	5.99294219078028e-05
POLR3F	-0.0622410727511033	0.769363085356771
SEC23B	0.485417651262211	0.00593497005422075
	0.0082086153358685	0.978201736642492
SCP2D1	0.0260182409935519	NA
SLC24A3	-1.50013583137408	0.00533536797637217
INSM1	NA	NA
KIZ	-0.123128600635538	0.265758827173644
XRN2	0.0304611000425427	0.87836332355385
NKX2-4	NA	NA
PAX1	0.20526253994534	0.77903214764889
FOXA2	0.659099978027382	NA
THBD	0.0115404505702368	0.986705028094284
CD93	0.0710036922868371	0.899265997125248
GZF1	0.106526130914519	0.493318137818311
NXT1	1.33737082726719	0.0142583441880704
CSTL1	NA	NA
CST11	NA	NA
	NA	NA
CST8	NA	NA
	NA	NA
SYNDIG1	0.571624570030115	NA
CST7	-0.139593972740609	0.776390779609754
ACSS1	0.346055592991172	0.31807459286486
NINL	0.285618014107969	0.585388766520918
ADRA1D	-0.446958174560455	0.564092370081887
SMOX	0.858480678733435	0.0225760829331559
PANK2	-0.0115842444387561	0.944445134572982
MAVS	0.647073049404219	0.0960572101917226
ADAM33	0.231783318759762	0.64686991068521
SIGLEC1	0.277252860745161	0.483368696468371
HSPA12B	-1.15394227254472	0.00203059166244929
SPEF1	-0.31291390603403	0.269645025934196
CDC25B	-0.18623142180037	0.421435149661079
ATRN	-0.11021687518235	0.442326714255876
C20orf194	-0.589750789488939	0.00108717007709948
SLC4A11	0.464392499224905	0.373572581752951
DDRGK1	0.851450112241547	0.0461468040562171
LZTS3	0.111592541480809	0.79887287962972
UBOX5	0.329241398956364	0.0886902828903949
AVP	NA	NA
OXT	NA	NA
MRPS26	0.627029305789874	0.166399902739076
PTPRA	-0.269081251266688	0.0220473058867418
VPS16	0.830016377564965	0.0143036953221306
PCED1A	0.700773445113438	0.12442021336986
TMEM239	NA	NA
CPXM1	1.13477958112446	0.0209136920551311
EBF4	0.387136189219036	0.541885514438842
TMC2	-0.150512654855955	NA
IDH3B	0.25191901962455	0.274656978828343
	-0.130301902449698	0.962452423862345
STK35	0.340629104338119	0.227709109631781
	0.521234309774366	0.429837465167529
SIRPB2	-0.00312982505038405	0.98975140640752
	1.05914960961304	0.0524075175060158
NSFL1C	0.455213098018499	0.178306125162694
	0.154009444217758	0.245002565950122
SDCBP2	0.650888479211964	0.291060153144098
RAD21L1	NA	NA
C20orf202	0.0466779134917843	NA
RSPO4	0.65735414512278	0.34264332533978
ANGPT4	0.417711188589623	0.296330223618387
SLC52A3	-0.634537945541491	0.158478272741817
FAM110A	0.147146343721516	0.791606251778073
	-0.18265513340285	0.347650165518797
RBCK1	1.44834674871789	0.00542466458037678
ZCCHC3	0.683928931483911	0.335506124248944
C20orf96	-0.63498726821258	0.314900435694482
DEFB116	0	NA
	NA	NA
DEFB125	NA	NA
DEFB129	-0.0623359343447782	NA
	NA	NA
	NA	NA
	NA	NA
DEFB123	NA	NA
HM13	0.784882977890876	0.00833368293629569
MYLK2	-0.170445082044448	0.696032569332258
DUSP15	-0.715127083803992	0.149591147614205
TPX2	0.682690137395758	0.0414920804475491
TTLL9	0.0101532217831024	NA
PDRG1	-0.0946314315970296	0.614814343310244
XKR7	NA	NA
CCM2L	-0.00702682166914111	0.957373965470632
HCK	0.915875614920721	0.0495531781759061
PLAGL2	-0.0410380131694084	0.837920653405877
POFUT1	0.12268655731133	0.595652391533442
TM9SF4	0.166330447761595	0.370404627863768
KIF3B	-0.465350850229036	0.120841272465443
ASXL1	0.224465225736714	0.355776279737725
NOL4L	-0.0710664797857083	0.80026632648421
DNMT3B	-0.145017750615908	0.619081647910403
	0.272118513220464	0.17026205162294
SUN5	NA	NA
BPIFA2	NA	NA
BPIFA1	0.397734275986796	NA
BPIFB1	-0.0122643164697817	NA
	0.0465132962047688	NA
	0.0983959869983688	0.91540266581644
	-0.285666365820338	0.0530803207800885
E2F1	1.86662460707708	0.0010793897140305
CHMP4B	-0.065866679685475	0.717004554615529
RALY	0.437950712037991	0.0882378368142727
ASIP	-0.832217260018812	0.152022596064598
AHCY	1.32814340151796	1.36464438869197e-06
ITCH	-0.376402354814197	0.17755309231946
MAP1LC3A	0.861249750224523	0.114930791049354
PIGU	-0.284434073772867	0.101908536701294
NCOA6	-0.337807240084773	0.00499765195818555
GGT7	0.241266575839868	0.508501057952503
ACSS2	-0.151607187648646	0.580642258633868
GSS	0.179140276660612	0.432911014077754
	0.801759962929908	0.0657099181413548
TRPC4AP	0.156916565322361	0.130910171577309
EDEM2	0.595065211349997	0.0156851124378633
	-0.398134754072129	0.0788565620375106
SPAG4	0.00361691814860121	0.94822482687154
CPNE1	-0.00237083005445647	0.984454504202351
	-0.098191015286121	0.48498443743677
ROMO1	1.35275510272203	0.0210467300420091
RBM39	-0.314305520338527	0.147796075128508
PHF20	-0.451196809142265	0.0424430498959897
SCAND1	0.0514871545809482	0.723646299475952
CNBD2	-0.326741282878786	0.585561214720232
	-0.343225720775232	0.462271494349005
AAR2	0.206234289303826	0.359990245246238
DLGAP4	0.123298929590553	0.725962851081632
	-0.735103307268851	2.46038271074327e-05
DSN1	-0.0750788589229299	0.767789861135478
SOGA1	0.818190361980139	0.103145511115579
RBL1	-0.0512153780156191	0.969089582088179
GHRH	-0.0634733039600633	NA
SRC	0.133609790538912	0.762357772740061
NNAT	-1.14370663424654	0.180028839608467
CTNNBL1	-0.0673743525524294	0.717554286184318
VSTM2L	0.530914484563423	0.762618628046089
TTI1	0.458821816687568	0.0531631197530601
RPRD1B	-0.469367029824941	0.00599755200197934
KIAA1755	-0.330029370673806	0.46108335395931
RALGAPB	-0.106869697610264	0.669888338164966
ADIG	-0.725323375029789	0.460322060356177
SLC32A1	NA	NA
ACTR5	0.241447894217991	0.245454082617108
PPP1R16B	-1.12277444148076	0.0076059990958843
FAM83D	0.811858254859688	0.00137557463427805
DHX35	0.220747562174775	0.136819986015161
	-0.0747885924295791	0.77903214764889
PLCG1	-0.328198435764329	0.174320105914455
EMILIN3	-0.209939833562634	0.750019263381967
LPIN3	0.964410127671147	0.0749089318881079
CHD6	0.466046443630527	0.00450453443308301
SRSF6	0.253303670193581	0.16376230409035
IFT52	-0.389005170729289	0.0206872703269771
	0.851759138484795	0.125438748435668
MYBL2	2.18722991275875	2.33659719762079e-05
GTSF1L	0.189108292222139	NA
	1.22945065769653	0.082272141764489
R3HDML	-0.0640436121616805	NA
HNF4A	-1.03087300530569	0.18375999950564
GDAP1L1	-0.0597145589456784	0.815638470629617
KCNK15	NA	NA
	-0.208795704843737	0.221674603408914
PABPC1L	-0.0593568241007237	NA
TOMM34	0.347406700374708	0.507460941015953
	0	NA
KCNS1	-1.8178105663142	0.00214033576705876
MATN4	-0.182896708022573	0.943081239258725
SYS1	0.806999159822493	0.00240358712478047
	0	NA
WFDC8	-0.0631316436583897	NA
WFDC9	NA	NA
PTI	0.350630970740397	NA
	1.40584215060947	0.00646428832068788
DNTTIP1	0.61659936504225	0.0449534103553018
UBE2C	1.78502624595881	7.24500992742435e-06
TNNC2	0.910535720997428	0.243585062449754
SNX21	0.99322749943842	0.0233756097203449
ACOT8	1.2817072111354	0.012309241117024
ZSWIM3	0.0181382061668319	0.97012483891152
ZSWIM1	0.00295835844346321	0.988130975672036
NEURL2	0.573511837826879	0.0445544598488624
CTSA	1.14843696281812	0.000247358247127882
ZNF335	0.968906820935958	0.0406830533168503
PCIF1	0.929348614801929	0.0534129703818251
	0.841320621630416	0.0994998639224316
MMP9	0.799040476120633	0.207930277886119
SLC12A5	-0.606250211144832	0.175975857586704
NCOA5	-0.127343359075197	0.382602509211803
CDH22	0	NA
	NA	NA
OCSTAMP	0.337567846798833	0.163319229631658
SLC2A10	0.26277396296683	0.258049029379803
TP53RK	0.28713264384254	0.16879597856525
EYA2	2.04133838434778	6.50145454953366e-06
	0.283194612804812	0.143651469497478
SULF2	-0.957829278364679	0.00139934691851845
NCOA3	-0.402251127792461	0.0714481169382199
ARFGEF2	0.180845025085207	0.366136189190493
KCNB1	0.448079211910068	0.386330895327673
PTGIS	1.19855414963193	0.00640419093233533
	0.598267333185874	0.248596372408379
B4GALT5	0.342294846164426	0.147593246019885
SLC9A8	-0.209295619624681	0.185094815907147
PTPN1	0.443683022930366	0.00728147578681875
RIPOR3	0.903706776817485	0.028750490135237
BCAS4	0.787423004520513	0.08394148840692
ADNP	-0.23165117643485	0.257000969029112
MOCS3	-0.107671507818833	0.571620180350606
KCNG1	2.07914406521843	2.31539032972327e-06
NFATC2	0.144455035784791	0.686001962339216
ATP9A	-0.400824338893577	0.301106413404948
SALL4	-0.294166602069604	0.449727566407769
	0.0467204511087538	NA
ZFP64	0.781170342851297	0.0224052229113572
	0.888366910622745	0.0188719607892526
ZNF217	0.459992997135179	0.0485210175348164
BCAS1	0.741655646849355	0.203428249068669
CYP24A1	0.600486699910851	0.174393993138768
PFDN4	-0.082238048845157	0.797790067477454
DOK5	-0.566508019576123	0.397659267042076
CBLN4	0.103154824458401	NA
MC3R	NA	NA
FAM210B	-0.650734238740576	2.00897845274145e-06
	0.80668858175987	0.00346870078158225
CSTF1	-0.145755326183365	0.426798213086798
CASS4	-0.101635966837382	0.740248502273311
RTF2	0.19967545480592	0.112618922872953
GCNT7	-0.359034567597742	0.302008812077174
FAM209B	-0.0812862099802796	0.845194054470815
TFAP2C	-0.37657114123064	0.408792905385675
	-0.0473968237015505	0.957377036936481
BMP7	2.05007452370369	0.000275280862418434
SPO11	0.412867207502622	0.458237284961226
RAE1	0.380562026504399	0.0175949433716208
RBM38	-0.374063441214616	0.543929634924757
CTCFL	-0.790987123580439	0.292922170765128
PCK1	0.233066502400218	0.708315236165583
ZBP1	0.780705955524184	0.195426654866437
C20orf85	NA	NA
ANKRD60	0	NA
	0.0672813323312342	0.767526203488602
RAB22A	0.411443533476951	0.00207351881826247
VAPB	0.456923368520492	0.00716476857927237
APCDD1L	-0.0279920380148866	NA
	0.382097127471918	0.000364807573713771
NPEPL1	1.00035402387887	0.146962545389462
GNAS	0.0395645939791176	0.875048015072826
NELFCD	0.284953910697671	0.479436461631196
CTSZ	1.54041883013167	0.00240358712478047
TUBB1	0.00437278280461292	0.977366257578929
ATP5F1E	0.240719295100549	0.275297490957268
	0.853521304603396	0.0106411243379873
ZNF831	-0.135635033508958	0.74276894886226
	-0.536142756474828	0.446709960722694
PHACTR3	0.31827855581251	0.648939403212075
SYCP2	1.25531246748737	0.000940310040586439
PPP1R3D	0.119298630352965	NA
FAM217B	-0.0802068149996623	0.705698134707896
GATA5	0.108267256456042	NA
RBBP8NL	NA	NA
CABLES2	0.914024527703272	0.0209203624100173
PDGFA	-0.21228816888231	0.508317721514231
PRKAR1B	1.06666179015671	0.0332734566568071
DNAAF5	0.984487297514066	0.0464999987217443
SUN1	0.0543036366886812	0.822334350111696
ADAP1	1.35118461840701	0.0155731723124246
CYP2W1	0.0830534140558312	NA
	0.434752492829248	NA
ZFAND2A	1.33170988189489	1.43324707659944e-05
UNCX	NA	NA
PSMG3	0.225831502882421	0.581312928517456
MICALL2	1.76166753654012	0.000845070238389296
INTS1	1.70958348864902	0.00230044630760864
MAFK	1.44238491315073	0.0307355744207063
TMEM184A	0.344808468035404	0.400877959482956
BRAT1	0.772666406350608	0.192911488152157
AMZ1	0.0134194558756654	NA
TTYH3	0.483277162623113	0.163962310944979
CHST12	1.85111006329474	0.00113092527232444
IQCE	0.40627205257774	0.159350997230531
GRIFIN	-0.0647512394870732	NA
LFNG	-0.0127674152909478	0.962660995077812
SDK1	1.13026369965534	0.0270921556544096
RADIL	0.47509946656647	0.414237704757445
FOXK1	0.459103812801983	0.012309241117024
AP5Z1	0.761972831792672	0.048886710156074
	0.0920375656827603	NA
WIPI2	0.915596818001365	0.0267412319705809
ACTB	1.00179120957201	1.49339715375597e-06
FSCN1	1.13162359672032	0.0284635643224496
	0.661958639999869	0.476208182005178
PMS2	0.0113617627668493	0.970525915915185
EIF2AK1	-0.157928105104869	0.264107390175954
ANKRD61	0.454181454645022	0.526085150834797
	0.0273188278852276	0.993463317647283
LMTK2	-0.509904262714236	0.0109009899931433
TECPR1	1.35925068856873	0.00362690283008022
BAIAP2L1	0.344521129428809	0.253560066224419
NPTX2	0.699927049390866	0.261074310964394
TMEM130	NA	NA
TRRAP	0.0624931983679395	0.795366203614874
KPNA7	-0.382235601358645	0.303141833256385
	0.43486395922851	0.00696996733997573
ZNF655	0.327327983042223	0.0901469243119555
ZNF789	-0.220742855894865	0.449292859521095
	0.749360740452168	0.00607238154260144
BUD31	0.191911803436614	0.184801431527689
ARPC1B	1.38903959773886	0.000597718869972825
	NA	NA
GJC3	-0.0275660989186501	NA
TRIM4	-0.34247906135579	0.0127896789325365
	NA	NA
	-0.229631921981225	0.859613694866428
	0.119139384062897	0.923705949529972
	0.0511982560227693	NA
LAMTOR4	1.62827593755663	0.00553636536069066
C7orf43	0.31563024875776	0.124783590873313
GAL3ST4	0.28995440407093	0.488592355966349
GPC2	0.830043058033354	0.137513649335288
STAG3	0.197054900507936	0.92557333893926
PPP1R35	0.455318321283052	0.40152518702496
PVRIG	0.11465758805375	0.959307289082061
ZCWPW1	-0.367389077267186	0.0840950863121559
AGFG2	1.41268906326866	1.28881130737467e-05
	0.937382644154938	0.142340739127115
LRCH4	1.18609480085807	0.0175368460513358
GIGYF1	0.179525829291835	0.559751886973665
GNB2	1.46693876441422	0.00589775059629567
ACTL6B	0.568725096124456	0.396355657013258
TFR2	-0.280374455668913	0.659473247099172
POP7	-0.191896114076046	0.311372264134329
EPO	0.137329209537361	NA
ZAN	0.34432062288379	0.903653745777955
EPHB4	-0.150539675269088	0.702217095983984
COL26A1	0.783249195208012	0.214457310857494
IFT22	-0.266921371043044	0.216207342592419
MYL10	2.0034489744233	0.000541808984054273
CUX1	0.158713316471934	0.630306123971069
SH2B2	1.08222242837343	0.0427559969009247
PRKRIP1	0.212937825811556	0.346904186010285
LRWD1	0.916506412423406	0.145919823812785
	0.738695388326284	0.0542264404529947
ZP3	NA	NA
YWHAG	0.0363607410882539	0.864060974029213
	-0.0279793876433606	NA
HIP1	0.545623875729629	0.198898109260996
FKBP6	NA	NA
TRIM50	NA	NA
NSUN5	0.439930423182089	0.0817668690076882
	0.667016685864323	0.0315822270615754
BCL7B	0.811156323721568	0.00372150762238326
TBL2	0.345984954370351	0.00646428832068788
MLXIPL	-0.697262891765676	0.352721314232923
DNAJC30	0.0920818161302564	0.999080109443814
BUD23	1.00734970429363	0.00717116291429967
ABHD11	0.955465260277935	0.0176663470814408
TMEM270	NA	NA
METTL27	0.538534623588628	0.355448687349295
CLDN4	0.855004483331316	0.123876186694339
	1.12755975117838	0.00551258719014932
GTF2IRD1	0.419086023007173	0.363456955409023
GTF2I	-0.480653830899415	0.0203557416749238
NCF1	0.516834338988473	0.25789065125695
RCC1L	0.607767209104582	0.0783460534961365
AUTS2	1.51192894740367	0.000538251956151556
	-1.45836399264933	0.0316188737541555
CALN1	-0.249941610603307	0.665765943689867
SBDS	-0.507476499288915	0.00827495704013776
	0.147543906974413	0.439205481075411
	-0.00455314578748386	0.984773299290439
TMEM248	-0.137820811770853	0.296497200440257
TPST1	0.840222190136455	0.00618051172983113
ASL	1.26708248597564	0.00345788693724582
GUSB	0.66908171215095	0.0017225615561249
NUPR2	-0.0997784210461339	NA
	0.133405040734644	0.571326473027551
PHKG1	0.232788097974929	0.560185913079238
	0.655141170326078	0.010796013350798
PSPH	-1.04430966711625	0.0201386711235297
	0.182954941407144	0.599566949034827
SEPT14	0.00934028366005984	NA
C16orf58	0.435075846117784	0.405532164796931
ITGAM	0.393188291834678	0.316676525503727
TRIM72	0.0383173651160251	0.919003507375329
PRSS36	0.958682908540738	0.16714325075086
BCKDK	0.862488010834783	0.0543102490162845
PRSS53	0.459428756458194	0.215566683250812
ZNF668	1.88977110363045	0.0027767341117787
STX4	0.300800462751699	0.296330223618387
ORAI3	0.78904463633758	0.000107337166045486
STX1A	0.657549410667582	0.357721656304241
	NA	NA
CTF1	-0.511470574555608	0.474208873827036
BCL7C	1.2703492332006	0.0269301285006283
CCDC189	0.26038358928675	0.644395464771017
ZNF629	0.617205015818455	0.0237265076466192
SETD1A	0.716661337823958	0.0704638107722656
RNF40	0.724957705234598	0.0183675229526756
PHKG2	0.941602145330846	0.00087728143457789
	0.395834492138344	0.164072703095851
PRR14	0.571776887442058	0.179791009109932
CD2BP2	0.760448277536498	0.0289918010463998
	0.579972838528858	4.10422507702273e-05
ITGAL	-0.154916723716287	0.721048914901671
TBC1D10B	1.0151282702549	0.0119840194315426
MYLPF	-0.0183038826461423	NA
SEPT1	-0.299334318448558	0.40483762564622
ZNF48	0.711503738067784	0.0450730375875252
TUFM	1.49547473720081	0.00312608286923755
SH2B1	0.704861772104383	0.219007582268233
ATP2A1	0.623786345642803	0.16525148659382
RABEP2	1.31129142393585	0.0124930503419488
CD19	0.357213660457667	0.126256237867669
NFATC2IP	-0.020276497238526	0.892932525435772
SPNS1	1.24380850855639	0.00619005095579304
LAT	1.58622559751274	0.000503825440734406
XPO6	0.750298210280683	8.15928891501343e-07
	0.0460581595884109	NA
KIAA0556	0.370657300870017	0.366248754930753
GTF3C1	0.70899380748079	0.013439116230751
IL21R	0.436893908506663	0.0929885619086599
IL4R	1.85336828053145	6.61236850456895e-06
KDM8	1.00411629430799	0.045877633143273
ZKSCAN2	-1.1629640750008	8.8953600719389e-05
	0.025836208747991	0.900435080651664
RBBP6	-0.317189073708731	0.171005244747739
SCNN1G	0.698095008913924	0.0961764354458656
OTOA	-0.126849839041494	NA
EEF2K	-0.349969967820702	0.0830714697730282
POLR3E	0.814515293953021	0.000180180245131698
SDR42E2	1.71146467484349	0.014908175556357
UQCRC2	-0.13995468589971	0.287148131636981
	NA	NA
	0.218609173797483	NA
CRYM	-0.146123285380254	0.845533767931429
ANKS4B	-0.158023896135221	0.762618628046089
ZP2	0.395778993466802	0.562850639496359
LYRM1	-0.0299997034003818	0.881209712048734
DCUN1D3	0.195820182419718	0.368664920523797
REXO5	-0.248063681547615	0.191361069922229
ACSM3	-0.226181805924695	0.626362636733426
	0.353004204065692	0.418058594317085
UMOD	NA	NA
PDILT	-0.429140254890235	NA
GP2	0.440667545788603	0.126449150270459
GPR139	NA	NA
GPRC5B	-0.904781836275802	8.5979275914025e-05
TMC7	0.0694446774471447	0.821417341029268
TMC5	-0.164020620869051	NA
XYLT1	0.756614840899043	0.150330536079812
ABCC6	-0.272346014870538	0.757656087659929
	0.0496566385857687	0.935212309672824
PARN	-0.385613739249689	0.0148618517685119
ERCC4	-0.117140244021917	0.658338445880822
	NA	NA
ZC3H7A	-0.208369735007522	0.165506636049033
TXNDC11	0.57620053875883	3.06798588340422e-05
SNN	0.476139475679257	NA
	-0.0840633103975955	0.794080383378201
CIITA	-0.0392586159219839	0.914078207430184
TEKT5	0	NA
USP7	-0.11842865170586	0.283210588479778
ABAT	0.144482849559027	0.802961350867379
METTL22	0.803924793474203	0.148694890903626
TMEM114	-0.0640436121616805	NA
RBFOX1	-0.518961002495968	0.33783852450488
	0.557202586047106	0.000381355680180632
	1.13361577022889	0.0104750216357908
	-0.0262313461543753	NA
UBN1	0.686189358045392	3.86539390740322e-06
NAGPA	1.27607920242037	0.00243962824287249
SEC14L5	0.0763610363498984	0.899265997125248
PPL	0.308609665393854	0.55725105343088
MGRN1	0.604760884427117	0.236000372477922
GLYR1	0.475449282180538	0.00456361962858049
ROGDI	1.01639820728415	0.00557745462371029
SEPT12	-0.258039999086943	0.552153060407256
	1.36191796262143	0.0135540319078182
ANKS3	1.01838468216721	0.0221755258243431
	0.113126097476721	0.784872179666705
CDIP1	0.576290529791259	0.180907075471014
HMOX2	0.841155345961132	0.0565752438074533
NMRAL1	1.08627693106559	0.0256814259565981
	1.21882900475575	0.020187871998992
	-0.118586493510138	0.704882005709906
SRL	-0.233760765607443	0.737403469915954
ADCY9	0.352911192703103	0.16478917435819
CREBBP	0.0963761320106679	0.723792403420947
TRAP1	0.801634999411389	0.043686616113202
SLX4	0.387713214124216	0.102603213032596
CLUAP1	-0.0649576739301527	0.727161678636108
NLRC3	-0.316295864189117	0.367529312248587
C16orf90	0.417094554051281	NA
ZNF174	0.12818959543107	0.63455394679051
OR2C1	0.0832574394137983	NA
	NA	NA
SNRNP25	0.609301581588315	0.155646871777847
ZNF263	0.451665714398273	0.18015055999917
	0.322210356590325	0.6342840661577
ZNF200	-0.0968581529915032	0.600189775565135
ZNF213	0.600897492461295	0.221207826725934
RHBDF1	1.24567351407346	0.0284993084427269
	NA	NA
POLR3K	0.194403164263295	0.327126104041824
IL9R	0.876776147043838	NA
HBZ	NA	NA
HBM	0.145309784674697	NA
	0.830000193956246	0.266966820693483
LUC7L	0.351282856386229	0.133623164282527
	1.28665315615015	0.00795470157802163
NPRL3	1.40831430152673	0.00723334597483545
MPG	0.860001978553235	0.280552737753333
PDIA2	-0.138389637251099	NA
MRPL28	1.5479519201368	0.00539794436845988
TMEM8A	1.3545004801112	0.00880118363062025
NME4	0.999116391398428	0.17071865484364
DECR2	0.315602155652862	0.338302468529953
JMJD8	0.9357259641506	0.0162774628097416
PRR35	NA	NA
WDR90	1.13705250919044	0.040089474466604
PIGQ	0.911066421651193	0.144863737814333
CAPN15	1.0310274645021	0.0163174554779322
MCRIP2	1.09907817398967	0.0615777627708388
RHOT2	1.03790407856466	0.0527067478664993
RHBDL1	0.753322037601557	0.16723459395496
RPUSD1	1.79617452819006	0.000250196111981626
	0.441645159054187	0.290277457421779
CIAO3	0.766271600822212	0.0725447023021635
HAGHL	0.233451703740329	0.65047169320008
FAM173A	1.14460959411096	0.0427626435463751
METRN	NA	NA
FBXL16	-0.00910740474273333	0.961217049284591
WDR24	1.27609420419022	0.0212497947093503
STUB1	1.20768761176174	0.0234998064158328
LMF1	1.11243252026358	0.0328620668166378
CHTF18	1.26954352304523	0.0207713201746753
GNG13	NA	NA
HAGH	0.759101225971484	0.095072262443927
IGFALS	0.666736151799799	0.444419079493347
NUBP2	1.37663638582965	0.0286552252471991
MRPS34	1.65461788507925	0.00210119035720882
NME3	-0.0625754493948114	NA
MAPK8IP3	1.16247955291114	0.0125605905896308
JPT2	0.654163258273755	0.00760065833888588
IFT140	0.516845525289097	0.317979226141977
TMEM204	0.339538664126546	0.723461993591405
TELO2	1.407975445081	0.00550458474132084
CLCN7	0.694128325915052	0.0739632384281989
CRAMP1	0.354579270735342	0.0661626552098455
BAIAP3	1.33478194620639	0.0153158471654736
TSR3	1.37517051212231	0.00728678367881979
GNPTG	-0.0634318406792859	0.78727269726719
	NA	NA
NOXO1	-0.233431543726971	NA
	0.921468660933583	0.0224169938068861
SYNGR3	1.05889726694412	0.0410244220334705
SLC9A3R2	0.115154205108398	0.813639358561135
NTHL1	0.597674100080021	0.380563284823961
TSC2	0.490714232284086	0.311308631180485
PKD1	1.44106337469517	0.0074604851036392
TRAF7	1.65554237605829	0.00134162887231475
MLST8	1.69707319681763	0.000166835599870231
BRICD5	NA	NA
E4F1	1.07686135889246	0.093374970872487
RNPS1	0.319294352095941	0.028562961832641
ABCA3	1.12719494171984	0.0196213880592847
	-0.0318414814062374	NA
NTN3	-0.216971364752142	0.732490490485425
TEDC2	1.43692256475578	0.0124600184055671
ATP6V0C	1.17882004019944	0.00210811042459612
	1.69883337893353	0.00328714845809839
KCTD5	0.962615799790055	0.000541698588463445
	1.38649873443011	0.0155582312967504
PRSS27	1.22609322720657	0.0843850392639816
	NA	NA
ZNF484	-0.305209402684969	0.288077600354809
IARS	0.0752166912844681	0.702422710581621
NOL8	-0.145826895167235	0.611023834245131
	-0.393668012398232	0.327134691130765
ASPN	0.588721460827136	0.141674708253662
OMD	0.41692990297182	0.403906035013211
CARD19	1.19538655611435	0.0250009514843086
	-0.0519498835190221	0.828324765762033
PHF2	0.0602862436283715	0.747768699688334
BARX1	0.429197295911092	0.559807340147374
IL1B2	NA	NA
	NA	NA
CKAP2L	0.699001295168264	0.018954060665009
IL1A	-0.795221266594208	0.145265354500704
NT5DC4	-0.418443964345863	NA
CHCHD5	1.52475222816863	0.00457551983343055
ZC3H6	-0.420252682976584	0.0940690575222462
TTL	-0.0123324063831303	0.942608648546311
POLR1B	0.0992957073229084	0.458887355752032
ZC3H8	-1.05594067452625	2.71964678189321e-05
FBLN7	-0.257280261306571	0.599635440382159
MERTK	0.210740118592832	0.512919947159539
ANAPC1	-0.125640465382252	0.444419079493347
	0.522298822399039	0.303329445287506
NPHP1	-0.713855856005783	0.0152207023674337
MRPS5	-0.143669019098788	0.406799317310105
