ID	ipsilateral.osteoarthritic.inductionvssham.surgery_logFC	ipsilateral.osteoarthritic.inductionvssham.surgery_padjFilter
Fndc3a	-0.127090083217025	0.327252800743053
Fndc3b	0.215071414862198	0.113965850018513
Fndc3c1	0.0130745421404592	NA
Fndc5	-0.174682913711588	0.456862725273154
Fnip1	-0.0329840417435854	0.896253660941387
Fnip2	-0.19340970860317	0.572823237908381
Fnta	-0.088254107508444	0.543994682300122
Fntb	0.186188763487989	0.62676503204062
Focad	-0.0840168824092409	0.586096882180558
Folh1	0.0475296557245919	NA
Folr1	0.0124812620787411	0.969259532020159
Folr2	0.211116858742994	0.602010582195645
Fopnl	-0.18330841575942	0.145029656877679
Fos	-0.562026736740179	0.505760284585348
Fosb	-0.281614844868896	0.572524062819779
Fosl1	0.301998671544482	0.0794674726257288
Fosl2	-0.0473630090066761	0.754892189729498
Foxa1	-0.0080963832454275	0.964060340913967
Foxa2	-1.05816048531759	0.0510050906716538
Foxa3	-0.0964180182685244	0.557024855031233
Foxc1	0.0385427976656967	0.854991536481804
Foxc2	-0.0683998365303049	NA
Foxd2	-0.241600518744528	0.349134378558233
Foxd3	-0.076982013685849	NA
Foxd4	0.0454824533517684	NA
Foxe1	0.0889686397952625	0.719668672751918
Foxe3	0.0108331837477245	0.957891665623842
Foxf1	0.0140899968074093	0.939656935122093
Foxg1	-0.0782847316959376	NA
Foxi1	0.0676325688029085	NA
Foxi2	-0.186175625783881	NA
Foxj1	0.0845766460090926	0.463768322604593
Foxj2	0.0473444068264444	0.764541299624773
Foxk1	0.116043124496909	0.40160055472859
Foxk2	0.19025401406355	0.193776786503962
Foxl2	0.0831241878192195	0.522573641557869
Foxm1	-0.112680762819727	0.367068177672257
Foxn2	-0.00520955535692558	0.985667939775243
Foxn3	0.193212189235134	0.182183089570354
Foxo1	-0.0806920020543673	0.572524062819779
Foxo3	0.0417693372242356	NA
Foxo4	-0.0940413313653687	0.470485916342344
Foxp1	0.246384527332969	0.231991565481691
Foxp2	-0.563324472880466	0.122508602240252
Foxp4	0.126413747796981	0.30328350828398
Foxq1	0.0125747981490276	NA
Foxr1	-0.0685061396781412	NA
Foxred1	0.105273995068842	0.784384087163599
Foxs1	0.25915389850808	0.23304057307366
Fpgs	0.101844933802489	0.629340764592674
Fpgt	-0.0132012694954415	0.958027108099574
Fra10ac1	0.0322803121516237	0.833273280998071
Fras1	0.0611168152768329	NA
Frat2	-0.0248620536598114	0.910439079872842
Frem2	-0.0415087902594689	0.778863914799546
Frem3	-0.225923206378727	0.0971601675610738
Frg1	-0.209734142764648	0.70561590030308
Frk	0.438254370504032	0.159368910556348
Frmd4b	-0.010715856160898	0.961362288770209
Frmd5	-0.0183369985305539	NA
Frmd6	0.249434755497655	0.0991369667497626
Frmd8	-0.0515471300722687	0.8157670442006
Frmpd1	-0.102927182581277	0.481631971278336
Frmpd2	0.0239485296068338	0.903182206869602
Frrs1	-0.329397796887557	0.261370285501854
Frrs1l	0.104632056395616	0.50535586073551
Frs2	-0.0288189647875345	0.863687320340817
Frs3	0.192678573606096	NA
Fry	0.0592011788710813	0.807369813533386
Fryl	-0.120430535100057	0.476904480992634
Frzb	-0.50275125487118	0.0627988421675944
Fscn1	0.0806673237947297	0.582908778373686
Fscn2	-0.186823592876125	NA
Fscn3	0.0709932998087526	0.572032261069392
Fsd1	-0.12218671512994	0.479961844782295
Fsd1l	-0.0795629838820506	0.566406367728953
Fsd2	0.00261217399753377	0.987138713305831
Fshb	0.0135811555994776	NA
Fst	-0.445566993576014	0.0172850567423829
Fstl1	0.0793741605798566	0.825594115672767
Fstl3	0.188779484107341	0.441763870783785
Fstl4	-0.00745187483521903	0.971196843424855
Fstl5	-0.0316154224831999	NA
Ftcd	-0.067514946394799	0.904808786506653
Fthl17e	0.0712940867365655	0.552512778009525
Fto	-0.145201227733068	0.450732992508413
Ftsj3	0.116698873299196	0.470690084763275
Ftx	-0.165163246950339	0.588699111516294
Fubp1	-0.0141367999778126	0.942661363160456
Fubp3	-0.0373851216093204	0.905103907997609
Fuca1	0.0611884676705419	0.77390065962409
Fuca2	0.00591234438182653	0.987990614983153
Fundc1	-0.214926488771793	0.367068177672257
Fundc2	0.0802683201197745	0.632106256142789
Furin	0.0587459855251389	0.821095963285702
Fus	-0.00743687670619586	0.982916213847687
Fut1	-0.0153995694207145	NA
Fut11	-0.0350164335634231	0.849033564411345
Fut2	0.11286323591838	0.481202044721447
Fut4	-0.309138435866106	0.113223231115434
Fut8	0.0181479780693259	0.942286906625147
Fut9	-0.0211938862854772	NA
Fv1	-0.308300214103364	0.107293729315016
Fxn	-0.124771114575951	0.401744644223157
Fxr1	0.0237044867881746	0.912409748686398
Fxr2	0.0313078252541441	0.868845909105261
Fxyd1	-0.267299215279161	0.292808864162241
Fxyd2	0.18165115882771	0.470485916342344
Fxyd3	-0.4965465000506	0.162649561450385
Fxyd4	0.0569799829472162	0.726605262631914
Fxyd5	0.10634068250892	0.44362218856333
Fxyd6	-0.138843833457853	0.598953800225585
Fxyd7	-0.113882699293829	0.81372770214743
Fyb1	-0.119076230752523	0.586103952712131
Fyco1	0.503476800713482	0.0141221203636403
Fyn	-0.135717361887513	0.451891670831834
Fyttd1	0.126263267439993	0.66613701354114
Fzd1	0.401476751735609	0.249646177230274
Fzd2	-0.395350691196272	0.0450905171421172
Fzd3	0.0101217738328119	0.97280633437592
Fzd4	-0.00225085574339623	0.992357839216948
Fzd5	0.129935138806516	NA
Fzd6	0.256527691985154	0.52154248168843
Fzr1	0.0229194489411064	0.933812130496334
G0s2	-0.380249148855887	0.128307987895118
G2e3	0.187914350643994	NA
G3bp1	0.0993219783759951	0.390381857790365
G3bp2	0.203878953252842	0.165262988089216
G4	-0.23121581168006	0.303470260261359
G6pc3	-0.148428599398981	0.562479753427618
G6pd	0.378011727625651	0.0151739233201038
Gaa	-0.114603625630314	0.470990131643594
Gab1	-0.0941356634107411	0.462906137786697
Gab2	-0.0489936480586524	0.809051532162432
Gabarap	-0.148428638204091	0.218566976047059
Gabarapl1	-0.196081432288691	0.221224305031049
Gabbr1	0.0629217078299362	0.788491971675173
Gabbr2	0.00868734262015458	0.954044291755057
Gabpa	-0.141817475028853	0.370128838429436
Gabpb1	0.0468100777475122	0.907541609680138
Gabra1	0.0307134701548666	NA
Gabra2	0.00677893779307759	NA
Gabra3	0.171723442271387	NA
Gabra4	-0.0627181422615184	NA
Gabra5	-0.134974998948914	NA
Gabra6	0.102920696658138	NA
Gabrb1	0.066531445770968	0.714194907659333
Gabrb2	0.0321035458569146	NA
Gabrb3	0.203250758478675	NA
Gabrd	0.0502352962200172	0.685925189852692
Gabre	-0.102891926451512	0.514332875487874
Gabrg1	-0.0495774710922063	0.806537079951249
Gabrg2	0.00295006426927191	NA
Gabrg3	-0.00885939574378902	0.971196843424855
Gabrp	0.0702155545066692	NA
Gabrq	0.0754356130304688	0.682143987016011
Gabrr1	-0.00945447857972592	0.965458935571804
Gabrr2	0.0235188203643517	0.897244522061922
Gabrr3	0.0665675288005065	NA
Gad1	-0.0389742227873322	NA
Gad2	0.122087334638603	NA
Gadd45a	0.769879695039787	0.130202288402469
Gadd45b	0.121935136893578	0.645850557367367
Gadd45g	0.555280540707885	0.150797200133179
Gadd45gip1	-0.225143586501108	0.42810692545812
Gadl1	-0.181767774354699	0.558819017815092
Gak	-0.0470029614068252	0.752424632363055
Gal	0.0350350438256779	0.921461893232692
Gal3st1	-0.0233304598158997	NA
Gal3st4	-0.0105672749819625	0.960575400013904
Galc	-0.147583894464112	0.39567708335789
Gale	-0.0542521145651058	0.866257818779754
Galk1	-0.439894430981452	0.0569835747183534
Galk2	-0.196299037837882	0.536148616992749
Galm	-0.262354849340062	0.0744615985124318
Galnt1	0.59935252289974	0.385055000099109
Galnt10	-0.0403830853351632	0.826532639904937
Galnt11	0.10129911488516	0.467187621972774
Galnt13	0.0428545339158646	NA
Galnt14	-0.0442616555045765	NA
Galnt16	-0.0196376544173686	NA
Galnt18	-0.0848930127828904	0.632768731061334
Galnt2	0.0867293391229333	0.674392131882437
Galnt3	0.45477019365382	0.0290155745812522
Galnt4	-0.0566210869841139	0.707727122562511
Galnt5	0.134655806706746	0.66706491520107
Galnt6	-0.0572442590795967	NA
Galnt7	0.129422215843385	NA
Galp	0.118389440948042	0.436972014066699
Galr1	0.078810496514377	NA
Galr2	-0.858403270525728	0.0270776202092547
Galr3	-0.0446335335892734	0.781093185482824
Galt	-0.259799583988839	0.158853373398707
Gamt	-0.166902355025871	0.236573073198738
Ganab	0.255464358315502	0.558473943505097
Ganc	-0.207255964541899	0.586096882180558
Gap43	0.947184928769834	0.0928047769450374
Gapdh	-0.0420242783648277	0.831579749000589
Gapdhs	-0.0519420078526629	0.759593186541309
Gapvd1	-0.0366712256500286	0.817585923923174
Gar1	-0.0510429166753905	0.863687320340817
Garnl3	-0.0906139525930696	0.477724499455481
Gars	0.282465250998211	0.0737031906752194
Gart	-0.212869093161482	0.133566917580731
Gas1	0.0476180155128914	0.781032446708512
Gas2	-0.219945606319469	0.42810692545812
Gas2l1	-0.127973770709379	0.580879286114584
Gas2l3	-0.268278766793108	0.235119936308568
Gas5	-0.0316966405450572	0.868784903740209
Gas6	-0.554171957562264	0.119432467220298
Gas7	0.89586134897611	0.00314968094508498
Gas8	-0.0701804143173845	0.811434034581765
Gask1b	0.378308511844537	0.119432467220298
Gast	-0.283534692318029	0.0672525623393794
Gata1	-0.122776787009165	0.604620574576269
Gata2	0.0961798385560044	0.592168711129494
Gata3	0.113323880557664	NA
Gata4	0.0351609017382346	0.845632219603
Gata5	-0.159420958181193	NA
Gata6	0.0679511383894535	NA
Gatad1	0.0418633111296689	0.849009098894325
Gatad2a	-0.225124965005932	0.299073559864846
Gatad2b	0.0152827608969064	0.96346946916275
Gatb	0.00258015189793603	0.986111883886949
Gatc	-0.0467123368029823	0.794724063847657
Gatd3a	-0.257896558448055	0.110109886724295
Gatm	-0.0366954684894703	0.891822554591409
Gba	-0.0469867301150941	0.787286187362658
Gba2	0.221785652907283	0.281252399097235
Gba3	0.0650806393905117	NA
Gbe1	-0.484104206889514	0.0368601879161396
Gbf1	0.130343465324612	0.806537079951249
Gbp2	0.635881886507837	0.0749403685043045
Gbx2	0.0491758699162901	0.741086054624548
Gc	-0.0447768174237702	0.719099479477733
Gca	-0.2760850496538	NA
Gcat	-0.0203470056557977	0.904092979850221
Gcc2	-0.00826872250819655	0.975529188123798
Gcdh	-0.0896616703145385	0.682414472186991
Gcfc2	0.0776544020300305	0.725709324714539
Gcg	0.0441569041458951	NA
Gcgr	-0.0975661272564983	0.472758019277391
Gch1	0.205381164272761	0.290455921232357
Gchfr	-0.152242552935299	0.359226627100129
Gck	-0.0949889801811805	NA
Gckr	-0.092826090129031	0.588617236315093
Gclc	0.0146367545064958	0.930173572837442
Gclm	-0.0507456089997094	0.897179274286191
Gcm1	0.00247458192432859	0.990485637528547
Gcn1	0.0674694749565843	0.648803189862622
Gcnt1	0.155446785895048	0.471559871456431
Gcnt2	-0.355990382235282	0.233015814291713
Gcnt3	0.0169890150859917	0.934936998043424
Gcnt4	0.0127787831550892	0.959392131293668
Gcs1	-0.0809959112921899	0.772407763531833
Gcsam	-0.0108056054257544	NA
Gcsh	-0.12028353641799	0.595148122127838
Gda	-0.111514981034681	0.465037700765876
Gdap1	-0.144300196327226	NA
Gdap2	0.19307211611698	0.339687315453857
Gde1	0.0475563094690781	0.840468943638281
Gdf10	-0.63834331406024	0.131393842102223
Gdf11	0.1359935066608	0.393029350848603
Gdf15	0.008053087502919	NA
Gdf6	-0.078949740822762	0.557965469675795
Gdf9	-0.303262570920917	0.0306749251692334
Gdi1	0.0699082599179714	0.719302803240603
Gdi2	0.118196223732934	0.587041099311188
Gdnf	-0.0719292123535435	0.688046355125384
Gdpd1	0.0931205120954761	NA
Gdpd2	-0.149030334591483	0.39567708335789
Gdpd3	-0.0510190514478728	0.863663612078393
Gdpd5	0.277838021979917	0.164504262282865
Gem	-0.655541899835341	0.0797975861331323
Gemin2	-0.110653522963943	0.524815449370931
Gemin4	0.0195394381008915	0.957975415536628
Gemin5	-0.0976303501439908	0.556849709068158
Gemin6	-0.0189876283454868	0.946689720453623
Gemin7	-0.138228018964977	0.604430679486218
Gemin8	-0.169392010031006	0.330075601943575
Gen1	0.060365916479113	NA
Get1	-0.19145177416582	0.189252187478761
Get3	0.0348279511733729	0.936290469299803
Get4	-0.0435946110071637	0.821095963285702
Gfap	0.0566637298151633	0.94860602205477
Gfi1	-0.196780674325646	NA
Gfi1b	-0.0713378921213152	0.604111240708509
Gfm1	0.472150763557638	0.0423411335280268
Gfm2	-0.178961218200745	0.268878268221557
Gfod2	-0.0303304541484639	NA
Gfpt2	0.136478844224882	0.663467044114029
Gfra1	0.153523085225402	0.663560422760261
Gfra2	0.140358204026208	0.318722676576549
Gfra3	-0.117726337229848	0.412571334328608
Gfra4	-0.00888775987494572	NA
Gga1	-0.0806941300734616	0.592168711129494
Gga2	-0.171874795512226	0.285209244489864
Gga3	0.0151033072092028	0.944092364058146
Ggact	-0.180174735901746	0.187208086321355
Ggct	0.168906009453249	0.440629567504722
Ggcx	-0.0334412790445846	0.856993288752908
Ggh	-0.444862240773228	0.0430588121146802
Ggn	-0.0511499404022295	0.746449944823257
Ggnbp1	0.0806416431436388	0.531001345427402
Ggnbp2	-0.116549135674026	0.472387894446694
Ggps1	-0.119106899750057	0.476294217761621
Ggt1	-0.0773414464789459	0.7223957002565
Ggt5	-0.0626101910444499	0.723091013219847
Ggt7	-0.139835904816832	0.333209585071571
Ggta1	0.218451129877094	0.347921070901698
Gh1	-0.26059848280462	0.0532000181685197
Ghdc	0.0608387735702411	0.669463409476054
Ghitm	0.253635857768669	0.0784363601952667
Ghr	-0.564856557764656	0.0469086945238661
Ghrh	-0.00957863022701488	NA
Ghrhr	0.01907761763841	0.917961264001757
Ghrl	-0.0667097011094269	0.572823237908381
Ghsr	-0.0102701843759885	0.947882041177028
Gid4	-0.0835094350319405	0.456522452281566
Gid8	-0.164458987717149	0.250998698365615
Gigyf1	0.051845118217372	0.693462230320479
Gigyf2	0.182604044747364	0.693487558979604
Gimap1	0.0940076106587018	NA
Gimap4	0.231726885967698	0.325595140449036
Gimap5	0.636444220512578	0.0690926622327313
Gimap6	-0.00697826179332139	0.973436638098077
Gimap7	0.00270741967542865	NA
Gin1	-0.0843989970600383	0.787727904140093
Ginm1	0.0130337624122649	0.955242890533668
Gins1	-0.0978363618300362	0.467987851123271
Gins3	-0.178712909011264	0.356252110261481
Gins4	-0.167162173543764	0.440140694675367
Giot1	0.117257894469676	0.552512778009525
Gip	0.0317347790187803	0.888414163686397
Gipc1	-0.0184239052651289	0.938234853287154
Gipc2	0.121610481849984	0.63941461370671
Gipc3	-0.0199296028446252	NA
Gipr	0.128031429874633	0.443241728557157
Git1	0.0619622717029351	0.70377953044498
Git2	-0.0368306639624461	0.873321415616579
Gja1	0.179082199180816	0.539682296957253
Gja3	0.00779716679135323	NA
Gja4	0.305215004958642	0.304997365653435
Gja5	0.0988250169337093	0.564133715961253
Gja6	-0.00857675002085667	NA
Gjb1	-0.0239035569284889	0.921303872548957
Gjb2	-1.22340424805032	0.172776036860978
Gjb3	-0.171054916343624	NA
Gjb4	0.054721899495175	0.737850654543348
Gjb5	-0.237805501566017	0.189432953831898
Gjb6	-0.22050310130517	NA
Gjc1	0.362534796138461	0.126406587266438
Gjc2	-0.0983867353207044	0.524378316606708
Gjd2	-0.00246633986488565	0.991157479804028
Gk	-0.122118802856768	0.545330696819599
Gkap1	-0.080694641135028	0.719677286724641
Gkn1	-0.0375774527602566	NA
Gkn2	-0.0664231849394348	NA
Gla	0.132420942762799	0.606250236737782
Glb1	-0.0450875997946234	0.796054407954501
Glb1l	0.52029732517285	0.0915433667374704
Glcci1	-0.233862105659341	0.145029656877679
Glce	-0.170573702169319	0.369562483837021
Gldc	-0.0155523289113662	NA
Gle1	-0.000557252427205057	0.997750618897867
Glg1	-0.17444137609824	0.444143673851505
Gli1	-0.371691646108955	0.129771574225682
Gli2	-0.25345425688923	0.22113648604757
Glipr1	-0.0309170949992046	0.877697317593274
Glis1	0.00487611743993099	0.982916213847687
Glis2	0.0350125624034341	0.856833169411291
Glmn	-0.130631336772648	0.536269285537016
Glmp	-0.273368007892628	0.0492679158833821
Glo1	-0.0439974524101263	0.849421941553521
Glod4	-0.0439872345427101	0.838192382729169
Glod5	0.0542191869253461	0.779295255313866
Glp1r	0.121457703416185	0.529292670351897
Glp2r	-0.0394822513543502	NA
Glra1	0.0252034117529405	0.87683863901871
Glra2	-0.0564253190570918	NA
Glra3	0.00284590290507847	NA
Glrb	0.061481695697025	NA
Glrx	-0.0919464214353987	0.648548263846893
Glrx2	-0.11413023421618	0.456522452281566
Glrx3	0.274800381867825	0.404916799625933
Glrx5	-0.0637810303759743	0.86334928719083
Gls	0.315799414418997	0.302055656124157
Gls2	-0.192790872966	0.494544913360143
Glt1d1	-0.0518547884473337	0.71639955250036
Glt8d1	0.0532246737658681	0.78388498741498
Glt8d2	-0.107786736078285	0.740015130473639
Gltp	-0.413964005812158	0.0155729266218388
Glud1	0.0254437870518593	0.908821368563862
Glul	-0.175944623114892	0.540463838346369
Glyat	0.0109833272975361	NA
Glyatl2	0.000435570805217722	NA
Glycam1	-0.035906577186287	0.874220105026119
Glyctk	-0.218117649325904	0.272946447033318
Glyr1	-0.0647020171685213	0.832109677216566
Gm2a	0.0412443700828788	0.885409369329308
Gmcl1	0.050511071795043	NA
Gmds	-0.0354951768906187	0.878649419384985
Gmeb2	-0.0126676754458375	NA
Gmfb	0.118345518375468	0.473761908395115
Gmfg	-0.0116117442139991	0.959392131293668
Gmip	0.0154278711628724	0.954044291755057
Gmnc	0.0606168957887476	NA
Gmnn	0.0574925160350341	0.71457753002744
Gmppa	-0.128924175268876	0.553450553974626
Gmppb	0.263821694499676	0.341573400295163
Gmpr	-0.614584283524982	0.0430588121146802
Gmpr2	0.079094266220185	0.498300398203417
Gmps	-0.0958762627949916	0.565000334205387
Gna11	0.0967367945844408	0.710706801228529
Gna12	-0.0804210122593378	0.704976181665941
Gna14	-0.348689415180233	NA
Gna15	-0.0956476437739671	0.623839483779805
Gnai1	-0.541889247859361	0.156942157130572
Gnai2	-0.347559067352412	0.299801068847844
Gnal	0.0872527616630787	0.489819826154767
Gnao1	0.0385932946137411	0.837506798078446
Gnaq	-0.214992168864042	0.148867837751038
Gnas	0.174962677945214	0.747212819987771
Gnat1	0.0563634538384745	0.711387163939287
Gnat2	-0.0018886166262897	NA
Gnat3	0.0154812759310943	NA
Gnaz	-0.0781801611374329	0.53538015310508
Gnb1	-0.118112748447013	0.471559871456431
Gnb1l	-0.331912471929205	0.0632216318540279
Gnb2	-0.198391617643509	0.364348746458739
Gnb3	0.272766347192436	0.324840019988501
Gnb4	-0.207217087671378	0.279954896009325
Gnb5	-0.0838396186926129	0.572524062819779
Gne	0.170215284850059	0.456522452281566
Gng10	-0.096576284443227	0.515177676175112
Gng12	-0.0471573836574191	0.807174420131974
Gng13	0.142024297877463	0.416542939278708
Gng2	-0.33798167615122	0.0632216318540279
Gng3	0.11512886433587	0.657727761060655
Gng5	-0.144957608698528	0.529158048229919
Gng7	-0.0833784092813064	0.699122981678656
Gng8	-0.0647733999636433	0.839792828808924
Gngt1	0.000938674580761578	NA
Gngt2	0.0275046984459788	0.94727042488951
Gnl1	-0.0133862557515272	0.968937095414422
Gnl2	0.0355450007567129	0.841640288928849
Gnl3	0.291598140726764	0.0945651155697671
Gnl3l	-0.0872373519212335	0.495453618390136
Gnmt	0.0939530509381648	0.653392544736843
Gnpat	0.0260693110649601	0.887531563345402
Gnpda1	0.00240010526204237	0.993930586960977
Gnpda2	-0.0992050494816485	0.662699583266341
Gnpnat1	0.11610904019636	0.600785343100909
Gnptab	-0.0647294006618093	0.90730218625191
Gnptg	-0.130195928351981	0.454802398565599
Gnrh1	0.0426067620530493	NA
Gnrhr	-0.0190979651285161	NA
Gns	-0.193304958396991	0.19017909562451
Golga2	-0.0543135226241187	0.917961264001757
Golga3	0.308933628875062	0.129771574225682
Golga4	0.154906909780113	0.542148883400765
Golga5	0.224640069138847	0.167409973429974
Golga7	0.021848808853921	0.904076410954919
Golgb1	0.047342707874499	0.807492771672138
Golim4	0.0982076357451387	0.817646486807845
Golm1	-0.419259718872843	0.0749403685043045
Golph3	-0.00558526128478221	0.989535199394946
Golph3l	0.067117626951207	0.731052675858246
Golt1a	-0.0910478647380435	0.540463838346369
Golt1b	0.446329697663215	0.0461475031455587
Gon7	-0.404404761772792	0.034699671747415
Gopc	0.05220399039497	0.77452240697453
Gorab	0.0805818889874388	0.743173258640482
Gorasp1	-0.176879224556191	0.52449681390698
Gorasp2	0.038563518986594	0.840302714450795
Gosr1	0.0230406039378543	0.938067472192995
Gosr2	0.161277619348962	0.216900264501143
Got1	-0.0930227814410145	0.739230948165219
Got1l1	0.0246652983578386	NA
Got2	-0.119679116305043	0.395396809001254
Gp2	-0.0285127462515673	0.893328140948128
Gp9	-0.0868117972107934	0.563229745743839
Gpalpp1	-0.12782591183188	0.593150126999251
Gpam	-0.0652028993965601	NA
Gpank1	-0.20855225205985	0.166260110474321
Gpat2	-0.0414496228085302	NA
Gpat4	0.0156489155835562	0.946018078781308
Gpatch1	-0.0455010881423377	0.729677480901492
Gpatch11	0.124256172446944	0.379923798608032
Gpatch2	0.136108190158634	0.434387487003539
Gpatch2l	0.0962656671638173	0.649039549452573
Gpatch4	0.083011555909299	0.633533107763255
Gpatch8	0.0274065173619853	0.940221961357817
Gpbp1	0.0692724067687553	0.864855392176499
Gpc1	0.300316262849972	0.255132098630984
Gpc2	0.0403461226039035	0.869397928949472
Gpc3	0.0666442113808667	NA
Gpc4	-0.038493502710244	0.89108160427279
Gpc6	-0.1368576871856	0.402940328866836
Gpcpd1	0.178388411840655	0.216900264501143
Gpd1	0.214751815087512	NA
Gpd1l	-0.0974972695721164	0.458752204382624
Gpd2	-0.0710947570661347	0.701419982959501
Gper1	0.0961672802094578	NA
Gpha2	0.0468982048754221	0.82268443877295
Gphn	-0.325064084653654	0.234111978558762
Gpi	-0.30469654847311	0.194730759839083
Gpihbp1	-0.193891686153322	0.159368910556348
Gpkow	0.103256028253833	0.603796120183253
Gpld1	0.327746507445504	0.103088250663232
Gpm6a	0.041280812237658	NA
Gpm6b	0.483749859123481	0.175570028362891
Gpn1	-0.112566135547107	0.464322849745047
Gpn2	0.0626807845196682	0.8157670442006
Gpn3	-0.0491339558557744	0.844507386439481
Gpnmb	-0.479821974716405	0.269608626899952
Gpr1	0.0854505155324201	0.587715840297991
Gpr107	-0.0288615072426239	0.843458319003038
Gpr108	-0.137395606323974	0.616167533284639
Gpr12	0.00813893066849047	0.966872868164641
Gpr135	-0.0265367575067099	0.89005406160667
Gpr137	-0.014225393116849	0.934697154650568
Gpr137b	-0.0262051754931498	0.940221961357817
Gpr143	0.00444696457306204	NA
Gpr146	-0.0812465615848712	0.690043344701649
Gpr149	0.156435322087226	NA
Gpr150	0.0547513367937524	0.668981873923286
Gpr153	-0.130136509673193	NA
Gpr155	-0.0714389083486768	NA
Gpr158	-0.130621598661824	0.557024855031233
Gpr161	0.124412758038957	0.302034606566597
Gpr162	-0.293723556158678	0.177488774349219
Gpr173	0.0648605813927894	0.772534812129518
Gpr176	0.0826023955505839	0.788246543863062
Gpr180	0.156243970991309	0.539625109689921
Gpr182	0.118091302390374	NA
Gpr19	-0.328392544902147	0.160010769483127
Gpr20	-0.0319572227417471	0.854835304433584
Gpr26	-0.0237341144076035	0.898504112404781
Gpr27	-0.0146981145936964	0.939794366872571
Gpr34	0.120047560020597	0.553937174843883
Gpr37	-0.0344457499892474	0.934265714385344
Gpr37l1	-1.15786440540751	0.00674535791327902
Gpr4	0.0959474616207823	0.63941461370671
Gpr45	0.0158730513608969	0.92594663116203
Gpr50	0.0527024051091898	0.735251696209296
Gpr6	-0.0622420616124257	0.764395588442423
Gpr61	0.0604780648635552	NA
Gpr62	-0.0796951246829467	0.682143987016011
Gpr68	0.210912211417999	0.123679717594993
Gpr75	-0.110851569107794	0.545330696819599
Gpr83	0.128857432707974	0.297019926553929
Gpr84	-0.014183912834925	NA
Gpr85	0.0184875153971387	NA
Gpr88	0.0905203244724202	0.63941461370671
Gpr89b	0.143764181584595	0.316795305718333
Gprasp1	-0.455366056502744	0.0354144385181878
Gprasp2	-0.418348139155594	0.105220507577652
Gprc5a	1.48668470796521	0.0435847708265358
Gprc5b	-0.612367824601015	NA
Gprc5c	-0.344454311292878	0.100219745628421
Gprin1	-0.158930878410952	0.330883516481134
Gps1	0.103960578131021	0.735311645923172
Gps2	-0.0902035355579418	0.669688814359553
Gpsm1	-0.119632313729081	0.488478731346221
Gpsm2	-0.431536337213288	0.328765192140027
Gpsm3	-0.0114431325625457	0.965907311107435
Gpt	0.153760605862802	0.471559871456431
Gpt2	0.0526648842478838	0.736076162151029
Gpx1	-0.110759850478322	0.541782501313989
Gpx2	0.0716910745011994	0.795894936274743
Gpx3	0.11019889369301	0.736076162151029
Gpx4	-0.154444381792811	0.39245686259976
Gpx6	0.172202907559497	NA
Gpx7	0.0572655310402261	0.83605839852826
Gpx8	-0.047088793748955	0.773113698278443
Gramd1b	-0.155195415473956	0.184367310602969
Gramd1c	-0.181313926639474	0.271257483895016
Gramd2a	-0.315293910816225	0.167084607971395
Gramd2b	0.155745931929696	0.470008762413109
Gramd4	0.178890913798567	0.398901344595258
Grap	0.0630989403600593	0.68946787437015
Grap2	-0.0421003691170876	0.822028974859443
Grasp	-0.0379611637619401	NA
Grb10	0.114399047530501	0.711497231210354
Grb14	0.125392329954494	0.739112424914722
Grb2	-0.105645597529701	0.769388328923356
Grb7	-0.0613711615399648	0.70989564389527
Greb1	0.00715363595229856	0.98042514654358
Greb1l	-0.0636956497676593	NA
Grem1	-0.0955779329132245	0.807695418660022
Grem2	-0.105213239796965	0.425638254255251
Grhl1	0.241749921673512	0.197472252958779
Grhl3	0.0439306911765929	0.935402493207058
Grhpr	-0.614059695577941	0.0380701859671891
Gria1	0.0870055845403215	NA
Gria2	-0.050526320558177	0.712963337305996
Gria3	-0.00699981622224399	NA
Gria4	-0.105554344514445	NA
Grid1	-0.0156068854125806	0.931275085656882
Grid2	-0.0668255861064573	NA
Grifin	0.105455628195853	NA
Grik1	0.108322746119331	NA
Grik2	-0.020831002011148	NA
Grik3	0.0517588118712959	0.741733008211321
Grik4	-0.0415594100026375	0.812119481022306
Grik5	-0.105490203253486	NA
Grin1	0.0886846415397029	0.445897806310878
Grin2a	-0.134631681056978	0.411975176400901
Grin2b	-0.0660995625069853	0.718096953233271
Grin2c	-0.0583004981318647	0.805838364129866
Grin2d	0.0721922580195784	0.710706801228529
Grin3a	0.0880114802321623	0.604812456576821
Grin3b	0.0354210221744635	0.827440608353438
Grina	0.154059832000312	0.314220281474576
Grip1	0.041880290882621	NA
Grip2	-0.0802448156929856	0.528714314496085
Gripap1	0.195373426519286	0.20591132205895
Grk1	-0.0138268031227158	0.935776153074081
Grk2	-0.213566603078636	0.105799876702132
Grk3	0.012974510422481	NA
Grk4	-0.117769119607751	0.39567708335789
Grk5	0.113069630349161	0.693849710669119
Grk6	0.0848538797144061	0.660562986459291
Grm1	0.0609252092133028	0.698854816075744
Grm2	-0.0696976386393828	0.733680780288309
Grm3	-0.0412563030286011	NA
Grm4	0.0355415157071031	0.860200683799511
Grm5	-0.0850512355091135	NA
Grm6	0.0147178122046157	0.930962369101184
Grm7	-0.139402473889349	NA
Grm8	0.333430853957221	0.0955950936505894
Grn	-0.372193456482695	0.086081001240434
Grp	-0.00726530063511799	NA
Grpca	0.204063823226838	0.111442412753482
