ID	contralateral.osteoarthritis.inductionvssham.surgery_logFC	contralateral.osteoarthritis.inductionvssham.surgery_padjFilter
Chchd5	0.0132839667922351	0.960745444471858
Chchd6	0.138355310298559	0.369416072635251
Chchd7	-0.0975164506837434	0.412585107402288
Chd1	-0.0624940225372663	0.846502629883808
Chd1l	0.0265755674438832	0.910049255103243
Chd2	0.0606531181160213	0.788604721553074
Chd3	0.10665048572853	0.577631097533855
Chd4	-0.079804234860231	0.889510221561851
Chd6	0.0597212741731283	0.66795754569256
Chd7	0.0601701594832225	NA
Chd8	-0.0275690384081209	0.837653550937328
Chd9	0.159873631072623	0.446765876197032
Chdh	-0.0507088763795842	0.884208966899522
Chek1	0.227083060763823	0.366664584669384
Chek2	-0.109077624434885	NA
Cherp	0.0125440733412221	0.966621067161014
Chfr	0.0370724433128506	0.77695825903268
Chga	-0.012203440978463	NA
Chgb	0.0859499312327481	NA
Chi3l1	-0.0966272486394484	0.944523698318107
Chia	-0.0343356064840323	0.80114307523039
Chic1	0.0668111393516435	NA
Chic2	-0.0351216772333016	NA
Chit1	-0.0406089958493254	0.823515143362725
Chka	-0.105519989125574	0.617704394139628
Chkb	0.0551498015768743	0.713558015735061
Chl1	-0.0755522483266438	NA
Chm	0.0250554016339661	0.910481423866248
Chmp1a	0.0113621639224206	0.965946128398215
Chmp1b	-0.057708299641698	0.702311010491267
Chmp2a	-0.0337151564549423	0.843607096469942
Chmp2b	0.00491121529952476	0.975482998602725
Chmp3	0.0657283141643195	0.637400655649316
Chmp4b	0.049873990896522	0.707145874437965
Chmp4c	0.015733642091277	0.957448580353383
Chmp5	0.0798927866527581	0.477792621918415
Chmp6	0.00685357693828692	0.982428537602402
Chmp7	-0.114849483375814	0.251015298098687
Chn1	0.0694042223325937	0.654018340780699
Chn2	-0.24877632716688	0.526131035158104
Chodl	0.141603219593445	0.39324965403874
Chordc1	0.167360099596031	0.178363609784281
Chpf	-0.0875822942257845	0.707203555478235
Chpf2	-0.0373721136710117	0.827107498400529
Chpt1	-0.0506133568217582	0.806263139369557
Chrac1	0.160572170801418	0.510512926370553
Chrd	-0.120592512599243	NA
Chrdl1	0.120391330266865	NA
Chrdl2	-0.253859269673137	0.316672300347997
Chrm1	-0.172793224836767	NA
Chrm2	0.0125106443567091	NA
Chrm3	-0.0199522406708512	NA
Chrm4	0.0432593032025377	NA
Chrm5	0.0126364539303649	0.950066546646112
Chrna1	0.00923122345830674	0.971162093179086
Chrna10	0.0211501207222788	NA
Chrna2	-0.121836454494523	0.411484114234356
Chrna3	-0.000300856994817522	NA
Chrna4	0.0432861830633131	NA
Chrna5	-0.0863320649489943	NA
Chrna6	0.10006146741194	0.488372527186589
Chrna7	-0.0666706532549055	0.642620853850013
Chrna9	-0.0504965850575738	NA
Chrnb1	-0.00820303337204287	NA
Chrnb2	-0.00539629600056113	0.981559502235395
Chrnb3	-0.071276136453112	NA
Chrnb4	-0.00230132250829662	0.989791596996549
Chrnd	0.0812961066883693	NA
Chrne	-0.0859060398247369	NA
Chrng	-0.150251559522009	0.351650101375238
Chst1	0.0986191176281022	0.815047620269577
Chst10	0.0503338870535313	0.784696992136119
Chst11	0.0752413608821989	0.531858183022124
Chst12	-0.28420921753691	0.199257265690204
Chst14	-0.170717024831012	0.340392468440981
Chst2	-0.0265223979567013	0.913179586804668
Chst3	-0.0488422176035188	NA
Chst4	-0.0423005311780384	NA
Chst5	0.0473943392567424	0.877307664369627
Chst8	-0.0916385754291325	NA
Chsy1	0.43431590453355	0.082473442523532
Chtf18	0.00216576253257905	NA
Chtf8	-0.0409504250173196	0.817588107048019
Chuk	0.0528665995293967	0.80647296067033
Churc1	-0.0107726185344887	0.952612717900829
Ciao1	0.00752527623562571	0.984207346631185
Ciao2a	0.0457698620744988	0.828163542909402
Ciao2b	-0.0473698449354316	0.896512378925718
Ciao3	-0.00923848550602901	0.966621067161014
Ciapin1	0.1231120743831	0.385399192348703
Cib1	0.0295833565501589	0.940533711168682
Cib2	0.0873358028908244	0.664593376208966
Cic	0.0737014851996527	0.82375825124167
Cidea	0.255344855859867	0.638672457765434
Cideb	-0.0720627395441724	0.702494004109373
Cidec	0.239763153223075	0.168340603392322
Ciita	0.0252483737655513	NA
Cilp2	-0.103358806491901	0.779016053995847
Cinp	-0.0693757658188119	0.591702070274579
Cipc	0.0553680045734009	0.713485610098655
Cir1	-0.0538535629206631	0.731305032411393
Cirbp	-0.112033903122525	0.433274870115658
Cisd1	0.185438853251265	0.382850844334541
Cisd2	0.147205805330515	0.26755650553685
Cisd3	0.0617788509843429	0.653928281516079
Cish	-0.0779814762782971	NA
Cit	0.243247363187682	0.23109587472808
Cited1	-0.0382939046254513	0.831018994658026
Cited2	-0.146496872460339	0.757760483039798
Cited4	-0.046291529507414	NA
Ciz1	0.0482842881542016	0.856832244645436
Ckap2	-0.0377076099998934	0.935202828932528
Ckap4	-0.0386479416819192	0.862667448661521
Ckap5	0.0642083868448999	0.749609924134219
Ckb	0.321242354788589	0.127928043647559
Cklf	0.187397940652583	NA
Ckm	0.771321136723282	0.349248572822199
Ckmt1	0.15311884728262	0.39324965403874
Ckmt2	-0.102551926247906	NA
Cks1b	0.0867132013715448	0.594106800201533
Cks2	0.226302459608289	0.664343154919391
Clasp1	-0.0311167577850728	0.813872137103106
Clasp2	0.00178094417865005	0.991025013156761
Clasrp	0.182802793221168	0.386861695846334
Clba1	-0.107242619473262	0.422733356162347
Clca1	-0.00964614816628728	NA
Clca4	-0.147169284850279	NA
Clca4l	-0.0178818432037975	NA
Clca5	0.005365412250673	0.975058020172539
Clcc1	-0.13749613457734	0.244652579208437
Clcf1	-0.168434886616379	NA
Clcn1	-0.196619273676855	NA
Clcn3	0.0685954925566623	0.770108667072577
Clcn4	0.0759614304560046	0.60455748235782
Clcn5	-0.0474255182871186	NA
Clcn6	-0.0842396636633653	0.569208587590806
Clcn7	-0.0358868996757495	NA
Clcnka	0.0527939106706237	NA
Clcnkb	-0.0944769902351776	NA
Cldn1	0.561437100878724	NA
Cldn10	-0.0475958973585859	NA
Cldn11	0.111004079008688	0.784696992136119
Cldn12	-0.192974303471047	0.122433909458413
Cldn14	-0.204037855611965	0.142517471473675
Cldn16	-0.0708439575366917	NA
Cldn18	0.0698430393186245	0.623563338191579
Cldn19	-0.0607574213024815	0.652683793411202
Cldn2	0.0318225269719159	NA
Cldn22	0.0185072513189546	0.926452555282343
Cldn3	-0.0845244254610771	0.654316548216952
Cldn4	0.0495324656340124	NA
Cldn5	0.266369431829797	0.480641095877785
Cldn6	-0.0494298855814463	0.801416900020362
Cldn7	-0.104342308469456	NA
Cldn8	0.0499232141781452	NA
Cldnd1	0.0329679730576622	0.855067537243869
Clec10a	0.107102013107336	0.687776611969249
Clec11a	-0.252152549753758	0.166232851318759
Clec12a	0.218794134772777	0.266884576062062
Clec14a	0.0354006288247124	NA
Clec16a	0.0550464069657322	0.757916846215469
Clec1a	-0.0340206970457269	0.794473281348632
Clec1b	0.142514554612696	NA
Clec2d	-0.159672265717379	0.291336341743092
Clec2l	0.0821885838607423	0.740754354928004
Clec3a	0.0438498645956322	0.710854777216194
Clec3b	0.0427903162774639	NA
Clec4a	0.0768792514662966	0.862094711304025
Clec4a1	-0.160709056571241	NA
Clec4a3	0.129303777370406	0.77761085922365
Clec4f	-0.0645981824040316	0.64278378541761
Clec4m	-0.0974513564425816	0.305373327268434
Clec7a	0.146674052305993	0.305373327268434
Clec9a	0.0498555821898794	NA
Clic1	-0.267268711069773	0.0473600387326569
Clic2	-0.0554624429813924	0.822441455160897
Clic3	-0.0863659465914077	NA
Clic4	-0.0552448181309364	0.764532449261581
Clic5	-0.159822525521724	NA
Clint1	-0.0667306624125876	0.640520816505738
Clip1	0.0478702883763988	0.89827948224655
Clip2	-0.0732016074525124	0.797356573473965
Clk1	0.270093988899179	0.111788874954848
Clk2	0.0295176132611932	0.896454651201406
Clk3	0.156401102127052	0.319597619241479
Clk4	0.239041428839979	0.130127429881992
Clmp	-0.232342884327311	0.379188222573536
Cln3	-0.013090023846928	0.947944314147628
Cln5	-0.159662179617632	0.351319123632836
Cln6	-0.135622032000679	0.478944479953333
Cln8	-0.331075396657434	0.0487649414626477
Clns1a	0.152827808555058	0.468098335813716
Clock	0.267634510389744	0.107109532283096
Clp1	-0.0361148324368266	0.877349893509811
Clpb	0.00140869561558432	0.996321321686102
Clpp	0.209180495489633	0.207331285417268
Clps	-0.00100154816647624	NA
Clptm1	-0.0176974997727317	0.9669275932795
Clptm1l	0.0830534632284916	0.678398532425904
Clpx	0.135330989361186	0.535976364179481
Clrn3	-0.133126736370664	0.299672630635137
Clstn1	-0.0547492971358015	0.8203517182809
Clstn2	0.133342613305875	0.407312805803942
Clstn3	-0.0430173321562748	NA
Clta	-0.150037657629909	0.180952254452433
Cltb	-0.0613392644018376	0.614111122213111
Cltc	0.0329246020541625	0.795431712251295
Cltrn	-0.0617759858732949	NA
Clu	0.0709097620245593	0.908848384704108
Cluap1	0.253746376304594	0.117145962915728
Cluh	-0.104069167418729	0.46928249725078
Clybl	-0.0793964929379118	0.586272445589833
Cma1	0.113653930338939	NA
Cmahp	0.0643836699228064	0.615162433616522
Cmas	0.0560359300612188	0.724228435253574
Cmbl	-0.0161790591550419	0.944987840037888
Cmc1	-0.135768524727885	0.538330479442362
Cmc2	0.0776539158745333	0.677043283228755
Cmip	0.148543880525928	0.315339335976722
Cmklr1	-0.0424248813202768	0.904347438630544
Cmpk1	-0.00764916171369734	0.958308206886845
Cmpk2	0.0668655144215711	0.640239089436027
Cmss1	0.217342901490902	0.212924692982683
Cmtm2a	0.00371576890717673	NA
Cmtm3	-0.20212730639382	0.243657014543109
Cmtm4	-0.00305881735126601	NA
Cmtm5	0.0171800122762846	0.966397757010482
Cmtm6	0.0580115479268155	0.720552142304982
Cmtm7	-0.0565581199193925	0.811335603345302
Cmtm8	-0.148160250081752	NA
Cmtr1	0.0346368873889524	0.848650480598469
Cmya5	-0.146367981558173	0.662913702188885
Cnbd2	0.0662966021585127	NA
Cnbp	0.118568084622632	0.209404218382072
Cndp1	-0.0731729803232648	0.79653680681532
Cndp2	-0.0922644402446338	0.633239678135719
Cnfn	-0.0505850012403464	0.748251563603796
Cnga1	-0.0878102705409223	NA
Cnga2	0.087639188261817	0.435736159830858
Cnga3	-0.132395713811873	0.225389539962657
Cnga4	-0.0822698829697837	NA
Cngb1	-0.0786504073063483	NA
Cnih1	0.0698181394837256	0.631088246369462
Cnih2	0.00904525800236566	0.968748369060909
Cnih4	0.0764426963761515	0.625525427913833
Cnksr1	-0.0839730083209691	0.713552998872612
Cnksr2	-0.0258668990485909	NA
Cnksr3	-0.0431656921730958	0.867565085642931
Cnmd	0.0313115620747375	0.957782564414639
Cnn1	0.276999308263137	NA
Cnn2	-0.159596597859762	0.444291748490037
Cnn3	0.0402283480274352	0.772793763634461
Cnnm1	-0.0926026202333343	0.445523327602759
Cnnm2	0.0436602396489087	0.828163542909402
Cnnm3	0.0173337804556617	0.93084892244213
Cnnm4	-0.105294320861008	0.44671661188884
Cnot1	-0.132087111119361	0.415361008831071
Cnot10	0.0756171762254034	0.477792621918415
Cnot11	-0.149562069980385	0.277485446121011
Cnot2	0.116190693275673	0.33472342908686
Cnot4	-0.0407890931564427	0.883334776013866
Cnot6	0.0136356111998399	0.963317569700301
Cnot6l	-0.00754521367690142	0.969015351028659
Cnot7	0.0460928754627012	0.819930611448015
Cnot8	0.0836255300714068	0.692495170733899
Cnot9	-0.00988375369218453	0.975482998602725
Cnp	0.0636621387481924	0.734482914740417
Cnppd1	-0.413443769977626	0.033422940520545
Cnpy1	-0.0395451087316774	NA
Cnpy2	-0.0299872656407967	0.905934641242191
Cnpy3	-0.0842523642201467	0.709935740719577
Cnpy4	0.136571357317928	0.470765304175728
Cnr1	0.255426781023784	0.182284302354399
Cnr2	-0.0116432209287769	0.953857324296766
Cnrip1	-0.0259802166968361	0.935749323334006
Cnst	-0.0392704046166958	0.849645065225092
Cntf	0.153659866164965	0.209661100379726
Cntfr	0.0625954032865117	0.629466589754587
Cntln	0.000130639680186562	0.998714894985966
Cntn1	-0.0812025736283317	NA
Cntn2	0.0454817651344426	0.755896863011077
Cntn3	0.113486373620917	0.409148767297994
Cntn4	-0.0227663079420983	0.862667448661521
Cntn5	-0.0419434944444461	0.758781799203416
Cntn6	0.00723942695111823	NA
Cntnap1	-0.0225914514010457	0.871944932256983
Cntnap2	-0.0265265783653152	NA
Cntrl	0.184029478832713	0.332919217507099
Cntrob	0.0220903723701955	0.965946128398215
Coa4	0.114544066091418	0.691127161453372
Coa5	-0.0039415473747404	0.983825653669278
Coa7	-0.0909006474202059	0.394353195119203
Coa8	0.192102273543506	0.579033984447131
Coasy	-0.153655350386123	0.338771002150452
Cobl	-0.021366816707264	0.904347438630544
Cobll1	-0.115874557945194	0.640503860061627
Coch	0.0532230128669706	NA
Cog1	0.221725332297908	0.294536582044136
Cog2	0.0679810608519942	0.626552643063583
Cog3	-0.00517286750236146	0.978118414510584
Cog4	0.0540053929069533	0.829908381724962
Cog5	0.0891713660420042	0.70671703438336
Cog6	0.234785280909382	0.149686011659824
Cog7	0.013607788363263	0.942038143457138
Cog8	-0.0750569315222034	0.781887522550628
Coil	-0.0682920130453333	0.736123351853358
Col10a1	0.179753136174309	0.447674694236928
Col11a1	-0.0365319639431583	0.880079840284299
Col11a2	0.00843243623095447	0.979190039057023
Col12a1	-0.309339667323391	0.1778758885697
Col13a1	0.10520517890818	0.735393188463589
Col14a1	-0.112345785652776	0.857060419144127
Col16a1	-0.129416481634152	0.73731326654833
Col17a1	-0.0466728318662533	NA
Col18a1	-0.162401913594983	0.363458257984001
Col19a1	0.0271893517962258	NA
Col1a1	0.016296860058798	0.968748369060909
Col1a2	-0.00430629015060724	0.985144877382095
Col20a1	0.066250452557882	NA
Col22a1	0.0264461864666821	0.910600680175144
Col24a1	-0.0863405646065019	0.755693219651793
Col25a1	-0.21011464722983	0.701293760103326
Col26a1	-0.0836360008521844	0.705802561810099
Col27a1	0.0171362887643269	0.971274043313023
Col2a1	0.26101608958486	0.323952269698119
Col3a1	-0.0796103537764701	0.739217445049039
Col4a1	-0.111471790439932	0.77004211899648
Col4a2	-0.152602187436273	0.609350592853471
Col4a4	-0.0336293279826592	NA
Col4a5	-0.0614708728229445	NA
Col4a6	0.0473867028252783	NA
Col5a1	-0.311229466876879	0.0700746656866088
Col5a2	-0.0594242665808551	0.726189669983412
Col5a3	-0.0111296663486922	0.973647698787339
Col6a1	-0.190138135119755	0.082473442523532
Col6a2	-0.0863639087600401	0.704401601406171
Col6a3	-0.113798572796208	0.373505519676243
Col6a5	-0.145990707760076	0.26755650553685
Col6a6	0.100336023411105	NA
Col7a1	-0.0333013834099445	NA
Col8a1	-0.299067281274139	0.269662806086528
Col8a2	-0.572623634200664	0.103365259079481
Col9a1	-0.0278269313236841	0.898242562356859
Col9a2	0.0993894320712094	0.701006340124026
Col9a3	0.15150279000795	0.513855945004387
Colca2	-0.181678934082298	NA
Colec11	-0.00231044977638373	0.989791596996549
Colec12	-0.0207949381121377	0.906422201045167
Colgalt1	-0.0646213677453336	0.784696992136119
Colgalt2	0.101383910807801	0.758115688766515
Colq	-0.213110520661283	0.163834755363704
Commd1	-0.10854466921038	0.672909749290913
Commd10	0.181970692620238	0.39324965403874
Commd2	0.0134400114959892	0.953835582972326
Commd3	0.0531954287276477	0.749965148255718
Commd4	0.0195482039703503	0.922012872488424
Commd6	0.108085095623261	0.616069940609153
Commd7	0.0189145378800006	0.927041609653194
Commd8	-0.0764507355613091	0.617731345341866
Commd9	0.0551082114409311	0.748561063065114
Comp	-0.0810734161790236	0.482564081605554
Comt	-0.199374762665837	0.89827948224655
Comtd1	-0.142831225299462	0.193746793420254
Cop1	-0.121167739194723	NA
Copa	0.165893759182635	0.15584002652845
Copb1	0.11689965715933	0.437369635869994
Copb2	0.0484754447611753	0.764532449261581
Cope	0.100174111371556	0.671253533922067
Copg1	0.0417331829322851	0.757760483039798
Copg2	0.0238154990594133	0.902607101113549
Coprs	0.140547105716648	0.640239089436027
Cops2	0.00873893481325538	0.978118414510584
Cops3	-0.111113617397569	0.349889057991702
Cops4	0.0463272362981755	0.80713408768146
Cops5	0.095555841755953	0.445523327602759
Cops6	-0.114671406545972	0.376636322881798
Cops7a	-0.0330406666754097	0.855031999831386
Cops7b	-0.0368984215275621	0.819510314036405
Cops8	-0.0859622652199477	0.603792858090289
Cops9	-0.233135693925723	0.310249568550839
Copz1	0.0847984307110838	0.664465983961839
Copz2	-0.206444015799697	0.100534286694528
Coq10a	0.0248182307412446	0.875695341130322
Coq10b	-0.224834324269212	0.52565943845533
Coq2	0.117684610213351	0.530489885971789
Coq3	-0.163282016512927	0.280124856489977
Coq4	-0.0418835670470799	0.793759431754812
Coq5	0.044941835013387	0.823515143362725
Coq6	0.0543669625308887	0.796059143487804
Coq7	-0.0300342587128366	0.835518725723709
Coq8a	-0.0777760600078352	0.784582212115159
Coq8b	0.11033264847491	0.47911158940215
Coq9	0.0713484013266115	0.551240427638481
Coro1a	0.191337769028522	0.751111452288584
Coro1b	-0.0912030887354618	0.665359030256411
Coro1c	-0.114042505225381	0.46928249725078
Coro2a	0.168443127376787	0.126579027107465
Coro2b	0.229708556480334	0.111788874954848
Coro6	0.0636137050598524	0.630579481369774
Coro7	-0.237266315529124	0.152492327487555
Cotl1	-0.0649550430268553	0.755693219651793
COX1	-0.0151070326163278	0.908473578443251
Cox10	0.0192837004682751	0.944692142020752
Cox11	0.0376772289193772	NA
Cox14	-0.0235191564211554	0.943457809482193
Cox15	-0.0234288553333322	0.930080621353701
Cox16	-0.203279853797074	0.126579027107465
Cox17	0.201599983907474	0.335815222862851
Cox18	0.00039444375316755	0.997218568516678
Cox19	0.0896855372543399	0.569933016056133
COX2	0.0332627238039862	0.785367361743881
Cox20	0.0402153443080291	0.824788495175986
Cox4i1	0.170120443461194	0.639034426734828
Cox4i2	-0.482692682374374	0.185765095449127
Cox5a	0.100140144634453	0.722549930187048
Cox5b	0.0173717606393389	0.944523698318107
Cox6a1	0.0578873053021312	0.794473281348632
Cox6a2	-0.24604633464726	0.508290286423689
Cox6b1	-0.0115358497617599	0.953397574940207
Cox6b2	-0.135804878239448	NA
Cox6c	0.0399413665021822	0.765195432101651
Cox6c-ps1	-0.108338798523291	0.459235925235502
Cox7a2l	-0.00892922145643205	0.954060270872932
Cox7b	0.170105580336138	0.582913600107812
Cox7b2	0.0187652562008314	NA
Cox7c	-0.0268438300988567	0.897699589872999
Cox8a	0.0248445248514102	0.908848384704108
Cox8b	-0.25199027020104	NA
Cp	0.0202706881504842	0.960745444471858
Cpa1	0.091393923642646	NA
Cpa2	0.0150874331468129	NA
Cpa3	-0.0513559626785218	0.859000979101776
Cpa4	-0.0630123804829612	NA
Cpa6	-0.0627337759521476	NA
Cpb1	-0.0460236938418017	0.837500166757834
Cpb2	0.064935804489612	0.736602883392973
Cpd	-0.106807245488872	0.375857819812791
Cpe	-0.00350771480891154	0.984601017582414
Cpeb1	-0.422861725569708	NA
Cped1	0.0998647255980103	0.915373405791651
Cpg1	0.0190229916954516	0.88765740241974
Cplane1	-0.0585293341572273	0.781088475599516
Cplx1	-0.0620908592745444	NA
Cplx2	0.0605258592358497	NA
Cplx3	-0.0336586746864667	NA
Cpm	0.0561482672034561	0.813087131068293
Cpn1	0.00345637472671889	0.987837764204135
Cpne2	-0.293261534389716	0.0707402480126392
Cpne3	-0.173509172434686	0.428454151940427
Cpne4	0.041653615656057	NA
Cpne5	-0.0537354862299422	0.603792858090289
Cpne6	-0.0425411280812629	0.757760483039798
Cpne7	0.0329641869336097	0.842693653539788
Cpne8	0.0642300340587418	0.860777369748221
Cpne9	0.0736077436427296	NA
Cpox	0.00921915688751795	0.981522378838523
Cpped1	0.0773887683836518	0.652683793411202
Cpq	0.0528658589647648	0.708282328890792
Cps1	-0.0356873653224241	NA
Cpsf1	-0.0958597374743544	0.564967599565387
Cpsf2	0.0481182215183864	0.81713270949671
Cpsf3	0.104130586293884	0.421319764040617
Cpsf4	-0.058314887972756	0.757760483039798
Cpsf6	0.0209470946088812	0.953397574940207
Cpsf7	-0.027732932833163	NA
Cpt1a	-0.190272408194746	0.44641061395905
Cpt1b	0.0240459123532109	0.913179586804668
Cpt1c	-0.13276977516346	0.428454151940427
Cpt2	-0.0927272446489891	0.640239089436027
Cptp	-0.0990369535993789	0.564048659244348
Cpxm1	0.325920128172051	0.488184466191773
Cpxm2	-0.0552963292260165	0.877298552255516
Cpz	0.130263901572325	0.719834078643906
Cr1l	-0.145405855884299	0.276402348797814
Cr2	0.0474941803921327	NA
Crabp1	0.0739581329912067	0.776458085452665
Cracd	-0.197908476000595	0.276257046190616
Cramp1	-0.0977361300759245	0.434933984635184
Crat	0.0541986825961125	0.749965148255718
Crb2	-0.0656733176885691	0.710785965664541
Crb3	0.00904121029915483	NA
Crbn	0.0615720260589292	0.727391660516481
Crcp	0.0188455245460446	0.882789865907332
Creb1	0.139155519227444	NA
Creb3	0.0278210641899754	0.865404833116162
Creb3l1	0.0110862669433107	0.966397757010482
Creb3l2	-0.0981786417232868	0.757916846215469
Creb3l3	-0.0373480298642992	0.79106750977709
Creb3l4	-0.0283180864230834	NA
Creb5	-0.061059249326485	0.85123448383946
Crebbp	0.00789768537702784	0.978118414510584
Crebl2	0.165540401643151	0.329014856235607
Crebrf	-0.11014654062159	0.515760384071144
Crebzf	0.0122353998549958	0.949767358987729
Creg1	-0.0878121611661768	0.738531098620232
Creg2	-0.0140698553510425	NA
Creld1	-0.135612218155911	0.382169215150279
Creld2	0.306524341556585	0.164909714190976
Crem	0.125557751152765	0.464959961418479
Crh	0.0747948226561315	NA
Crhbp	-0.0703790216801163	NA
Crhr1	-0.084690390265127	NA
Crhr2	-0.0258568461048654	0.826775200588938
Crim1	0.0552262686711149	0.890559811240255
Crip1	-0.00176172627539195	0.996984460420843
Crip2	-0.255290195572504	0.152492327487555
Cript	0.0275173032040641	0.929143040960923
Crisp2	-0.0420724572372242	NA
Crisp3	-0.109946112391297	NA
Crispld2	0.239903317256676	0.452554722047417
Crk	-0.234110847340201	0.257640844802759
Crlf1	-0.247782305625447	0.129251504294483
Crlf2	-0.00373999617176679	0.984976338634186
Crlf3	-0.108112634033986	0.51672055000713
Crls1	0.198686730299288	0.211125235182484
Crmp1	0.0871451297664194	NA
Crnde	-0.11379745285781	0.640520816505738
Crocc	-0.0915421836028019	0.524191842437796
Crot	-0.0643705650916315	0.77695825903268
Crp	0.0400234501399979	0.84672072754686
Crppa	0.250038278036677	0.320978070848413
Crtac1	0.00749556840608356	NA
Crtap	-0.0713483371152206	0.676709189494157
Crtc1	-0.0600399572667074	0.560994124341159
Crtc2	-0.0318892846111796	0.847317003918918
Crx	-0.0918488870614906	NA
Crxos1	-0.1770137744298	NA
Cry1	0.170284798407808	0.764880331614271
Cry2	-0.0476891937423609	0.784696992136119
Cryaa	-0.0322915583307672	0.867499389681268
Cryab	-0.154198192283554	0.529225503457073
Cryba1	-0.00822175620266385	NA
Cryba2	-0.0578633521172591	NA
Cryba4	-0.0498292486383667	NA
Crybb1	-0.101244610533207	NA
Crybb2	0.0794362781983544	NA
Crybb3	0.0446554965078318	0.8525076088197
Crybg2	-0.136874741827241	NA
Crybg3	0.107462420852111	0.524191842437796
Cryga	-0.25342237044639	NA
Crygb	0.00244608441823502	NA
Crygc	-0.0944831396916195	NA
Crygd	0.197905734761383	0.186473965155267
Crygn	-0.0239037045205643	NA
Crygs	-0.0509259319720607	NA
Cryl1	-0.166970759156673	0.363458257984001
Crym	-0.192860757642057	NA
Cryz	-0.0587427561448823	0.788161633698828
Cryzl1	0.164928747046579	0.241297560504478
Cs	0.0258349634429944	0.905487162943114
Csad	0.0216758514321977	0.918899142778408
Csap1	-0.244635919891339	0.785472662956697
Csdc2	0.0109609398267496	NA
Cse1l	0.102047152498695	0.418102184179044
Csf1	-0.0630033503031111	0.617731601707937
Csf1r	0.12727563582086	0.548196944439499
Csf2	-0.0694279035568144	0.524470260249388
Csf2ra	0.02045326436322	0.913730454825578
Csf2rb	-0.0505605757294827	0.74151569127289
Csf3	0.0767134608086231	0.491411852080019
Csf3r	0.0109191985978576	NA
Csgalnact1	0.321752020781865	0.0597968113187907
Csgalnact2	0.16944913568366	0.344985958443645
Csk	-0.206387164215053	0.103734255517237
Csn1s1	0.115905492838652	NA
Csn2	-0.0587275393475046	NA
Csn3	0.052075510214654	NA
Csnk1a1	0.0464822542233012	0.720552142304982
Csnk1d	-0.0539713478388464	0.709870018875197
Csnk1e	0.0456552864565225	NA
Csnk1g1	-0.0595195702440732	NA
Csnk1g2	0.0676804404087328	0.795714631454826
Csnk1g3	-0.00743064212110056	0.965946128398215
Csnk2a1	0.0197819221182289	0.966528184482528
Csnk2a2	-0.0455613016659928	0.76759695172876
Csnk2b	-0.216712319030574	0.249102149325431
Cspg4	-0.249583144298791	0.34081778236382
Cspg5	-0.0505336341721154	NA
Cspp1	0.0393494554415499	0.845873033529982
Csrnp1	-0.325000771258986	0.110336553786662
Csrnp2	-0.103196001325536	0.394353195119203
Csrnp3	0.0979553380022145	0.558806454623184
Csrp1	-0.226055271539357	0.271401510592886
Csrp2	-0.0152908179196523	0.981209853144028
Csrp3	-0.167340024910004	NA
Cst11	-0.0574905203674287	NA
Cst12	-0.0892481687402338	NA
Cst3	0.00441882605750088	0.978118414510584
Cst5	-0.00990165443267976	NA
Cst6	-0.0570115962400219	NA
Cst7	-0.0125055688303641	0.969348039253826
Cst8	0.0657325951373968	0.781291132509024
Cst9l	0.055935070304999	0.702021490233845
Cstb	-0.0917243693832308	0.669583933972966
Cstf1	0.00548960175021929	0.977702880159998
Cstf2	0.112306693599236	0.217110112093528
Cstf2t	0.140144682320017	0.514438930334821
Cstf3	0.334190341583318	0.0274311852521921
Ctbp1	0.0122515776327514	0.953857324296766
Ctbp2	-0.0193196785370926	0.93617158289152
Ctbs	0.0238914490100353	0.92663940972942
Ctc1	-0.090443154259729	0.596899738524481
Ctcf	0.0190121535228496	0.943592477037649
Ctdnep1	-0.276204393991831	0.0700746656866088
Ctdp1	0.0799998361216119	0.68346088020913
Ctdsp1	-0.141848171193098	0.180952254452433
Ctdsp2	-0.23750850426978	0.148303868341088
Ctdspl	-0.0451421285741382	NA
Ctdspl2	0.105154462425178	0.487877580562967
Ctf1	-0.0712621168738448	0.756861543157174
Cth	-0.74628829201447	0.0204151808468768
Cthrc1	0.276369546858033	0.302356184839072
Ctla2a	0.0587567516675147	0.73536444045571
Ctla4	-0.0588878020867689	NA
Ctnna1	-0.0728823353773453	0.637400655649316
Ctnna2	-0.0610258509041151	NA
Ctnnal1	0.127417555878657	0.60086041194678
Ctnnb1	-0.115371494207272	0.757760483039798
Ctnnbip1	-0.275049030683714	0.0453275519814463
Ctnnbl1	0.262307100954738	0.0444771901969825
Ctnnd1	-0.0256238912027431	0.88765740241974
Ctnnd2	0.0186536466187572	0.934915875488944
Ctns	0.0250783467325437	0.911108486214689
Ctps1	0.155608992153233	0.375857819812791
Ctps2	-0.167136991939783	0.259358152445021
Ctr9	0.103235142870984	0.601570592475844
Ctrb1	0.0306537186031015	NA
Ctrc	0.0112451732254195	NA
Ctrl	0.00769961408607056	0.974049358652562
Ctsa	-0.0847003069759005	0.46919312880225
Ctsb	-0.0835382071385986	0.660916180628153
Ctsc	0.156828340073784	0.502784237416329
Ctsd	-0.027019578858626	0.886549372928408
Ctse	0.175690796085903	0.539162759858667
Ctsf	-0.268916162342924	0.0961077237041221
Ctsh	0.1006640411573	0.539774983617521
Ctsj	0.0191254872379378	NA
Ctsk	0.0998397069563914	0.795431712251295
Ctsl	-0.0851197486889195	0.653085010818535
