gene_name	OsteoarthritisvsNormal_log2FoldChange	OsteoarthritisvsNormal_padj
ANO1	0.224246736222842	0.449392631378785
PPFIA1	0.136243862819644	0.339359980479221
TMEM204	0.266908776931855	0.396155647123951
KREMEN2	0.0388736546877054	NA
THOC6	-0.173892389998898	0.557519110500557
TRAF7	0.122755132289757	0.509835673490172
BARX1	0.0630917444104637	0.865621517925963
NINJ1	0.20384385628099	0.392773826118258
CA6	-0.0770134385721793	0.885255935153822
NPHP4	-0.103282261517072	0.71634899305223
MAP1B	0.4776976025896	0.0490230686442302
RHOXF2	0.0122301002211365	NA
IL13RA1	0.0205316684622117	0.929053130452816
WDR44	0.0386859539525693	0.868716465678063
CKMT2	0.0796715376752077	NA
ZCCHC9	-0.276524487884323	0.216184936154947
KRT34	0.00179565243236779	NA
KRT33B	0.0122248478083993	NA
TNS4	0.104074897164759	NA
TOP2A	0.199952792271576	0.57001848112106
STARD3	0.0383812802814534	0.855204335249669
RARA	-0.0651912247989388	0.823314791396503
PPP1R1B	0.127239533448609	0.812347744140624
KHDRBS3	0.0474163549932506	0.908273570685729
CHD1L	-0.0536614386703628	0.821710370879798
PEX11B	-0.232126097497139	0.199983498580127
FMO5	0.157352964346611	0.656521503091725
PIAS3	-0.118942304956172	0.605902485427706
PRKAB2	-0.0370763018274842	0.909419390567828
CLUHP3	-0.421766853416816	0.143768162825656
FSHB	NA	NA
PDHA1	-0.00671104167314431	0.978955886074779
RAI2	0.244001458035006	0.323017196869854
MCCC2	-0.0959438289059336	0.467597556829888
ZNF304	0.170381367568072	0.519776803571778
ZSCAN5A	-0.0815165233084468	0.749110163781043
ZNF132	0.00387691714340655	0.999593228973676
USP29	0.0967671102245948	NA
SELENOS	-0.0820941306735081	0.56824046230283
CHSY1	0.324608168284742	0.169835508053158
SNRPA1	-0.224302813892474	0.294429428313647
KRT17P1	-0.00318704727726275	NA
LLGL1	0.0476928628275783	0.869360533648315
NR0B2	0.0405864389551526	NA
LIN28A	0.147859370400026	NA
THAP1	-0.0665905379214364	0.768041388045436
RHPN2	0.18169223034449	0.597145015350292
C19orf12	0.0483771861602537	0.75870402496779
FAAP24	0.0737755130070165	0.842608762396177
LRRC9	-0.136755777927987	NA
ACTR10	0.00548138582344971	0.987381133212907
ABHD12B	-0.0366685421458807	0.917716469844125
GCH1	0.0091656431574147	0.987794378427046
LGALS3	-0.0503644466172909	0.82813624523202
UBE2L2	NA	NA
PODNL1	0.389413942173657	0.3164784489428
DNAJB1	0.23205834816284	0.509818394033377
ZSWIM4	-0.0452488788730511	0.874291715997385
FBXW9	-0.176013170210756	0.49314604093733
RFX1	-0.145130260638797	0.416213700563978
ZNF20	0.00272585303584105	0.99819560398654
C19orf57	-0.00792075320422313	0.953354262720904
DCAF15	-0.226098894612694	0.227158976727097
CC2D1A	0.0522278007621315	0.829000216272275
RTBDN	0.0753456175468217	NA
MATN3	0.128856756565372	0.845861664587252
TRIM21	-0.187506640362115	0.484864548744575
SPATA6	0.155138143764143	0.653888669456655
LRRC41	0.00941786352172853	0.972496008536765
CCT6B	0.0216723303260163	0.960997810964463
DHX30	0.0406457144448197	0.844494350101039
RAF1	-0.107239081193103	0.535080204740698
SLC6A11	0.170256594693133	NA
PPARG	0.35984634786067	0.337141966058497
NUP210	-0.0535867511781168	0.948114780694239
FCRLA	-0.323535610463274	0.413014153730861
HSD17B7	-0.0223707701879749	0.94580832676893
ENOSF1	-0.122633695938221	0.725507879173608
EMILIN2	0.113501490498986	0.821310848264948
SLX1A	-0.213207121035425	0.445320540567629
ARFIP2	-0.104572640696369	0.464725246189181
TRIM5	-0.0324002772321114	0.920029886366456
CNGA4	0.110660199461122	NA
TRIM22	0.507145476152558	0.0795538740863397
RRP8	-0.0701201487987568	0.746540015537107
TIMM10B	-0.258816739589021	0.206178617303161
EFR3A	0.21091387578123	0.193949379436029
HHLA1	-0.138851271924598	0.746973647342945
PTCD3	-0.095967935885313	0.706973262823684
IMMT	-0.0646215540343411	0.736704242158511
MRPL35	-0.103447493348214	0.693118544457763
IQCA1	-0.417944779932192	0.10329393778509
ILKAP	-0.0950775392586003	0.585439141991753
PER2	0.224281426805481	0.542979454063129
RAMP1	-0.205714151985501	0.56824046230283
SCLY	-0.101241917898161	0.598209504462478
PTPRE	-0.111476245802768	0.653186416543685
RAN	-0.182631716442637	0.380288003048942
PRKAA1	0.226453492854014	0.197428012954596
CARD6	0.12625453826034	0.71431684403097
RAP1GAP2	0.0200297789229563	0.964992314817246
CLUH	-0.0940241531428134	0.751513868745219
INPP5K	-0.085801764722639	0.677188164069635
MYBBP1A	-0.373695538283032	0.042267318556792
RPA1	-0.0226879438995828	0.944333209385753
SERPINF1	0.44022247292197	0.311987891301057
UBE2G1	0.0729286025081085	0.63094208169953
EEFSEC	-0.131924037954013	0.650819850230299
TBC1D14	0.180961919105705	0.3726806662391
TMEM128	0.0357392460174369	0.888963650354884
COQ3	-0.367325459966782	0.24612920660975
PNISR	-0.251029690011277	0.280760187040501
POPDC3	-0.11125385421357	0.767828464875307
SEC61G	-0.337657246978812	0.194445605394318
LANCL2	0.0456499854780991	0.825494758372772
FIGNL1	-0.00760515114593002	0.977285986451132
DDC	0.0218886127488159	NA
FTHL17	NA	NA
GRSF1	0.0111483929519183	0.946428587912289
ENAM	-0.0648323553202213	NA
JCHAIN	0.0885942633631249	0.781675862514638
ANKRD17	-0.00798299848015925	0.973648256738538
UTP3	-0.0467343540855211	0.77455134191256
ITGB4	0.151199810688064	0.763268915528013
WBP2	-0.143795647669471	0.27314504483424
H3F3B	-0.0381424374552406	0.869360533648315
UNK	-0.0173160671682468	0.949330248191885
TRIM47	-0.436916503372069	0.0874153390638136
ZRANB2	-0.185443125059085	0.308136703398272
EIF5A	-0.103339944505766	0.563850090691954
KDM6B	0.0380989126008973	0.910171239991955
CLEC10A	0.0182061079126305	NA
SLC52A1	0.0328828529589136	NA
GUCY2D	0.145251664950147	NA
GPS2	-0.069686793654729	0.706111230663816
XAF1	0.239542588932787	0.392773826118258
DLG4	0.283789366745542	0.265490677931741
RIDA	-0.114466409581342	0.69290747245106
VPS13B	-0.0828775353080936	0.749110163781043
RGS22	-0.216482255203106	0.560821290120829
MATN2	0.0425292720107911	0.926748355254233
REEP2	0.17928229039306	0.69874792909185
PCBD2	-0.0325078010150893	0.926670666959078
SDF2	0.00198856975496195	0.992445138593051
FLOT2	0.0660603439088873	0.858204373122851
ERAL1	-0.107055854804728	0.466419984334874
PRMT7	0.0238977159557993	0.929400260477043
NIP7	-0.101825312133147	0.64456510286869
TERF2	0.0374043683405941	0.875033718675169
VPS4A	-0.0934837470638279	0.401042882961003
MTSS1L	-0.248248651331374	0.398944430127353
HSPA12B	0.21097043656163	NA
ANKEF1	-0.00771752175631988	0.986376625198623
SCP2D1	NA	NA
PCED1A	-0.0285358154483318	0.91018287431525
SNAP25	0.124270697933684	NA
BTBD3	-0.226041094048151	0.284650747509191
PCNA	-0.0755508194795905	0.740735264570222
NXT1	-0.233238429578521	0.269066879868756
POLR3F	0.0180068793545185	0.943285592123254
RIN2	0.449199769716138	0.0676721571155452
PTPRA	0.220112630651377	0.37612425288525
SSTR4	0.0215128445810057	NA
DAP3	-0.0713912232284451	0.649100626338046
RHBG	0.0784900733085745	NA
KHDC4	-0.00891296895321722	0.980764096473621
ATP1A4	-0.210828722340493	NA
NES	0.436339601570327	0.205297850376122
BCAN	0.118776738861186	NA
CRP	-0.00638152382228251	NA
ARHGEF11	0.0642173827887789	0.76269684357508
RAB25	0.10404539069841	NA
HAPLN2	-0.0533757175866895	NA
APCS	0.00528974516276693	NA
FCRL2	-0.0743570837832626	NA
DCAF8	-0.0974663685345436	0.617371800065755
SYT11	0.758338790501418	0.00303572999667684
IGHMBP2	-0.177819562057484	0.457872019823811
ACY3	0.00876408826218618	NA
ALDH3B2	0.00876408826218618	NA
TESMIN	-0.252532502326815	NA
MMACHC	0.0753486818707691	0.829931651995352
DPH2	-0.167775323754388	0.43072494383044
TOE1	-0.208227778127224	0.25664680006729
NASP	-0.105533753032451	0.630360453312227
MUTYH	-0.128357731822981	0.60353851543955
CTNNBL1	-0.0977571338069154	0.624845099710002
LPIN3	0.1905755317106	0.59540183956046
ZSWIM3	0.0927420458798922	0.738186210275238
RBM38	0.033512055792138	0.951238854461798
VSTM2L	-0.00358357113657387	NA
OSER1	-0.0146209145891184	0.965480243287995
SERINC3	0.243944525027852	0.218626120461382
PPP1R3D	-0.016475193477237	0.949310220026182
DMGDH	0.32281953682647	0.401520242998061
BHMT2	0.333000820368934	0.483207739354036
AP3B1	0.0128099611721998	0.961845972414056
ZBED3	0.210272709942842	0.599244671007596
PATJ	-0.102693707165712	0.693204573733327
KANK4	0.117271862837612	NA
ANGPTL3	0.0167834585623251	NA
SYT4	0.0343330138991488	NA
SLC14A2	-0.0415452732670117	0.936687613757706
FBXO44	-0.0836323112574364	0.738255650821377
CPLANE2	0.0189764846088842	0.965121175443341
CASP9	0.0812750912461701	0.705183106984556
NMUR2	0.0106206467166063	NA
DCTN4	0.131561112496135	0.364080525257736
PDE6A	-0.162507779226053	0.67835971168583
ATP8A2	0.0509247847703675	NA
MTUS2	0.354330897765805	0.369540039236815
ZMYM5	-0.0227043848828165	0.901879459796019
USPL1	-0.0426791258709741	0.797015292654748
XPO4	3.54318561827873e-05	0.99819560398654
TPTE2	-0.143291702361783	NA
POMP	-0.18275803608214	0.469161536000416
CDK8	0.0491751938215129	0.843373863022653
ALOX5AP	-0.0139604761153514	0.688223269354566
HMGB1P5	-0.131946738303073	0.476828225347857
WASF3	-0.232842347335523	0.272818266935822
RNF17	0.0123242983843026	NA
GPR12	-0.0799897716119753	NA
CHRM3	0.152890738658215	NA
MYH8	-0.0144070446040238	NA
MYH10	0.161595100918154	0.625436369085886
PEMT	0.0263199949740947	0.938790041897
SCO1	-0.0553279638412301	0.749936731987952
MPRIP	-0.0590175587812268	0.780740414417382
CHI3L1	-0.272442455791352	0.368612296190161
MYBPH	-0.458620110365694	0.00802434700827659
PIK3C2B	0.397863526835434	0.254480695906125
DSTYK	0.080818988714669	0.630590119279021
CHIT1	0.208256862938369	0.770028190634529
SLC41A1	-0.0673450860126928	0.781983002513658
LGR6	0.527487896164167	0.13965328688171
TMCC2	0.190644801663551	0.582390599245138
DCLK1	-0.357203799001501	0.257524547383463
CCNA1	0.0019592946387554	0.949330248191885
COG6	0.129137680851662	0.671719229637387
SPART	-0.0666510891669768	0.706583029401523
RXFP2	NA	NA
EPSTI1	0.0908812058342178	0.866109415255173
TRPC4	0.0531565913427571	NA
POSTN	0.678792456519337	0.00817841489672793
RFXAP	-0.0204153164240807	0.961945946242919
TPT1	-0.206756518640857	0.514633316902276
GPALPP1	-0.0460619553718639	0.821310848264948
STOML3	-0.00507294013415636	NA
KL	0.648305270566671	0.00889591899680002
RFC3	-0.113649350977329	0.688601140134974
STARD13	-0.00402871470226773	0.99656415634989
IRS4	-0.00137285887706892	NA
MORC4	0.130476160761856	0.455358911346946
BEX2	-0.427570051848696	0.0636374381267361
RNF128	0.235833370645603	0.647407577906493
GNG5P2	NA	NA
TBC1D8B	0.228514309715907	0.257524547383463
TCEAL4	-0.107257045662261	0.568700027133723
BEX1	-0.491458340357072	0.149342226532847
FAM104A	-0.18764252429308	0.272818266935822
SLC39A11	0.176557252481956	0.591295244300316
EPHB2	0.250104947117942	0.518011154830209
SRRM1	-0.130362949041309	0.420149951958376
BTBD2	0.0896336469066907	0.6008103440836
PRAM1	-0.21733461588171	0.706583029401523
KMT5C	-0.149703000988778	0.630920896363623
ZNF414	-0.113856589339172	0.645532875307947
PDE6B	0.147944476511429	0.672521931494821
HSPBP1	0.0184164742025706	0.96853165423285
CSNK1G2	-0.113186718611066	0.491415709718246
SLF1	-0.17038915558076	0.625363793942054
CNDP2	-0.129110232843419	0.502939441762338
MACROD1	0.116086949738503	0.755004613781958
WDR74	0.301279108327169	0.591114393909282
LGALS12	0.0155369930217628	NA
RTN3	0.0563036563608563	0.759357852058013
RARRES3	-0.234998025690171	0.527855209582378
HRASLS2	-0.0733607365868767	NA
MYH11	0.494291896257567	0.19068191289887
FOPNL	-0.0782704391526857	0.750262661744902
MED10	-0.0857825816038617	0.523444718963603
PDZD2	0.0356316592428997	0.962733505298854
MORC2	-0.292154139929924	0.0698127213291106
LARGE1	0.16409211172371	0.585728598383606
GSTT2B	0.0688900310912741	0.987702393760804
MYO18B	0.138211669037786	NA
SLC2A11	0.0507306462874968	0.886448499567029
C1QTNF6	0.376593295081975	0.0733433531960101
GGT2	0.00135265959573234	NA
FAM83F	-0.0244481224177626	0.971235360959082
SEC14L4	-0.0948321466300469	NA
ZDHHC8P1	0.097887615530253	NA
GIMAP6	0.325297319079424	NA
GIMAP4	0.125554950642247	NA
ADCK2	0.151487495099446	0.610564713119703
MKRN1	0.0573425579517319	0.710305489066187
AGAP3	0.0570022504100604	0.816713553090352
KRBA1	-0.207026870103503	0.385175718104756
ZNF767P	-0.147846947956307	0.589023377232404
ACTR3B	-0.0880983099253062	0.684124939541637
NTS	0.00892953539952179	NA
BTG1	-0.0752322561749674	0.778270355077635
LRRIQ1	0.0439263864770653	NA
C12orf29	-0.0872126322226724	0.749936731987952
ATP13A3	0.185895071935926	0.402116470723045
SFTPD	-0.250318200293017	0.393230111669826
DYDC2	0.0544057955329419	NA
TMEM254	-0.105394151912037	0.674163497372436
TMTC1	0.175384244152256	0.470049378492572
KRAS	-0.0713723559363848	0.711829121378072
IPO8	0.160641958713505	0.461478269053429
LARS	-0.0666928523503331	0.603972715451072
SPINK5	0.0970910935508275	NA
IMPA1	0.108525188272085	0.436653603750539
LRRCC1	0.219327547157546	0.448615897329317
E2F5	-0.22570095533071	0.306466978362433
CA1	-0.319655285063627	0.798619405282616
CCDC59	-0.0982260778689513	0.619437416979401
SWAP70	-0.123521646595182	0.500078784980556
ARNTL	0.0885579001153766	0.769285173250963
LYVE1	-0.164509656005705	0.613194416381363
AMPD3	-0.113328324672329	0.71431684403097
SBF2	-0.0196524558695591	0.948114780694239
MICAL2	0.500359039804891	0.0207307250134853
RRAS2	-0.193282929940572	0.401593948135203
HSD17B4	0.0939573837471985	0.737254041393616
ZFC3H1	-0.211299844804748	0.49068824096368
TEX15	-0.00726256111332637	NA
SARAF	0.11612217122584	0.567277373913409
RNF122	0.474124589714025	0.134667188535296
DUSP26	-0.0269268456308758	NA
DPF2	-0.105018366732234	0.608531063141612
MEN1	-0.124016679393575	0.562905022958478
ERG28	-0.144979701845363	0.574495189903415
GSC	-0.238588196560456	0.425671892958005
DGLUCY	0.2020353759936	0.524706276502782
UNC79	0.000947182411900335	0.9934515073555
NUMB	-0.0790494973679218	0.730250740361397
CATSPERB	-0.052795953261709	NA
VRTN	0.150232690720329	NA
COX16	-0.271818500300208	0.339034070327685
TTC9	0.753677231846545	0.00274725646099937
MED6	0.000599445405718544	0.99748064254914
EIF2S1	0.0531129870978049	0.864893923723594
ADAM20	-0.136149402694621	NA
LOXL2	0.576943067519209	0.0224021060156397
ELP3	0.0440767315887095	0.842208187243487
PEBP4	-0.198662500449932	0.649583300431845
ADAMDEC1	0.242350695839162	0.640991366313575
CTIF	0.111457254704274	0.725507879173608
MRO	0.0797190902476278	NA
MBD2	-0.139370888363062	0.419436178179576
IER3IP1	-0.150172912328928	0.467264966387273
MRPS36	-0.119529761870124	0.711378235686602
CCNB1	0.0325863828137639	0.921482310623068
CDK7	-0.057326721882126	0.90695684883656
CD180	-0.117593779462259	NA
IRAK2	-0.166489683621706	0.30779907459247
CAMK1	-0.235866468933323	0.373453570729549
THUMPD3	-0.0874718102986809	0.504159956854953
VHL	-0.00528418223395775	0.98346315923058
BHLHE40	0.0782471374622515	0.83507156754107
ARL8B	0.0228656752422833	0.904526156570952
EDEM1	0.0552886703570063	0.864893923723594
CNTN6	-0.110103762288461	NA
CHL1	0.159480859111034	NA
MEIS2	0.147273049545143	0.587592596103075
DPH6	0.00696017458254511	0.987381133212907
KATNBL1	-0.0667934289218104	0.828209430253264
EMC7	0.0544074441659633	0.846512785552828
TRPM1	-0.00893598687415784	NA
GNAT2	0.0857953028211055	NA
GSTM1	0.249129737552967	0.644290764704622
PRPF38B	-0.159424814477094	0.411764138683544
REG4	0.0338726607787387	NA
TSPAN2	0.373951171199126	0.314746170499676
TSHB	0.334908744513383	NA
GSTM5	0.318169701987904	0.332262806908529
GSTM3	0.166530690799556	0.51806124556212
SYT6	-0.00785275838338828	NA
VAV3	0.450858625491895	0.0489158947897468
CHIA	-0.0187569426843935	NA
PSRC1	-0.0770126630139963	0.827741018371258
HMGCS2	0.0102037250700531	NA
PTPN22	-0.252643517781811	0.307212704009752
SORT1	0.496339969870909	0.0365449939705965
WNT2B	-0.0703349326216457	0.880477482140988
PTGFRN	-0.0829099090655093	0.777017286411415
LAMTOR5	-0.210831776315437	0.36811599873149
ADAM30	-0.156669264287215	0.705183106984556
NOTCH2	0.153798217758757	0.526730144477227
TRIM45	0.330711528212953	0.249443046500661
CEPT1	-0.0573898159906281	0.693204573733327
CD101	-0.304540866107312	0.38021960578033
VTCN1	0.207877419801253	NA
NGF	0.303239262392277	0.380764323946456
AP4B1	-0.213818287609758	0.148903744042465
NAPG	-0.287981634116968	0.320063130105074
SPIRE1	0.0693519243283934	0.695029088700389
PPHLN1	-0.104961795070303	0.477508952774518
FKBP11	-0.188440829237159	0.419872677539814
ARF3	0.0436086158489962	0.874728926822175
TMEM106C	0.0749672184056713	0.835822436255381
SLC38A2	0.0269586346687779	0.912945895003448
PLEKHA8P1	0.0814498570224059	0.808437161346123
YWHAQ	0.0120984008214817	0.965196704308784
KIDINS220	0.226313847890002	0.279556876070496
GRHL1	0.128793164683033	0.715616630339091
ROCK2	0.0759423443388197	0.770889084608965
RSAD2	0.26142053191738	0.511006586608811
MYCN	0.00788514211073484	NA
LPIN1	-0.00516457151720347	0.987652294752532
CMPK2	0.362543209696739	0.314264302035506
IAH1	0.112172268086075	0.690418441808154
LDHA	0.213367001256247	0.451378202963339
SAA2	-0.109659223288696	0.85791162665444
ANO3	0.235820470371768	NA
IL6ST	0.0907604419483109	0.668397253147334
FST	-0.401034193563126	0.181892342607645
CFHR4	-0.0378802856086211	NA
NAV1	0.0180955224073955	0.966330599522786
CDC73	0.0841947130231101	0.649233887113183
TIMM17A	-0.153269236585523	0.429285119610276
CRB1	-0.166438299326774	0.71431684403097
CFHR5	0.0018200698747308	NA
ERN2	-0.00625051881695824	0.970502991722026
RPS15A	-0.216811535393612	0.506672762255416
RAX	0.174316860830776	NA
NARS	0.0473628269208597	0.819989741693748
GRP	0.00117545525761541	NA
RELCH	-0.0492548659883075	0.857811849760183
FBH1	-0.0921753899599155	0.625945229731673
RBM17	-0.0682000624375045	0.749623978681058
IL2RA	0.683705158985953	0.0515829026396859
ANKRD16	0.15026957089235	0.63944766691033
ECHDC3	-0.294245237271522	0.260178198715129
IL15RA	0.0434156432605298	0.963081442417582
CCNH	-0.0334297078813888	0.891580239234592
HRH4	-0.333010117705622	0.385175718104756
TMEM241	0.0703471611383788	0.842608762396177
KCTD1	-0.104435606702179	0.653656783209438
CABLES1	0.145308504363602	0.680773401551007
DOCK2	0.217892918669226	0.62824999971569
EMP1	0.221982620367586	0.368025447773934
SOX5	0.156055554468535	0.388082935736637
RERG	0.326287073202911	0.240008881482817
SLCO1B1	NA	NA
KLRD1	0.395598841627642	0.160642766437562
KLRC1	-0.0517717763148216	NA
SPX	0.240641529134924	0.561746120735624
PRH2	-0.00435872361143374	NA
LRP4	0.112965786736098	0.672138020085064
MYBPC3	-0.060211254406667	NA
DDB2	0.250826038592673	0.27314504483424
ACP2	0.169865143208001	0.488016300452033
USP26	0.136288251808743	NA
RTL8C	0.0950771865673904	0.739384222939518
RAB33A	0.446884830875283	NA
SOX3	0.161508554212884	NA
RBMX2	-0.0649223659284166	0.664152756725325
STK26	-0.0957485171523297	0.798563377661311
FOLH1B	-0.0120819703343293	NA
PIWIL4	0.0660363668956745	0.815554634329536
MTNR1B	-0.000703785281404415	NA
PUM1	0.0918527871078566	0.711743910409216
SPOCD1	-0.0448360117641678	0.923957812780101
YARS	-0.0387841149278361	0.834524427456697
PHC2	-0.140282070333623	0.348702362337338
CDCA8	-0.0365980890918274	0.935515697917102
GNL2	-0.162482983315137	0.194445605394318
AGO4	-0.086034959275038	0.824544839771151
HOOK1	-0.131929521428695	0.814226609162579
CYP2J2	-0.077319808063087	NA
BTF3L4	-0.188449563643167	0.397374824802982
TUT4	-0.192756544759912	0.155316917246728
PRPF38A	-0.108145401212876	0.547577005443839
DSC2	-0.169736341579704	0.53190529500377
DSG3	0.371819953828424	0.271318610578881
RNF138	0.0388753606639942	0.893372510926663
ELP2	-0.100051940044709	0.622494219215489
DSG1	-0.0544937521194629	NA
DSC3	0.0683546537695853	0.895820230458255
DSC1	0.116728277319252	0.796742017979286
DTNA	0.223258429438159	0.623400639747388
FHOD3	0.365048094043984	0.386604583100018
TPGS2	-0.0051395432578954	0.993022532189617
DAGLA	0.44648783035156	0.149342226532847
SLC43A3	-0.125224030954205	0.706548402469385
TIMM10	-0.351204205909461	0.0885879536903162
GIF	0.010060020758648	NA
DHX34	-0.201823885820003	0.303689667095692
APLNR	0.00540891711403915	0.978212082863309
FADS2	0.117969598493137	0.772314015034938
TMEM258	-0.219686225483874	0.419872677539814
TCN1	-0.0668777194866715	NA
C5AR2	0.393855446987739	0.108927575928753
TMEM165	0.000966450734586401	0.99819560398654
CLOCK	-0.0216634655790122	0.935372060435585
PDGFRA	0.244154616899094	0.480385914386414
GGACT	0.320516534794748	0.377856371830253
COL4A2	0.434193098575575	0.151834184526489
CLDN10	0.0568416312477519	0.918624561387197
DZIP1	-0.0344804474109845	0.883579401851638
UBAC2	0.191129016227223	0.326743740962444
ARGLU1	-0.21144375023206	0.204436977042181
BIVM	-0.156052544134896	0.339484803759128
ERCC5	-0.130212977512884	0.654235278247066
TPP2	-0.15247706842953	0.579141153933863
KDELC1	0.161291708043028	0.503733961406248
CARS2	0.0782989153097154	0.807713167738041
ARHGAP32	0.10077184712061	0.69574425118922
STT3A	0.0609845420605505	0.761385326821258
ADAMTS8	0.0745690386024173	NA
ACRV1	0.0193666545817748	NA
ETS1	0.0657228122554247	0.82860051837111
SLC37A2	0.604923096701998	0.00784885026720812
KLB	0.135789454966798	0.748122689195364
TMED7	0.105297270866477	0.562473177498286
APC	0.0347845052089065	0.916049955613301
NREP	-0.39695161563427	0.173691365609769
WDR36	0.0649840078697595	0.789185110916418
OSTF1	0.0296262346630025	0.919103154198535
RFK	-0.140525505830515	0.43744809125074
UBQLN1	0.148004381495248	0.325543073989386
NAA35	-0.0235158531046827	0.900091743700327
C9orf40	-0.171728895109509	0.506672762255416
ANXA1	-0.0419059857424577	0.881605281801962
CTSL	-9.40300729215689e-05	0.999593228973676
CEMIP2	-0.0466383059331923	0.876113916527235
AGTPBP1	0.125640176335929	0.651152841662692
GOLM1	-0.00253548035177729	0.992445138593051
FAM189A2	-0.221102164074742	0.602469299353166
PSAT1	0.028097501001875	0.932928378996536
ISCA1	-0.0862168146825794	0.589502124630003
ADAM19	0.24351704985965	0.471690199920468
HAVCR2	0.315371946576028	0.327594050603704
CCNJL	0.19436202368907	0.568754319290396
TAOK3	0.214789892148675	0.340053391168248
USP30	0.0612214470588446	0.776411490564986
SDS	-0.0819757833736243	NA
MSI1	-0.163731248710132	0.761185710872417
HNF1A	0.0877396859737912	NA
FBXO21	-0.0719391575050114	0.754414193446926
TBX3	0.464792936999463	0.0692901460680749
OASL	0.141008541932811	0.849136095783092
HRK	0.161582087178385	0.712386113265875
RNFT2	0.0330629408692093	0.935394666763363
P2RX4	0.294989764572763	0.236495216599367
BICDL1	0.0361313836126235	0.935372060435585
DTX1	0.00928229707699555	NA
TRAFD1	0.0569704496428732	0.751031016511497
DMTF1	-0.164600419162848	0.428178302660862
OCM2	-0.00165894103607156	NA
TMEM243	-0.160614220036238	0.299041109244218
CCDC146	-0.305626385424836	0.331268266928666
TMEM60	-0.0975700462799716	0.662729010916514
CD36	0.0211150928037404	0.956678222150837
UGT2A3	NA	NA
CSN2	NA	NA
UGT2B28	NA	NA
PNPLA8	0.0969304496230792	0.66675707683041
HILPDA	0.0703258806850975	0.858660400201763
FAM71F1	0.0790664599931795	0.866109415255173
RINT1	-0.060845924730417	0.711829121378072
SRPK2	-0.00672470646373717	0.980341713716575
KCP	0.0731840405413178	0.909808784310187
TES	0.0304227705181223	0.937042896503615
MDFIC	0.116723737518004	0.659637213495562
MTO1	-0.0302164342580899	0.870319861945126
ADGRB3	0.320645311013119	NA
ANKRD6	-0.257472687695463	0.3164784489428
HTR1B	-0.00165475226222749	NA
KHDC1	-0.105694363867503	0.751718237668418
CEP162	0.0621095625686513	0.802583724478792
SYNCRIP	0.137426415268297	0.545233142017758
SNX14	-0.0881627794046863	0.71431684403097
NT5E	-0.0192373401135719	0.981045656810301
MRAP2	-0.0345536456564423	0.92280099286524
EPHA7	0.103790891737893	NA
AKIRIN2	-0.187978370842309	0.259461860636398
ORC3	-0.0557596967687728	0.833348655300561
LCA5	-0.0696866348424905	0.813668569383168
MAP3K7	-0.0987724572392295	0.502680431086737
CGA	-0.173124837601793	NA
GJA10	0.0221862834746987	NA
PRR5L	0.124182063332992	0.75049957751177
LMO2	0.209828307300135	0.509543425282371
PHF21A	-0.0282052702840114	0.914483681218103
NAT10	-0.108766966689582	0.549148147568036
EHF	0.161863038149098	0.660046545039517
ELF5	0.0312491197931966	NA
PRRG4	0.224121762247323	0.478508003040071
CAPRIN1	-0.00812083652319564	0.963803878568586
ATP5MC2	-0.014930366633914	0.960997810964463
DNAJC14	-0.00281707482979081	0.990504120233717
CD63	-0.290181462490468	0.210209625808116
PRPH	0.0403572774120722	0.961276082213805
AVIL	-0.14422680629515	0.630590119279021
AMHR2	0.0545795072851634	NA
LACRT	-0.0292127247976879	NA
GDF11	0.0812996364861018	0.834879408255833
GLS2	0.175857303038166	0.659670624443654
ITGA7	0.0602647422514032	0.8819790386317
TESPA1	0.227062721436437	0.569658893852791
FAM186B	-0.30700239322838	0.401599054442778
RDH5	-0.313118370213337	0.379587006586207
AGAP2	0.136062477980095	0.761357148999657
BLOC1S1	-0.124664754132324	0.682979076801115
KRT85	-0.00165894103607156	NA
CDK4	-0.0582068502683497	0.833348655300561
PPP1R1A	-0.549636011388636	0.143675097378636
TROAP	0.0549936973300577	0.915648119212185
TSPAN31	0.0385485143631898	0.871383794596424
B4GALNT1	0.153653856593646	0.734261085416221
TFCP2	-0.0164401351053219	0.926970844924658
COQ10A	-0.127731710747503	0.595345931997202
FAIM2	0.127789879407351	0.781983002513658
PAN2	-0.048299993260692	0.839106512263707
ESPL1	-0.131318213084886	0.704872961858635
KRT87P	0.0286735196893931	NA
KRT7	0.190585604524312	0.664242884145691
ZC3H10	0.0199409487612044	0.984888962165887
HNRNPA1	-0.139499214021946	0.542921216683632
SLC26A10	0.333197947813954	0.291935448515978
ACVR1B	-0.0756252456739125	0.813494364592021
OS9	0.129857419325992	0.571007995712249
MIP	0.0510959372836036	NA
KCNH3	0.0674198481777801	0.839990417635527
LTV1	-0.113804632525203	0.576237626048551
MAP7	0.155801209033243	0.492511050174703
CD164	0.0382072606378606	0.822026819235608
AFG1L	-0.0192977798244968	0.965480243287995
NHSL1	0.0335883730474272	0.947540084080366
AHI1	0.166871208307416	0.342640038447329
HEY2	0.455439439306983	0.148528954174096
PKIB	0.117647725050971	0.770157227437829
TAAR5	NA	NA
NMBR	0.0977842755867561	NA
SMPD2	-0.104128104302697	0.770889084608965
MICAL1	-0.0409137760570745	0.858549327152463
REPS1	0.0263490692608617	0.897610704800412
STX11	0.0472926837677199	0.902411957086881
