ID	osteoarthritisvsnormal_logFC	osteoarthritisvsnormal_padjFilter
DOK3	-0.0643073215404453	0.85206654095683
DOK4	-0.372073884575544	0.123716363871442
DOK5	0.697089138062024	0.0644912629297335
DOK6	-0.0539036892979095	0.881457176156033
DOK7	0.232941565413836	0.686995130722745
DOLK	-0.0314961211333493	0.876539393270149
DOLPP1	0.237993890857622	0.306437882821135
DONSON	0.540607851737814	0.109255713510543
DOP1A	0.283526790274484	0.0861535845855819
DOP1B	0.340707533520421	0.2771716146543
DOT1L	-0.0409721761388457	0.888412991338259
DPAGT1	-0.369376967437132	0.221915241533975
DPCD	-0.181489131225321	0.306633301809085
DPEP1	0.170615146289197	0.657965434332648
DPEP2	-0.0870089888392567	0.809916816024453
DPEP3	-0.0881723174355109	0.916770242756541
DPF1	-0.105571139609434	0.794183926827592
DPF2	-0.152844814959236	0.74429398410684
DPF3	-0.378355292868058	NA
DPH2	-0.039226997603059	0.866764582101113
DPH3	-0.0873923071417551	0.721576439885854
DPH3P1	-0.236541198196226	0.540726285086712
DPH5	-0.107305377311066	0.691227337735879
DPH6	0.13854993262078	0.595170486025463
DPH6-DT	-0.0583385302976582	0.869290426625257
DPH7	-0.174354961128039	0.571070432397583
DPM1	7.96078784333076e-05	0.99970911176535
DPM2	-0.17336805328728	0.444723052301619
DPM3	-0.0104163192869748	0.970969484296263
DPP10	-0.121714838803294	NA
DPP10-AS1	0.0631541595015941	NA
DPP3	0.0752052291131271	0.793219329026569
DPP4	1.80121179650161	0.00103609601251066
DPP6	-0.0691475941049982	NA
DPP7	-0.103094625182722	0.718919879986371
DPP8	0.098982835481813	0.806837536191585
DPP9	-0.173337981182485	0.338409380929358
DPP9-AS1	-1.22467966678371	0.0983628514823767
DPPA2	-0.0486014500699685	NA
DPPA2P3	0.0911970737144818	NA
DPPA3	0.103172372569276	NA
DPPA4	-0.052377407833986	0.888667173910912
DPPA5	-0.108147712088714	NA
DPRX	-1.72100658089199	0.0191857939170869
DPRXP4	0.808196153414185	0.0301552566639992
DPT	0.899370603595079	0.00267764529853034
DPY19L1	0.178171704186331	0.38734500972185
DPY19L1P1	-0.0401490241829823	0.929527102606993
DPY19L2	-0.0618813621120893	0.794897499244382
DPY19L2P1	-0.325060853676187	NA
DPY19L2P2	0.298444517898124	0.282174713885863
DPY19L2P3	0.230595515917995	0.659261083958437
DPY19L3	0.105958555423589	0.548478854309548
DPY19L4	0.276232059118945	0.105222963451836
DPY30	-0.239517765121073	0.132812389917318
DPYD	-0.175068800414323	0.346644539583492
DPYS	0.119316079173843	NA
DPYSL2	-0.0623231008470082	0.837867092126245
DPYSL3	0.53129609748229	0.0449824387103617
DPYSL4	-0.468428241649887	0.220957351484618
DPYSL5	0.0625290437849939	NA
DQX1	-0.105433425703709	0.784676983483339
DR1	0.0415653771657976	0.841307527932867
DRAIC	-0.112524108206191	0.794923325244864
DRAM1	-0.52320018927276	0.0117873213248611
DRAM2	-0.0040833200171857	0.988579812655916
DRAP1	-0.0492300150209424	0.842569134069769
DRAXIN	0.143887711542321	0.606967913576395
DRC1	-0.954451125182629	0.0420778637423704
DRC3	-0.204140332981114	0.416549327017665
DRC7	0.432348770813811	NA
DRD1	0.223785739738243	0.606930493728919
DRD2	0.0805603246090403	0.83753845817116
DRD3	0.0137477935805066	NA
DRD4	0.0916781127203041	0.841975112575986
DRD5	0.0292845925076337	0.93083239602888
DRG1	-0.36028988889772	0.184707513784673
DRG2	-0.397244028546671	0.0542521986248368
DRGX	0.438210312541667	0.523082165573314
DRICH1	0.234969827034245	0.68881976949756
DROSHA	0.356323935136349	0.124077332862423
DRP2	0.642943993461484	0.378926972891215
DSC1	-0.0227326993919847	NA
DSC2	0.143246916489137	0.626895850192409
DSC3	0.142024821912255	NA
DSCAM	0.126424347181069	NA
DSCAM-AS1	0.0699257970445553	NA
DSCAML1	0.0902554094257315	0.768834371947604
DSCC1	-0.336569078628705	0.111707129457723
DSCR10	1.03124901481202	0.574375130920572
DSCR4	0.114047003553097	0.81366206713763
DSCR8	-0.165060539943863	0.653810795051381
DSCR9	-0.157750891932453	NA
DSE	0.128674082802629	0.624385832038804
DSEL	0.472818524572673	0.0608903099508034
DSG1	0.16948079357079	NA
DSG2	-0.818204453571512	0.00443412538962431
DSG2-AS1	-0.0309716281329999	NA
DSG3	0.504002007421234	NA
DSG4	0.112482676125667	NA
DSN1	0.00884376398920317	0.977448673838774
DSP	-0.872427223794441	0.00276917366091659
DSPP	0.114641167220361	0.753847397866953
DST	0.160595970647052	0.575689706243905
DSTN	0.116420007984409	0.711251085014593
DSTNP2	0.46333657982842	0.0498354695230675
DSTYK	-0.0487093480365548	0.857310089426803
DTD1	-0.0768334405394242	0.762807640271638
DTD2	-0.0855004173507865	0.778572576862155
DTHD1	0.181854289987746	NA
DTL	-0.022046917098848	0.961785456464068
DTNA	-0.163968171457449	0.624540389815317
DTNB	-0.172136031630723	0.540114023991496
DTNBP1	0.107813164718308	0.562993997832997
DTWD1	0.127983076368066	0.554709843298955
DTWD2	0.197354200394382	0.456952402741792
DTX1	-0.332072259997706	0.317233149907232
DTX2	-0.375495417616055	0.134481606894268
DTX2P1-UPK3BP1-PMS2P11	-0.0929962160164983	0.648921607188475
DTX3	-0.160143346871306	0.498007612840293
DTX3L	0.170980103599602	0.477996684901168
DTX4	-0.0720047503472783	0.852274271689153
DTYMK	0.50180006938055	0.0843475038336127
DUBR	-0.412749363115232	0.0689805722199217
DUOX1	-0.170603078039224	0.806726916989536
DUOX2	-0.14896490458769	0.697033844832259
DUOXA1	0.898003943054201	0.411092274437478
DUOXA2	-0.140180177235949	NA
DUPD1	0.124735321515663	NA
DUS1L	-0.161481124167492	0.430992060527182
DUS2	-0.39262060787823	0.0618838975000623
DUS3L	-0.312245053528301	0.150469817342566
DUS4L	0.175558522336118	0.498541918106499
DUSP1	-0.17151933955112	0.853905775350183
DUSP10	0.019394654151025	0.968814606298243
DUSP11	0.108461685307203	0.54472613241526
DUSP12	0.443264866303174	0.138419613327164
DUSP13	-0.818482474291979	0.00355746383814704
DUSP14	-0.18156416600752	0.475567164216491
DUSP15	0.0330677369910699	0.955869902601091
DUSP16	-0.565216833187471	0.0211648165480291
DUSP18	0.0912138130576281	0.741410366094665
DUSP19	0.212047243846286	0.308417068155051
DUSP2	-0.706603979457311	0.155051918513834
DUSP21	0.0828852467850822	NA
DUSP22	-0.233781486392843	0.167832441355711
DUSP23	-0.258362538014875	0.278864889689115
DUSP26	-0.339251428144586	0.446178010048542
DUSP27	-0.170424175262905	NA
DUSP28	0.168953096745946	0.459010629844917
DUSP3	-0.12704221524471	0.618589366630722
DUSP4	-0.26297482451848	0.411092274437478
DUSP5	0.0337551046928031	0.953460035066436
DUSP5P1	0.417277166373333	0.452492577119897
DUSP6	-0.345139140663107	0.218445132962991
DUSP7	-0.154171907088755	0.510433487641642
DUSP8	-0.201189753081156	0.510777118361195
DUSP9	-0.199396167623537	0.38771853659158
DUT	0.172830723150414	0.365458566273669
DUX3	0.000875737525089626	NA
DUX4L1	-0.227309377405204	0.408139884142404
DUX4L4	-0.12063559968438	0.562781801543574
DUXA	-0.155460627192204	NA
DVL1	-0.221916038125094	0.269521872300016
DVL2	0.0534650256527804	0.846925087581147
DVL3	-0.125543036519986	0.714255036792489
DXO	0.0573831468186796	0.858782943982174
DYDC1	-0.022658459127312	NA
DYDC2	0.251481640291271	NA
DYM	0.21183276665702	0.30396708622076
DYNAP	-0.00348480414626628	NA
DYNC1H1	-0.253155461302905	0.338608627311607
DYNC1I1	-0.0355274546790518	0.895535385245952
DYNC1I2	0.109281247813595	0.571817962157323
DYNC1LI1	0.372877750934078	0.0464271844198603
DYNC1LI2	-0.199318575281431	0.231397013039759
DYNC2H1	0.41585922093102	0.0668061714036558
DYNC2LI1	0.472381429563711	0.0586409161833098
DYNLL1	0.253265757843952	0.322351229792145
DYNLL2	0.0976716344706183	0.682039880313807
DYNLRB1	-0.326539435093094	0.0945059069902025
DYNLRB2	0.0853340309853294	0.821703073190492
DYNLT1	-0.0496883748614163	0.867752126937788
DYNLT3	-0.235664412111145	0.239457281984759
DYRK1A	0.239095093846871	0.256290199197998
DYRK1B	0.0419627600133872	0.892526488882078
DYRK2	0.103512835551548	0.628388471994519
DYRK3	0.758874997013818	0.0280553267252065
DYRK4	0.296719904133631	0.114911212053429
DYSF	-0.6383621557667	0.0505544324611683
DYTN	0.251525560460248	0.541457914695923
DZANK1	0.113653942975761	0.61048084202624
DZIP1	0.609623294213751	0.0105605635105807
DZIP1L	0.467674273993349	0.111688951177272
DZIP3	0.315329899853097	0.0897497628416305
E2F1	0.254742937656996	0.462069360345689
E2F2	-0.768079549857834	0.0588114668402571
E2F3	-0.013310133294631	0.956983879456162
E2F4	-0.629439231558861	0.167890739516635
E2F5	-0.110004655510272	0.744360740651866
E2F6	-0.482935872929859	0.0260724975830608
E2F7	0.283317748961776	0.186027396032715
E2F8	0.0855544862237583	0.782129117521624
E4F1	-0.392233356545422	0.120369041559418
EAF1	0.316367491938079	0.301136408485859
EAF2	-0.0106030825039287	0.983046243082893
EAPP	0.538323537907472	0.0802002181098922
EARS2	0.0601892728923925	0.857439195649582
EBAG9	0.00644610786483035	0.977357259435978
EBF1	0.232481243806497	0.351986384989366
EBF2	-0.194834978742595	0.548274302971803
EBF3	0.503765661824508	0.139309920635276
EBF4	0.0960860465778808	0.650173436208883
EBI3	-0.568742287445165	0.018613486653337
EBLN1	-0.00523203111019477	NA
EBLN2	0.174267171851643	0.540212426130604
EBLN3P	-0.119160985432872	0.426032681487553
EBNA1BP2	0.085162592601181	0.664631959467366
EBP	0.570459783326415	0.0119834119495199
EBPL	0.278630485944102	0.119453471090706
ECD	0.19456956423933	0.229857179724685
ECE1	-0.842842528287916	0.00442962034379904
ECE1-AS1	0.213530419229358	0.367510672925403
ECEL1	0.0545267610255173	0.944677739896175
ECEL1P2	-0.264446352576316	0.227127109666932
ECH1	-0.497617135879009	0.0203725306816093
ECHDC1	0.387392529255917	0.16961224904933
ECHDC2	0.219953778381287	0.644200682093205
ECHDC3	-0.660927500959106	0.0164650327260949
ECHS1	0.0204299864646984	0.929527102606993
ECI1	-0.179099079046303	0.298882400580881
ECI2	-0.0850059920242217	0.679927798028439
ECM1	0.376349376652554	0.359733245369087
ECM2	0.489135781581393	0.0200380446386766
ECPAS	0.014344546252266	0.953094695273705
ECRG4	0.472472255119726	0.536602742795519
ECSCR	-0.475224163252243	0.0655570068211187
ECSIT	-0.222855746379359	0.279049583418094
ECT2	-0.240110329001571	0.20659959161733
ECT2L	0.0189182690377301	NA
EDA	-0.416082520043871	0.0390989881584315
EDA2R	0.256308844467978	0.248501598324394
EDAR	-0.113990180143604	NA
EDARADD	-0.139178464614183	0.59134122907904
EDC3	-0.37445257922956	0.136452337893578
EDC4	-0.242254085578228	0.109497451364795
EDDM3A	0.194554130868589	NA
EDDM3B	0.146375417575269	NA
EDEM1	0.0515110587920322	0.848811469580374
EDEM2	-0.114977534133592	0.55390785332628
EDEM3	0.00182665469653287	0.995213203025153
EDF1	-0.0170846793616768	0.92723056623074
EDIL3	1.01459972657643	0.0118953104513377
EDN1	-0.599433687906183	0.0827573612090391
EDN2	0.0880966191101269	NA
EDN3	-0.300336795295336	0.219622085504003
EDNRA	0.237754147779052	0.436451068859003
EDNRB	-0.642650231647711	0.0574686513129586
EDRF1	0.190788733368128	0.488242519556371
EDRF1-DT	0.0185089230189766	0.925796003095463
EEA1	-0.0455366001409843	0.801837912293827
EED	0.0316654499594478	0.876614304732777
EEF1A1	-0.00912792741281265	0.975298405036769
EEF1A2	-0.464455413629861	0.210422034869414
EEF1AKMT1	-0.0140318037558576	0.954652409328655
EEF1AKMT2	0.0335824812990602	0.885604517364637
EEF1AKMT3	0.30395396416171	0.312462538106016
EEF1AKMT4	0.270326724351012	0.395973381578602
EEF1AKMT4-ECE2	-0.00794121602627307	0.989676387880992
EEF1AKNMT	0.130987289818481	0.384997920919794
EEF1B2	-0.0882772743937004	0.694183602816587
EEF1D	0.11236721411802	0.538374692608
EEF1DP3	-0.201323048195512	0.488016726866367
EEF1E1	0.067175613691429	0.731361791814046
EEF1G	-0.0606319375085924	0.635308071099523
EEF2	-0.496712920941654	0.0155575798089764
EEF2K	0.126116792057257	0.581645864224407
EEF2KMT	-0.362740491122551	0.0941190814281449
EEFSEC	-0.510622766167424	0.0366328252474557
EEPD1	-0.161643634505845	0.557363209032103
EFCAB1	0.790205985665584	0.0351563675357352
EFCAB11	0.206245556971638	0.367094632088278
EFCAB12	-0.187966463580808	0.31479715852783
EFCAB13	0.22069408472927	0.339497059687547
EFCAB14	0.0318993218025199	0.931054750561011
EFCAB14-AS1	-0.112151266984176	NA
EFCAB2	-0.278237128794483	0.257174939255414
EFCAB3	0.024817647706227	0.930311179288846
EFCAB5	-0.111956188235128	NA
EFCAB6	0.257438434789472	0.190336668235015
EFCAB7	0.17256714166602	0.407458164423782
EFCAB9	0.147638123354164	NA
EFCC1	-0.0206007747667867	0.942754407471622
EFEMP1	-0.121902584228792	0.856985860755687
EFEMP2	0.583622338258863	0.00281600807611709
EFHB	0.0275317146038976	0.974677255800319
EFHC1	-0.18442246527358	0.642339755260903
EFHC2	0.23025465671921	0.315617211840048
EFHD1	-0.432779471168333	0.157575028560324
EFHD2	0.143541120944754	0.673575110613693
EFL1	-0.393428648357981	0.150019490410191
EFNA1	-0.393642171648921	0.0345706652897653
EFNA2	0.0594213417530804	NA
EFNA3	-0.599190367187468	0.0135811499349027
EFNA4	0.343411434622105	0.0617728009992688
EFNA5	0.409605651024268	0.0937322096020091
EFNB1	0.590110569838949	0.0748331962209078
EFNB2	-0.065077861676988	0.895535385245952
EFNB3	1.09177946040377	0.00265971476394835
EFR3A	0.237985185865119	0.383267499223851
EFR3B	0.0307079830870078	0.941632163870138
EFS	0.383909479560272	0.223819222119393
EFTUD2	-0.113562731480648	0.59268197102917
EGF	-0.194583932574191	NA
EGFEM1P	-0.148155706229871	0.673872731781183
EGFL6	2.200848695756	0.0029390628508787
EGFL7	-0.781082189456979	0.0410433154394129
EGFL8	0.415778200340512	0.360898219964832
EGFLAM	-0.330125672344421	0.242876324581864
EGFR	-0.711154862661999	0.0765087614153579
EGLN1	-0.456352462489248	0.0280553267252065
EGLN2	-0.251350489019604	0.289569974038932
EGLN3	-0.423060950675996	0.131575720317106
EGOT	0.156347141486872	0.607789498632138
EGR1	0.209365802812359	0.823773370965699
EGR2	-0.276241211755897	0.574490094761234
EGR3	-0.903137096304944	0.022069078640926
EGR4	-0.3315349468365	NA
EHBP1	0.196214123420907	0.375144594484948
EHBP1L1	-0.432322476189116	0.135815085405175
EHD1	-0.118766665735231	0.675775648740194
EHD2	-0.415903269273477	0.0983839195076992
EHD3	0.125634620006684	0.667475032997877
EHD4	-0.713920941177461	0.00603844021706173
EHF	0.294969680726261	0.281941837344687
EHHADH	-0.168223038307584	0.516799712591298
EHHADH-AS1	0.172622652725411	NA
EHMT1	-0.514425552092116	0.00664353440016232
EHMT2	-0.285474785644652	0.390993479689943
EI24	-0.564664733965026	0.021814054437892
EID1	0.0883927757887726	0.79644623420295
EID2	0.115478758455559	0.509914315458779
EID2B	-0.0308479884893718	0.88364244825113
EID3	-0.132846776132032	0.561491124998694
EIF1	0.0960473311427208	0.609917148099301
EIF1AD	0.220829801717784	0.257087102019288
EIF1AX	0.101449297354511	0.744766343996368
EIF1AY	-0.0371772556406356	0.945173682385864
EIF1B	0.401569350089384	0.147592683455585
EIF1B-AS1	0.292170041379668	0.284764812397793
EIF2A	-0.214206194477308	0.653928980700017
EIF2AK1	-0.272004096244023	0.450200879745054
EIF2AK2	0.231677451141072	0.210422034869414
EIF2AK3	0.286721393415974	0.393730712896721
EIF2AK4	-0.0340418773995363	0.933713364300004
EIF2B1	-0.00835416517920251	0.970245637639877
EIF2B2	-0.437430418278996	0.0780787736262268
EIF2B3	0.266680307422032	0.262497127362845
EIF2B4	-0.371535257272186	0.0608291058588699
EIF2B5	-0.32443704100087	0.0311233708209496
EIF2D	-0.126288666107335	0.548658496239348
EIF2S1	-0.0478255617060945	0.843062144002231
EIF2S2	-0.168339860676438	0.323052616902582
EIF3A	-0.206207002218324	0.247892692623155
EIF3B	-0.412516926077727	0.0402728019930744
EIF3C	-0.236265673907349	0.263356662432946
EIF3D	-0.357596161591147	0.00647519394450534
EIF3E	0.108214962807882	0.728271069379343
EIF3F	-0.315380267229973	0.250552799414315
EIF3G	-0.459135222574096	0.153354682793853
EIF3H	0.164949579886233	0.320582023244471
EIF3I	-0.317900685199035	0.0710942930993095
EIF3IP1	0.0389253452589955	NA
EIF3J	-0.00291772694134629	0.988742562125016
EIF3J-DT	-0.0878511005977973	0.666920198509646
EIF3K	-0.215933195283828	0.142325101736692
EIF3L	-0.665173078870858	0.00975836312820881
EIF3M	-0.0174321376685871	0.965802100145401
EIF4A1	0.053225968832459	0.820972813950542
EIF4A2	-0.308805738024557	0.199722983254307
EIF4A3	0.124832876410206	0.597740839876198
EIF4B	0.133662951050997	0.642103318836975
EIF4E	0.0247591956153119	0.918862408588593
EIF4E1B	0.29702799356344	NA
EIF4E2	0.176812431892676	0.286386261956207
EIF4E3	0.108081227889715	0.667848329147447
EIF4EBP1	-0.170689833184829	0.5908397712566
EIF4EBP2	0.197491965940515	0.196558702780117
EIF4ENIF1	0.055715810818123	0.843676031485904
EIF4G1	-0.42702597972163	0.120710328054004
EIF4G2	0.0230403061703193	0.945225046896225
EIF4G3	0.120395465589823	0.470803559162188
EIF4H	-0.0123083165150213	0.956135294492775
EIF5	0.233465012104039	0.514794618966286
EIF5A	0.0174888560580619	0.969543364312192
EIF5A2	-0.247461892020501	0.240567074632395
EIF5AL1	-0.41631240902958	0.103278385229816
EIF5B	0.0172385978340852	0.959743586047968
EIF6	-0.267038441426507	0.232382262998901
EIPR1	-0.189680183301672	0.438188225465036
ELAC1	0.278513105014675	0.152621343647487
ELAC2	-0.174515472947363	0.412865344243993
ELANE	-1.30168503991257	0.129378867924768
ELAVL1	0.15925002071128	0.522762339846839
ELAVL2	0.0527754922933115	NA
ELAVL3	-0.051038737748982	NA
ELAVL4	-0.198784407650236	0.628029067069738
ELF1	-0.0917526527112695	0.706967986883082
ELF2	0.148057718836283	0.667016556507714
ELF3	-0.116584969231118	0.602003439634153
ELF4	0.120607105589238	0.707664442309602
ELF5	0.183447997965105	NA
ELFN1	0.628363665267651	0.0833973267918187
ELFN2	0.0684807077481233	0.899582997255275
ELK1	0.0918064623294912	0.813697624161568
ELK3	-0.485981391997532	0.102674640549418
ELK4	-0.0307049683329623	0.92256462134434
ELL	-0.489922325673009	0.0155858860525993
ELL2	0.177945364939308	0.596985418727995
ELL3	-0.178690397421882	0.53947881400013
ELMO1	0.0366764029548214	0.911794636179383
ELMO2	-0.0659112303656979	0.790630119606793
ELMO3	-0.105833521783543	0.793350687186501
ELMOD1	0.489645070620609	0.114096220744083
ELMOD2	0.157126778676394	0.287626909793654
ELMOD3	-0.247974417230735	0.618226053387746
ELMSAN1	-0.18464365697435	0.412228995421967
ELN	-0.155055674916161	0.672249257505551
ELOA	0.0665271697399987	0.761191991997555
ELOA-AS1	-0.33401585141759	0.169931499009815
ELOA2	-0.132022705307124	NA
ELOA3	-0.119160823083322	0.850197892919257
ELOB	-0.426016065689829	0.145548534776878
ELOC	-0.178179243321136	0.449252740717656
ELOF1	-0.19001883325155	0.326853753898673
ELOVL1	-0.325498160177752	0.308411040965824
ELOVL2	-0.717674937561895	0.08238477342944
ELOVL2-AS1	0.0518815600601217	NA
ELOVL3	0.809510423294444	0.0194915463539705
ELOVL4	0.509540877863448	0.0665496399647929
ELOVL5	-0.229699234779911	0.442275266367807
ELOVL6	0.466984930415283	0.17071001736757
ELOVL7	-1.00184415615744	0.066805744781142
ELP1	-0.0689402928394784	0.810376071417479
ELP2	0.0580791154433093	0.807909580595282
ELP3	0.389615819603371	0.0573872919010235
ELP4	0.0738151046285491	0.757068577105325
ELP5	0.0310669400860313	0.936628636041314
ELP6	0.0795306109468896	0.685135692605524
ELSPBP1	0.321724708705441	0.183563845968565
EMB	-0.760496333087792	0.0111198588668437
EMC1	-0.0445637181273266	0.869835832017179
EMC10	-0.153199807767715	0.450200879745054
EMC2	0.0466252812001855	0.857439195649582
EMC3	-0.292835569557967	0.318961901631156
EMC4	0.185281334889206	0.432080880495143
EMC6	0.0344484997870005	0.90488517044297
EMC7	0.0785030967193325	0.575021493104225
EMC8	0.2093386350017	0.134523357656812
EMC9	-0.13060908140535	0.590530040458229
EMCN	-0.201054300939365	0.513409785063015
EMD	-0.523281978906171	0.0399866657439129
EME1	-0.00388610520423516	0.991590065385444
EME2	0.0220324054424239	NA
EMG1	-0.152353302971337	0.578064506797768
EMID1	0.538920740141705	0.0756658172708909
EMILIN1	0.125799446446621	0.607812713143
EMILIN2	-0.172819183281085	0.718799770214945
EMILIN3	0.17888269487315	0.855923024783406
EML1	0.103551554741575	0.699086325857814
EML2	-0.387274809829055	0.113267694177066
EML2-AS1	-0.449839707068896	0.30338338762553
EML3	-0.61464995608617	0.0162002126802054
EML4	0.597921034349769	0.0116034394480014
EML5	0.375169823226092	0.254060567215805
EML6	0.00674593554417768	NA
EMP1	0.149485676662735	0.625987167364772
EMP2	-0.102364274925851	0.587454965093397
EMP3	-0.197340592304768	0.627427675746622
EMSY	-0.108310594065349	0.464382840903761
EMX1	0.0666687311845102	0.906859991047044
EMX2	-0.22813228880441	0.617354685534893
EMX2OS	-0.0123253116296187	0.979984086620853
EN1	1.68069318622419	0.000195713414575156
EN2	0.368919304306088	0.149100631885427
ENAH	0.617755839629574	0.0148795314421245
ENAM	-0.0648295253082498	NA
ENC1	0.0184400300390664	0.965802100145401
ENDOD1	-0.545216052283113	0.0165451753460007
ENDOG	0.0362968336249754	0.875021652388521
ENDOU	-0.216937676803183	0.458660385932461
ENDOV	-0.0929700132240816	0.770979015337806
ENG	-0.956252523034401	0.00264182030032771
ENGASE	0.211687477743027	0.627614311499455
ENHO	0.900231383137228	0.0344716704078578
ENKD1	-0.139180946943805	0.48851130168851
ENKUR	-0.167148044470507	0.650935927425871
ENO1	-0.632039570695129	0.00891028525216255
ENO1-AS1	-0.319349502822092	0.152151418314183
ENO2	-0.353731302160361	0.375482197298401
ENO3	0.00605060819966141	0.988165019752499
ENO4	-0.130859630597879	NA
ENOPH1	0.0703879649942323	0.764888001253282
ENOSF1	-0.112857244477249	0.736213333604808
ENOX1	-0.117981044744711	0.726973578865833
ENOX2	-0.260079044985996	0.0814804288686156
ENPEP	0.505333897388828	0.107576972730401
ENPP1	1.00106559644037	0.0232775739997858
ENPP2	0.129819924882858	0.710714834879457
ENPP3	0.212052716995156	0.301136408485859
ENPP4	-0.414846993512224	0.138121081018092
ENPP5	-0.325496172703771	0.166633101182637
ENPP6	0.626355555910616	0.115637466425228
ENPP7	0.027976788583409	NA
ENSA	-0.354658941931897	0.0655570068211187
ENTHD1	0.291337364807333	0.108213352186258
ENTPD1	0.497133551429283	0.0822385164386101
ENTPD1-AS1	-0.00844373791408248	0.972629965471136
ENTPD2	0.0768668205099168	0.841924847284303
ENTPD3	1.40844703760581	0.0241262407798643
ENTPD3-AS1	0.0727389135521923	0.763436316554875
ENTPD4	0.0738871904397236	0.796420114378911
ENTPD5	0.0104147856579502	0.973068074286792
ENTPD6	-0.444894195029979	0.0737367441023126
ENTPD7	0.171477770658462	0.453885992564947
ENTPD8	0.54723175863212	0.184707513784673
ENTR1	0.0511131562860569	0.823284138671122
ENY2	0.112595199857598	0.597666383022242
EOGT	1.00021085149748	0.009848701755016
EOMES	-0.170663058052704	0.800873651754748
EP300	-0.208936836243177	0.508505050985864
EP400	-0.0344429718638928	0.92020754820692
EP400P1	0.549231591109606	0.218704367123078
EPAS1	0.24965348273928	0.408199329675003
EPB41	-0.475641911271826	0.13699295243036
EPB41L1	-0.545585618399025	0.157728384349285
EPB41L2	0.100628727062867	0.790051231853711
EPB41L3	-0.49920329206047	0.180426999220783
EPB41L4A	-0.216126292081057	0.278735962698968
EPB41L4A-AS1	0.271643853523146	0.239188739672115
EPB41L4A-DT	-0.918230879412087	0.0026313541885207
EPB41L4B	-0.480440964098189	0.0926864744811048
EPB41L5	-0.0664143493696221	0.796053461285077
EPB42	-2.66969717954905	0.00175374406923506
EPC1	0.0967399276701357	0.750778768729928
EPC2	0.0736131307788899	0.669361497434355
EPCAM	0.770980113517783	0.431003930910589
EPDR1	0.392296943440128	0.195360868448069
EPG5	0.0277297443248958	0.895535385245952
EPGN	-0.108700227458788	NA
EPHA1	0.0753705286756885	NA
EPHA1-AS1	-0.215333820556523	0.666672088955714
EPHA10	0.0593145519839222	NA
EPHA2	-0.335628064150258	0.177196886446726
EPHA3	0.284072548828375	0.238318422106472
EPHA4	0.467750489695151	0.112344529909576
EPHA5	0.0630398836502772	NA
EPHA5-AS1	0.0541215040058525	0.943705160559397
EPHA6	0.0963498821923361	NA
EPHA7	0.280188436123772	0.224989265349292
EPHA8	0.224463539212838	0.299958513438596
EPHB1	-0.176909739234926	0.608186736711599
EPHB2	0.251741241912007	0.339056315232447
EPHB3	0.761382405863103	0.00197268935658215
EPHB4	0.0258704902518616	0.930589157108288
EPHB6	-0.294971395016027	0.251797709936325
EPHX1	-0.570251172457548	0.197812357326153
EPHX2	0.176662610246947	0.486515286476005
EPHX3	0.245581271006211	0.772323170274568
EPHX4	-0.690161489669776	0.0657064225283507
EPM2A	0.0204969543346483	0.931054750561011
EPM2AIP1	0.363872827392712	0.537632021277698
EPN1	0.124674090986993	0.688051971375611
EPN2	-0.173008275087161	0.373333990922602
EPN3	0.540669545260292	0.0716407172900385
EPO	-0.214187064892067	0.533059542973014
EPOP	0.622628877306235	0.0625697585221991
EPOR	-0.489496009505334	0.0947221729743296
EPPIN	-0.0473605196189144	NA
EPPIN-WFDC6	-0.0551624569902609	NA
EPPK1	-0.126753544306817	0.63518041900941
EPRS1	-0.218483551864924	0.458803149421785
EPS15	0.125940217689768	0.742955890409169
EPS15L1	-0.122955918477262	0.625774260261738
EPS8	-0.401991244308709	0.156763367351532
EPS8L1	0.0689459117436906	0.740451121673939
EPS8L2	0.488285404802149	0.215468432938951
EPS8L3	0.187966340367324	0.756979217536052
EPSTI1	0.467349572339224	0.158061104976094
EPX	-0.769839910150471	0.277338886251212
EPYC	0.635240375835098	0.107651826768511
EQTN	-0.160255951113507	0.588065435940085
ERAL1	-0.630393870929934	0.0140294141691088
ERAP1	0.105981601675241	0.675043821511494
ERAP2	-1.41906861934269	0.202758899797853
ERAS	0.0809648191660823	NA
ERBB2	0.566070831935903	0.0317953594145437
ERBB3	-0.176634051708031	0.502682766355421
ERBB4	0.0610045261612502	0.898650338672648
ERBIN	-0.0351927083649173	0.876583759166816
ERC1	0.035749942343779	0.87131675039095
ERC2	-0.167233481929188	0.304473051309066
ERC2-IT1	0.288283215607199	0.277962171735383
ERCC1	-0.346585710212178	0.116977136737571
ERCC2	-0.31181580217539	0.152380961221116
ERCC3	0.0446569610575818	0.88142253861198
ERCC4	-0.0638544318553977	0.68349513592365
ERCC5	0.20600915746504	0.333172938376843
ERCC6	0.128030523194365	0.509873714989814
ERCC6L	0.121795509296784	0.586522629898687
ERCC6L2	0.215581688395311	0.255175226141513
ERCC8	0.0734189678587391	0.7516590629528
EREG	-0.405320400500512	0.408708663412028
ERF	-0.363762844581839	0.162499225725446
ERG	-0.484726772455641	0.11115473032359
ERG28	-0.297914956453281	0.238674065397579
ERGIC1	-0.292421859744437	0.0893715387047707
ERGIC2	0.0332176776386977	0.922279907545051
ERGIC3	-0.446442101082706	0.0413736923479669
ERH	0.476641145690856	0.154813869865913
ERI1	-0.351837119983813	0.074826499605471
