ID	osteoarthritisvsHealthy.control_logFC	osteoarthritisvsHealthy.control_padjFilter
ETFA	-0.186774942410372	0.552891050352103
ETFB	-0.0334492174140752	0.899897829157168
ETFBKMT	0.164981361990876	NA
ETFDH	-0.108754549053626	0.727757551118103
ETFRF1	0.158672784189726	0.329886124654879
ETHE1	0.636950075262395	0.0223346075123731
ETNK1	0.184823823288941	NA
ETNK2	0.145490647883007	NA
ETNPPL	0.205712125422519	NA
ETS1	0.167207733524718	0.606171274874063
ETS1-AS1	-0.0403301285789146	NA
ETS2	0.0989138527467892	0.635123746856305
ETV1	-0.143994294210819	NA
ETV2	-0.147042875004445	NA
ETV3	-0.175546842148158	NA
ETV4	-0.172233714823265	NA
ETV5	-0.233085293653478	NA
ETV6	0.0610170200164957	0.846485538974132
ETV7	-0.0811578596397142	NA
EVA1A	0.0377443346409319	NA
EVA1B	0.0959956071190398	0.661651425715416
EVA1C	-0.253785316289513	0.561921836662678
EVC	0.00319549058222801	0.992278436313297
EVC2	0.134948231075096	NA
EVI2A	0.290082722411907	0.517395892662872
EVI2B	0.572965666779105	0.246912307525948
EVI5	-0.0116034898415194	NA
EVI5L	-0.117003428692366	NA
EVL	0.414617970224234	0.0874742921205506
EVPL	-0.186022126332967	NA
EVPLL	-0.125743865072462	NA
EVX1	-0.049706581810967	NA
EWSAT1	-0.0812772031622933	NA
EWSR1	-0.026410257204617	0.899147378772898
EXD1	-0.0419382514187974	NA
EXD2	-0.1527799528772	0.373235068102241
EXD3	-0.0224670432361735	NA
EXO1	-0.1468641249479	NA
EXO5	0.140845829940726	NA
EXOC1	0.00664638251197047	0.971945029295585
EXOC2	0.117131086039133	0.4556498627081
EXOC3	0.365561672960101	0.203358400146805
EXOC3-AS1	-0.0751725928023017	NA
EXOC3L1	-0.088985993401435	NA
EXOC3L2	-0.181898558082729	0.463401962122053
EXOC3L4	-0.217507762620973	NA
EXOC4	-0.194856906095609	NA
EXOC5	-0.493844869182794	NA
EXOC6	-0.0421910280358073	NA
EXOC6B	0.07655236101649	NA
EXOC7	0.24961746726962	0.297672108212201
EXOC8	0.274906658034947	0.197643503791211
EXOG	0.0346710698154515	NA
EXOSC1	-0.142309794432362	NA
EXOSC10	-0.0615094092693669	0.574369274055163
EXOSC2	-0.335223303706555	NA
EXOSC3	0.00228941296613439	NA
EXOSC4	0.100660351627326	0.433566709462339
EXOSC5	-0.0299176038853997	0.923008152393763
EXOSC6	0.135537085767703	0.619764203725795
EXOSC7	0.181092000187912	0.343559582398528
EXOSC8	-0.327783566692129	0.0460384147667407
EXOSC9	0.212510521781622	0.129634477044384
EXPH5	-0.0468943304074125	NA
EXT1	0.241954371954246	0.314010672562412
EXT2	0.193185616479225	0.199442128582135
EXTL1	-0.213204550335363	NA
EXTL2	0.103174913897847	0.60514977368026
EXTL3	-0.0528693676426153	0.767768536810563
EXTL3-AS1	0.139789363694943	NA
EYA1	-0.304835572946629	NA
EYA2	0.0167672235411134	0.960605049457038
EYA3	-0.0742130785923685	NA
EYA4	-0.0995884652564465	0.782406952400296
EYS	0.00194575150898268	NA
EZH1	0.115239077396002	NA
EZH2	0.444960623254472	NA
EZHIP	-0.0390855765810549	NA
EZR	0.630920730396834	0.172014364295964
F10	-0.227218963776957	NA
F11	-0.0408856861476634	NA
F11-AS1	-0.147013596010409	NA
F11R	-0.179295769602443	0.420132730999801
F12	-0.133795135158308	0.471409656892671
F13A1	-0.613270950069714	0.334962309911269
F13B	-0.047743858204234	NA
F2	-0.184732070390118	NA
F2R	-0.0992689449877968	0.627342535269331
F2RL1	0.0405435140157597	NA
F2RL2	0.115224350246547	NA
F2RL3	-0.0748608509837076	NA
F3	-0.444523195598361	0.14715441141319
F5	1.3446150265944	0.0396385723622738
F7	-0.170598586687089	NA
F8	-0.468229362000263	0.176162186685215
F9	-0.00625146050974035	NA
FA2H	-0.00314237113075766	NA
FAAH	-0.107664305467994	NA
FAAH2	-0.150189885868424	NA
FAAP100	0.0946275306141979	0.683002474219597
FAAP20	0.050331610438759	NA
FAAP24	-0.412091367006188	0.0966897262450638
FABP1	-0.109070318660669	NA
FABP2	-0.326882579579379	NA
FABP3	0.3444364874693	0.477771233219436
FABP4	-3.25152384874985	0.0240431673481717
FABP5	-0.842523742155592	0.055477208970696
FABP6	-0.0331076668661465	NA
FABP7	-0.0562928604958808	NA
FADD	0.258282743403545	0.208268555925978
FADS2	-0.139070600148296	NA
FADS3	0.0478355656083291	0.872478562816597
FAF1	0.268084147014811	NA
FAF2	0.207590559547183	0.228599520327927
FAH	0.089886668539509	0.792089742664477
FAHD1	0.350537462875208	0.0397628254614417
FAHD2A	-0.0897146081333107	0.517543765921876
FAHD2CP	-0.0224407980343262	NA
FAIM	0.154266355164346	0.409243161432893
FAIM2	0.00652466241813077	NA
FAM102A	-0.00511676023752106	NA
FAM102B	0.164803734272356	0.298955051192654
FAM104A	-0.115448454822658	NA
FAM104B	0.116018916886801	NA
FAM106A	-0.114864255506069	NA
FAM107A	-0.0427350962539803	0.865888672621374
FAM107B	-0.0900786414969197	0.660816204208085
FAM110A	0.0741453645542132	NA
FAM110B	-0.0433599887676293	0.859869455811035
FAM110C	0.869144143208582	NA
FAM110D	-0.240663718247236	0.367257383300834
FAM111A	-0.152347529998298	0.371109166921302
FAM111A-DT	0.234857058099117	0.403423768748029
FAM111B	-0.0339539862987479	NA
FAM114A1	-0.0490355671129468	0.841480381627556
FAM114A2	-0.00749868959822475	0.966420737332487
FAM117A	0.270583099799873	0.410190400189779
FAM117B	-0.151436108922132	NA
FAM118A	-0.0677258975588995	NA
FAM118B	0.499653676816033	0.0722498051134182
FAM120A	-0.173098988956616	0.440565664349171
FAM120AOS	0.0250056198995683	NA
FAM120B	0.100947606817888	0.49734835075982
FAM120C	0.0733461239320263	0.62139934414572
FAM122A	0.441193435229954	0.0306439891433893
FAM122B	-0.0731328626553278	0.775033000365136
FAM122C	-0.0348317040350521	NA
FAM124A	0.0467492567353682	NA
FAM124B	0.113555323126343	NA
FAM126A	-0.0122206796463358	NA
FAM126B	0.0249813056013464	0.896524376449364
FAM131A	-0.256948190928703	NA
FAM131B	-0.113742545464043	NA
FAM131C	-0.159957636345299	0.407088502676033
FAM133A	0.0351167232035294	NA
FAM135A	-0.0918193015105078	NA
FAM135B	-0.223730302963106	NA
FAM13A	-0.313017179195993	0.384650501943977
FAM13A-AS1	-0.382626928237362	0.0840198087501214
FAM13B	-0.111664636960539	0.401478820733758
FAM13C	0.00871947963552699	0.978907755153064
FAM149A	0.115750372869203	0.782302478779961
FAM149B1	0.0162613369844529	NA
FAM151A	-0.110905851303322	NA
FAM153A	-0.122290662024516	NA
FAM155A	0.760799455497692	NA
FAM155A-IT1	-0.115948751403316	NA
FAM155B	-0.212276990579269	NA
FAM160A1	0.00100421896889724	NA
FAM160A2	0.177589135688253	0.428597655364559
FAM160B1	-0.0134529417725737	0.931128531930664
FAM160B2	-0.0322616731107468	0.902252249732933
FAM161A	-0.0592321279178996	NA
FAM161B	-0.21071192994965	0.245277588183075
FAM162A	0.337168447505823	0.155045728937833
FAM162B	-0.345821520096223	0.404103655124594
FAM163A	0.000392278811074398	NA
FAM166A	-0.166543194739078	NA
FAM166B	-0.0679080955528786	NA
FAM166C	-0.335997254233323	NA
FAM167A	0.130753549156545	NA
FAM167A-AS1	-0.0968128354560105	NA
FAM167B	-0.0374322890150625	NA
FAM168A	0.260054640543644	0.299207506728137
FAM168B	0.00382918342632443	0.981846526655161
FAM169A	-0.235503223743665	NA
FAM169B	0.0148771970814199	NA
FAM170A	0.00122615355823896	NA
FAM170B	0.0430322592623664	NA
FAM170B-AS1	-0.0352695252077568	NA
FAM171A1	-0.258752865887693	0.511637106790267
FAM171A2	-0.511456713767786	NA
FAM171B	-0.294513396550371	NA
FAM172A	-0.0877959212928383	0.680987308291668
FAM174A	0.103610866341064	0.759437654599675
FAM174B	0.393805186188454	0.0666104446319159
FAM174C	0.131072320642843	0.51184652597282
FAM178B	0.171430503255227	NA
FAM181A	0.00936290155794062	NA
FAM181A-AS1	-0.145328177528909	NA
FAM181B	-0.12672577558961	NA
FAM184A	-0.056702553304504	NA
FAM184B	0.0378702719819435	NA
FAM185A	-0.094578723143675	NA
FAM186A	-0.0880912309647948	NA
FAM186B	-0.340194976439484	NA
FAM187B	-0.202549270415155	NA
FAM189A1	-0.161627951402918	NA
FAM189A2	-0.374981967038486	0.139492100750051
FAM189B	0.00504077751965237	0.978257648042744
FAM193A	0.495741390397078	0.0952622649312097
FAM193B	-0.00352557145098054	NA
FAM199X	0.346006745624182	0.217865789510314
FAM200A	0.165154936900803	NA
FAM200B	-0.12352347850482	0.553514735343785
FAM201A	-0.153243591512001	NA
FAM204A	0.431274597896823	0.103186368480617
FAM205A	0.0491831615645881	NA
FAM205BP	-0.106115300518127	NA
FAM205C	-0.0138151031625662	NA
FAM207A	-0.00705509219533074	NA
FAM209B	-0.0849805013519047	NA
FAM20A	0.489535269171525	NA
FAM20B	0.308746297227319	0.0921568723589921
FAM20C	-0.0790998689181341	0.712815328942919
FAM210A	0.464511958359353	0.0707029613121264
FAM210B	0.137958990351702	0.487870840623425
FAM214A	-0.177247053675737	0.568007955766505
FAM214B	0.169234203579787	0.323068080601214
FAM215A	-0.0501648189170467	NA
FAM216A	0.316728117316986	0.0433454825694181
FAM216B	-0.0220533427010858	NA
FAM217A	-0.160638039574595	NA
FAM217B	0.23653351583236	0.233148783943891
FAM218A	-0.0851957960241827	NA
FAM219A	0.242303808545774	0.200523871122822
FAM219B	0.0612147001542027	NA
FAM21EP	0.0613764037991276	NA
FAM220A	-0.063579655087791	0.819914988224225
FAM221A	0.245692183508113	NA
FAM221B	-0.00214177935829252	NA
FAM222A	0.00288800285622948	NA
FAM222A-AS1	-0.07729214487411	NA
FAM222B	0.607340247130924	0.0327819040181802
FAM223B	-0.372047829493296	NA
FAM224A	-0.21350951948917	NA
FAM227B	-0.0273476323240076	NA
FAM228A	0.130041920051839	NA
FAM228B	0.0111854663421767	0.972243626951292
FAM229A	-0.027838128349492	NA
FAM229B	0.172206555557536	0.233236452897103
FAM230B	-0.254643076312036	NA
FAM230C	-0.0113993764461267	NA
FAM230I	-0.195097165868191	NA
FAM234A	0.396317713855544	0.0413988005027251
FAM234B	-0.00361939509185305	NA
FAM238B	-0.141157936632659	NA
FAM238C	-0.0451645346156182	NA
FAM241A	-0.512786280577442	0.103897918527912
FAM241B	-0.136848656154915	0.516551824793315
FAM24A	-0.0790327675252147	NA
FAM24B	-0.025130211294087	0.925979453515852
FAM30A	0.0363901517574581	NA
FAM32A	-0.299625731379132	0.0734358566219276
FAM3A	0.104663126570009	0.605991573985995
FAM3B	-0.0598862972960426	NA
FAM3C	-0.0883032312866074	NA
FAM3D	-0.183862865139885	0.346690058049412
FAM43A	0.110401908891418	0.742059745779939
FAM43B	0.225789890584023	NA
FAM47A	0.0341154632544161	NA
FAM47B	0.0448945170024775	NA
FAM47C	-0.00334904799040681	NA
FAM47E	-0.116921051270557	NA
FAM49A	0.621942481993226	0.0632409343749848
FAM49B	-0.257076125165426	0.367193599560066
FAM50A	0.155470939479744	0.707190932709084
FAM50B	0.399860708309302	0.0391725789806208
FAM53A	-0.148323503103573	NA
FAM53B	0.0438751901532344	NA
FAM53B-AS1	-0.0589699279935525	NA
FAM53C	0.348442271367839	0.0648913593377294
FAM66C	-0.0147193259531835	NA
FAM66D	-0.0833277925279488	NA
FAM71A	-0.239248419079884	0.199392258421214
FAM71B	-0.0750133928891019	NA
FAM71C	-0.210245279666444	NA
FAM71D	0.0114091610754374	NA
FAM71E1	0.00791651655375958	NA
FAM71E2	-0.119341913874939	NA
FAM71F1	-0.209337987986197	NA
FAM71F2	0.047629454283693	NA
FAM76A	0.357371693331422	0.109050997807074
FAM76B	-0.0993114122811369	NA
FAM78A	0.385547108623596	0.148912524149305
FAM78B	0.154199606769769	NA
FAM81A	-0.0145711493424781	NA
FAM81B	-0.048941111769337	NA
FAM83A	-0.196362438937229	NA
FAM83B	-0.00763346294944389	NA
FAM83C	-0.124491389941002	NA
FAM83C-AS1	0.0315047995517617	NA
FAM83D	0.359128127578882	NA
FAM83E	-0.0747564490577259	NA
FAM83F	-0.130969650626966	NA
FAM83G	-0.149230328437516	0.427866353837133
FAM83H	0.0144015946843883	NA
FAM86B3P	0.160109122746066	NA
FAM86C1	0.0535938452534577	NA
FAM89B	0.542706331720058	0.0367348713718985
FAM8A1	-0.147473677997812	0.558472237439264
FAM90A1	0.0232863288494514	NA
FAM91A1	0.0733120379802497	0.689969452708705
FAM92A	0.404820879026301	0.108565955524057
FAM95A	-0.0691473713947079	NA
FAM95B1	-0.237123681847552	NA
FAM98A	0.163466357492707	0.306076450631235
FAM98B	0.211507767146803	0.51633350510601
FAM98C	0.202814981791649	0.184063766056841
FAM99B	-0.166648825822462	NA
FAM9A	-0.0315327901555764	NA
FAM9B	-0.139961999618829	NA
FAM9C	0.058654339095737	NA
FAN1	0.0239384312941997	0.914802499781295
FANCA	-0.234526225992007	NA
FANCB	-0.0279540465093571	NA
FANCC	-0.0131453875103547	NA
FANCD2	-0.0249320101842345	NA
FANCD2OS	-0.238626946193369	NA
FANCE	0.122186911695697	0.556321195198345
FANCF	0.242752745471734	0.141399967046802
FANCG	0.130849594634626	0.495285900441099
FANCI	0.00851210409236725	NA
FANCL	0.0568959032887868	0.792089742664477
FANCM	-0.119755246353326	NA
FANK1	0.161974820915058	NA
FAP	0.326880539975875	0.228565993236993
FAR1	-0.281476285030504	0.223081745548622
FAR2	0.00513407943895228	0.979216839199357
FARP1	-0.3285416460354	NA
FARP2	-0.00103424848970501	NA
FARS2	-0.185028713213677	NA
FARSA	0.0415198392338114	NA
FARSB	-0.0417978187327748	0.902277069719998
FAS	-0.180320528701549	NA
FASLG	-0.0898494929811582	NA
FASN	-0.22615686816485	NA
FASTK	0.250670138001404	0.173169064372988
FASTKD1	-0.00458125344234439	0.987747923355248
FASTKD2	0.223674038877043	0.194546277774744
FASTKD3	0.21375581987328	0.302998824778275
FASTKD5	-0.213287842485613	0.194719298198487
FAT1	0.0791197875995078	0.740255538982883
FAT2	-0.0991039254962889	NA
FAT3	0.0307500710005426	NA
FAT4	-0.269393959511391	0.430714584409377
FATE1	-0.0751486431937192	0.727288927408836
FAU	-0.0267531976403976	0.931128531930664
FAXC	-0.0556187764319378	NA
FAXDC2	0.0518724298273794	0.849334670544408
FBF1	-0.137943861888327	NA
FBH1	0.00240343181559854	0.988658382468847
FBL	-0.125958198093773	0.498453854503709
FBLIM1	-0.396430406222563	NA
FBLL1	-0.346557045071079	NA
FBLN1	0.598666828099226	0.308268293805918
FBLN2	-0.34841217397513	0.647095134275085
FBLN5	-0.315046489312464	0.494476442078673
FBLN7	0.385647342283831	0.355779745564944
FBN1	-0.0925685395662512	0.812402388600543
FBN2	-0.160046102696381	NA
FBN3	-0.151448326177547	NA
FBP1	0.734423177695568	0.0728490402110631
FBP2	0.133441035832607	0.711707775460291
FBRS	-0.0456528996588892	NA
FBRSL1	-0.211463839842659	NA
FBXL12	-0.0596612756528332	0.748696845274335
FBXL13	-0.189351302228104	NA
FBXL14	0.590048873887667	NA
FBXL15	0.691051150221335	0.0266415365099807
FBXL16	-0.137540489590294	NA
FBXL17	-0.391256408699716	NA
FBXL18	0.0239007609221664	0.848678725264752
FBXL19	-0.209576458050621	0.291942289013928
FBXL19-AS1	-0.135588660644284	NA
FBXL2	-0.0673365287344083	0.80177728995627
FBXL20	0.209047079765528	NA
FBXL21P	-0.126854795775154	NA
FBXL22	-0.0416217945726967	NA
FBXL3	-0.0085612302434015	0.976803109662311
FBXL4	0.42156050780893	NA
FBXL5	-0.0350821855408476	0.85146363705675
FBXL6	-0.0158295394022119	NA
FBXL7	0.0132867744695924	0.966243162041707
FBXL8	0.0294197912822245	NA
FBXO10	-0.122771368117639	NA
FBXO11	-0.20038329495619	0.46344759100539
FBXO15	-0.199173432174453	NA
FBXO16	0.124919865814522	NA
FBXO17	-0.0274258795177378	0.948143861269441
FBXO2	-0.127741608439307	NA
FBXO21	0.147084959685644	0.428142805167878
FBXO22	0.0498795216128469	NA
FBXO24	-0.116520251887102	NA
FBXO25	-0.0607591287120997	0.767768536810563
FBXO27	-0.0962079021531839	NA
FBXO28	0.15430911791805	0.39356568284028
FBXO3	0.126166877950493	NA
FBXO30	-0.490712314248603	0.0787440354639592
FBXO31	-0.0523367749175074	0.853701370019639
FBXO32	0.107318611961138	NA
FBXO33	0.222047369714098	0.366586938278199
FBXO34	-0.123750595679251	0.64042801983767
FBXO36	-0.13874380099745	NA
FBXO38	-0.2024511889588	0.312130214760674
FBXO39	0.0292832104783036	NA
FBXO4	-0.208305299154381	NA
FBXO40	-0.179710687667895	0.578538901135669
FBXO41	-0.0209801156486646	NA
FBXO42	0.172008285275473	0.133337512708725
FBXO43	-0.116076712841753	NA
FBXO44	-0.074720481145615	0.745556206198298
FBXO45	0.479077173317791	0.152703658985407
FBXO46	0.684363462025234	0.0916022022074838
FBXO5	-0.0220619631284737	NA
FBXO6	0.496346567061145	NA
FBXO7	-0.0598570631715694	0.740803308084365
FBXO8	0.153389035848191	0.41914365292303
FBXO9	-0.148538509621356	0.563513435127862
FBXW11	0.0699849905471073	0.552079090717503
FBXW12	-0.410691823890708	0.0843055786553866
FBXW2	0.320323394938687	NA
FBXW4	0.325825965727464	0.267257166140296
FBXW4P1	-0.0528821622932263	NA
FBXW5	0.231059698696327	0.240858295199955
FBXW7	-0.0357555475936104	0.828392642458277
FBXW8	-0.0546974614261857	NA
FBXW9	-0.047711389712509	0.813221584522011
FCAMR	0.0171279779245208	NA
FCAR	-0.037377713627806	NA
FCER1A	-0.371775589936211	NA
FCER1G	0.503680214931927	0.0544212684536076
FCER2	-0.0407582050353232	NA
FCF1	-0.0327787393799692	NA
FCGBP	-0.25470375540725	0.658003218354745
FCGR1A	0.134378449901817	NA
FCGR1B	0.519544894946304	0.510627238696857
FCGR2A	0.335193917367567	0.268931757123629
FCGR2B	-0.0619615199175989	0.921626973643935
FCGR2C	-0.0564820689832839	0.868617918738091
FCGR3B	0.586789056635245	0.279055156446767
FCGRT	0.0971323373534361	0.805096112712776
FCHO1	-0.15685349057948	NA
FCHO2	0.183867567896652	0.310818335679476
FCHSD1	0.102780192463777	NA
FCHSD2	0.248551654639076	0.224411113951283
FCMR	-0.0980976378707279	NA
FCN1	0.1338752027491	NA
FCN2	-0.101761418364414	NA
FCN3	-0.0168838125601174	NA
FCRL1	-0.0384726422157304	NA
FCRL2	-0.104164456030679	NA
FCRL3	-0.0357478208388811	NA
FCRL4	-0.180759907223532	NA
FCRL5	-0.00109720259044588	NA
FCRLA	-0.0342639936949176	NA
FCRLB	0.0804346310450805	NA
FCSK	0.164489012967673	0.342720120554967
FDCSP	0.161528552441403	NA
FDFT1	-0.0902525453229659	0.659671018972095
FDPS	-0.157307881616832	0.482841236560415
FDPSP2	0.00476549000398041	NA
FDX1	0.393203912135808	0.162696141843998
FDX2	0.189598974598576	0.3533899988516
FDXACB1	-0.0166107420456596	NA
FDXR	0.132210736274533	NA
FECH	0.287959137799333	0.178153687025015
FEM1A	0.421212183637759	0.0538917470585175
FEM1B	0.0146238903488278	0.960418835585655
FEM1C	0.307194233200997	0.366440462359273
FEN1	0.0975327065455653	0.527678906548466
FENDRR	-0.202360990332621	NA
FER	0.182372222412442	0.339920842622288
FER1L4	-0.0880468444584803	NA
FER1L5	0.0371556907654926	NA
FER1L6-AS1	-0.1636419603662	NA
FERD3L	0.0294283368053692	NA
FERMT1	-0.0414717801790019	NA
FERMT2	-0.0173525911340571	0.960828550047358
FERMT3	0.278579695503927	0.133240712590723
FES	0.280884820579694	NA
FETUB	-0.092646636903571	NA
FEV	0.114063569945033	NA
FEZ1	-0.199255038334056	0.313470281170025
FEZ2	0.66161935983248	0.042083612144059
FEZF2	-0.0231978230885415	NA
FFAR1	-0.0896770009092616	NA
FFAR2	0.00835584152240232	NA
FFAR4	0.20710498385375	NA
FGA	-0.103491852842519	NA
FGB	-0.204713170270297	NA
FGD1	0.279994989199118	NA
FGD2	-0.0471414051799908	NA
FGD3	0.135953093469839	NA
FGD4	0.125912091500551	NA
FGD5	-0.0325719944935452	0.878537134824878
FGD5-AS1	-0.0643039269174466	0.768443753922787
FGD6	-0.0791250735428459	NA
FGF1	-0.146718856192757	NA
FGF10	0.439598602990793	NA
FGF10-AS1	-0.00890534244923602	NA
FGF11	-0.359660532622118	NA
FGF12	-0.0590001171346404	NA
FGF13	-0.786313947681959	0.0990843040155683
FGF13-AS1	-0.0690224798601204	NA
FGF14	-0.228497555045168	NA
FGF14-AS2	0.265328339416947	NA
FGF14-IT1	-0.0902899244209636	NA
FGF16	-0.0694048253222439	NA
FGF17	-0.382795000416291	0.124838883208634
FGF18	-0.0715518386289284	NA
FGF19	-0.172332664737887	NA
FGF2	-0.14779414024652	0.497892799251793
FGF20	-0.143540178964263	NA
FGF21	-0.278962347128547	NA
FGF22	-0.0549093006376911	NA
FGF23	-0.357342547087737	NA
FGF3	-0.109382532111375	NA
FGF4	-0.0534030794514733	NA
FGF5	-0.12345534608281	NA
FGF6	-0.0924421518503724	NA
FGF7	-0.0493762512033999	NA
FGF7P3	0.0444753102466562	0.93650311772189
FGF8	-0.0876626454342571	NA
FGF9	-0.0300636325209132	NA
FGFBP1	-0.102905565711405	NA
FGFBP2	-1.02452629358277	0.473439796763814
FGFBP3	0.134609720262937	NA
FGFR1	-0.207119334140803	0.283455638955227
FGFR1OP	-0.122699339420586	NA
FGFR1OP2	0.502491974448485	0.110442498665511
FGFR2	-0.0933423348650484	NA
FGFR3	0.148263894683405	NA
FGFR4	-0.0562578216022942	NA
FGFRL1	-0.0344307436832931	NA
FGG	-0.112115014549754	NA
FGGY	-0.115976539776935	NA
FGL1	-0.141205696782856	NA
FGL2	-0.751364576997391	0.124838883208634
FGR	0.860219134749078	0.0252184337613601
FH	-0.352905896461208	0.179621557196935
FHAD1	-0.0682872579100429	NA
FHAD1-AS1	-0.0817728771709239	NA
FHDC1	0.294004025417579	0.234142712772983
FHIT	0.113837601135682	NA
FHL1	-0.876763283438357	0.0261383695509966
FHL2	-0.120249845708079	0.746116722418466
FHL3	0.20075986400076	0.475446151703809
FHL5	-0.854528287752415	NA
FHOD1	-0.0826488550671538	0.70662645340516
FHOD3	0.302462235150698	0.439144566493837
FIBCD1	-0.261542662003924	NA
FIBIN	0.297984170566537	0.674483649254213
FIBP	0.476631957492379	0.062923170760822
FICD	0.31818250391983	0.162427764893598
FIG4	0.112416808132245	0.634632381380282
FIGLA	-0.064413444912772	NA
FIGN	0.107913198673056	0.717977298200242
FIGNL1	0.022413196593738	NA
FILIP1	-0.319522621892238	0.16801704845269
FILIP1L	-0.975464728773354	0.0974234217285338
FILNC1	-0.266489950964667	NA
FIP1L1	-0.232988235993161	NA
FIRRE	-0.194852137262011	NA
FIS1	0.102479052305437	0.725270961364989
FITM1	0.0291032214740037	0.931375771168728
FITM2	-0.117527958242352	NA
FIZ1	-0.0269595625307923	0.863587772190001
FJX1	0.187239698431092	0.446114508495623
FKBP10	0.309635451314825	0.107962122132906
FKBP11	0.582342231185875	0.0632409343749848
FKBP14	0.713986115342923	0.0294957494563191
FKBP15	-0.0546472012130623	NA
FKBP1A	0.362705545055631	0.0609042274000978
FKBP1B	0.561681343026954	0.0898333418873654
FKBP2	0.197767028018384	0.393416485965091
FKBP3	-0.388094139807357	NA
FKBP4	0.151895881768942	NA
FKBP5	0.346011920254279	0.345869956013536
FKBP6	-0.139469646791407	NA
FKBP7	0.365783452425775	0.194719298198487
FKBP8	0.0854254039720939	0.501979085988032
FKBP9	0.189395820327832	0.417965539599436
FKBPL	-0.0310507011379944	0.852324422548991
FKRP	0.123363487891514	NA
FKSG29	-0.0645795297289244	NA
FKSG49	-0.0982363596372604	0.817964073111448
FKTN	0.500573866520768	0.114140266526464
FLACC1	0.0274873362122672	NA
FLAD1	-0.0588461883370028	0.776227854089918
FLCN	-0.010044811837699	NA
FLG	-0.00650685436610265	NA
FLG-AS1	-0.0365889983413248	NA
FLG2	0.0494933331702483	NA
FLI1	0.00414753476105956	NA
FLII	-0.155573836921009	0.562288014978451
FLJ12825	-0.00847625008542341	NA
FLJ13224	0.0293685635017287	NA
FLJ16779	-0.121819228111452	NA
FLJ20021	0.0275315034014669	0.918069022073329
FLJ20712	-0.0853959406389846	NA
FLJ25758	-0.211414682568173	NA
FLJ30679	-0.22247500000008	NA
FLJ31104	0.0112571940241755	NA
FLJ31356	-0.0248282366427115	NA
FLJ32255	0.402493374291654	NA
FLJ33534	-0.237762609893283	NA
FLJ34503	-0.256235706576507	NA
FLJ37201	-0.175595589968111	NA
FLJ37453	-0.0878270704742858	NA
FLJ38576	-0.0504537522546178	NA
FLJ40288	-0.0212234621489706	NA
FLJ42351	0.23415778873769	NA
FLJ42627	-0.131893537864985	0.491476095566952
FLJ45513	-0.0595856610669747	NA
FLJ46875	0.111675538380906	0.598539528874448
FLNA	0.18186153226749	0.488895177355558
FLNB	-0.293522606825793	0.206926452149547
FLNC	-0.704568134215283	0.0734358566219276
FLOT1	0.156242936558742	0.202875999508862
FLOT2	0.0850731905307542	0.457279748535187
FLRT1	-0.116642766915192	NA
FLRT3	-0.200866395530969	NA
FLT1	-0.400994286790795	0.0567219938856464
FLT3	-0.309804403170082	NA
FLT3LG	0.215082176655852	NA
FLT4	-0.0497578280822317	NA
FLVCR1	0.214849652766953	0.420527842204253
FLVCR1-DT	-0.074469407227463	0.877836985042245
FLVCR2	0.0395187978575979	NA
FLYWCH1	0.162772278004165	0.314380600746327
FLYWCH2	-0.307346193135957	0.247330645859781
FMC1	-0.0615941996375442	0.792089742664477
FMN1	0.0121797421373557	NA
FMN2	-0.0885801926733425	NA
FMNL1	0.0980192251520169	NA
FMNL2	0.524107047872664	0.246019796112261
FMNL3	0.244829458722831	NA
FMO1	-0.148086489708106	NA
FMO2	-1.0557331659572	0.0447817691092895
FMO3	-0.0790649247873532	NA
FMO4	0.23233765907744	0.251459746007616
FMO5	-0.112577006618777	NA
FMO6P	0.119594749613098	NA
FMO9P	-0.0627989484406353	NA
FMOD	0.448124329623782	0.518559308438495
FMR1	-0.101019514469305	0.458102524251069
FMR1NB	0.0119087403247442	NA
FN1	0.0139062719419876	0.97660161880007
FN3K	-0.079326565937742	NA
FN3KRP	0.411996277426025	0.228774522190616
FNBP1	-0.641758311839207	0.0646641804199994
FNBP1L	-0.453222068239123	0.146247971564549
FNBP4	-0.105235206081389	NA
FNDC1	-0.355992025971698	0.758913403999471
FNDC10	-0.273140821734875	0.112265844704047
FNDC11	0.0216742393792089	NA
FNDC3A	-0.0456753671334438	NA
FNDC3B	0.5843648055078	0.0754200872567618
FNDC4	-0.195201269788428	0.424659559346419
FNDC5	0.06338810815926	0.836517313851256
FNDC7	-0.0784182977911581	NA
FNDC8	-0.0944565500332306	NA
FNDC9	-0.0197800442804521	NA
FNIP1	-0.136939257337904	NA
FNIP2	0.228356560003506	0.369200835081166
FNTA	-0.125361016111473	0.510156577851698
FNTB	0.289530262432096	NA
FOCAD	0.0047134539720437	NA
FOLH1	-0.0394644375424189	NA
FOLH1B	-0.203625483740096	NA
FOLR1	1.03736175053205	0.0240431673481717
FOLR2	0.252956158726774	0.299930752502791
FOLR3	-0.0757297433741115	NA
FOPNL	0.0206410286489689	0.877836985042245
FOS	1.92004218698641	0.0980832936542636
FOSB	1.27419810178441	0.163430743023336
FOSL1	-0.0863202496103526	NA
FOSL2	-0.310553838218025	NA
FOXA1	-0.133072013289258	NA
FOXA2	-0.19382472884534	NA
FOXA3	-0.254696759944383	NA
FOXB1	0.00522279429002559	NA
FOXC1	0.109372227800847	0.856875913323536
